Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Diane Bourgeois,François Choquette,Émile Coderre,Pierre Côté,Pascale Déry,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24025,"Drummond/Drummond"," 35","Drummondville",48,78,1,60,31,5,223,422
24025,"Drummond/Drummond"," 36","Drummondville",58,59,4,55,36,9,221,465
24025,"Drummond/Drummond"," 37","Drummondville",57,77,11,95,52,3,295,537
24025,"Drummond/Drummond"," 38A","Drummondville",37,69,5,75,47,6,239,484
24025,"Drummond/Drummond"," 38B","Drummondville",10,15,1,19,7,0,52,283
24025,"Drummond/Drummond"," 39A","Drummondville",35,28,2,41,16,2,124,284
24025,"Drummond/Drummond"," 39B","Drummondville",35,41,5,42,19,2,144,288
24025,"Drummond/Drummond"," 40","Drummondville",30,36,3,20,7,2,98,274
24025,"Drummond/Drummond"," 41A","Drummondville",44,42,9,28,16,2,141,371
24025,"Drummond/Drummond"," 41B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°503,,,,,,,33
24025,"Drummond/Drummond"," 42","Drummondville",32,44,10,33,10,5,134,419
24025,"Drummond/Drummond"," 43","Drummondville",49,42,7,43,19,4,164,424
24025,"Drummond/Drummond"," 44A","Drummondville",32,27,4,51,17,2,133,391
24025,"Drummond/Drummond"," 44B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°503,,,,,,,63
24025,"Drummond/Drummond"," 45","Drummondville",38,47,6,39,25,1,156,437
24025,"Drummond/Drummond"," 46","Drummondville",41,80,5,70,44,2,242,421
24025,"Drummond/Drummond"," 47","Drummondville",50,69,4,79,37,3,242,426
24025,"Drummond/Drummond"," 48","Drummondville",31,55,3,55,19,3,166,314
24025,"Drummond/Drummond"," 49","Drummondville",50,52,4,49,21,0,176,403
24025,"Drummond/Drummond"," 50","Drummondville",30,56,7,49,18,4,164,408
24025,"Drummond/Drummond"," 51","Drummondville",28,33,3,40,28,4,136,283
24025,"Drummond/Drummond"," 52A","Drummondville",43,46,5,124,52,5,275,353
24025,"Drummond/Drummond"," 52B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501,,,,,,,34
24025,"Drummond/Drummond"," 53","Drummondville",44,42,2,41,26,6,161,404
24025,"Drummond/Drummond"," 54","Drummondville",51,42,1,53,24,4,175,339
24025,"Drummond/Drummond"," 55","Drummondville",45,39,2,44,19,5,154,343
24025,"Drummond/Drummond"," 56","Drummondville",32,49,8,40,20,3,152,356
24025,"Drummond/Drummond"," 57","Drummondville",33,54,0,48,18,5,158,373
24025,"Drummond/Drummond"," 58","Drummondville",42,58,6,42,21,8,177,438
24025,"Drummond/Drummond"," 59","Drummondville",46,52,4,51,13,3,169,359
24025,"Drummond/Drummond"," 60","Drummondville",33,77,2,49,19,4,184,431
24025,"Drummond/Drummond"," 61","Drummondville",52,48,7,70,33,1,211,397
24025,"Drummond/Drummond"," 62","Drummondville",34,45,7,40,21,9,156,404
24025,"Drummond/Drummond"," 63","Drummondville",30,56,5,43,15,3,152,381
24025,"Drummond/Drummond"," 64","Drummondville",43,43,4,42,30,4,166,379
24025,"Drummond/Drummond"," 65","Drummondville",26,34,4,29,12,3,108,276
24025,"Drummond/Drummond"," 66","Drummondville",41,76,2,66,47,3,235,445
24025,"Drummond/Drummond"," 67","Drummondville",39,47,2,85,37,0,210,372
24025,"Drummond/Drummond"," 68","Drummondville",40,52,2,83,33,2,212,476
24025,"Drummond/Drummond"," 69","Drummondville",34,58,1,68,43,4,208,409
24025,"Drummond/Drummond"," 70","Drummondville",33,39,4,58,38,6,178,411
24025,"Drummond/Drummond"," 71","Drummondville",35,51,4,52,32,1,175,364
24025,"Drummond/Drummond"," 72A","Drummondville",32,39,0,42,11,4,128,329
24025,"Drummond/Drummond"," 72B","Drummondville",28,28,1,57,15,2,131,308
24025,"Drummond/Drummond"," 73","Drummondville",24,45,3,34,22,1,129,428
24025,"Drummond/Drummond"," 74","Drummondville",29,29,0,34,15,5,112,293
24025,"Drummond/Drummond"," 75","Drummondville",45,60,6,49,36,4,200,487
24025,"Drummond/Drummond"," 76","Drummondville",29,79,2,64,46,2,222,439
24025,"Drummond/Drummond"," 77","Drummondville",36,64,6,76,46,3,231,449
24025,"Drummond/Drummond"," 78","Drummondville",34,54,6,67,35,3,199,451
24025,"Drummond/Drummond"," 79","Drummondville",45,61,8,45,37,4,200,506
24025,"Drummond/Drummond"," 80A","Drummondville",26,43,4,42,26,1,142,267
24025,"Drummond/Drummond"," 80B","Drummondville",28,51,0,35,27,5,146,276
24025,"Drummond/Drummond"," 81","Drummondville",31,55,1,52,34,9,182,420
24025,"Drummond/Drummond"," 82","Drummondville",22,23,1,12,9,1,68,227
24025,"Drummond/Drummond"," 83","Drummondville",76,54,9,53,38,10,240,537
24025,"Drummond/Drummond"," 84","Drummondville",48,75,1,58,60,4,246,450
24025,"Drummond/Drummond"," 85","Drummondville",38,39,3,34,28,7,149,373
24025,"Drummond/Drummond"," 86","Drummondville",56,72,8,66,31,11,244,482
24025,"Drummond/Drummond"," 87","Drummondville",61,78,10,52,48,7,256,453
24025,"Drummond/Drummond"," 88","Drummondville",28,60,2,86,43,2,221,337
24025,"Drummond/Drummond"," 89","Saint-Germain-de-Grantham",40,42,0,45,46,3,176,320
24025,"Drummond/Drummond"," 90","Saint-Germain-de-Grantham",61,41,9,45,39,3,198,376
24025,"Drummond/Drummond"," 91","Saint-Germain-de-Grantham",50,65,5,60,61,7,248,388
24025,"Drummond/Drummond"," 92","Saint-Germain-de-Grantham",46,96,6,68,48,10,274,427
24025,"Drummond/Drummond"," 93","Saint-Germain-de-Grantham",64,117,6,71,59,3,320,484
24025,"Drummond/Drummond"," 94","Saint-Germain-de-Grantham",60,100,11,56,39,6,272,441
24025,"Drummond/Drummond"," 95","Saint-Germain-de-Grantham",52,63,3,45,38,6,207,370
24025,"Drummond/Drummond"," 96","Saint-Germain-de-Grantham",83,75,8,71,42,3,282,472
24025,"Drummond/Drummond"," 97","Saint-Germain-de-Grantham",60,59,1,42,26,4,192,388
24025,"Drummond/Drummond"," 98","Drummondville",28,27,13,30,14,6,118,402
24025,"Drummond/Drummond"," 99","Drummondville",12,29,3,22,16,1,83,229
24025,"Drummond/Drummond"," 100","Drummondville",48,46,7,53,19,4,177,437
24025,"Drummond/Drummond"," 101","Drummondville",60,76,7,69,39,10,261,476
24025,"Drummond/Drummond"," 102","Drummondville",53,59,4,40,29,2,187,407
24025,"Drummond/Drummond"," 103","Drummondville",51,87,4,59,34,3,238,465
24025,"Drummond/Drummond"," 104A","Drummondville",21,39,1,32,23,2,118,202
24025,"Drummond/Drummond"," 104B","Drummondville",18,35,5,28,28,1,115,197
24025,"Drummond/Drummond"," 105A","Drummondville",22,51,4,44,23,1,145,288
24025,"Drummond/Drummond"," 105B","Drummondville",40,52,5,35,25,3,160,292
24025,"Drummond/Drummond"," 106","Drummondville",24,53,2,46,33,7,165,366
24025,"Drummond/Drummond"," 107","Drummondville",38,58,6,58,32,3,195,391
24025,"Drummond/Drummond"," 108","Drummondville",45,50,5,48,29,2,179,324
24025,"Drummond/Drummond"," 109A","Drummondville",38,51,3,34,25,4,155,300
24025,"Drummond/Drummond"," 109B","Drummondville",30,50,1,28,24,5,138,309
24025,"Drummond/Drummond"," 110","Drummondville",63,92,7,75,61,3,301,536
24025,"Drummond/Drummond"," 111","Drummondville",64,90,5,61,35,3,258,469
24025,"Drummond/Drummond"," 112A","Drummondville",33,51,5,48,22,2,161,313
24025,"Drummond/Drummond"," 112B","Drummondville",25,54,5,35,16,4,139,321
24025,"Drummond/Drummond"," 113","Drummondville",61,77,8,44,40,3,233,445
24025,"Drummond/Drummond"," 114","Drummondville",48,62,2,65,33,2,212,409
24025,"Drummond/Drummond"," 115","Drummondville",54,61,3,54,32,0,204,366
24025,"Drummond/Drummond"," 116","Drummondville",37,43,10,24,11,5,130,413
24025,"Drummond/Drummond"," 117","Drummondville",27,30,6,26,8,3,100,395
24025,"Drummond/Drummond"," 118","Drummondville",40,44,4,26,18,7,139,433
24025,"Drummond/Drummond"," 119","Drummondville",35,50,2,46,13,7,153,395
24025,"Drummond/Drummond"," 120","Drummondville",27,54,3,56,20,3,163,406
24025,"Drummond/Drummond"," 121","Drummondville",26,49,5,37,14,3,134,336
24025,"Drummond/Drummond"," 122","Drummondville",34,43,1,41,30,5,154,401
24025,"Drummond/Drummond"," 123","Drummondville",32,59,7,50,17,3,168,329
24025,"Drummond/Drummond"," 124","Drummondville",38,48,6,38,14,5,149,403
24025,"Drummond/Drummond"," 125","Drummondville",33,57,8,44,11,3,156,350
24025,"Drummond/Drummond"," 126","Drummondville",22,20,7,29,11,1,90,332
24025,"Drummond/Drummond"," 127","Drummondville",51,49,10,25,19,5,159,351
24025,"Drummond/Drummond"," 128","Drummondville",34,36,4,41,18,2,135,378
24025,"Drummond/Drummond"," 129","Drummondville",46,44,7,44,16,6,163,372
24025,"Drummond/Drummond"," 130","Drummondville",42,68,6,70,52,3,241,407
24025,"Drummond/Drummond"," 131","Drummondville",67,67,8,59,33,5,239,426
24025,"Drummond/Drummond"," 132","Drummondville",66,73,8,70,44,3,264,482
24025,"Drummond/Drummond"," 133","Drummondville",58,73,11,58,43,5,248,435
24025,"Drummond/Drummond"," 134","Drummondville",44,59,6,41,21,3,174,406
24025,"Drummond/Drummond"," 135","Drummondville",43,59,4,47,28,2,183,363
24025,"Drummond/Drummond"," 136","Drummondville",45,67,5,61,28,5,211,402
24025,"Drummond/Drummond"," 137","Drummondville",51,59,9,59,42,1,221,413
24025,"Drummond/Drummond"," 138","Drummondville",24,43,3,33,30,2,135,280
24025,"Drummond/Drummond"," 139","Saint-Lucien",53,61,4,40,32,4,194,372
24025,"Drummond/Drummond"," 140","Saint-Lucien",56,47,6,26,37,7,179,325
24025,"Drummond/Drummond"," 141","Saint-Lucien",73,52,2,45,32,4,208,376
24025,"Drummond/Drummond"," 142","Drummondville",34,35,6,29,28,6,138,283
24025,"Drummond/Drummond"," 143","Kingsey",47,52,7,51,33,8,198,322
24025,"Drummond/Drummond"," 144","Kingsey",39,59,6,48,47,3,202,278
24025,"Drummond/Drummond"," 145","Kingsey",44,56,4,81,29,3,217,326
24025,"Drummond/Drummond"," 146","Kingsey",31,34,7,62,25,6,165,271
24025,"Drummond/Drummond"," 147","L'Avenir",69,53,9,51,37,6,225,380
24025,"Drummond/Drummond"," 148","L'Avenir",75,75,3,64,37,7,261,398
24025,"Drummond/Drummond"," 149","L'Avenir",43,61,4,54,29,1,192,293
24025,"Drummond/Drummond"," 150","Drummondville",45,50,5,77,37,5,219,390
24025,"Drummond/Drummond"," 151","Drummondville",61,64,3,38,26,6,198,411
24025,"Drummond/Drummond"," 152","Drummondville",73,67,6,45,44,8,243,503
24025,"Drummond/Drummond"," 153","Drummondville",44,69,7,51,32,5,208,453
24025,"Drummond/Drummond"," 154","Drummondville",40,42,4,36,43,5,170,367
24025,"Drummond/Drummond"," 155","Drummondville",63,73,6,57,38,2,239,440
24025,"Drummond/Drummond"," 156","Drummondville",49,69,7,48,32,1,206,448
24025,"Drummond/Drummond"," 157","Drummondville",52,71,6,101,32,5,267,454
24025,"Drummond/Drummond"," 158","Drummondville",65,51,7,55,37,4,219,420
24025,"Drummond/Drummond"," 159","Drummondville",53,55,8,66,43,5,230,459
24025,"Drummond/Drummond"," 160","Drummondville",33,51,5,45,23,6,163,398
24025,"Drummond/Drummond"," 161A","Drummondville",26,48,9,43,33,7,166,323
24025,"Drummond/Drummond"," 161B","Drummondville",44,42,3,40,32,5,166,306
24025,"Drummond/Drummond"," 162","Drummondville",39,50,3,37,26,8,163,316
24025,"Drummond/Drummond"," 163","Drummondville",45,61,2,66,31,4,209,395
24025,"Drummond/Drummond"," 164","Drummondville",62,80,3,70,51,3,269,543
24025,"Drummond/Drummond"," 165","Drummondville",48,73,8,64,37,1,231,384
24025,"Drummond/Drummond"," 166","Drummondville",43,76,4,50,33,5,211,400
24025,"Drummond/Drummond"," 167","Drummondville",51,64,4,55,43,4,221,400
24025,"Drummond/Drummond"," 168","Drummondville",39,72,8,37,34,8,198,363
24025,"Drummond/Drummond"," 169","Drummondville",48,56,7,49,42,4,206,413
24025,"Drummond/Drummond"," 170","Drummondville",53,93,12,68,38,6,270,503
24025,"Drummond/Drummond"," 171","Drummondville",57,55,9,37,39,5,202,413
24025,"Drummond/Drummond"," 172","Drummondville",43,46,2,35,28,5,159,381
24025,"Drummond/Drummond"," 173A","Drummondville",37,42,5,41,24,3,152,309
24025,"Drummond/Drummond"," 173B","Drummondville",37,40,3,34,16,3,133,293
24025,"Drummond/Drummond"," 174","Drummondville",40,52,3,49,34,9,187,414
24025,"Drummond/Drummond"," 175","Drummondville",53,68,1,49,28,0,199,464
24025,"Drummond/Drummond"," 176","Drummondville",62,43,1,60,29,7,202,490
24025,"Drummond/Drummond"," 177","Drummondville",67,74,4,50,37,4,236,431
24025,"Drummond/Drummond"," 178","Drummondville",53,83,7,60,37,6,246,453
24025,"Drummond/Drummond"," 179","Drummondville",68,72,2,50,35,5,232,428
24025,"Drummond/Drummond"," 180","Drummondville",58,60,6,59,44,8,235,429
24025,"Drummond/Drummond"," 181","Drummondville",67,55,6,30,17,5,180,357
24025,"Drummond/Drummond"," 182","Wickham",36,45,4,39,18,5,147,300
24025,"Drummond/Drummond"," 183","Wickham",62,60,5,40,37,2,206,383
24025,"Drummond/Drummond"," 184","Wickham",51,46,4,46,23,5,175,305
24025,"Drummond/Drummond"," 185","Wickham",47,54,7,55,39,2,204,353
24025,"Drummond/Drummond"," 186","Wickham",34,51,8,46,27,6,172,289
24025,"Drummond/Drummond"," 187","Wickham",45,64,2,45,37,9,202,353
24025,"Drummond/Drummond"," 188","Lefebvre",48,60,5,61,32,4,210,316
24025,"Drummond/Drummond"," 189","Lefebvre",45,50,8,69,31,8,211,352
24025,"Drummond/Drummond"," 190","Durham-Sud",48,84,6,71,32,1,242,367
24025,"Drummond/Drummond"," 191","Durham-Sud",48,107,6,96,45,0,302,461
24025,"Drummond/Drummond"," 192","Saint-Edmond-de-Grantham",49,54,8,43,43,5,202,291
24025,"Drummond/Drummond"," 193","Saint-Edmond-de-Grantham",34,65,10,43,28,1,181,274
24025,"Drummond/Drummond"," 194","Saint-Guillaume",83,78,7,83,44,6,301,470
24025,"Drummond/Drummond"," 195","Saint-Guillaume",67,42,6,56,26,5,202,334
24025,"Drummond/Drummond"," 196","Saint-Guillaume",56,77,8,63,31,6,241,376
24025,"Drummond/Drummond"," 197","Saint-Eugène",61,66,8,37,25,4,201,312
24025,"Drummond/Drummond"," 198","Saint-Eugène",56,51,3,22,28,0,160,279
24025,"Drummond/Drummond"," 199","Saint-Eugène",50,51,3,45,21,3,173,311
24025,"Drummond/Drummond"," 400","Drummondville",50,68,2,198,63,3,384,463
24025,"Drummond/Drummond"," 401","Drummondville",30,45,2,108,38,6,229,279
24025,"Drummond/Drummond"," 500","Mobile poll/Bureau itinérant",8,3,0,20,11,1,43,129
24025,"Drummond/Drummond"," 501","Mobile poll/Bureau itinérant",39,30,4,78,19,3,173,266
24025,"Drummond/Drummond"," 502","Mobile poll/Bureau itinérant",11,14,1,46,17,2,91,196
24025,"Drummond/Drummond"," 503","Mobile poll/Bureau itinérant",33,38,2,87,13,5,178,187
24025,"Drummond/Drummond"," 504","Mobile poll/Bureau itinérant",7,13,0,30,12,1,63,206
24025,"Drummond/Drummond"," 600","Saint-Pie-de-Guire",95,170,10,103,115,4,497,
24025,"Drummond/Drummond"," 601","Drummondville",135,274,8,135,161,10,723,
24025,"Drummond/Drummond"," 602","Notre-Dame-du-Bon-Conseil",48,106,5,83,101,5,348,
24025,"Drummond/Drummond"," 603","Saint-Cyrille-de-Wendover",74,132,10,69,79,9,373,
24025,"Drummond/Drummond"," 604","Drummondville",177,227,14,188,139,11,756,
24025,"Drummond/Drummond"," 605","Drummondville",140,257,12,247,215,5,876,
24025,"Drummond/Drummond"," 606","Drummondville",196,326,15,255,243,12,1047,
24025,"Drummond/Drummond"," 607","Drummondville",234,391,22,219,204,16,1086,
24025,"Drummond/Drummond"," 608","Drummondville",165,308,16,175,146,18,828,
24025,"Drummond/Drummond"," 609","Drummondville",208,278,13,228,182,17,926,
24025,"Drummond/Drummond"," 610","Drummondville",199,264,25,189,169,17,863,
24025,"Drummond/Drummond"," 611","Drummondville",170,263,20,149,161,17,780,
24025,"Drummond/Drummond"," 612","Wickham",40,65,4,29,25,1,164,
24025,"Drummond/Drummond",,"Group 1/Groupe 1",12,22,4,61,46,4,149,87
24025,"Drummond/Drummond",,"Group 2/Groupe 2",410,650,43,395,353,41,1892,
