Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Jonathan Beauchamp,Chantal Crête,Maxime Hupé-Labelle,Audrey Lamarche,Stéphane Lauzon,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 28","Lac-des-Plages",59,49,18,3,51,7,187,412
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 29","Duhamel",54,52,18,5,71,2,202,363
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 30","Lac-Simon",49,67,28,3,49,2,198,450
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 31","Lac-Simon",38,43,12,0,64,5,162,363
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 32","Montpellier",30,52,15,2,49,1,149,241
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 33","Montpellier",55,47,6,3,63,3,177,276
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 34","Montpellier",33,50,22,3,102,2,212,359
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 35","Val-des-Bois",21,27,12,0,61,1,122,292
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 36","Val-des-Bois",36,38,26,5,91,2,198,433
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 37","Bowman",7,25,12,1,62,2,109,246
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 38","Bowman",18,24,23,3,67,1,136,293
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 39A","Mayo",Merged with No./Fusionné avec le n°40,,,,,,,174
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 39B","Mulgrave-et-Derry",12,19,11,2,52,1,97,163
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 40","Mayo",20,53,57,9,182,2,323,484
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 41","Ripon",44,51,7,4,68,1,175,322
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 42","Ripon",54,76,9,5,50,2,196,327
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 43","Ripon",73,51,13,9,86,3,235,364
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 44","Ripon",56,63,15,4,80,3,221,333
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 45","Chénéville",32,52,11,6,57,1,159,352
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 46A","Chénéville",21,31,12,3,58,3,128,326
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 46B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°56B,,,,,,,23
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 47","Saint-Émile-de-Suffolk",32,21,4,2,29,0,88,230
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 48","Saint-Émile-de-Suffolk",21,17,8,2,14,3,65,200
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 49","Namur",20,23,17,5,57,1,123,289
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 50","Namur",16,17,13,3,42,1,92,225
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 51","Notre-Dame-de-la-Paix",48,34,16,6,71,1,176,316
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 52","Notre-Dame-de-la-Paix",28,23,8,1,62,3,125,225
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 53","Notre-Dame-de-Bon-Secours-Partie-Nord",23,43,10,5,61,0,142,227
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 54","Montebello",28,28,17,2,60,3,138,276
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 55","Montebello",29,45,3,2,53,2,134,276
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 56A","Montebello",26,37,12,7,48,2,132,258
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 56B","Mobile poll/Bureau itinérant",3,7,3,0,24,0,37,36
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 57A","Avoca",16,18,14,2,35,0,85,182
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 57B","Grenville sur la Rouge",Merged with No./Fusionné avec le n°26,,,,,,,77
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 58","Grenville sur la Rouge",17,33,14,1,62,2,129,299
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 59","Grenville sur la Rouge (Pointe-au-Chêne)",34,27,6,0,22,2,91,250
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 60","Fassett",44,71,21,5,108,4,253,402
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 61","Notre-Dame-de-Bon-Secours-Partie-Nord",40,32,18,3,56,4,153,307
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 62","Papineauville",54,40,19,4,82,2,201,346
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 63","Papineauville",38,73,21,6,78,4,220,407
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 64","Sainte-Angélique",62,54,33,3,102,5,259,471
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 65","Papineauville",52,39,19,4,101,3,218,392
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 66","Saint-André-Avellin",38,53,15,4,64,0,174,343
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 67","Saint-André-Avellin",47,36,7,3,60,2,155,302
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 68","Saint-André-Avellin",52,44,10,7,53,3,169,336
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 69","Saint-André-Avellin",41,47,18,4,61,1,172,361
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 70","Saint-André-Avellin",41,31,16,2,105,3,198,375
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 71","Saint-André-Avellin",40,42,13,2,64,2,163,336
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 72","Saint-André-Avellin",38,24,4,3,59,1,129,297
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 73A","Saint-André-Avellin",48,48,11,1,62,4,174,322
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 73B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°74B,,,,,,,91
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 73C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°74B,,,,,,,22
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 74A","Saint-André-Avellin",37,34,6,2,44,1,124,253
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 74B","Mobile poll/Bureau itinérant",16,17,8,3,71,0,115,94
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 75","Saint-Sixte",45,50,20,7,87,4,213,324
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 76","Lochaber",35,42,23,4,67,1,172,339
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 77","Lochaber",24,33,20,4,74,0,155,387
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 78","Lochaber",43,44,20,5,85,1,198,454
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 79","Lochaber",49,52,29,5,116,5,256,487
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 80","Thurso",19,22,20,1,53,0,115,338
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 81","Thurso",21,30,12,4,50,1,118,286
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 82","Thurso",49,35,22,3,68,1,178,362
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 83","Thurso",37,27,8,8,69,1,150,395
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 84","Lochaber",16,30,18,4,39,2,109,251
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 85","Plaisance",41,68,19,8,107,4,247,400
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 86","Plaisance",58,66,13,2,102,2,243,404
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 87","L'Ange-Gardien",26,36,15,1,76,0,154,285
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 88","L'Ange-Gardien",17,39,26,2,71,1,156,280
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 89","L'Ange-Gardien",24,41,14,5,65,4,153,329
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 90","L'Ange-Gardien",29,43,35,8,71,1,187,362
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 91","L'Ange-Gardien",33,44,22,3,101,0,203,380
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 92","L'Ange-Gardien",15,36,18,5,98,5,177,341
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 93","L'Ange-Gardien",24,42,17,5,102,1,191,302
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 94","Notre-Dame-de-la-Salette",24,38,10,2,98,5,177,332
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 95","Notre-Dame-de-la-Salette",19,38,23,5,77,1,163,294
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 96","L'Ange-Gardien",22,37,29,6,110,0,204,377
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 97A","L'Ange-Gardien",9,23,15,2,58,0,107,197
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 97B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°120B,,,,,,,23
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 98","L'Ange-Gardien",17,67,28,2,139,3,256,427
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 99","Gatineau",18,46,20,10,102,1,197,462
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 100","Gatineau",19,55,13,7,113,5,212,440
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 101","Gatineau",26,45,21,9,111,1,213,449
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 102","Gatineau",33,51,20,2,119,2,227,444
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 103","Gatineau",32,44,24,1,119,2,222,427
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 104","Gatineau",34,52,20,8,132,0,246,447
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 105A","Gatineau",18,42,13,1,95,1,170,388
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 105B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°120B,,,,,,,19
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 106","Gatineau",33,41,11,2,113,3,203,458
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 107","Gatineau",29,42,13,2,98,3,187,400
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 108","Gatineau",21,24,9,3,57,1,115,309
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 109","Gatineau",29,67,28,4,111,3,242,499
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 110","Gatineau",13,37,8,3,73,1,135,360
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 111","Gatineau",37,39,23,5,103,1,208,393
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 112","Gatineau",12,35,13,6,67,0,133,369
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 113","Gatineau",29,42,11,1,89,1,173,435
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 114","Gatineau",24,27,7,5,53,2,118,348
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 115","Gatineau",16,34,7,1,53,0,111,326
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 116","Gatineau",18,30,13,7,65,2,135,378
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 117","Gatineau",25,38,13,2,97,1,176,364
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 118","Gatineau",22,32,12,6,77,3,152,404
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 119","Gatineau",11,25,10,4,74,4,128,380
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 120A","Gatineau",25,40,20,1,102,1,189,449
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 120B","Mobile poll/Bureau itinérant",7,11,7,2,52,4,83,70
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 121","Gatineau",14,43,17,0,59,0,133,388
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 122","Gatineau",24,36,16,2,76,1,155,332
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 123","Gatineau",35,50,12,1,94,0,192,401
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 124","Gatineau",30,41,14,5,92,6,188,429
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 125","Gatineau",38,51,7,7,107,3,213,431
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 126","Gatineau",25,30,9,5,103,3,175,426
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 127","Gatineau",33,55,18,2,108,6,222,392
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 128","Gatineau",23,52,11,0,104,1,191,388
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 129","Gatineau",39,55,19,3,126,3,245,492
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 130","Gatineau",30,29,17,2,67,1,146,396
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 131","Gatineau",22,50,16,6,99,1,194,388
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 132","Gatineau",16,37,6,2,117,2,180,378
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 133","L'Ange-Gardien",22,32,18,7,86,2,167,306
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 134","L'Ange-Gardien",19,25,11,4,89,0,148,248
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 135","L'Ange-Gardien",37,45,25,3,110,2,222,369
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 136","Gatineau",31,48,11,9,103,3,205,382
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 137","Gatineau",30,64,30,1,135,3,263,423
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 138","Gatineau",23,46,16,4,175,6,270,428
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 139","Gatineau",38,41,13,9,137,2,240,404
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 140","Gatineau",35,58,17,4,134,1,249,456
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 141","Gatineau",23,56,15,2,165,1,262,435
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 142","Gatineau",39,50,18,5,104,2,218,410
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 143","Gatineau",24,39,19,3,142,1,228,456
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 144","Gatineau",22,57,14,7,105,6,211,422
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 145","Gatineau",39,44,14,2,105,0,204,468
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 146","Gatineau",26,31,9,4,93,2,165,345
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 147","Gatineau",27,39,15,8,116,2,207,404
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 148","Gatineau",22,41,10,2,86,2,163,377
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 149A","Saint-Michel-de-Wentworth",40,38,24,1,25,1,129,220
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 149B","Brownsburg-Chatham",Merged with No./Fusionné avec le n°155,,,,,,,127
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 150","Brownsburg-Chatham",29,44,19,6,74,2,174,454
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 151","Brownsburg-Chatham",51,58,15,8,76,4,212,476
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 152","Brownsburg-Chatham",28,44,17,5,59,1,154,379
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 153","Brownsburg-Chatham",41,42,33,2,52,4,174,414
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 154","Brownsburg-Chatham",63,56,19,5,44,2,189,423
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 155","Brownsburg-Chatham",31,49,25,4,91,0,200,355
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 156","Brownsburg-Chatham",32,35,23,2,65,3,160,416
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 157","Brownsburg-Chatham",44,37,18,5,47,7,158,415
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 158","Brownsburg-Chatham",37,53,17,4,157,2,270,404
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 159","Louisa",42,30,22,3,68,1,166,240
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 160","Louisa",8,21,17,3,60,1,110,228
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 161","Mille-Isles",32,39,26,7,78,2,184,287
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 162","Mille-Isles",31,27,13,4,78,2,155,243
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 163","Mille-Isles",70,50,34,5,67,0,226,380
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 164","Mille-Isles",67,56,19,6,60,5,213,396
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 165","Lakefield--Gore",41,57,14,5,47,2,166,370
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 166","Lakefield--Gore",45,44,17,7,73,1,187,405
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 167","Lakefield--Gore",54,45,20,7,79,4,209,461
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 168","Lakefield--Gore",34,28,11,2,65,5,145,344
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 169","Lachute",39,36,19,6,48,4,152,289
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 170","Lachute",42,37,22,6,78,2,187,377
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 171","Lachute",20,42,25,5,63,4,159,385
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 172","Lachute",45,37,28,3,62,2,177,439
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 173","Lachute",56,22,14,10,49,5,156,446
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 174","Lachute",41,33,9,2,57,5,147,402
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 175A","Lachute",33,36,12,1,61,0,143,341
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 175B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501,,,,,,,65
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 176","Lachute",35,46,18,3,80,0,182,408
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 177","Lachute",33,44,18,6,65,1,167,404
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 178","Lachute",53,40,10,1,45,2,151,357
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 179","Lachute",56,40,21,3,53,3,176,429
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 180","Lachute",53,38,12,2,54,2,161,420
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 181","Lachute",31,26,10,5,67,8,147,420
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 182","Lachute",68,41,11,2,59,3,184,431
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 183","Lachute",49,32,11,9,61,4,166,412
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 184","Lachute",70,40,18,7,78,5,218,558
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 185","Lachute",30,24,20,4,42,5,125,380
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 186A","Lachute",23,15,11,1,54,1,105,277
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 186B","Mobile poll/Bureau itinérant",1,7,13,1,33,1,56,49
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 186C","Lachute",Merged with No./Fusionné avec le n°400,,,,,,,80
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 187","Lachute",38,52,18,5,88,0,201,483
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 188","Lachute",42,58,16,4,94,6,220,415
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 189","Lachute",50,48,15,6,60,1,180,390
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 190","Lachute",45,42,12,10,57,1,167,422
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 191","Lachute",38,35,13,6,33,4,129,359
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 192","Lachute",62,47,16,7,70,3,205,474
24005,"Argenteuil--La Petite-Nation/Argenteuil--La Petite-Nation"," 193","Lachute",59,64,28,6,73,6,236,519
