Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Celina Caesar-Chavannes,Craig Cameron,Ryan Kelly,Jon O'Connor,Pat Perkins,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35114,"Whitby/Whitby"," 99A","Whitby",70,5,6,2,42,3,128,265
35114,"Whitby/Whitby"," 99B","Mobile poll/Bureau itinérant",27,2,7,1,26,0,63,119
35114,"Whitby/Whitby"," 100A","Whitby",70,2,17,0,69,0,158,275
35114,"Whitby/Whitby"," 100B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°99B,,,,,,,53
35114,"Whitby/Whitby"," 101","Whitby",112,1,5,0,114,1,233,449
35114,"Whitby/Whitby"," 102","Whitby",73,4,25,2,94,0,198,389
35114,"Whitby/Whitby"," 103","Whitby",105,10,24,0,99,0,238,413
35114,"Whitby/Whitby"," 104","Whitby",117,1,19,2,98,0,237,409
35114,"Whitby/Whitby"," 105","Whitby",122,2,13,0,79,1,217,411
35114,"Whitby/Whitby"," 106","Whitby",124,0,22,1,85,0,232,430
35114,"Whitby/Whitby"," 107","Whitby",137,6,29,2,100,0,274,483
35114,"Whitby/Whitby"," 108","Whitby",75,8,12,2,64,0,161,306
35114,"Whitby/Whitby"," 109","Whitby",114,3,22,0,93,3,235,449
35114,"Whitby/Whitby"," 110","Whitby",93,8,17,1,86,0,205,338
35114,"Whitby/Whitby"," 111A","Whitby",100,3,8,1,63,2,177,341
35114,"Whitby/Whitby"," 111B","Whitby",66,1,10,0,75,1,153,212
35114,"Whitby/Whitby"," 112","Whitby",155,7,31,2,122,3,320,563
35114,"Whitby/Whitby"," 113","Whitby",83,5,15,1,158,1,263,548
35114,"Whitby/Whitby"," 114","Whitby",114,5,19,1,67,0,206,443
35114,"Whitby/Whitby"," 115","Whitby",103,2,31,0,80,2,218,480
35114,"Whitby/Whitby"," 116","Whitby",91,1,16,1,62,0,171,375
35114,"Whitby/Whitby"," 117","Whitby",106,4,9,0,102,1,222,448
35114,"Whitby/Whitby"," 118","Whitby",95,1,25,3,47,0,171,359
35114,"Whitby/Whitby"," 119","Whitby",100,5,21,0,59,4,189,360
35114,"Whitby/Whitby"," 120A","Whitby",51,6,9,0,47,0,113,254
35114,"Whitby/Whitby"," 120B","Whitby",44,2,8,0,56,2,112,141
35114,"Whitby/Whitby"," 121","Whitby",91,0,26,1,109,1,228,442
35114,"Whitby/Whitby"," 122","Whitby",99,7,28,2,101,1,238,428
35114,"Whitby/Whitby"," 123","Whitby",104,5,25,1,72,0,207,363
35114,"Whitby/Whitby"," 124A","Whitby",83,6,15,1,70,0,175,297
35114,"Whitby/Whitby"," 124B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500,,,,,,,77
35114,"Whitby/Whitby"," 125","Whitby",121,5,23,0,112,0,261,439
35114,"Whitby/Whitby"," 126","Whitby",69,5,28,0,58,0,160,291
35114,"Whitby/Whitby"," 127","Whitby",51,1,13,3,70,1,139,280
35114,"Whitby/Whitby"," 128","Whitby",81,5,19,1,61,0,167,298
35114,"Whitby/Whitby"," 129","Whitby",95,2,22,2,80,0,201,374
35114,"Whitby/Whitby"," 130A","Whitby",62,5,29,0,64,0,160,351
35114,"Whitby/Whitby"," 130B","Whitby",59,6,29,2,64,1,161,254
35114,"Whitby/Whitby"," 131","Whitby",98,7,44,2,67,0,218,387
35114,"Whitby/Whitby"," 132","Whitby",113,10,30,1,94,1,249,433
35114,"Whitby/Whitby"," 133A","Whitby",73,1,26,1,70,0,171,275
35114,"Whitby/Whitby"," 133B","Whitby",38,2,19,0,62,0,121,166
35114,"Whitby/Whitby"," 134","Whitby",94,2,23,0,95,0,214,407
35114,"Whitby/Whitby"," 135","Whitby",93,2,33,1,89,0,218,388
35114,"Whitby/Whitby"," 136","Whitby",109,3,33,0,133,0,278,470
35114,"Whitby/Whitby"," 137","Whitby",122,7,27,4,78,1,239,407
35114,"Whitby/Whitby"," 138","Whitby",134,5,32,9,96,2,278,476
35114,"Whitby/Whitby"," 139","Whitby",134,3,14,2,100,2,255,449
35114,"Whitby/Whitby"," 140","Whitby",81,7,35,0,96,1,220,396
35114,"Whitby/Whitby"," 141","Whitby",112,6,45,6,84,1,254,419
35114,"Whitby/Whitby"," 142","Whitby",137,5,29,0,58,0,229,403
35114,"Whitby/Whitby"," 143","Whitby",173,5,21,4,53,0,256,498
35114,"Whitby/Whitby"," 144","Whitby",123,8,23,0,62,0,216,479
35114,"Whitby/Whitby"," 145","Whitby",116,4,35,4,142,0,301,520
35114,"Whitby/Whitby"," 146","Whitby",90,7,40,2,103,0,242,385
35114,"Whitby/Whitby"," 147","Whitby",73,10,29,3,56,0,171,461
35114,"Whitby/Whitby"," 148A","Whitby",46,5,14,0,40,1,106,252
35114,"Whitby/Whitby"," 148B","Whitby",36,5,31,1,22,2,97,138
35114,"Whitby/Whitby"," 149","Whitby",100,3,41,1,89,1,235,477
35114,"Whitby/Whitby"," 150","Whitby",96,4,27,2,105,0,234,476
35114,"Whitby/Whitby"," 151","Whitby",114,6,36,0,83,3,242,417
35114,"Whitby/Whitby"," 152A","Whitby",71,9,33,2,63,1,179,414
35114,"Whitby/Whitby"," 152B","Whitby",53,3,13,0,43,1,113,143
35114,"Whitby/Whitby"," 153","Whitby",106,9,27,1,103,1,247,416
35114,"Whitby/Whitby"," 154","Whitby",120,5,28,2,56,0,211,383
35114,"Whitby/Whitby"," 155","Whitby",82,5,27,0,49,0,163,375
35114,"Whitby/Whitby"," 156","Whitby",103,9,35,3,107,0,257,405
35114,"Whitby/Whitby"," 157","Whitby",106,11,34,0,93,1,245,407
35114,"Whitby/Whitby"," 158","Whitby",108,2,22,0,61,1,194,399
35114,"Whitby/Whitby"," 159","Whitby",79,8,32,2,105,1,227,442
35114,"Whitby/Whitby"," 160","Whitby",92,11,34,0,71,2,210,480
35114,"Whitby/Whitby"," 161","Whitby",114,4,49,0,99,1,267,515
35114,"Whitby/Whitby"," 162","Whitby",113,8,32,0,75,0,228,410
35114,"Whitby/Whitby"," 163","Whitby",87,2,20,0,82,0,191,334
35114,"Whitby/Whitby"," 164","Whitby",82,1,22,0,89,0,194,329
35114,"Whitby/Whitby"," 165","Whitby",114,6,14,0,73,1,208,374
35114,"Whitby/Whitby"," 166","Whitby",98,2,15,0,72,0,187,367
35114,"Whitby/Whitby"," 167","Whitby",108,2,14,0,124,0,248,459
35114,"Whitby/Whitby"," 168","Whitby",106,5,22,1,104,4,242,424
35114,"Whitby/Whitby"," 169","Whitby",143,2,21,0,85,1,252,472
35114,"Whitby/Whitby"," 170","Whitby",76,3,25,2,87,1,194,335
35114,"Whitby/Whitby"," 171","Whitby",121,5,43,0,80,0,249,429
35114,"Whitby/Whitby"," 172","Whitby",104,6,31,0,117,0,258,449
35114,"Whitby/Whitby"," 173","Whitby",115,9,32,0,115,0,271,461
35114,"Whitby/Whitby"," 174","Whitby",78,7,11,1,105,0,202,371
35114,"Whitby/Whitby"," 175","Whitby",139,8,26,2,135,1,311,527
35114,"Whitby/Whitby"," 176","Whitby",106,3,21,1,125,4,260,470
35114,"Whitby/Whitby"," 177","Whitby",94,7,9,0,81,0,191,353
35114,"Whitby/Whitby"," 178","Whitby",89,6,13,0,110,0,218,377
35114,"Whitby/Whitby"," 179","Whitby",100,8,10,1,100,0,219,387
35114,"Whitby/Whitby"," 180","Whitby",88,6,28,1,100,1,224,368
35114,"Whitby/Whitby"," 181","Whitby",111,5,29,1,106,2,254,424
35114,"Whitby/Whitby"," 182","Whitby",80,10,23,1,101,0,215,424
35114,"Whitby/Whitby"," 183","Whitby",92,4,24,1,95,2,218,377
35114,"Whitby/Whitby"," 184A","Whitby",69,3,33,1,59,0,165,334
35114,"Whitby/Whitby"," 184B","Whitby",74,3,19,3,54,0,153,261
35114,"Whitby/Whitby"," 185","Whitby",82,8,20,0,83,0,193,337
35114,"Whitby/Whitby"," 186","Whitby",93,7,26,0,67,0,193,394
35114,"Whitby/Whitby"," 187","Whitby",66,6,16,3,78,1,170,358
35114,"Whitby/Whitby"," 188","Whitby",119,7,14,2,91,1,234,375
35114,"Whitby/Whitby"," 189","Whitby",81,5,34,3,87,0,210,370
35114,"Whitby/Whitby"," 190","Whitby",79,10,24,3,71,0,187,360
35114,"Whitby/Whitby"," 191","Whitby",92,7,21,0,67,1,188,359
35114,"Whitby/Whitby"," 192","Whitby",95,9,28,1,66,6,205,336
35114,"Whitby/Whitby"," 193","Whitby",86,5,31,1,52,1,176,361
35114,"Whitby/Whitby"," 194","Whitby",68,10,31,1,81,0,191,371
35114,"Whitby/Whitby"," 195","Whitby",78,6,44,0,54,0,182,425
35114,"Whitby/Whitby"," 196","Whitby",108,6,24,2,108,3,251,423
35114,"Whitby/Whitby"," 197","Whitby",103,5,29,0,102,0,239,418
35114,"Whitby/Whitby"," 198","Whitby",93,7,37,1,80,2,220,419
35114,"Whitby/Whitby"," 199","Whitby",52,4,18,1,23,0,98,298
35114,"Whitby/Whitby"," 200","Whitby",56,3,23,1,39,1,123,321
35114,"Whitby/Whitby"," 201A","Whitby",82,5,19,0,71,0,177,315
35114,"Whitby/Whitby"," 201B","Mobile poll/Bureau itinérant",47,8,12,2,22,6,97,141
35114,"Whitby/Whitby"," 202","Whitby",111,4,24,0,89,0,228,431
35114,"Whitby/Whitby"," 203A","Whitby",139,4,29,0,102,0,274,475
35114,"Whitby/Whitby"," 203B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°201B,,,,,,,14
35114,"Whitby/Whitby"," 204","Whitby",128,2,37,1,119,1,288,491
35114,"Whitby/Whitby"," 205","Whitby",128,3,20,1,90,0,242,466
35114,"Whitby/Whitby"," 206","Whitby",141,4,23,1,115,4,288,452
35114,"Whitby/Whitby"," 207","Whitby",161,6,49,0,114,0,330,522
35114,"Whitby/Whitby"," 208A","Whitby",102,3,20,4,36,1,166,281
35114,"Whitby/Whitby"," 208B","Whitby",58,3,15,0,38,0,114,197
35114,"Whitby/Whitby"," 209A","Whitby",113,5,22,2,27,0,169,284
35114,"Whitby/Whitby"," 209B","Whitby",73,4,19,1,16,0,113,194
35114,"Whitby/Whitby"," 210","Whitby",37,9,25,0,180,1,252,305
35114,"Whitby/Whitby"," 400","Whitby",9,2,3,0,8,0,22,123
35114,"Whitby/Whitby"," 401","Whitby",58,4,2,0,44,0,108,173
35114,"Whitby/Whitby"," 402","Whitby",Merged with No./Fusionné avec le n°403,,,,,,,214
35114,"Whitby/Whitby"," 403","Whitby",145,2,29,1,149,2,328,259
35114,"Whitby/Whitby"," 500","Mobile poll/Bureau itinérant",46,6,23,7,52,3,137,334
35114,"Whitby/Whitby"," 600","Whitby",260,15,56,3,389,1,724,
35114,"Whitby/Whitby"," 601","Whitby",315,9,56,4,342,2,728,
35114,"Whitby/Whitby"," 602","Whitby",365,23,75,0,352,4,819,
35114,"Whitby/Whitby"," 603","Whitby",391,10,41,1,283,1,727,
35114,"Whitby/Whitby"," 604","Whitby",398,20,74,3,419,0,914,
35114,"Whitby/Whitby"," 605","Whitby",399,10,73,1,327,4,814,
35114,"Whitby/Whitby"," 606","Whitby",364,12,74,0,369,1,820,
35114,"Whitby/Whitby"," 607","Whitby",407,10,96,5,352,3,873,
35114,"Whitby/Whitby"," 608","Whitby",411,14,76,0,381,1,883,
35114,"Whitby/Whitby"," 609","Whitby",355,18,110,6,360,2,851,
35114,"Whitby/Whitby"," 610","Whitby",284,16,50,2,305,2,659,
35114,"Whitby/Whitby"," 611","Whitby",334,20,75,1,309,0,739,
35114,"Whitby/Whitby"," 612","Whitby",318,12,82,4,302,1,719,
35114,"Whitby/Whitby"," 613","Whitby",248,17,64,5,220,4,558,
35114,"Whitby/Whitby"," 614","Whitby",403,16,69,6,336,0,830,
35114,"Whitby/Whitby",,"Group 1/Groupe 1",56,4,17,0,42,2,121,76
35114,"Whitby/Whitby",,"Group 2/Groupe 2",822,55,241,10,617,14,1759,
