Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Louise Boutin,Pierre Cadieux,Johanne Carignan,Guy Caron,Sébastien CôRhino Côrriveau,Francis Fortin,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 121","Biencourt",0,90,34,77,2,21,4,228,405
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 122","Saint-Michel-du-Squatec",2,54,23,34,2,14,1,130,316
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 123","Saint-Michel-du-Squatec",1,60,14,46,1,10,1,133,314
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 124","Saint-Michel-du-Squatec",1,41,43,42,0,16,0,143,313
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 125","Ste. Rita",5,44,26,39,2,10,3,129,256
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 126","Saint-Jean-de-Dieu",2,54,25,31,0,15,2,129,338
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 127","Saint-Jean-de-Dieu",2,40,30,59,1,13,4,149,322
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 128","Saint-Jean-de-Dieu",1,44,28,33,2,19,4,131,337
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 129","Saint-Jean-de-Dieu",0,32,20,38,0,8,1,99,278
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 130","Sainte-Françoise",4,54,30,63,1,26,3,181,336
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 131","Notre-Dame-des-Neiges",2,52,30,58,2,7,1,152,354
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 132","Notre-Dame-des-Neiges",3,49,29,67,3,21,2,174,314
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 133","Notre-Dame-des-Neiges",9,48,28,55,0,17,2,159,315
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 134","Trois-Pistoles",2,49,23,35,1,10,2,122,243
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 135","Trois-Pistoles",2,67,21,32,0,16,2,140,319
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 136","Trois-Pistoles",1,52,33,38,1,11,1,137,262
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 137","Trois-Pistoles",2,55,28,31,1,10,2,129,328
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 138","Trois-Pistoles",4,45,28,33,1,9,2,122,368
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 139","Trois-Pistoles",2,45,19,54,0,12,0,132,299
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 140","Trois-Pistoles",2,59,24,34,0,16,1,136,321
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 141","Trois-Pistoles",1,61,26,43,1,21,1,154,398
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 142","Saint-Éloi",7,59,23,56,0,20,2,167,245
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 143","Saint-Clément",4,73,53,98,2,11,8,249,373
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 144","Lejeune",1,38,33,38,0,12,1,123,233
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 145","Auclair",2,38,22,32,0,8,5,107,181
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 146","Auclair",1,34,29,37,0,3,2,106,175
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 147","Saint-Juste-du-Lac",4,24,23,38,0,9,5,103,222
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 148","Saint-Juste-du-Lac",7,41,23,49,1,13,0,134,262
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 149","Cabano",3,56,27,52,0,23,2,163,359
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 150A","Cabano",1,50,24,31,1,13,2,122,303
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 150B","Cabano",3,43,30,46,2,4,0,128,314
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 151","Cabano",2,89,42,65,0,32,1,231,490
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 152A","Cabano",3,38,31,27,2,8,4,113,267
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 152B","Cabano",3,40,19,28,0,10,2,102,254
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 153","Cabano",4,68,52,62,0,27,7,220,494
24018,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 154","Saint-Pierre-de-Lamy",2,19,12,17,2,4,1,57,99
