Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Carmen Budilean,Jean-François Caron,Marielle Couture,Ursula Larouche,Marc Pettersen,Karine Trudel,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24032,"Jonquière/Jonquière"," 83","Saguenay",2,75,3,30,66,81,6,263,463
24032,"Jonquière/Jonquière"," 84","Saguenay",8,60,5,30,66,90,4,263,438
24032,"Jonquière/Jonquière"," 85","Saguenay",3,65,1,39,56,75,5,244,374
24032,"Jonquière/Jonquière"," 86","Saguenay",3,62,1,39,59,76,3,243,418
24032,"Jonquière/Jonquière"," 87","Saguenay",Void/Supprimé,,,,,,,,
24032,"Jonquière/Jonquière"," 88","Saguenay",5,47,3,51,94,81,2,283,455
24032,"Jonquière/Jonquière"," 89","Saguenay",4,74,1,45,78,83,6,291,491
24032,"Jonquière/Jonquière"," 90","Saguenay",1,67,0,54,71,72,5,270,409
24032,"Jonquière/Jonquière"," 91","Saguenay",2,47,5,18,58,94,0,224,439
24032,"Jonquière/Jonquière"," 92","Saguenay",0,62,2,57,80,91,2,294,488
24032,"Jonquière/Jonquière"," 93","Saguenay",4,52,3,31,67,63,10,230,484
24032,"Jonquière/Jonquière"," 94","Saguenay",5,35,0,33,62,57,1,193,380
24032,"Jonquière/Jonquière"," 95","Saguenay",4,71,2,61,56,66,3,263,435
24032,"Jonquière/Jonquière"," 96","Saguenay",2,53,3,36,72,60,5,231,443
24032,"Jonquière/Jonquière"," 97","Saguenay",2,56,0,38,40,73,5,214,358
24032,"Jonquière/Jonquière"," 98","Saguenay",4,68,4,49,77,83,6,291,465
24032,"Jonquière/Jonquière"," 99","Saguenay",2,57,3,44,87,57,5,255,406
24032,"Jonquière/Jonquière"," 100","Saguenay",3,56,2,35,73,84,8,261,458
24032,"Jonquière/Jonquière"," 101","Saguenay",4,46,2,25,42,75,7,201,401
24032,"Jonquière/Jonquière"," 102","Saguenay",3,35,0,21,31,45,1,136,365
24032,"Jonquière/Jonquière"," 103","Saguenay",3,42,1,17,42,33,4,142,374
24032,"Jonquière/Jonquière"," 104","Saguenay",0,41,1,18,34,41,2,137,284
24032,"Jonquière/Jonquière"," 105","Saguenay",3,53,2,41,77,64,3,243,377
24032,"Jonquière/Jonquière"," 106","Saguenay",3,58,3,27,80,67,5,243,445
24032,"Jonquière/Jonquière"," 107","Saguenay",3,59,2,29,63,50,0,206,395
24032,"Jonquière/Jonquière"," 108","Saguenay",5,52,5,51,61,86,6,266,470
24032,"Jonquière/Jonquière"," 109","Saguenay",0,36,0,36,39,49,1,161,285
24032,"Jonquière/Jonquière"," 110","Saguenay",2,54,2,39,82,63,2,244,448
24032,"Jonquière/Jonquière"," 111","Saguenay",4,54,2,58,67,80,5,270,412
24032,"Jonquière/Jonquière"," 112","Saguenay",1,53,1,37,62,44,6,204,414
24032,"Jonquière/Jonquière"," 113","Saguenay",1,50,3,57,49,76,6,242,411
24032,"Jonquière/Jonquière"," 114","Saguenay",2,42,2,44,63,58,3,214,360
24032,"Jonquière/Jonquière"," 115","Saguenay",3,42,1,58,70,91,0,265,436
24032,"Jonquière/Jonquière"," 116","Saguenay",3,63,0,60,77,82,5,290,477
24032,"Jonquière/Jonquière"," 117","Saguenay",1,34,0,19,36,36,2,128,387
24032,"Jonquière/Jonquière"," 118","Saguenay",3,56,3,25,71,47,3,208,410
24032,"Jonquière/Jonquière"," 119","Saguenay",3,35,2,17,66,38,2,163,413
24032,"Jonquière/Jonquière"," 120","Saguenay",0,54,0,34,67,48,3,206,404
24032,"Jonquière/Jonquière"," 121","Saguenay",2,59,1,15,48,59,3,187,386
24032,"Jonquière/Jonquière"," 122","Saguenay",2,34,1,18,46,31,6,138,349
24032,"Jonquière/Jonquière"," 123","Saguenay",0,44,2,13,40,23,1,123,296
24032,"Jonquière/Jonquière"," 124","Saguenay",3,40,0,19,55,50,2,169,392
24032,"Jonquière/Jonquière"," 125","Saguenay",2,43,0,15,51,51,3,165,364
24032,"Jonquière/Jonquière"," 126","Saguenay",2,39,0,16,32,53,2,144,326
24032,"Jonquière/Jonquière"," 127","Saguenay",1,68,2,34,56,39,6,206,403
24032,"Jonquière/Jonquière"," 128","Saguenay",4,50,2,27,46,57,2,188,406
24032,"Jonquière/Jonquière"," 129","Saguenay",4,39,1,26,39,46,9,164,372
24032,"Jonquière/Jonquière"," 130","Saguenay",3,28,0,32,69,42,3,177,402
24032,"Jonquière/Jonquière"," 131","Saguenay",0,33,2,35,76,40,4,190,438
24032,"Jonquière/Jonquière"," 132","Saguenay",1,45,0,18,43,21,1,129,278
24032,"Jonquière/Jonquière"," 133","Saguenay",5,31,1,17,36,37,3,130,336
24032,"Jonquière/Jonquière"," 134","Saguenay",8,43,0,21,72,50,8,202,485
24032,"Jonquière/Jonquière"," 135","Saguenay",2,33,1,26,61,72,2,197,326
24032,"Jonquière/Jonquière"," 136","Saguenay",6,33,2,19,83,59,0,202,343
24032,"Jonquière/Jonquière"," 137","Saguenay",1,32,0,18,49,38,0,138,331
24032,"Jonquière/Jonquière"," 138","Saguenay",6,56,1,19,43,69,3,197,418
24032,"Jonquière/Jonquière"," 139","Saguenay",1,44,4,17,43,41,4,154,332
24032,"Jonquière/Jonquière"," 140","Saguenay",5,46,3,29,77,54,7,221,411
24032,"Jonquière/Jonquière"," 141","Saguenay",8,50,1,28,53,51,3,194,444
24032,"Jonquière/Jonquière"," 142","Saguenay",2,41,3,39,67,65,11,228,432
24032,"Jonquière/Jonquière"," 143","Saguenay",2,71,1,22,67,75,7,245,392
24032,"Jonquière/Jonquière"," 144","Saguenay",3,64,1,36,68,64,4,240,403
24032,"Jonquière/Jonquière"," 145","Saguenay",3,47,2,28,77,56,4,217,429
24032,"Jonquière/Jonquière"," 146","Saguenay",3,58,4,26,65,58,4,218,410
24032,"Jonquière/Jonquière"," 147","Saguenay",0,62,1,42,72,67,6,250,428
24032,"Jonquière/Jonquière"," 148","Saguenay",0,39,4,18,47,49,2,159,356
24032,"Jonquière/Jonquière"," 149","Saguenay",4,59,1,24,42,56,7,193,400
24032,"Jonquière/Jonquière"," 150","Saguenay",2,43,2,34,74,46,7,208,404
24032,"Jonquière/Jonquière"," 151","Saguenay",2,54,2,26,57,65,4,210,350
24032,"Jonquière/Jonquière"," 152","Saguenay",5,70,3,36,66,67,7,254,438
24032,"Jonquière/Jonquière"," 153","Saguenay",2,43,0,35,42,64,8,194,375
24032,"Jonquière/Jonquière"," 154","Saguenay",2,47,5,37,75,67,9,242,481
24032,"Jonquière/Jonquière"," 155","Saguenay",4,49,0,20,45,37,1,156,332
24032,"Jonquière/Jonquière"," 156","Saguenay",1,41,1,26,51,55,4,179,396
24032,"Jonquière/Jonquière"," 157","Saguenay",5,57,2,38,54,74,3,233,416
24032,"Jonquière/Jonquière"," 158","Saguenay",2,69,1,53,56,77,2,260,503
24032,"Jonquière/Jonquière"," 159","Saguenay",1,41,2,16,56,58,0,174,377
24032,"Jonquière/Jonquière"," 160","Saguenay",2,45,4,18,67,38,1,175,404
24032,"Jonquière/Jonquière"," 161","Saguenay",2,40,0,21,33,34,0,130,293
24032,"Jonquière/Jonquière"," 162","Larouche",2,35,0,52,35,54,2,180,334
24032,"Jonquière/Jonquière"," 163","Larouche",1,62,4,50,37,64,2,220,351
24032,"Jonquière/Jonquière"," 164","Saguenay",5,54,3,23,44,62,3,194,401
24032,"Jonquière/Jonquière"," 165","Larouche",3,45,0,20,30,64,4,166,304
24032,"Jonquière/Jonquière"," 166","Saguenay",4,59,5,39,79,78,11,275,421
24032,"Jonquière/Jonquière"," 167","Saguenay",2,45,1,26,63,40,5,182,315
24032,"Jonquière/Jonquière"," 168","Saguenay",4,86,2,38,75,73,12,290,456
24032,"Jonquière/Jonquière"," 169","Saguenay",3,54,0,33,70,70,4,234,461
24032,"Jonquière/Jonquière"," 170","Saguenay",4,80,0,54,97,66,4,305,479
24032,"Jonquière/Jonquière"," 171","Saguenay",7,122,5,57,117,100,5,413,667
24032,"Jonquière/Jonquière"," 172","Saguenay",8,81,1,71,92,61,3,317,540
24032,"Jonquière/Jonquière"," 173","Saguenay",4,57,0,61,75,93,10,300,517
24032,"Jonquière/Jonquière"," 174","Saguenay",0,60,0,29,61,58,5,213,465
24032,"Jonquière/Jonquière"," 175","Saguenay",1,42,2,53,72,81,4,255,446
24032,"Jonquière/Jonquière"," 176","Saguenay",1,42,3,37,62,68,5,218,435
24032,"Jonquière/Jonquière"," 177","Saguenay",3,54,1,45,57,63,3,226,421
24032,"Jonquière/Jonquière"," 178","Saguenay",2,45,0,50,92,69,1,259,452
24032,"Jonquière/Jonquière"," 179","Saguenay",3,74,1,45,86,94,9,312,586
24032,"Jonquière/Jonquière"," 180","Saguenay",5,50,3,32,68,98,6,262,512
24032,"Jonquière/Jonquière"," 181","Lac-Ministuk",4,34,2,34,94,68,3,239,435
24032,"Jonquière/Jonquière"," 182","Lac-Ministuk",1,45,2,36,79,60,6,229,440
24032,"Jonquière/Jonquière"," 183","Saguenay",0,40,1,25,48,72,2,188,335
24032,"Jonquière/Jonquière"," 184","Saguenay",2,66,0,47,87,77,4,283,500
24032,"Jonquière/Jonquière"," 185","Saguenay",2,34,0,28,49,42,3,158,317
24032,"Jonquière/Jonquière"," 186","Saguenay",4,61,1,36,98,63,9,272,460
24032,"Jonquière/Jonquière"," 187","Sainte-Rose-du-Nord",3,51,7,16,63,59,2,201,330
24032,"Jonquière/Jonquière"," 400","Saguenay",0,30,2,19,79,18,3,151,203
24032,"Jonquière/Jonquière"," 401","Saguenay",3,45,5,25,74,19,3,174,224
24032,"Jonquière/Jonquière"," 402","Saguenay",2,36,4,27,76,41,4,190,249
24032,"Jonquière/Jonquière"," 500A","Mobile poll/Bureau itinérant",0,9,2,6,21,5,1,44,54
24032,"Jonquière/Jonquière"," 500B","Mobile poll/Bureau itinérant",0,9,2,6,15,4,0,36,68
24032,"Jonquière/Jonquière"," 501","Mobile poll/Bureau itinérant",2,10,1,10,19,10,1,53,132
24032,"Jonquière/Jonquière"," 502A","Mobile poll/Bureau itinérant",0,16,0,1,5,7,3,32,29
24032,"Jonquière/Jonquière"," 502B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°504A,,,,,,,,16
24032,"Jonquière/Jonquière"," 502C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°506A,,,,,,,,49
24032,"Jonquière/Jonquière"," 503","Mobile poll/Bureau itinérant",1,23,4,14,32,10,1,85,108
24032,"Jonquière/Jonquière"," 504A","Mobile poll/Bureau itinérant",4,25,3,10,28,13,5,88,108
24032,"Jonquière/Jonquière"," 504B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°510B,,,,,,,,26
24032,"Jonquière/Jonquière"," 505A","Mobile poll/Bureau itinérant",4,19,1,23,57,13,2,119,132
24032,"Jonquière/Jonquière"," 505B","Saguenay",Merged with No./Fusionné avec le n°138,,,,,,,,12
24032,"Jonquière/Jonquière"," 506A","Mobile poll/Bureau itinérant",2,21,1,8,30,13,4,79,61
24032,"Jonquière/Jonquière"," 506B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°505A,,,,,,,,42
24032,"Jonquière/Jonquière"," 506C","Saguenay",Merged with No./Fusionné avec le n°150,,,,,,,,1
24032,"Jonquière/Jonquière"," 507","Mobile poll/Bureau itinérant",1,3,0,13,20,9,2,48,75
24032,"Jonquière/Jonquière"," 508","Mobile poll/Bureau itinérant",0,16,1,4,20,16,2,59,139
24032,"Jonquière/Jonquière"," 509A","Mobile poll/Bureau itinérant",1,18,0,9,17,24,4,73,105
24032,"Jonquière/Jonquière"," 509B","Larouche",Merged with No./Fusionné avec le n°163,,,,,,,,28
24032,"Jonquière/Jonquière"," 510A","Mobile poll/Bureau itinérant",0,11,0,3,23,10,2,49,99
24032,"Jonquière/Jonquière"," 510B","Mobile poll/Bureau itinérant",0,17,0,8,25,6,1,57,64
24032,"Jonquière/Jonquière"," 600","Saint-Nazaire",2,39,3,57,47,58,2,208,
24032,"Jonquière/Jonquière"," 601","Saint-Ambroise",5,79,2,62,93,99,2,342,
24032,"Jonquière/Jonquière"," 602","Saint-David-de-Falardeau",1,55,0,74,59,75,6,270,
24032,"Jonquière/Jonquière"," 603","Saint-Fulgence",2,66,2,61,52,79,5,267,
24032,"Jonquière/Jonquière"," 604","Saint-Honoré",2,90,1,124,158,161,9,545,
24032,"Jonquière/Jonquière"," 605","Shipshaw",3,69,0,69,104,114,10,369,
24032,"Jonquière/Jonquière"," 606","Larouche",1,52,2,59,37,56,5,212,
24032,"Jonquière/Jonquière"," 607","Jonquière",8,116,7,132,127,154,8,552,
24032,"Jonquière/Jonquière"," 608","Saguenay",2,94,5,109,119,133,7,469,
24032,"Jonquière/Jonquière"," 609","Saguenay",8,140,2,107,115,185,13,570,
24032,"Jonquière/Jonquière"," 610","Saguenay",6,105,6,99,124,195,5,540,
24032,"Jonquière/Jonquière"," 611","Saguenay",6,159,5,166,196,213,11,756,
24032,"Jonquière/Jonquière"," 612","Saguenay",11,185,6,127,182,176,11,698,
24032,"Jonquière/Jonquière"," 613","Nikitoutagan",5,133,3,126,164,191,10,632,
24032,"Jonquière/Jonquière"," 614","Saguenay",7,168,4,198,230,244,10,861,
24032,"Jonquière/Jonquière"," 615","Saguenay",10,180,10,147,223,228,10,808,
24032,"Jonquière/Jonquière",,"Group 1/Groupe 1",4,23,6,135,71,32,10,281,67
24032,"Jonquière/Jonquière",,"Group 2/Groupe 2",23,182,4,129,136,245,27,746,
