Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Dev Balkissoon,George Brown,Al Gullon,David McGuinty,John Redins,Larry Wasslen,Damien Wilson,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35077,"Ottawa South/Ottawa-Sud"," 29","Ottawa",54,10,0,123,10,0,0,0,197,418
35077,"Ottawa South/Ottawa-Sud"," 30","Ottawa",48,17,1,140,2,0,0,0,208,449
35077,"Ottawa South/Ottawa-Sud"," 31","Ottawa",53,27,0,112,10,0,0,0,202,379
35077,"Ottawa South/Ottawa-Sud"," 32","Ottawa",54,21,3,140,6,1,0,0,225,440
35077,"Ottawa South/Ottawa-Sud"," 33","Ottawa",28,32,0,115,1,0,3,2,181,434
35077,"Ottawa South/Ottawa-Sud"," 34","Ottawa",84,41,1,157,11,0,2,0,296,443
35077,"Ottawa South/Ottawa-Sud"," 35","Ottawa",69,29,2,152,11,0,1,0,264,405
35077,"Ottawa South/Ottawa-Sud"," 36","Ottawa",70,37,1,140,4,0,0,1,253,459
35077,"Ottawa South/Ottawa-Sud"," 37","Ottawa",77,18,0,166,7,0,2,2,272,421
35077,"Ottawa South/Ottawa-Sud"," 38","Ottawa",51,25,2,115,4,1,1,0,199,402
35077,"Ottawa South/Ottawa-Sud"," 39","Ottawa",20,25,1,101,2,2,1,2,154,388
35077,"Ottawa South/Ottawa-Sud"," 40","Ottawa",36,31,1,121,5,0,0,1,195,525
35077,"Ottawa South/Ottawa-Sud"," 41","Ottawa",78,22,3,141,2,0,3,0,249,468
35077,"Ottawa South/Ottawa-Sud"," 42","Ottawa",55,20,2,113,1,0,0,2,193,339
35077,"Ottawa South/Ottawa-Sud"," 43","Ottawa",48,28,1,210,2,0,3,4,296,511
35077,"Ottawa South/Ottawa-Sud"," 44","Ottawa",52,23,0,121,4,0,1,0,201,356
35077,"Ottawa South/Ottawa-Sud"," 45","Ottawa",49,10,1,102,3,0,1,0,166,252
35077,"Ottawa South/Ottawa-Sud"," 46","Ottawa",60,21,1,157,4,0,0,0,243,463
35077,"Ottawa South/Ottawa-Sud"," 47","Ottawa",68,44,3,155,9,0,3,2,284,543
35077,"Ottawa South/Ottawa-Sud"," 48","Ottawa",54,17,0,128,18,0,1,1,219,416
35077,"Ottawa South/Ottawa-Sud"," 49","Ottawa",51,29,0,116,9,0,0,0,205,410
35077,"Ottawa South/Ottawa-Sud"," 50","Ottawa",67,28,0,146,12,0,0,0,253,529
35077,"Ottawa South/Ottawa-Sud"," 51A","Ottawa",56,18,0,104,3,0,0,0,181,441
35077,"Ottawa South/Ottawa-Sud"," 51B","Ottawa",48,18,3,112,6,0,1,0,188,437
35077,"Ottawa South/Ottawa-Sud"," 52","Ottawa",64,19,1,158,13,2,0,1,258,457
35077,"Ottawa South/Ottawa-Sud"," 53","Ottawa",51,15,2,82,3,0,0,0,153,348
35077,"Ottawa South/Ottawa-Sud"," 54","Ottawa",86,14,1,156,2,0,1,0,260,529
35077,"Ottawa South/Ottawa-Sud"," 55","Ottawa",63,18,1,163,7,0,1,0,253,464
35077,"Ottawa South/Ottawa-Sud"," 56","Ottawa",54,24,0,173,2,0,0,2,255,484
35077,"Ottawa South/Ottawa-Sud"," 57","Ottawa",45,20,2,166,1,0,0,0,234,447
35077,"Ottawa South/Ottawa-Sud"," 58","Ottawa",51,24,3,185,6,0,1,1,271,522
35077,"Ottawa South/Ottawa-Sud"," 59","Ottawa",48,42,2,166,10,0,0,1,269,456
35077,"Ottawa South/Ottawa-Sud"," 60A","Ottawa",48,26,0,151,6,0,0,2,233,469
35077,"Ottawa South/Ottawa-Sud"," 60B","Ottawa",72,14,0,149,2,0,0,1,238,452
35077,"Ottawa South/Ottawa-Sud"," 61","Ottawa",54,11,2,123,2,0,1,0,193,398
35077,"Ottawa South/Ottawa-Sud"," 62","Ottawa",44,32,0,146,5,1,1,1,230,465
35077,"Ottawa South/Ottawa-Sud"," 63","Ottawa",78,16,1,158,12,2,2,4,273,495
35077,"Ottawa South/Ottawa-Sud"," 64","Ottawa",40,17,2,214,11,0,2,1,287,550
35077,"Ottawa South/Ottawa-Sud"," 65","Ottawa",37,21,2,183,14,0,0,6,263,505
35077,"Ottawa South/Ottawa-Sud"," 66","Ottawa",39,32,4,141,9,1,0,0,226,452
35077,"Ottawa South/Ottawa-Sud"," 67","Ottawa",12,22,1,185,0,3,0,4,227,446
35077,"Ottawa South/Ottawa-Sud"," 68","Ottawa",55,28,1,166,7,1,0,1,259,529
35077,"Ottawa South/Ottawa-Sud"," 69","Ottawa",28,20,5,142,5,1,0,1,202,423
35077,"Ottawa South/Ottawa-Sud"," 70","Ottawa",37,41,0,110,5,2,0,1,196,368
35077,"Ottawa South/Ottawa-Sud"," 71","Ottawa",32,30,3,125,5,2,0,2,199,403
35077,"Ottawa South/Ottawa-Sud"," 72","Ottawa",76,21,1,184,5,0,1,1,289,554
35077,"Ottawa South/Ottawa-Sud"," 73","Ottawa",82,21,2,182,5,2,1,3,298,492
35077,"Ottawa South/Ottawa-Sud"," 74","Ottawa",77,27,2,155,11,0,1,3,276,509
35077,"Ottawa South/Ottawa-Sud"," 75","Ottawa",66,24,4,165,6,2,0,3,270,460
35077,"Ottawa South/Ottawa-Sud"," 76","Ottawa",34,23,1,98,3,1,0,0,160,218
35077,"Ottawa South/Ottawa-Sud"," 77","Ottawa",88,27,0,186,5,2,2,7,317,490
35077,"Ottawa South/Ottawa-Sud"," 78","Ottawa",51,22,4,131,10,1,0,0,219,384
35077,"Ottawa South/Ottawa-Sud"," 79","Ottawa",35,24,1,135,7,0,0,2,204,373
35077,"Ottawa South/Ottawa-Sud"," 80","Ottawa",49,48,0,124,3,0,0,0,224,447
35077,"Ottawa South/Ottawa-Sud"," 81","Ottawa",38,38,0,131,7,1,0,2,217,405
35077,"Ottawa South/Ottawa-Sud"," 82","Ottawa",40,25,0,153,4,0,1,0,223,425
35077,"Ottawa South/Ottawa-Sud"," 83","Ottawa",60,28,1,158,7,0,2,1,257,432
35077,"Ottawa South/Ottawa-Sud"," 84","Ottawa",62,33,3,180,6,3,2,6,295,471
35077,"Ottawa South/Ottawa-Sud"," 85","Ottawa",38,29,3,102,9,0,2,2,185,415
35077,"Ottawa South/Ottawa-Sud"," 86","Ottawa",54,20,1,123,11,2,1,3,215,370
35077,"Ottawa South/Ottawa-Sud"," 87","Ottawa",43,37,1,153,13,0,2,1,250,437
35077,"Ottawa South/Ottawa-Sud"," 88","Ottawa",54,28,3,131,8,0,1,0,225,377
35077,"Ottawa South/Ottawa-Sud"," 89","Ottawa",47,37,4,80,10,0,1,2,181,330
35077,"Ottawa South/Ottawa-Sud"," 90","Ottawa",51,27,2,151,13,1,1,2,248,417
35077,"Ottawa South/Ottawa-Sud"," 91","Ottawa",50,22,1,118,8,1,0,0,200,278
35077,"Ottawa South/Ottawa-Sud"," 92","Ottawa",48,17,1,127,9,0,0,0,202,327
35077,"Ottawa South/Ottawa-Sud"," 93","Ottawa",60,23,1,116,14,0,2,0,216,393
35077,"Ottawa South/Ottawa-Sud"," 94","Ottawa",25,25,0,147,1,0,0,1,199,459
35077,"Ottawa South/Ottawa-Sud"," 95","Ottawa",49,25,2,115,6,2,2,0,201,371
35077,"Ottawa South/Ottawa-Sud"," 96","Ottawa",47,28,0,86,8,0,0,2,171,336
35077,"Ottawa South/Ottawa-Sud"," 97","Ottawa",26,28,1,258,10,1,1,5,330,695
35077,"Ottawa South/Ottawa-Sud"," 98","Ottawa",38,41,1,176,2,1,3,0,262,628
35077,"Ottawa South/Ottawa-Sud"," 99","Ottawa",40,26,1,225,6,1,1,8,308,715
35077,"Ottawa South/Ottawa-Sud"," 100","Ottawa",24,39,0,126,2,0,3,0,194,509
35077,"Ottawa South/Ottawa-Sud"," 101","Ottawa",65,30,3,156,5,0,1,1,261,501
35077,"Ottawa South/Ottawa-Sud"," 102","Ottawa",56,28,0,150,5,0,2,1,242,422
35077,"Ottawa South/Ottawa-Sud"," 103","Ottawa",70,26,1,179,9,0,2,0,287,524
35077,"Ottawa South/Ottawa-Sud"," 104","Ottawa",30,28,1,98,2,2,1,2,164,385
35077,"Ottawa South/Ottawa-Sud"," 105","Ottawa",49,47,2,180,6,1,2,3,290,503
35077,"Ottawa South/Ottawa-Sud"," 106","Ottawa",54,26,0,121,5,0,1,0,207,352
35077,"Ottawa South/Ottawa-Sud"," 107","Ottawa",82,28,1,131,10,0,2,0,254,365
35077,"Ottawa South/Ottawa-Sud"," 108","Ottawa",61,32,0,118,5,2,1,1,220,375
35077,"Ottawa South/Ottawa-Sud"," 109","Ottawa",64,55,1,147,18,1,2,0,288,516
35077,"Ottawa South/Ottawa-Sud"," 110","Ottawa",30,34,2,92,2,0,0,0,160,294
35077,"Ottawa South/Ottawa-Sud"," 111","Ottawa",49,33,2,124,17,1,0,2,228,329
35077,"Ottawa South/Ottawa-Sud"," 112","Ottawa",56,24,2,148,13,3,0,0,246,354
35077,"Ottawa South/Ottawa-Sud"," 113","Ottawa",33,52,1,125,3,0,1,2,217,340
35077,"Ottawa South/Ottawa-Sud"," 114","Ottawa",73,33,0,135,6,1,2,0,250,406
35077,"Ottawa South/Ottawa-Sud"," 115","Ottawa",73,33,2,118,9,1,1,1,238,425
35077,"Ottawa South/Ottawa-Sud"," 116","Ottawa",53,37,1,152,10,1,0,1,255,419
35077,"Ottawa South/Ottawa-Sud"," 117","Ottawa",88,27,2,146,17,0,2,1,283,443
35077,"Ottawa South/Ottawa-Sud"," 118","Ottawa",66,42,1,122,9,0,0,1,241,402
35077,"Ottawa South/Ottawa-Sud"," 119","Ottawa",73,20,0,111,7,0,0,3,214,406
35077,"Ottawa South/Ottawa-Sud"," 120","Ottawa",70,24,5,152,11,0,1,1,264,413
35077,"Ottawa South/Ottawa-Sud"," 121","Ottawa",79,26,1,131,5,0,1,0,243,404
35077,"Ottawa South/Ottawa-Sud"," 122","Ottawa",59,18,0,139,8,1,0,0,225,383
35077,"Ottawa South/Ottawa-Sud"," 123","Ottawa",68,22,1,141,7,1,1,0,241,474
35077,"Ottawa South/Ottawa-Sud"," 124","Ottawa",45,43,1,148,8,0,2,0,247,510
35077,"Ottawa South/Ottawa-Sud"," 125","Ottawa",33,25,0,116,6,0,2,0,182,363
35077,"Ottawa South/Ottawa-Sud"," 126","Ottawa",28,28,0,120,2,0,0,1,179,374
35077,"Ottawa South/Ottawa-Sud"," 127","Ottawa",42,20,1,112,2,2,0,0,179,375
35077,"Ottawa South/Ottawa-Sud"," 128","Ottawa",85,29,1,183,5,1,5,1,310,471
35077,"Ottawa South/Ottawa-Sud"," 129","Ottawa",91,22,0,170,11,0,0,1,295,336
35077,"Ottawa South/Ottawa-Sud"," 130","Ottawa",69,20,1,130,5,1,0,0,226,395
35077,"Ottawa South/Ottawa-Sud"," 131","Ottawa",25,15,1,130,2,0,0,1,174,359
35077,"Ottawa South/Ottawa-Sud"," 132","Ottawa",19,18,0,119,2,0,0,0,158,339
35077,"Ottawa South/Ottawa-Sud"," 133","Ottawa",35,19,1,144,5,1,0,0,205,443
35077,"Ottawa South/Ottawa-Sud"," 134A","Ottawa",36,30,0,135,4,1,1,1,208,411
35077,"Ottawa South/Ottawa-Sud"," 134B","Ottawa",38,18,2,104,9,0,1,3,175,391
35077,"Ottawa South/Ottawa-Sud"," 135","Ottawa",61,28,1,122,11,2,1,0,226,489
35077,"Ottawa South/Ottawa-Sud"," 136","Ottawa",43,32,0,171,6,0,0,5,257,493
35077,"Ottawa South/Ottawa-Sud"," 137","Ottawa",44,16,3,161,4,0,0,0,228,419
35077,"Ottawa South/Ottawa-Sud"," 138","Ottawa",45,24,2,122,5,0,1,0,199,365
35077,"Ottawa South/Ottawa-Sud"," 139","Ottawa",55,6,1,129,9,0,1,2,203,352
35077,"Ottawa South/Ottawa-Sud"," 140","Ottawa",63,34,2,170,13,2,1,2,287,479
35077,"Ottawa South/Ottawa-Sud"," 141","Ottawa",48,27,2,127,7,1,1,1,214,399
35077,"Ottawa South/Ottawa-Sud"," 142","Ottawa",41,23,0,125,9,1,1,2,202,391
35077,"Ottawa South/Ottawa-Sud"," 143","Ottawa",62,23,2,189,2,1,2,2,283,504
35077,"Ottawa South/Ottawa-Sud"," 144","Gloucester",95,22,1,171,6,1,1,1,298,512
35077,"Ottawa South/Ottawa-Sud"," 145","Gloucester",90,25,1,155,5,1,2,0,279,480
35077,"Ottawa South/Ottawa-Sud"," 146","Gloucester",87,40,1,135,7,0,2,0,272,473
35077,"Ottawa South/Ottawa-Sud"," 147","Gloucester",122,30,1,146,8,0,1,2,310,515
35077,"Ottawa South/Ottawa-Sud"," 148","Gloucester",52,17,1,137,1,0,1,0,209,368
35077,"Ottawa South/Ottawa-Sud"," 149","Gloucester",74,12,0,134,5,0,1,0,226,400
35077,"Ottawa South/Ottawa-Sud"," 150","Gloucester",60,46,4,167,7,2,4,0,290,533
35077,"Ottawa South/Ottawa-Sud"," 151","Gloucester",57,29,0,104,6,0,2,4,202,444
35077,"Ottawa South/Ottawa-Sud"," 152","Gloucester",80,22,0,126,10,0,4,0,242,489
35077,"Ottawa South/Ottawa-Sud"," 153","Gloucester",46,23,0,124,9,0,3,2,207,414
35077,"Ottawa South/Ottawa-Sud"," 154","Gloucester",63,16,1,108,6,0,2,0,196,412
35077,"Ottawa South/Ottawa-Sud"," 155","Gloucester",56,25,3,122,7,0,0,0,213,388
35077,"Ottawa South/Ottawa-Sud"," 156","Gloucester",40,24,2,124,5,0,1,3,199,360
35077,"Ottawa South/Ottawa-Sud"," 157","Gloucester",60,31,2,153,5,1,1,2,255,524
35077,"Ottawa South/Ottawa-Sud"," 158","Gloucester",67,21,0,110,7,0,1,0,206,322
35077,"Ottawa South/Ottawa-Sud"," 159A","Gloucester",22,18,1,148,7,0,2,2,200,353
35077,"Ottawa South/Ottawa-Sud"," 159B","Gloucester",28,26,0,89,6,0,0,1,150,377
35077,"Ottawa South/Ottawa-Sud"," 160","Gloucester",56,26,1,130,2,0,2,1,218,423
35077,"Ottawa South/Ottawa-Sud"," 161","Gloucester",62,16,0,138,9,0,1,0,226,396
35077,"Ottawa South/Ottawa-Sud"," 162","Gloucester",76,23,1,139,6,1,2,3,251,434
35077,"Ottawa South/Ottawa-Sud"," 163","Gloucester",66,24,0,126,5,0,0,1,222,430
35077,"Ottawa South/Ottawa-Sud"," 164","Gloucester",45,17,1,97,7,0,1,3,171,483
35077,"Ottawa South/Ottawa-Sud"," 165","Gloucester",57,42,4,169,3,0,1,2,278,448
35077,"Ottawa South/Ottawa-Sud"," 166","Gloucester",48,29,1,107,7,0,1,0,193,401
35077,"Ottawa South/Ottawa-Sud"," 167","Gloucester",26,22,2,134,5,0,4,0,193,436
35077,"Ottawa South/Ottawa-Sud"," 168","Gloucester",40,26,0,132,2,0,0,1,201,391
35077,"Ottawa South/Ottawa-Sud"," 169","Ottawa",37,18,2,126,1,0,0,0,184,358
35077,"Ottawa South/Ottawa-Sud"," 170","Ottawa",27,30,2,153,5,1,2,1,221,467
35077,"Ottawa South/Ottawa-Sud"," 171","Ottawa",52,32,3,143,16,0,1,1,248,508
35077,"Ottawa South/Ottawa-Sud"," 172","Ottawa",33,45,4,143,9,1,2,2,239,520
35077,"Ottawa South/Ottawa-Sud"," 173","Ottawa",53,35,0,140,13,0,3,1,245,447
35077,"Ottawa South/Ottawa-Sud"," 174","Ottawa",57,24,2,154,5,1,1,2,246,441
35077,"Ottawa South/Ottawa-Sud"," 175","Ottawa",66,32,1,111,12,0,4,0,226,393
35077,"Ottawa South/Ottawa-Sud"," 176","Ottawa",33,37,0,219,10,0,3,3,305,585
35077,"Ottawa South/Ottawa-Sud"," 177","Ottawa",27,26,1,98,5,0,0,0,157,289
35077,"Ottawa South/Ottawa-Sud"," 178","Ottawa",51,21,0,133,5,1,2,1,214,387
35077,"Ottawa South/Ottawa-Sud"," 179","Ottawa",58,19,4,139,8,0,1,0,229,431
35077,"Ottawa South/Ottawa-Sud"," 180","Ottawa",62,9,1,157,1,0,1,0,231,433
35077,"Ottawa South/Ottawa-Sud"," 181","Ottawa",89,30,1,173,8,0,1,0,302,508
35077,"Ottawa South/Ottawa-Sud"," 182","Ottawa",70,17,1,133,1,0,0,1,223,394
35077,"Ottawa South/Ottawa-Sud"," 183","Ottawa",46,29,2,112,10,0,1,0,200,381
35077,"Ottawa South/Ottawa-Sud"," 184","Ottawa",54,20,1,84,9,0,0,0,168,340
35077,"Ottawa South/Ottawa-Sud"," 185","Ottawa",170,12,1,146,5,0,1,1,336,509
35077,"Ottawa South/Ottawa-Sud"," 186","Gloucester",91,23,3,86,2,0,3,0,208,448
35077,"Ottawa South/Ottawa-Sud"," 187","Gloucester",59,33,1,134,11,1,0,0,239,515
35077,"Ottawa South/Ottawa-Sud"," 188","Ottawa",47,25,0,141,4,0,0,2,219,450
35077,"Ottawa South/Ottawa-Sud"," 189","Ottawa",76,34,1,139,8,0,3,3,264,468
35077,"Ottawa South/Ottawa-Sud"," 190","Ottawa",35,28,2,146,8,0,0,2,221,436
35077,"Ottawa South/Ottawa-Sud"," 191","Ottawa",58,27,0,141,9,0,0,2,237,416
35077,"Ottawa South/Ottawa-Sud"," 192","Ottawa",42,27,1,120,10,1,1,3,205,383
35077,"Ottawa South/Ottawa-Sud"," 193","Ottawa",Merged with No./Fusionné avec le n°129,,,,,,,,,100
35077,"Ottawa South/Ottawa-Sud"," 194","Ottawa",Void/Supprimé,,,,,,,,,
35077,"Ottawa South/Ottawa-Sud"," 195","Ottawa",69,55,0,205,13,1,2,3,348,575
35077,"Ottawa South/Ottawa-Sud"," 400","Ottawa",80,9,3,138,2,0,1,0,233,320
35077,"Ottawa South/Ottawa-Sud"," 401","Ottawa",68,18,3,108,5,2,0,1,205,286
35077,"Ottawa South/Ottawa-Sud"," 402","Ottawa",67,9,1,110,8,0,0,2,197,290
35077,"Ottawa South/Ottawa-Sud"," 403","Ottawa",27,38,0,120,2,0,1,1,189,297
35077,"Ottawa South/Ottawa-Sud"," 404","Ottawa",23,34,0,114,4,0,1,1,177,255
35077,"Ottawa South/Ottawa-Sud"," 405","Ottawa",15,16,0,90,4,1,0,1,127,202
35077,"Ottawa South/Ottawa-Sud"," 406","Ottawa",25,17,1,76,4,0,1,1,125,198
35077,"Ottawa South/Ottawa-Sud"," 407","Ottawa",12,14,0,99,2,1,1,3,132,231
35077,"Ottawa South/Ottawa-Sud"," 408","Ottawa",25,7,0,64,2,0,0,1,99,222
35077,"Ottawa South/Ottawa-Sud"," 409","Ottawa",28,30,0,109,6,2,2,1,178,263
35077,"Ottawa South/Ottawa-Sud"," 410","Ottawa",103,19,3,136,7,1,3,1,273,204
35077,"Ottawa South/Ottawa-Sud"," 411","Ottawa",Merged with No./Fusionné avec le n°410,,,,,,,,,188
35077,"Ottawa South/Ottawa-Sud"," 500A","Mobile poll/Bureau itinérant",59,16,7,73,4,0,3,2,164,2
35077,"Ottawa South/Ottawa-Sud"," 500B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500A,,,,,,,,,81
35077,"Ottawa South/Ottawa-Sud"," 500C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500A,,,,,,,,,71
35077,"Ottawa South/Ottawa-Sud"," 500D","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500A,,,,,,,,,98
35077,"Ottawa South/Ottawa-Sud"," 500E","Mobile poll/Bureau itinérant",40,8,1,64,1,0,0,0,114,142
35077,"Ottawa South/Ottawa-Sud"," 501","Mobile poll/Bureau itinérant",48,9,4,89,2,0,0,3,155,208
35077,"Ottawa South/Ottawa-Sud"," 502","Mobile poll/Bureau itinérant",32,7,1,44,1,0,0,0,85,112
35077,"Ottawa South/Ottawa-Sud"," 503","Mobile poll/Bureau itinérant",77,9,2,55,1,0,0,4,148,175
35077,"Ottawa South/Ottawa-Sud"," 504","Mobile poll/Bureau itinérant",32,11,2,32,1,1,0,0,79,100
35077,"Ottawa South/Ottawa-Sud"," 600","Ottawa",165,102,2,467,35,1,3,6,781,
35077,"Ottawa South/Ottawa-Sud"," 601","Ottawa",194,88,3,450,21,1,0,2,759,
35077,"Ottawa South/Ottawa-Sud"," 602","Ottawa",355,137,5,791,34,4,0,0,1326,
35077,"Ottawa South/Ottawa-Sud"," 603","Ottawa",381,95,4,835,38,2,1,2,1358,
35077,"Ottawa South/Ottawa-Sud"," 604","Ottawa",274,135,4,931,59,1,5,4,1413,
35077,"Ottawa South/Ottawa-Sud"," 605","Ottawa",145,98,6,410,32,2,1,2,696,
35077,"Ottawa South/Ottawa-Sud"," 606","Ottawa",160,136,5,565,23,2,1,8,900,
35077,"Ottawa South/Ottawa-Sud"," 607","Ottawa",299,119,9,776,16,1,0,1,1221,
35077,"Ottawa South/Ottawa-Sud"," 608","Ottawa",259,116,7,717,23,0,4,2,1128,
35077,"Ottawa South/Ottawa-Sud"," 609","Ottawa",344,121,6,569,21,0,1,1,1063,
35077,"Ottawa South/Ottawa-Sud"," 610","Ottawa",287,142,2,603,26,3,2,5,1070,
35077,"Ottawa South/Ottawa-Sud"," 611","Ottawa",310,144,7,574,28,3,3,3,1072,
35077,"Ottawa South/Ottawa-Sud"," 612","Ottawa",362,114,8,571,26,2,1,3,1087,
35077,"Ottawa South/Ottawa-Sud"," 613","Ottawa",222,67,4,402,18,2,2,2,719,
35077,"Ottawa South/Ottawa-Sud",,"Group 1/Groupe 1",146,80,8,268,20,4,3,17,546,298
35077,"Ottawa South/Ottawa-Sud",,"Group 2/Groupe 2",411,342,6,1190,70,4,2,43,2068,
