Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Hector Clouthier,Cheryl Gallant,Stefan Klietsch,Jeff Lehoux,Dan McCarthy,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 50","Pembroke",25,31,3,53,14,1,127,355
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 51","Pembroke",37,35,1,51,14,0,138,382
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 52","Pembroke",28,57,2,52,12,0,151,400
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 53","Pembroke",40,38,2,70,8,1,159,371
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 54","Pembroke",16,40,3,42,16,0,117,358
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 55","Pembroke",28,38,4,45,15,0,130,349
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 56","Pembroke",37,48,7,60,13,2,167,350
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 57","Pembroke",31,62,6,52,23,0,174,377
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 58","Pembroke",16,31,1,79,14,1,142,380
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 59","Pembroke",29,60,3,61,20,0,173,402
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 60","Pembroke",29,64,1,76,26,0,196,405
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 61","Pembroke",23,65,3,65,22,0,178,398
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 62","Pembroke",36,90,1,70,16,2,215,466
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 63","Pembroke",35,64,1,83,12,1,196,394
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 64","Pembroke",48,58,4,71,18,2,201,401
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 65","Pembroke",49,63,6,62,13,0,193,365
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 66","Pembroke",54,74,0,68,11,0,207,369
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 67","Pembroke",50,63,3,75,18,1,210,399
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 68","Pembroke",31,77,3,62,21,1,195,381
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 69","Cotnam Island",21,53,2,60,11,0,147,328
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 70","Pleasant View",52,72,1,68,17,1,211,367
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 71","Kathmae Siding",35,58,1,45,15,1,155,295
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 72","Cotnam Island",44,66,4,53,20,0,187,318
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 73","Kathmae Siding",63,103,2,47,9,1,225,403
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 74","Perretton",34,97,1,60,18,0,210,373
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 75","Westmeath",29,59,7,62,19,0,176,240
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 76","Westmeath",20,65,4,68,10,0,167,255
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 77","La Passe",24,62,3,67,10,1,167,245
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 78","La Passe",19,83,4,63,11,0,180,264
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 79","Rocher Fendu",33,125,3,50,19,0,230,398
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 80","Rocher Fendu",29,119,6,60,27,2,243,351
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 81","Rocher Fendu",29,152,5,73,18,0,277,438
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 82","Foresters Falls",22,131,4,59,31,1,248,384
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 83","Ross",16,73,0,45,9,0,143,253
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 84","Ross",9,81,3,32,15,0,140,265
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 85","Snake River",26,109,2,42,9,0,188,338
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 86","Micksburg",16,58,1,46,6,0,127,233
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 87","Micksburg",17,60,4,47,29,1,158,267
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 88","Stonebrook",35,80,1,47,10,0,173,287
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 89","Laurentian Valley",28,64,1,36,10,1,140,283
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 90","Laurentian Valley",28,86,6,48,22,2,192,321
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 91","Laurentian Valley",33,121,7,62,17,1,241,367
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 92","Davis Mills",22,66,2,41,15,0,146,275
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 93","Hiam",42,86,3,49,10,0,190,386
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 94","Alice",55,98,2,37,14,0,206,352
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 95","Alice",32,107,1,49,9,0,198,317
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 96","Forest Lea",47,83,6,66,18,0,220,393
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 97","Forest Lea",32,76,4,44,8,0,164,328
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 98","Forest Lea",18,71,2,49,14,0,154,285
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 99","Head",13,48,1,44,22,1,129,187
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 100","Deux-Rivières",2,7,0,8,1,0,18,32
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 101","Tramore",46,142,4,67,18,2,279,377
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 102","Round Lake Centre",15,90,0,40,12,0,157,241
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 103","Round Lake Centre",14,91,3,47,6,0,161,229
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 104","Golden Lake",26,112,1,65,26,1,231,363
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 105","Deacon",13,79,4,47,14,0,157,303
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 106","Germanicus",21,104,2,37,14,0,178,320
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 107","Mink Lake",11,87,4,41,5,1,149,296
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 108","Mink Lake",10,64,0,30,10,0,114,284
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 109","Slabtown",31,113,7,63,20,0,234,408
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 110","Lake Doré",45,130,6,64,12,0,257,429
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 111","Cobden",23,95,3,45,23,1,190,368
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 112","Cobden",16,75,6,48,14,0,159,285
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 113","Osceola",25,114,3,54,14,0,210,376
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 114","McLarens Settlement",13,117,3,48,25,0,206,357
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 115","Haley Station",15,108,3,62,19,0,207,369
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 116","Castleford",15,100,0,60,5,0,180,293
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 117","Mayhew",21,104,2,74,16,1,218,315
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 118","Mayhew",5,107,4,49,19,0,184,300
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 119","Chenaux",10,101,5,47,14,1,178,315
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 120","Chenaux",7,87,5,50,11,0,160,350
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 121","Horton",19,88,4,55,14,1,181,334
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 122","Horton",19,104,4,44,16,0,187,401
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 123","Rosebank",5,59,3,26,9,1,103,191
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 124","Douglas",20,140,5,82,16,0,263,409
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 125","Pine Valley",17,48,1,18,4,0,88,134
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 126","Ferguslea",7,125,5,52,9,0,198,327
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 127","Fremo Corners",17,142,6,66,19,0,250,409
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 128","Fremo Corners",13,129,15,82,24,1,264,415
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 129","Renfrew",20,119,3,78,30,3,253,524
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 130","Renfrew",9,69,3,52,14,37,184,375
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 131","Renfrew",19,74,5,64,17,1,180,364
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 132","Renfrew",13,59,5,55,22,1,155,394
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 133","Renfrew",14,71,5,67,26,0,183,396
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 134","Renfrew",8,78,2,54,28,1,171,384
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 135","Renfrew",17,81,3,59,34,0,194,408
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 136","Renfrew",10,77,3,57,19,2,168,399
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 137","Renfrew",12,85,7,68,15,0,187,413
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 138","Renfrew",10,95,7,90,18,0,220,432
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 139","Renfrew",21,62,7,77,26,1,194,439
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 140","Renfrew",11,71,6,68,21,1,178,427
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 141","Renfrew",8,68,7,85,20,1,189,428
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 142","Renfrew",12,98,6,62,22,0,200,400
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 143","Renfrew",14,81,5,79,15,0,194,457
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 144","Eganville",15,58,3,43,13,0,132,271
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 145","Eganville",15,42,6,49,10,0,122,274
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 146","Eganville",13,50,3,60,12,1,139,299
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 147","Donegal",13,64,1,38,13,1,130,303
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 148","Zadow",16,79,7,61,17,3,183,366
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 149","McGrath",13,65,2,35,14,0,129,309
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 150","McGrath",20,61,7,41,17,0,146,299
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 151","Hyndford",13,49,3,47,11,0,123,275
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 152","Pikwakanagan",1,22,9,92,42,0,166,355
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 153","Old Killaloe",30,109,2,55,37,1,234,364
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 154","Old Killaloe",24,82,6,62,20,0,194,303
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 155","Simpsons",12,87,4,55,30,1,189,380
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 156","Paugh Lake",19,55,2,34,14,1,125,343
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 157","Paugh Lake",23,92,3,35,14,1,168,395
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 158","Wilno",7,49,8,36,8,0,108,258
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 159","Barry's Bay",8,48,5,31,11,0,103,275
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 160","Barry's Bay",16,70,4,37,17,1,145,294
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 161","Barry's Bay",15,85,3,24,8,1,136,294
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 162","Siberia",8,50,4,30,9,0,101,290
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 163","Siberia",22,65,4,44,10,0,145,340
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 164","Madawaska",11,110,3,59,13,0,196,377
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 165","Whitney",17,108,6,97,26,0,254,441
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 166","Whitney",3,43,1,31,18,0,96,173
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 167","Halfway",10,80,1,49,8,2,150,387
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 168","Halfway",17,101,3,50,20,0,191,332
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 169","Combermere",27,109,7,33,21,0,197,301
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 170","Brudenell",18,98,6,57,24,0,203,339
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 171","Clontarf",17,79,3,61,13,0,173,273
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 172","Clontarf",21,70,2,43,10,0,146,265
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 173","Quadeville",1,64,1,12,4,0,82,106
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 174","Griffith",21,154,1,76,16,1,269,401
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 175","Mount St. Patrick",9,65,0,27,5,0,106,241
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 176","Springtown",5,128,1,90,33,0,257,418
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 177","Springtown",16,95,9,68,15,0,203,347
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 178","Barryvale",11,83,1,67,11,0,173,267
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 179","Barrett Chute",12,150,4,91,27,0,284,427
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 180","Burnstown",23,121,7,76,26,0,253,361
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 181","McNab/Braeside",15,117,4,66,12,1,215,390
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 182","McNab/Braeside",14,142,0,58,13,6,233,460
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 183","Waba",6,134,2,46,14,2,204,308
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 184","White Lake",8,154,6,74,17,0,259,384
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 185","Dewars",4,113,1,62,32,1,213,383
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 186","Stewartville",26,158,2,77,16,0,279,420
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 187","Glasgow Station",15,166,5,65,17,0,268,377
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 188","Stewartville",15,114,7,63,12,1,212,336
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 189","McNab/Braeside",8,54,3,35,7,1,108,291
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 190","Arnprior",9,91,3,98,19,0,220,498
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 191","Arnprior",5,87,5,105,22,2,226,528
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 192","Arnprior",11,57,3,58,15,0,144,393
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 193","Arnprior",4,112,8,66,27,0,217,490
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 194","Arnprior",15,64,3,60,33,1,176,395
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 195","Arnprior",5,89,3,67,9,0,173,373
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 196","McNab/Braeside",7,87,7,52,16,0,169,258
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 197","McNab/Braeside",2,78,5,56,16,0,157,265
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 198","McNab/Braeside",10,87,3,53,19,0,172,234
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 199","Sandy Hook",10,61,0,53,15,1,140,259
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 200","Sandy Hook",11,90,14,74,18,0,207,386
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 201","McNab/Braeside",8,87,6,63,18,0,182,336
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 202","Arnprior",8,60,3,72,7,0,150,333
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 203","Arnprior",10,167,10,131,36,1,355,717
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 204","Arnprior",11,101,9,72,20,0,213,416
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 205","Arnprior",10,104,6,93,16,0,229,421
35086,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 206","Arnprior",7,123,8,98,10,0,246,487
