Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Chandra Arya,Jean-Luc Roger Cooke,Jesus Cosico,Sean Devine,Hubert Mamba,Tony Seed,Harry Splett,Andy Wang,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35064,"Nepean/Nepean"," 64B","Nepean",134,5,4,17,0,0,0,81,2,243,389
35064,"Nepean/Nepean"," 65","Nepean",156,1,6,13,0,1,0,95,0,272,428
35064,"Nepean/Nepean"," 66","Nepean",174,3,3,32,0,0,1,59,2,274,429
35064,"Nepean/Nepean"," 67","Nepean",135,7,0,13,2,0,0,69,2,228,411
35064,"Nepean/Nepean"," 68","Nepean",121,5,0,25,1,1,0,70,0,223,393
35064,"Nepean/Nepean"," 69","Nepean",118,1,2,16,0,0,2,72,1,212,355
35064,"Nepean/Nepean"," 70","Nepean",152,5,2,22,0,0,0,61,0,242,427
35064,"Nepean/Nepean"," 71","Nepean",113,8,0,9,0,0,0,68,0,198,374
35064,"Nepean/Nepean"," 72","Nepean",122,6,0,12,0,0,0,79,2,221,383
35064,"Nepean/Nepean"," 73","Nepean",108,5,6,25,0,1,0,66,1,212,390
35064,"Nepean/Nepean"," 74","Gloucester",154,5,1,34,0,1,0,119,1,315,531
35064,"Nepean/Nepean"," 75","Nepean",155,8,1,30,0,0,0,93,2,289,471
35064,"Nepean/Nepean"," 76","Nepean",173,4,0,22,0,0,1,114,0,314,552
35064,"Nepean/Nepean"," 77","Nepean",109,1,3,27,2,0,0,101,1,244,489
35064,"Nepean/Nepean"," 78","Nepean",134,5,3,14,0,0,0,97,3,256,427
35064,"Nepean/Nepean"," 79","Nepean",113,6,2,17,0,0,0,71,3,212,393
35064,"Nepean/Nepean"," 80","Nepean",127,5,0,19,0,1,1,84,0,237,403
35064,"Nepean/Nepean"," 81","Nepean",102,9,3,21,0,1,0,83,1,220,394
35064,"Nepean/Nepean"," 82","Nepean",108,4,7,20,0,0,0,63,0,202,383
35064,"Nepean/Nepean"," 83","Nepean",95,4,4,12,0,0,0,63,1,179,367
35064,"Nepean/Nepean"," 84","Nepean",110,3,0,15,0,0,1,85,0,214,365
35064,"Nepean/Nepean"," 85","Nepean",151,2,1,19,0,0,1,90,0,264,430
35064,"Nepean/Nepean"," 86","Nepean",155,5,1,9,0,1,0,111,0,282,473
35064,"Nepean/Nepean"," 87","Nepean",130,6,1,21,0,0,0,86,3,247,419
35064,"Nepean/Nepean"," 88","Nepean",135,6,2,8,0,0,0,83,1,235,427
35064,"Nepean/Nepean"," 89","Nepean",124,6,1,13,0,0,0,70,1,215,370
35064,"Nepean/Nepean"," 90","Nepean",127,5,3,16,1,0,0,68,1,221,375
35064,"Nepean/Nepean"," 91","Nepean",131,1,3,12,0,0,1,73,1,222,383
35064,"Nepean/Nepean"," 92","Nepean",129,1,3,24,0,0,0,75,1,233,419
35064,"Nepean/Nepean"," 93","Nepean",111,5,3,23,1,0,2,81,0,226,380
35064,"Nepean/Nepean"," 94","Nepean",130,2,5,5,2,0,0,59,0,203,411
35064,"Nepean/Nepean"," 95","Nepean",140,5,1,22,0,0,0,63,0,231,437
35064,"Nepean/Nepean"," 96","Nepean",99,0,1,16,0,0,0,44,0,160,373
35064,"Nepean/Nepean"," 97","Nepean",116,5,2,6,0,0,0,104,0,233,382
35064,"Nepean/Nepean"," 98","Nepean",131,0,0,7,0,0,0,91,0,229,402
35064,"Nepean/Nepean"," 99","Nepean",147,3,0,19,0,0,0,59,2,230,426
35064,"Nepean/Nepean"," 100","Nepean",189,4,6,18,2,0,1,69,1,290,491
35064,"Nepean/Nepean"," 101A","Nepean",128,1,1,10,0,0,0,59,0,199,349
35064,"Nepean/Nepean"," 101B","Nepean",140,4,5,15,0,0,0,70,1,235,418
35064,"Nepean/Nepean"," 102","Nepean",114,5,0,33,0,0,0,60,0,212,407
35064,"Nepean/Nepean"," 103","Nepean",205,3,4,19,0,0,1,69,4,305,557
35064,"Nepean/Nepean"," 104","Nepean",105,4,1,18,0,0,0,94,1,223,452
35064,"Nepean/Nepean"," 105","Nepean",172,6,3,18,0,0,0,76,1,276,453
35064,"Nepean/Nepean"," 106","Nepean",124,1,4,10,0,0,0,62,0,201,311
35064,"Nepean/Nepean"," 107","Nepean",111,5,0,10,0,0,0,43,0,169,280
35064,"Nepean/Nepean"," 108","Nepean",143,3,3,19,0,0,0,77,0,245,426
35064,"Nepean/Nepean"," 109","Nepean",128,8,0,26,0,0,0,68,0,230,433
35064,"Nepean/Nepean"," 110","Nepean",121,1,1,16,1,0,0,48,0,188,395
35064,"Nepean/Nepean"," 111","Nepean",146,3,3,21,0,0,0,67,1,241,442
35064,"Nepean/Nepean"," 112","Nepean",124,2,1,15,2,0,0,70,3,217,385
35064,"Nepean/Nepean"," 113","Nepean",107,7,4,19,0,0,0,46,0,183,391
35064,"Nepean/Nepean"," 114","Nepean",122,6,0,13,0,0,0,57,0,198,418
35064,"Nepean/Nepean"," 115","Nepean",123,2,0,10,0,0,0,58,0,193,375
35064,"Nepean/Nepean"," 116","Nepean",125,7,0,16,0,1,0,140,0,289,515
35064,"Nepean/Nepean"," 117","Nepean",120,7,2,8,0,0,0,112,1,250,460
35064,"Nepean/Nepean"," 118","Nepean",134,6,2,12,0,0,0,128,0,282,522
35064,"Nepean/Nepean"," 119","Nepean",133,4,0,17,0,0,0,129,0,283,487
35064,"Nepean/Nepean"," 120","Nepean",106,2,2,12,0,1,0,51,0,174,323
35064,"Nepean/Nepean"," 121","Nepean",142,2,2,19,0,0,0,67,1,233,353
35064,"Nepean/Nepean"," 122","Nepean",101,13,1,29,0,0,0,93,0,237,412
35064,"Nepean/Nepean"," 123","Nepean",100,2,1,25,1,0,0,107,0,236,390
35064,"Nepean/Nepean"," 124","Nepean",130,7,7,34,0,0,2,111,1,292,468
35064,"Nepean/Nepean"," 125","Nepean",110,10,4,31,0,0,0,88,0,243,468
35064,"Nepean/Nepean"," 126","Nepean",128,11,2,19,0,0,0,84,0,244,451
35064,"Nepean/Nepean"," 127","Nepean",116,14,2,24,0,0,0,72,1,229,462
35064,"Nepean/Nepean"," 128","Nepean",130,6,3,33,2,0,0,101,1,276,482
35064,"Nepean/Nepean"," 129","Nepean",121,4,3,33,0,0,0,73,0,234,392
35064,"Nepean/Nepean"," 130","Nepean",66,5,0,20,1,0,0,86,0,178,338
35064,"Nepean/Nepean"," 131","Nepean",100,7,3,23,1,0,0,86,2,222,422
35064,"Nepean/Nepean"," 132","Nepean",111,4,0,15,0,1,1,116,0,248,407
35064,"Nepean/Nepean"," 133","Nepean",102,8,1,16,0,0,0,96,0,223,386
35064,"Nepean/Nepean"," 134","Nepean",105,2,0,14,0,0,0,82,0,203,376
35064,"Nepean/Nepean"," 135","Nepean",131,8,1,26,0,1,0,101,2,270,454
35064,"Nepean/Nepean"," 136","Nepean",113,10,2,46,0,1,0,85,0,257,503
35064,"Nepean/Nepean"," 137","Nepean",104,2,0,11,0,0,0,94,0,211,372
35064,"Nepean/Nepean"," 138","Nepean",117,8,2,19,0,0,0,88,0,234,377
35064,"Nepean/Nepean"," 139","Nepean",94,4,0,21,0,0,0,65,0,184,295
35064,"Nepean/Nepean"," 140","Nepean",125,9,1,20,0,0,0,108,0,263,424
35064,"Nepean/Nepean"," 141","Nepean",129,9,1,22,0,0,0,102,0,263,464
35064,"Nepean/Nepean"," 142","Nepean",104,6,3,15,0,0,0,78,1,207,346
35064,"Nepean/Nepean"," 143","Nepean",147,5,0,21,0,0,0,53,1,227,335
35064,"Nepean/Nepean"," 144","Nepean",123,7,1,22,0,0,0,114,0,267,468
35064,"Nepean/Nepean"," 145","Nepean",191,5,4,22,0,0,0,126,0,348,561
35064,"Nepean/Nepean"," 146","Nepean",141,8,2,38,0,0,0,109,0,298,497
35064,"Nepean/Nepean"," 147","Nepean",136,11,4,27,1,0,0,116,0,295,520
35064,"Nepean/Nepean"," 148","Nepean",149,10,4,27,1,0,2,119,2,314,494
35064,"Nepean/Nepean"," 149","Nepean",148,6,3,31,0,0,2,105,1,296,460
35064,"Nepean/Nepean"," 150","Nepean",127,7,0,21,2,1,0,83,0,241,454
35064,"Nepean/Nepean"," 151","Nepean",143,4,2,20,0,0,0,100,1,270,519
35064,"Nepean/Nepean"," 152","Nepean",126,5,0,24,0,0,0,92,2,249,480
35064,"Nepean/Nepean"," 153","Nepean",170,7,2,17,0,0,0,129,3,328,573
35064,"Nepean/Nepean"," 154","Nepean",125,3,0,13,0,0,0,101,0,242,472
35064,"Nepean/Nepean"," 155","Nepean",168,1,2,25,0,0,0,99,0,295,520
35064,"Nepean/Nepean"," 156","Nepean",106,5,0,12,0,0,0,68,0,191,364
35064,"Nepean/Nepean"," 157","Nepean",131,7,1,20,0,1,0,84,0,244,422
35064,"Nepean/Nepean"," 158","Nepean",148,5,2,22,0,0,0,89,2,268,473
35064,"Nepean/Nepean"," 159A","Nepean",214,3,0,42,0,0,0,123,0,382,605
35064,"Nepean/Nepean"," 159B","Nepean",188,4,0,27,1,1,0,117,1,339,564
35064,"Nepean/Nepean"," 160","Nepean",153,7,0,23,0,1,0,124,0,308,570
35064,"Nepean/Nepean"," 161","Nepean",231,4,2,27,0,0,0,101,2,367,640
35064,"Nepean/Nepean"," 162","Nepean",125,3,1,12,0,0,0,123,0,264,528
35064,"Nepean/Nepean"," 163","Nepean",234,4,1,7,0,0,0,117,0,363,663
35064,"Nepean/Nepean"," 164","Nepean",148,7,0,18,0,0,0,170,0,343,606
35064,"Nepean/Nepean"," 165","Nepean",136,17,5,14,0,0,0,103,0,275,472
35064,"Nepean/Nepean"," 166","Nepean",150,7,0,18,0,0,0,82,0,257,394
35064,"Nepean/Nepean"," 167","Nepean",157,11,0,13,0,0,0,111,1,293,516
35064,"Nepean/Nepean"," 168","Nepean",55,8,1,16,1,0,0,143,1,225,318
35064,"Nepean/Nepean"," 168-1","Nepean",272,8,0,28,1,0,1,128,0,438,689
35064,"Nepean/Nepean"," 169","Nepean",141,6,2,18,1,0,0,86,4,258,393
35064,"Nepean/Nepean"," 170","Nepean",172,6,1,24,0,1,1,86,1,292,435
35064,"Nepean/Nepean"," 171","Nepean",145,3,0,25,1,1,0,72,2,249,419
35064,"Nepean/Nepean"," 172","Nepean",68,4,1,9,0,0,0,75,2,159,252
35064,"Nepean/Nepean"," 173","Nepean",65,6,1,13,0,0,0,38,0,123,180
35064,"Nepean/Nepean"," 174","Nepean",63,4,0,15,0,0,1,71,2,156,312
35064,"Nepean/Nepean"," 175","Nepean",64,11,0,21,0,0,0,69,0,165,308
35064,"Nepean/Nepean"," 176","Nepean",91,10,1,26,0,0,2,98,0,228,381
35064,"Nepean/Nepean"," 177","Nepean",63,5,1,29,0,0,3,87,0,188,404
35064,"Nepean/Nepean"," 178","Nepean",138,21,3,31,0,1,0,95,2,291,495
35064,"Nepean/Nepean"," 179","Nepean",101,10,2,35,1,0,0,81,1,231,465
35064,"Nepean/Nepean"," 180","Nepean",138,10,4,38,0,0,1,86,3,280,499
35064,"Nepean/Nepean"," 181","Nepean",93,7,1,34,0,0,0,58,0,193,359
35064,"Nepean/Nepean"," 182","Nepean",118,3,1,21,0,0,0,52,0,195,358
35064,"Nepean/Nepean"," 183","Nepean",149,6,0,21,1,0,2,71,0,250,421
35064,"Nepean/Nepean"," 184","Nepean",84,7,3,26,0,0,1,49,1,171,341
35064,"Nepean/Nepean"," 185","Nepean",71,4,1,15,0,0,0,48,0,139,295
35064,"Nepean/Nepean"," 186","Nepean",64,3,2,17,0,0,0,56,0,142,273
35064,"Nepean/Nepean"," 187","Nepean",83,12,1,17,0,0,0,67,0,180,347
35064,"Nepean/Nepean"," 188","Nepean",74,6,1,11,0,1,0,52,2,147,282
35064,"Nepean/Nepean"," 189","Nepean",148,27,0,17,0,1,1,117,0,311,447
35064,"Nepean/Nepean"," 190","Nepean",121,9,5,28,0,0,1,58,1,223,407
35064,"Nepean/Nepean"," 191","Nepean",150,9,0,41,0,0,3,80,1,284,436
35064,"Nepean/Nepean"," 400","Nepean",68,6,0,19,0,0,0,45,0,138,292
35064,"Nepean/Nepean"," 500","Mobile poll/Bureau itinérant",58,5,2,10,1,0,0,101,0,177,257
35064,"Nepean/Nepean"," 501","Mobile poll/Bureau itinérant",45,0,1,8,0,0,0,53,1,108,268
35064,"Nepean/Nepean"," 502A","Mobile poll/Bureau itinérant",75,9,3,17,0,2,0,94,4,204,126
35064,"Nepean/Nepean"," 502B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°503A,,,,,,,,,,46
35064,"Nepean/Nepean"," 503A","Mobile poll/Bureau itinérant",45,5,1,18,1,0,1,62,0,133,131
35064,"Nepean/Nepean"," 503B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502A,,,,,,,,,,133
35064,"Nepean/Nepean"," 600","Nepean",634,35,8,96,2,0,3,580,7,1365,
35064,"Nepean/Nepean"," 601","Nepean",635,34,7,110,3,0,3,447,2,1241,
35064,"Nepean/Nepean"," 602","Nepean",481,21,1,84,1,0,0,456,5,1049,
35064,"Nepean/Nepean"," 603","Nepean",504,22,4,93,2,1,1,383,3,1013,
35064,"Nepean/Nepean"," 604","Nepean",631,23,3,72,0,0,0,417,0,1146,
35064,"Nepean/Nepean"," 605","Nepean",613,11,5,79,1,1,1,316,10,1037,
35064,"Nepean/Nepean"," 606","Nepean",715,27,5,71,1,2,0,441,7,1269,
35064,"Nepean/Nepean"," 607","Nepean",609,9,7,82,1,0,0,286,4,998,
35064,"Nepean/Nepean"," 608","Nepean",584,39,8,115,5,0,1,524,11,1287,
35064,"Nepean/Nepean"," 609","Nepean",586,15,8,62,2,0,1,462,1,1137,
35064,"Nepean/Nepean"," 610","Nepean",596,25,8,73,2,1,4,378,4,1091,
35064,"Nepean/Nepean"," 611","Nepean",677,23,9,69,1,0,0,512,2,1293,
35064,"Nepean/Nepean"," 612","Nepean",870,18,8,97,0,0,1,567,3,1564,
35064,"Nepean/Nepean",,"Group 1/Groupe 1",159,10,2,44,1,1,0,179,19,415,163
35064,"Nepean/Nepean",,"Group 2/Groupe 2",760,37,6,166,0,2,0,392,31,1394,
