Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Jean-Pierre Asselin,Andrée-Anne Beaudoin-Julien,Denis Blanchette,Stefan Jetchick,Joël Lightbound,Caroline Pageau,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24044,"Louis-Hébert/Louis-Hébert"," 17","Québec",55,5,54,0,95,37,2,248,412
24044,"Louis-Hébert/Louis-Hébert"," 18","Québec",16,12,47,0,59,31,5,170,348
24044,"Louis-Hébert/Louis-Hébert"," 19","Québec",16,7,52,1,61,34,0,171,380
24044,"Louis-Hébert/Louis-Hébert"," 20","Québec",15,5,54,1,75,34,3,187,349
24044,"Louis-Hébert/Louis-Hébert"," 21","Québec",31,8,50,0,73,26,0,188,367
24044,"Louis-Hébert/Louis-Hébert"," 22","Québec",23,11,44,0,50,23,3,154,358
24044,"Louis-Hébert/Louis-Hébert"," 23","Québec",21,4,36,0,54,22,2,139,323
24044,"Louis-Hébert/Louis-Hébert"," 24","Québec",16,13,59,2,53,28,3,174,312
24044,"Louis-Hébert/Louis-Hébert"," 25","Québec",15,6,51,0,61,27,0,160,371
24044,"Louis-Hébert/Louis-Hébert"," 26","Québec",37,6,69,1,64,36,3,216,434
24044,"Louis-Hébert/Louis-Hébert"," 27","Québec",25,4,44,1,52,29,6,161,380
24044,"Louis-Hébert/Louis-Hébert"," 28","Québec",27,8,35,0,49,13,3,135,291
24044,"Louis-Hébert/Louis-Hébert"," 29","Québec",19,2,26,0,34,18,1,100,261
24044,"Louis-Hébert/Louis-Hébert"," 30","Québec",42,7,47,0,74,31,2,203,385
24044,"Louis-Hébert/Louis-Hébert"," 31","Québec",51,8,63,0,84,44,2,252,445
24044,"Louis-Hébert/Louis-Hébert"," 32","Québec",41,5,40,0,65,33,1,185,384
24044,"Louis-Hébert/Louis-Hébert"," 33","Québec",39,5,47,1,65,29,0,186,428
24044,"Louis-Hébert/Louis-Hébert"," 34","Québec",28,3,50,0,56,25,3,165,368
24044,"Louis-Hébert/Louis-Hébert"," 35","Québec",32,10,37,3,77,41,7,207,413
24044,"Louis-Hébert/Louis-Hébert"," 36","Québec",37,2,45,0,67,35,3,189,366
24044,"Louis-Hébert/Louis-Hébert"," 37","Québec",42,2,38,0,62,25,3,172,358
24044,"Louis-Hébert/Louis-Hébert"," 38","Québec",43,5,25,1,57,32,0,163,331
24044,"Louis-Hébert/Louis-Hébert"," 39","Québec",50,15,58,0,80,39,4,246,459
24044,"Louis-Hébert/Louis-Hébert"," 40","Québec",30,3,34,1,57,22,0,147,285
24044,"Louis-Hébert/Louis-Hébert"," 41","Québec",32,7,42,0,69,33,3,186,350
24044,"Louis-Hébert/Louis-Hébert"," 42","Québec",48,5,52,0,112,42,1,260,423
24044,"Louis-Hébert/Louis-Hébert"," 43","Québec",48,9,69,0,120,59,4,309,513
24044,"Louis-Hébert/Louis-Hébert"," 44","Québec",62,7,41,1,120,34,2,267,462
24044,"Louis-Hébert/Louis-Hébert"," 45","Québec",55,5,47,1,98,41,1,248,390
24044,"Louis-Hébert/Louis-Hébert"," 46","Québec",28,4,48,0,74,28,0,182,376
24044,"Louis-Hébert/Louis-Hébert"," 47","Québec",50,6,52,0,79,44,1,232,381
24044,"Louis-Hébert/Louis-Hébert"," 48","Québec",40,7,57,2,74,25,5,210,364
24044,"Louis-Hébert/Louis-Hébert"," 49","Québec",55,11,37,0,106,34,2,245,454
24044,"Louis-Hébert/Louis-Hébert"," 50","Québec",44,2,35,0,77,32,0,190,430
24044,"Louis-Hébert/Louis-Hébert"," 51","Québec",107,11,57,0,132,38,3,348,548
24044,"Louis-Hébert/Louis-Hébert"," 52","Québec",41,9,53,0,83,51,0,237,398
24044,"Louis-Hébert/Louis-Hébert"," 53","Québec",50,5,69,1,103,48,2,278,452
24044,"Louis-Hébert/Louis-Hébert"," 54","Québec",21,14,46,1,53,35,2,172,363
24044,"Louis-Hébert/Louis-Hébert"," 55","Québec",65,3,28,1,145,34,2,278,453
24044,"Louis-Hébert/Louis-Hébert"," 56","Québec",44,4,38,1,77,26,2,192,337
24044,"Louis-Hébert/Louis-Hébert"," 57","Québec",25,9,38,1,100,48,3,224,427
24044,"Louis-Hébert/Louis-Hébert"," 58","Québec",38,11,67,0,98,41,0,255,414
24044,"Louis-Hébert/Louis-Hébert"," 59","Québec",50,2,78,2,89,30,2,253,429
24044,"Louis-Hébert/Louis-Hébert"," 60","Québec",65,2,51,1,104,53,0,276,441
24044,"Louis-Hébert/Louis-Hébert"," 61","Québec",53,5,43,0,112,29,1,243,402
24044,"Louis-Hébert/Louis-Hébert"," 62","Québec",40,5,37,1,47,29,1,160,364
24044,"Louis-Hébert/Louis-Hébert"," 63","Québec",53,8,43,0,82,25,3,214,359
24044,"Louis-Hébert/Louis-Hébert"," 64","Québec",52,2,54,0,81,38,1,228,385
24044,"Louis-Hébert/Louis-Hébert"," 65","Québec",57,3,28,0,78,29,4,199,351
24044,"Louis-Hébert/Louis-Hébert"," 66","Québec",27,7,60,2,111,38,1,246,375
24044,"Louis-Hébert/Louis-Hébert"," 67","Québec",36,8,50,0,78,35,1,208,350
24044,"Louis-Hébert/Louis-Hébert"," 68","Québec",25,6,23,0,61,26,0,141,278
24044,"Louis-Hébert/Louis-Hébert"," 69","Québec",40,2,27,0,77,32,1,179,396
24044,"Louis-Hébert/Louis-Hébert"," 70","Québec",61,7,32,0,69,31,3,203,364
24044,"Louis-Hébert/Louis-Hébert"," 71","Québec",35,2,38,1,67,26,2,171,294
24044,"Louis-Hébert/Louis-Hébert"," 72","Québec",50,4,57,1,105,24,2,243,398
24044,"Louis-Hébert/Louis-Hébert"," 73","Québec",36,1,30,0,50,15,5,137,253
24044,"Louis-Hébert/Louis-Hébert"," 74","Québec",56,9,46,0,135,26,0,272,454
24044,"Louis-Hébert/Louis-Hébert"," 75","Québec",41,8,55,4,60,37,3,208,469
24044,"Louis-Hébert/Louis-Hébert"," 76","Québec",29,3,37,0,56,27,3,155,397
24044,"Louis-Hébert/Louis-Hébert"," 77","Québec",42,2,29,2,77,35,3,190,449
24044,"Louis-Hébert/Louis-Hébert"," 78","Québec",35,1,25,0,38,18,0,117,262
24044,"Louis-Hébert/Louis-Hébert"," 79","Québec",28,2,27,0,49,16,1,123,289
24044,"Louis-Hébert/Louis-Hébert"," 80","Québec",56,5,59,0,56,23,1,200,364
24044,"Louis-Hébert/Louis-Hébert"," 81","Québec",31,7,28,0,47,24,2,139,333
24044,"Louis-Hébert/Louis-Hébert"," 82","Québec",43,6,30,0,70,28,3,180,402
24044,"Louis-Hébert/Louis-Hébert"," 83","Québec",65,6,57,1,86,36,2,253,466
24044,"Louis-Hébert/Louis-Hébert"," 84","Québec",38,5,34,0,61,35,2,175,331
24044,"Louis-Hébert/Louis-Hébert"," 85","Québec",50,5,48,0,77,45,4,229,426
24044,"Louis-Hébert/Louis-Hébert"," 86","Québec",38,7,23,0,68,25,4,165,344
24044,"Louis-Hébert/Louis-Hébert"," 87","Québec",42,8,40,0,48,39,4,181,401
24044,"Louis-Hébert/Louis-Hébert"," 88","Québec",40,4,41,1,63,26,1,176,347
24044,"Louis-Hébert/Louis-Hébert"," 89","Québec",29,7,42,0,56,23,2,159,393
24044,"Louis-Hébert/Louis-Hébert"," 90","Québec",44,7,46,2,66,27,3,195,354
24044,"Louis-Hébert/Louis-Hébert"," 91","Québec",47,8,58,1,83,28,3,228,433
24044,"Louis-Hébert/Louis-Hébert"," 92","Québec",74,7,48,1,66,45,2,243,404
24044,"Louis-Hébert/Louis-Hébert"," 93","Québec",49,2,55,0,70,37,2,215,378
24044,"Louis-Hébert/Louis-Hébert"," 94","Québec",60,9,50,0,88,31,9,247,505
24044,"Louis-Hébert/Louis-Hébert"," 95","Québec",38,7,42,0,59,26,3,175,365
24044,"Louis-Hébert/Louis-Hébert"," 96","Québec",61,4,62,2,90,54,3,276,438
24044,"Louis-Hébert/Louis-Hébert"," 97","Québec",31,10,43,1,45,20,2,152,358
24044,"Louis-Hébert/Louis-Hébert"," 98","Québec",48,4,45,0,57,30,2,186,371
24044,"Louis-Hébert/Louis-Hébert"," 99","Québec",50,8,54,0,103,37,1,253,434
24044,"Louis-Hébert/Louis-Hébert"," 100","Québec",40,1,70,0,97,54,4,266,399
24044,"Louis-Hébert/Louis-Hébert"," 101","Québec",47,8,46,1,68,32,4,206,398
24044,"Louis-Hébert/Louis-Hébert"," 102","Québec",51,0,42,0,104,39,1,237,360
24044,"Louis-Hébert/Louis-Hébert"," 103","Québec",49,3,49,0,64,25,3,193,383
24044,"Louis-Hébert/Louis-Hébert"," 104","Québec",45,1,53,0,55,33,1,188,346
24044,"Louis-Hébert/Louis-Hébert"," 105","Québec",37,10,27,0,62,20,1,157,373
24044,"Louis-Hébert/Louis-Hébert"," 106","Québec",35,3,18,0,42,13,2,113,331
24044,"Louis-Hébert/Louis-Hébert"," 107","Québec",24,2,26,2,57,27,0,138,301
24044,"Louis-Hébert/Louis-Hébert"," 108","Québec",33,1,22,0,38,20,0,114,368
24044,"Louis-Hébert/Louis-Hébert"," 109","Québec",30,5,27,1,50,16,3,132,270
24044,"Louis-Hébert/Louis-Hébert"," 110","Québec",55,7,45,0,103,38,3,251,488
24044,"Louis-Hébert/Louis-Hébert"," 111","Québec",46,8,27,0,82,33,2,198,347
24044,"Louis-Hébert/Louis-Hébert"," 112","Québec",32,7,48,0,69,18,3,177,407
24044,"Louis-Hébert/Louis-Hébert"," 113","Québec",32,8,37,1,60,18,2,158,321
24044,"Louis-Hébert/Louis-Hébert"," 114","Québec",50,8,44,0,60,34,1,197,356
24044,"Louis-Hébert/Louis-Hébert"," 115","Québec",54,2,29,0,72,21,0,178,370
24044,"Louis-Hébert/Louis-Hébert"," 116","Québec",37,4,36,0,77,28,3,185,370
24044,"Louis-Hébert/Louis-Hébert"," 117","Québec",46,5,35,0,95,30,5,216,387
24044,"Louis-Hébert/Louis-Hébert"," 118","Québec",42,10,25,0,58,31,4,170,314
24044,"Louis-Hébert/Louis-Hébert"," 119","Québec",60,2,49,0,92,34,1,238,387
24044,"Louis-Hébert/Louis-Hébert"," 120","Québec",46,6,35,1,92,35,2,217,344
24044,"Louis-Hébert/Louis-Hébert"," 121","Québec",45,7,38,1,96,28,3,218,428
24044,"Louis-Hébert/Louis-Hébert"," 122A","Québec",44,4,39,0,75,18,3,183,310
24044,"Louis-Hébert/Louis-Hébert"," 122B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°129B,,,,,,,,45
24044,"Louis-Hébert/Louis-Hébert"," 123","Québec",57,2,48,1,79,30,2,219,440
24044,"Louis-Hébert/Louis-Hébert"," 124","Québec",28,7,38,1,71,25,0,170,346
24044,"Louis-Hébert/Louis-Hébert"," 125","Québec",44,2,26,1,63,25,1,162,413
24044,"Louis-Hébert/Louis-Hébert"," 126","Québec",39,2,41,0,85,33,0,200,367
24044,"Louis-Hébert/Louis-Hébert"," 127","Québec",28,6,26,0,59,42,3,164,390
24044,"Louis-Hébert/Louis-Hébert"," 128","Québec",40,3,17,0,59,27,0,146,398
24044,"Louis-Hébert/Louis-Hébert"," 129A","Québec",30,1,19,0,52,13,1,116,255
24044,"Louis-Hébert/Louis-Hébert"," 129B","Mobile poll/Bureau itinérant",16,0,8,2,48,8,3,85,108
24044,"Louis-Hébert/Louis-Hébert"," 130","Québec",30,2,17,0,55,12,1,117,282
24044,"Louis-Hébert/Louis-Hébert"," 131","Québec",20,2,12,0,41,13,0,88,306
24044,"Louis-Hébert/Louis-Hébert"," 132","Québec",25,2,15,0,67,17,1,127,417
24044,"Louis-Hébert/Louis-Hébert"," 133","Québec",13,2,22,1,45,19,1,103,385
24044,"Louis-Hébert/Louis-Hébert"," 134","Québec",34,4,32,0,65,23,3,161,331
24044,"Louis-Hébert/Louis-Hébert"," 135","Québec",27,0,22,0,42,13,4,108,305
24044,"Louis-Hébert/Louis-Hébert"," 136","Québec",49,2,38,0,72,36,2,199,328
24044,"Louis-Hébert/Louis-Hébert"," 137","Québec",33,0,23,0,45,23,0,124,402
24044,"Louis-Hébert/Louis-Hébert"," 138","Québec",28,2,10,0,43,6,0,89,278
24044,"Louis-Hébert/Louis-Hébert"," 139","Québec",80,0,43,0,68,27,4,222,402
24044,"Louis-Hébert/Louis-Hébert"," 140","Québec",77,4,38,0,77,27,2,225,407
24044,"Louis-Hébert/Louis-Hébert"," 141","Québec",105,6,33,0,87,21,2,254,447
24044,"Louis-Hébert/Louis-Hébert"," 142","Québec",132,2,38,0,83,31,3,289,442
24044,"Louis-Hébert/Louis-Hébert"," 143","Québec",95,2,39,0,85,18,2,241,372
24044,"Louis-Hébert/Louis-Hébert"," 144","Québec",79,1,28,0,39,22,3,172,360
24044,"Louis-Hébert/Louis-Hébert"," 145","Québec",67,3,18,0,40,26,2,156,327
24044,"Louis-Hébert/Louis-Hébert"," 146","Québec",121,2,29,0,51,30,3,236,432
24044,"Louis-Hébert/Louis-Hébert"," 147","Québec",102,9,29,0,64,31,0,235,583
24044,"Louis-Hébert/Louis-Hébert"," 148","Québec",74,1,33,0,52,26,9,195,422
24044,"Louis-Hébert/Louis-Hébert"," 149","Québec",87,2,41,1,59,21,2,213,372
24044,"Louis-Hébert/Louis-Hébert"," 150","Québec",102,2,37,0,72,17,4,234,409
24044,"Louis-Hébert/Louis-Hébert"," 151","Québec",84,3,35,0,67,18,3,210,373
24044,"Louis-Hébert/Louis-Hébert"," 152","Québec",82,3,48,0,83,32,5,253,420
24044,"Louis-Hébert/Louis-Hébert"," 153","Québec",96,4,56,0,52,32,3,243,414
24044,"Louis-Hébert/Louis-Hébert"," 154","Québec",70,3,39,0,54,33,1,200,401
24044,"Louis-Hébert/Louis-Hébert"," 155","Québec",79,2,31,0,64,19,0,195,350
24044,"Louis-Hébert/Louis-Hébert"," 156","Québec",69,5,29,0,57,39,1,200,370
24044,"Louis-Hébert/Louis-Hébert"," 157","Québec",82,1,10,0,30,20,2,145,297
24044,"Louis-Hébert/Louis-Hébert"," 158","Québec",92,5,33,0,56,31,3,220,372
24044,"Louis-Hébert/Louis-Hébert"," 159","Québec",124,10,35,0,46,19,3,237,421
24044,"Louis-Hébert/Louis-Hébert"," 160","Québec",81,1,35,0,36,31,7,191,385
24044,"Louis-Hébert/Louis-Hébert"," 161","Québec",88,4,25,0,60,28,8,213,376
24044,"Louis-Hébert/Louis-Hébert"," 162","Québec",104,3,53,0,63,26,3,252,405
24044,"Louis-Hébert/Louis-Hébert"," 163","Québec",84,3,31,0,46,24,7,195,370
24044,"Louis-Hébert/Louis-Hébert"," 164","Québec",86,5,38,2,69,27,6,233,433
24044,"Louis-Hébert/Louis-Hébert"," 165","Québec",71,3,41,0,75,31,1,222,406
24044,"Louis-Hébert/Louis-Hébert"," 166","Québec",103,7,43,1,64,38,1,257,442
24044,"Louis-Hébert/Louis-Hébert"," 167","Québec",87,4,40,1,48,24,5,209,418
24044,"Louis-Hébert/Louis-Hébert"," 168","Québec",84,1,58,0,78,29,4,254,457
24044,"Louis-Hébert/Louis-Hébert"," 169","Québec",98,4,30,1,80,35,3,251,435
24044,"Louis-Hébert/Louis-Hébert"," 170","Québec",87,10,23,1,90,21,7,239,465
24044,"Louis-Hébert/Louis-Hébert"," 171","Québec",104,0,20,1,70,31,2,228,373
24044,"Louis-Hébert/Louis-Hébert"," 172","Québec",105,7,42,2,74,26,1,257,407
24044,"Louis-Hébert/Louis-Hébert"," 173","Québec",79,4,42,0,65,21,5,216,411
24044,"Louis-Hébert/Louis-Hébert"," 174","Québec",46,3,37,1,60,36,1,184,335
24044,"Louis-Hébert/Louis-Hébert"," 175","Québec",53,4,58,1,115,41,4,276,477
24044,"Louis-Hébert/Louis-Hébert"," 176","Québec",85,5,43,0,76,22,4,235,432
24044,"Louis-Hébert/Louis-Hébert"," 177","Québec",67,3,34,0,74,44,0,222,347
24044,"Louis-Hébert/Louis-Hébert"," 178","Québec",40,4,52,0,96,22,2,216,394
24044,"Louis-Hébert/Louis-Hébert"," 179","Québec",67,8,53,1,124,41,0,294,465
24044,"Louis-Hébert/Louis-Hébert"," 180","Québec",61,3,34,1,89,33,3,224,345
24044,"Louis-Hébert/Louis-Hébert"," 181","Québec",41,3,37,0,87,18,1,187,288
24044,"Louis-Hébert/Louis-Hébert"," 182","Québec",65,5,24,0,87,26,1,208,401
24044,"Louis-Hébert/Louis-Hébert"," 183","Québec",66,5,39,0,64,26,2,202,381
24044,"Louis-Hébert/Louis-Hébert"," 184","Québec",49,4,47,0,70,38,1,209,388
24044,"Louis-Hébert/Louis-Hébert"," 185","Québec",62,1,43,1,104,31,0,242,434
24044,"Louis-Hébert/Louis-Hébert"," 186","Québec",42,6,36,1,68,28,1,182,304
24044,"Louis-Hébert/Louis-Hébert"," 187","Québec",29,2,51,0,64,29,1,176,317
24044,"Louis-Hébert/Louis-Hébert"," 188","Québec",56,14,85,2,77,50,5,289,492
24044,"Louis-Hébert/Louis-Hébert"," 189","Québec",62,1,55,0,60,27,0,205,433
24044,"Louis-Hébert/Louis-Hébert"," 190","Québec",59,8,34,0,96,31,0,228,368
24044,"Louis-Hébert/Louis-Hébert"," 191","Québec",43,1,43,0,83,27,0,197,392
24044,"Louis-Hébert/Louis-Hébert"," 192","Québec",62,7,49,1,86,34,2,241,413
24044,"Louis-Hébert/Louis-Hébert"," 193","Québec",56,5,52,1,95,28,0,237,398
24044,"Louis-Hébert/Louis-Hébert"," 194","Québec",52,7,44,1,89,41,1,235,442
24044,"Louis-Hébert/Louis-Hébert"," 195","Québec",36,6,27,0,39,22,2,132,281
24044,"Louis-Hébert/Louis-Hébert"," 196","Québec",45,0,44,0,77,31,2,199,352
24044,"Louis-Hébert/Louis-Hébert"," 197","Québec",68,7,38,0,84,45,1,243,468
24044,"Louis-Hébert/Louis-Hébert"," 198","Québec",52,5,35,0,61,35,0,188,303
24044,"Louis-Hébert/Louis-Hébert"," 199","Québec",66,7,46,0,105,24,6,254,428
24044,"Louis-Hébert/Louis-Hébert"," 200","Québec",58,2,33,0,58,24,2,177,363
24044,"Louis-Hébert/Louis-Hébert"," 201","Québec",44,8,46,0,89,43,0,230,410
24044,"Louis-Hébert/Louis-Hébert"," 202","Québec",36,3,32,1,59,20,2,153,285
24044,"Louis-Hébert/Louis-Hébert"," 203","Québec",47,3,42,0,86,26,3,207,308
24044,"Louis-Hébert/Louis-Hébert"," 204","Québec",30,2,22,1,70,18,6,149,341
24044,"Louis-Hébert/Louis-Hébert"," 205","Québec",30,3,45,0,66,19,5,168,302
24044,"Louis-Hébert/Louis-Hébert"," 400","Québec",42,3,17,0,62,28,0,152,198
24044,"Louis-Hébert/Louis-Hébert"," 401","Québec",85,6,48,0,182,54,1,376,486
24044,"Louis-Hébert/Louis-Hébert"," 402","Québec",39,7,25,1,97,25,2,196,268
24044,"Louis-Hébert/Louis-Hébert"," 403","Québec",65,4,27,0,56,20,2,174,252
24044,"Louis-Hébert/Louis-Hébert"," 404","Québec",29,2,11,1,99,27,2,171,210
24044,"Louis-Hébert/Louis-Hébert"," 500","Mobile poll/Bureau itinérant",16,0,5,1,69,4,3,98,221
24044,"Louis-Hébert/Louis-Hébert"," 501","Mobile poll/Bureau itinérant",11,5,6,0,32,10,4,68,175
24044,"Louis-Hébert/Louis-Hébert"," 502A","Mobile poll/Bureau itinérant",11,1,10,1,33,8,2,66,103
24044,"Louis-Hébert/Louis-Hébert"," 502B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°129B,,,,,,,,58
24044,"Louis-Hébert/Louis-Hébert"," 502C","Québec",Merged with No./Fusionné avec le n°89,,,,,,,,38
24044,"Louis-Hébert/Louis-Hébert"," 503","Mobile poll/Bureau itinérant",38,4,20,1,116,23,1,203,299
24044,"Louis-Hébert/Louis-Hébert"," 504","Mobile poll/Bureau itinérant",27,1,19,4,105,20,1,177,273
24044,"Louis-Hébert/Louis-Hébert"," 600","Québec",512,20,177,2,213,130,15,1069,
24044,"Louis-Hébert/Louis-Hébert"," 601","Québec",506,15,224,2,256,158,16,1177,
24044,"Louis-Hébert/Louis-Hébert"," 602","Québec",357,16,242,5,301,152,10,1083,
24044,"Louis-Hébert/Louis-Hébert"," 603","Québec",264,10,216,2,357,138,8,995,
24044,"Louis-Hébert/Louis-Hébert"," 604","Québec",139,20,194,3,199,132,8,695,
24044,"Louis-Hébert/Louis-Hébert"," 605","Québec",292,26,270,1,402,161,4,1156,
24044,"Louis-Hébert/Louis-Hébert"," 606","Québec",335,25,312,2,439,199,6,1318,
24044,"Louis-Hébert/Louis-Hébert"," 607","Québec",340,21,255,1,314,134,5,1070,
24044,"Louis-Hébert/Louis-Hébert"," 608","Québec",363,28,235,2,417,165,8,1218,
24044,"Louis-Hébert/Louis-Hébert"," 609","Québec",321,16,287,4,368,155,13,1164,
24044,"Louis-Hébert/Louis-Hébert"," 610","Québec",426,20,277,1,433,200,7,1364,
24044,"Louis-Hébert/Louis-Hébert"," 611","Québec",643,21,355,8,753,270,7,2057,
24044,"Louis-Hébert/Louis-Hébert"," 612","Québec",545,28,326,0,400,178,5,1482,
24044,"Louis-Hébert/Louis-Hébert"," 613","Québec",444,24,342,0,405,216,11,1442,
24044,"Louis-Hébert/Louis-Hébert",,"Group 1/Groupe 1",102,11,33,0,46,18,8,218,84
24044,"Louis-Hébert/Louis-Hébert",,"Group 2/Groupe 2",373,224,508,1,363,157,25,1651,
