Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,David Gauvin,Joël Godin,Raymond Harvey,Élaine Michaud,Johanne Morin,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 44","Lac-Beauport",36,75,23,25,5,1,165,324
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 45","Lac-Beauport",28,57,12,36,4,3,140,285
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 46","Lac-Beauport",36,78,22,31,4,0,171,294
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 47","Lac-Beauport",53,123,14,32,3,1,226,407
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 48","Lac-Beauport",46,79,25,38,5,0,193,371
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 49","Rivière-à-Pierre",35,41,15,73,4,0,168,296
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 50","Rivière-à-Pierre",27,42,20,36,1,2,128,228
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 51","Saint-Gabriel-de-Valcartier",42,136,23,39,7,6,253,492
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 52","Saint-Gabriel-de-Valcartier",42,116,11,36,6,4,215,418
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 53","Saint-Gabriel-de-Valcartier",47,86,18,33,4,0,188,378
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 54","Saint-Gabriel-de-Valcartier",23,91,14,14,5,6,153,340
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 55","Saint-Gabriel-de-Valcartier",78,40,9,24,6,4,161,307
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 56","Saint-Raymond",32,67,20,37,3,1,160,293
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 57","Saint-Raymond",29,66,14,34,2,1,146,338
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 58","Saint-Raymond",48,112,14,45,2,3,224,430
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 59","Saint-Raymond",45,95,13,51,1,3,208,492
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 60","Saint-Raymond",58,119,10,61,0,5,253,462
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 61","Saint-Raymond",24,53,18,50,4,1,150,307
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 62","Saint-Raymond",45,45,16,31,2,3,142,302
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 63","Saint-Raymond",60,84,15,22,4,4,189,390
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 64","Saint-Raymond",32,29,13,34,2,6,116,329
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 65","Saint-Raymond",42,81,21,45,4,3,196,390
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 66","Saint-Raymond",37,100,22,21,3,6,189,368
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 67","Saint-Raymond",45,95,10,35,4,5,194,431
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 68","Saint-Raymond",49,74,26,43,1,5,198,455
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 69","Saint-Raymond",49,87,31,43,5,3,218,438
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 70","Saint-Raymond",50,126,22,69,0,2,269,486
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 71","Lac-Saint-Joseph",32,181,22,19,5,5,264,463
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 72","Shannon",15,117,9,14,1,1,157,301
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 73","Shannon",46,132,18,15,4,2,217,428
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 74","Shannon",21,75,4,7,4,0,111,329
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 75A","Shannon",25,109,15,34,7,3,193,344
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 75B","Shannon",23,87,10,19,0,3,142,323
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 76","Shannon",29,92,11,23,2,1,158,317
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 77","Shannon",38,130,9,24,3,2,206,414
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 78","Shannon",29,114,19,26,3,1,192,328
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 79","Shannon",21,90,9,19,1,1,141,261
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 80","Shannon",33,120,9,31,2,5,200,324
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 81","Lac-Saint-Joseph",40,81,12,31,0,1,165,368
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 82","Fossambault-sur-le-Lac",19,80,13,16,0,2,130,346
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 83","Fossambault-sur-le-Lac",35,85,12,39,6,2,179,354
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 84","Fossambault-sur-le-Lac",56,94,21,45,6,1,223,298
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 85","Lac-Saint-Joseph",40,100,27,30,2,1,200,381
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 86","Sainte-Catherine-de-la-Jacques-Cartier",27,89,15,34,1,4,170,381
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 87","Sainte-Catherine-de-la-Jacques-Cartier",42,94,25,58,3,3,225,474
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 88","Lac-Sergent",Merged with No./Fusionné avec le n°84,,,,,,,110
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 89","Sainte-Catherine-de-la-Jacques-Cartier",44,123,28,44,8,3,250,517
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 90","Sainte-Catherine-de-la-Jacques-Cartier",36,121,21,35,5,6,224,488
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 91A","Sainte-Catherine-de-la-Jacques-Cartier",36,97,11,27,2,1,174,355
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 91B","Sainte-Catherine-de-la-Jacques-Cartier",32,107,13,59,3,2,216,395
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 92","Sainte-Catherine-de-la-Jacques-Cartier",61,147,34,50,6,3,301,583
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 93","Sainte-Catherine-de-la-Jacques-Cartier",52,100,12,40,4,6,214,475
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 94","Sainte-Catherine-de-la-Jacques-Cartier",50,158,25,49,5,5,292,568
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 95","Sainte-Catherine-de-la-Jacques-Cartier",40,94,24,39,2,7,206,392
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 96","Sainte-Catherine-de-la-Jacques-Cartier",8,99,9,20,4,2,142,306
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 97","Sainte-Catherine-de-la-Jacques-Cartier",39,110,26,40,2,4,221,442
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 98","Lac-Sergent",36,83,27,38,3,9,196,390
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 99","Saint-Raymond",40,90,27,55,5,6,223,399
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 100","Saint-Raymond",37,68,6,43,1,2,157,336
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 101","Saint-Raymond",47,69,17,44,4,5,186,420
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 102","Saint-Raymond",35,43,6,34,1,0,119,286
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 103","Saint-Raymond",30,75,13,25,2,3,148,326
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 104","Saint-Raymond",33,81,22,27,4,0,167,455
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 105","Saint-Basile",55,110,35,78,9,3,290,474
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 106","Saint-Basile",36,84,31,41,3,6,201,311
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 107","Saint-Basile",34,62,17,33,0,4,150,207
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 108","Saint-Basile",34,81,6,57,1,2,181,282
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 109","Saint-Basile",43,67,18,31,1,1,161,250
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 110","Saint-Basile",50,143,25,60,6,8,292,376
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 111","Saint-Basile",48,84,15,52,1,2,202,302
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 112","Pont-Rouge",28,101,22,35,4,7,197,441
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 113","Pont-Rouge",33,82,34,38,2,2,191,416
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 114","Pont-Rouge",39,89,21,40,5,3,197,423
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 115","Pont-Rouge",44,92,31,70,2,3,242,449
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 116","Pont-Rouge",37,114,26,58,7,3,245,433
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 117","Pont-Rouge",37,131,18,40,2,3,231,456
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 118A","Pont-Rouge",39,92,29,58,1,3,222,433
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 118B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502A,,,,,,,11
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 119","Pont-Rouge",44,87,9,57,1,3,201,433
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 120","Pont-Rouge",38,88,7,43,1,11,188,464
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 121","Pont-Rouge",36,90,16,31,2,0,175,416
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 122","Pont-Rouge",42,105,10,54,1,5,217,436
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 123","Pont-Rouge",43,75,20,41,3,2,184,422
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 124","Pont-Rouge",36,92,19,43,4,2,196,458
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 125","Pont-Rouge",36,126,30,57,2,3,254,474
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 126","Pont-Rouge",44,118,15,43,1,0,221,419
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 127","Pont-Rouge",48,95,19,56,8,9,235,456
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 128","Saint-Augustin-de-Desmaures",28,131,26,42,4,1,232,395
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 129","Saint-Augustin-de-Desmaures",44,94,26,38,7,4,213,386
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 130","Saint-Augustin-de-Desmaures",60,69,19,55,2,1,206,344
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 131","Saint-Augustin-de-Desmaures",39,98,20,37,3,7,204,363
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 132","Saint-Augustin-de-Desmaures",65,113,42,38,9,5,272,446
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 133","Saint-Augustin-de-Desmaures",63,92,29,49,5,2,240,386
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 134","Saint-Augustin-de-Desmaures",73,121,37,48,8,4,291,502
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 135","Saint-Augustin-de-Desmaures",59,142,35,82,10,5,333,531
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 136","Saint-Augustin-de-Desmaures",84,193,24,74,0,3,378,531
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 137","Saint-Augustin-de-Desmaures",82,111,39,58,3,6,299,448
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 138","Saint-Augustin-de-Desmaures",59,92,29,60,8,2,250,405
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 139","Saint-Augustin-de-Desmaures",60,100,21,62,2,5,250,421
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 140","Saint-Augustin-de-Desmaures",49,80,28,59,3,1,220,366
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 141","Saint-Augustin-de-Desmaures",66,111,22,67,4,7,277,460
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 142","Saint-Augustin-de-Desmaures",64,105,21,40,1,1,232,380
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 143","Saint-Augustin-de-Desmaures",51,86,18,56,6,4,221,346
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 144","Saint-Augustin-de-Desmaures",51,135,16,59,4,1,266,441
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 145","Saint-Augustin-de-Desmaures",67,114,37,45,3,0,266,443
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 146","Saint-Augustin-de-Desmaures",62,110,19,41,1,1,234,417
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 147","Saint-Augustin-de-Desmaures",76,74,42,65,6,1,264,473
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 148","Saint-Augustin-de-Desmaures",62,59,25,66,3,1,216,393
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 149","Saint-Augustin-de-Desmaures",62,80,18,42,3,2,207,375
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 150","Saint-Augustin-de-Desmaures",75,73,27,52,4,2,233,390
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 151","Saint-Augustin-de-Desmaures",50,35,25,36,6,0,152,293
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 152","Saint-Augustin-de-Desmaures",69,57,16,36,2,2,182,391
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 153","Saint-Augustin-de-Desmaures",62,125,25,32,3,2,249,488
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 154","Saint-Augustin-de-Desmaures",72,109,17,39,6,1,244,367
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 155","Saint-Augustin-de-Desmaures",30,94,29,39,1,1,194,428
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 156","Saint-Augustin-de-Desmaures",47,96,26,39,5,0,213,396
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 157","Saint-Augustin-de-Desmaures",48,90,22,52,1,2,215,397
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 158A","Saint-Augustin-de-Desmaures",53,53,14,20,3,1,144,333
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 158B","Saint-Augustin-de-Desmaures",55,66,25,27,0,1,174,316
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 159","Saint-Augustin-de-Desmaures",77,106,16,55,0,2,256,412
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 160","Saint-Augustin-de-Desmaures",84,85,20,61,4,3,257,439
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 161A","Saint-Augustin-de-Desmaures",76,102,20,55,4,1,258,406
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 161B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°504A,,,,,,,47
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 162","Saint-Augustin-de-Desmaures",45,49,19,43,3,6,165,346
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 163","Neuville",32,110,19,49,4,4,218,383
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 164","Neuville",66,75,48,75,1,2,267,406
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 165","Neuville",48,100,36,97,5,3,289,382
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 166","Neuville",52,130,29,83,8,3,305,466
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 167","Neuville",45,82,44,76,8,5,260,410
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 168","Neuville",36,91,21,65,8,1,222,381
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 169","Neuville",38,100,19,48,5,6,216,339
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 170","Neuville",53,81,37,71,6,1,249,376
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 171","Neuville",50,65,15,67,4,2,203,346
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 172","Donnacona",34,66,36,71,9,0,216,378
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 173","Donnacona",47,95,25,40,5,0,212,414
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 174","Donnacona",50,131,18,44,4,2,249,445
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 175","Donnacona",36,70,17,32,2,1,158,380
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 176","Donnacona",45,75,23,38,4,0,185,371
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 177","Donnacona",35,65,30,41,1,0,172,365
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 178","Donnacona",53,109,19,59,4,5,249,450
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 179","Donnacona",53,140,49,59,1,3,305,518
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 180","Donnacona",37,112,25,47,7,3,231,428
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 181","Donnacona",36,57,13,33,4,3,146,358
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 182","Donnacona",42,64,25,35,2,3,171,365
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 183","Donnacona",23,66,14,43,3,1,150,410
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 184","Donnacona",38,45,12,29,10,0,134,371
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 185","Cap-Santé",35,137,39,62,5,3,281,459
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 186","Cap-Santé",67,88,19,40,3,2,219,415
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 187","Cap-Santé",24,99,14,41,3,1,182,349
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 188","Cap-Santé",39,84,29,32,3,3,190,356
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 189","Cap-Santé",39,89,16,47,2,2,195,349
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 190","Cap-Santé",34,85,28,61,6,1,215,373
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 191","Cap-Santé",37,73,42,49,1,3,205,367
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 192","Portneuf",28,73,30,42,6,5,184,358
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 193","Portneuf",40,67,17,46,1,2,173,325
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 194","Portneuf",31,67,18,26,0,1,143,274
