Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Margaret Andrade,Gord Brown,Mary Jean McFall,Lorraine A. Rekmans,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 163","Brockville",19,55,79,5,0,158,428
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 164","Brockville",27,79,110,7,1,224,458
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 165","Brockville",12,49,59,2,0,122,335
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 166","Brockville",9,51,84,4,1,149,353
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 167","Brockville",15,63,105,4,0,187,404
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 168","Brockville",9,80,129,4,0,222,446
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 169","Brockville",12,60,70,8,1,151,326
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 170","Brockville",3,53,55,3,0,114,304
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 171","Brockville",28,76,91,5,3,203,444
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 172","Brockville",15,42,57,7,0,121,400
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 173","Brockville",13,47,40,8,0,108,325
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 174","Brockville",22,124,118,8,1,273,431
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 175","Brockville",15,100,113,2,1,231,546
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 176","Brockville",18,124,113,6,1,262,451
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 177","Brockville",25,92,90,2,1,210,469
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 178","Brockville",20,48,84,5,0,157,325
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 179","Brockville",17,55,87,3,0,162,357
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 180","Brockville",25,52,88,7,6,178,335
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 181","Brockville",19,98,133,7,0,257,503
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 182","Brockville",13,28,50,3,2,96,190
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 183","Brockville",12,70,90,7,0,179,353
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 184","Leeds and the Thousand Islands",17,88,73,13,0,191,367
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 185","Leeds and the Thousand Islands",18,61,103,8,0,190,326
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 186","Leeds and the Thousand Islands",15,80,92,5,1,193,303
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 187","Leeds and the Thousand Islands",34,122,86,6,0,248,410
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 188","Leeds and the Thousand Islands",22,121,59,8,0,210,416
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 189","Leeds and the Thousand Islands",30,64,70,4,0,168,352
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 190","Leeds and the Thousand Islands",15,87,65,16,1,184,400
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 191","Leeds and the Thousand Islands",7,88,96,9,0,200,402
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 192","Leeds and the Thousand Islands",28,106,75,10,1,220,394
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 193","Leeds and the Thousand Islands",5,76,71,8,0,160,268
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 194","Leeds and the Thousand Islands",16,56,51,8,1,132,294
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 195","Leeds and the Thousand Islands",32,121,73,4,0,230,349
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 196","Leeds and the Thousand Islands",13,91,86,12,2,204,360
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 197","Leeds and the Thousand Islands",14,86,83,4,1,188,374
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 198","Leeds and the Thousand Islands",27,56,57,7,0,147,258
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 199","Leeds and the Thousand Islands",24,63,52,10,0,149,267
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 200","Gananoque",18,61,77,9,0,165,343
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 201","Gananoque",12,52,57,4,0,125,275
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 202","Gananoque",21,86,89,9,0,205,438
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 203","Gananoque",30,69,100,8,1,208,462
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 204","Gananoque",9,107,64,3,1,184,361
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 205","Gananoque",15,49,101,9,0,174,382
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 206","Gananoque",12,69,82,5,0,168,353
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 207","Gananoque",28,86,98,10,1,223,471
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 208","Gananoque",34,81,121,8,0,244,441
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 209","Gananoque",29,86,132,8,1,256,468
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 210","Rideau Lakes",16,40,51,5,1,113,226
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 400","Elizabethtown-Kitley",3,34,37,0,0,74,174
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 500","Mobile poll/Bureau itinérant",6,73,23,2,0,104,184
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 501","Mobile poll/Bureau itinérant",8,75,37,2,1,123,172
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 502","Mobile poll/Bureau itinérant",5,40,74,5,1,125,195
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 503","Mobile poll/Bureau itinérant",3,15,12,2,1,33,115
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 504","Mobile poll/Bureau itinérant",4,29,14,0,1,48,96
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 505","Mobile poll/Bureau itinérant",11,83,52,1,0,147,258
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 600","North Grenville",50,466,256,48,1,821,
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 601","North Grenville",40,433,356,29,4,862,
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 602","North Grenville",75,312,280,38,0,705,
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 603","Edwardsburgh/Cardinal",35,235,149,10,2,431,
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 604","Edwardsburgh/Cardinal",34,316,178,13,2,543,
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 605A","Prescott-Augusta",68,398,290,21,1,778,
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 605B","Prescott-Augusta",56,307,256,23,1,643,
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 606","Augusta--Merrickville-Wolford",52,359,205,20,0,636,
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 607","Augusta & Merrickville",35,170,143,8,0,356,
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 608","Rideau Lakes-Lombardy",61,463,266,21,2,813,
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 609","Elizabethtown-Kitley-Frankville",39,201,130,9,0,379,
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 610","Elizabethtown-Kitley-Spring Valley",51,332,332,13,0,728,
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 611","Brockville",85,445,436,24,4,994,
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 612","Brockville",75,392,377,22,3,869,
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 613","Brockville",67,391,554,29,3,1044,
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 614","Athens & Front of Yonge",44,309,227,31,2,613,
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 615","Westport--Rideau Lakes",66,325,322,29,1,743,
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 616","Leeds & Thousand Islands, Lyndhurst",32,175,175,23,3,408,
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 617","Leeds & Thousand Islands, Gananoque",Void/Supprimé,,,,,,
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes"," 618","Gananoque",71,386,374,25,1,857,
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes",,"Group 1/Groupe 1",24,90,112,7,4,237,127
35050,"Leeds-Grenville-Thousand Islands and Rideau Lakes/Leeds-Grenville-Thousand Islands et Rideau Lakes",,"Group 2/Groupe 2",119,619,785,49,17,1589,
