Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Alex Johnstone,Peter Ormond,Vincent Samuel,Filomena Tassi,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 44","Ancaster",26,5,74,91,0,196,339
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 45","Ancaster",27,9,153,140,2,331,641
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 46","Ancaster",16,9,90,91,3,209,332
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 47","Ancaster",41,9,84,84,1,219,369
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 48","Dundas",49,11,50,96,2,208,381
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 49","Dundas",36,11,78,116,1,242,378
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 50","Dundas",24,14,54,144,0,236,422
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 51","Dundas",35,6,99,156,0,296,510
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 52","Dundas",31,12,103,100,0,246,464
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 53","Dundas",54,21,58,106,0,239,438
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 54","Dundas",39,20,56,94,0,209,394
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 55","Dundas",44,14,59,113,0,230,421
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 56","Dundas",45,20,59,101,1,226,428
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 57","Dundas",32,17,68,102,2,221,375
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 58","Dundas",39,17,103,187,0,346,571
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 59","Dundas",28,12,35,107,0,182,272
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 60","Dundas",28,11,37,112,0,188,299
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 61","Dundas",25,9,84,118,0,236,371
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 62","Dundas",35,9,26,77,1,148,364
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 63","Dundas",38,7,35,71,0,151,354
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 64","Dundas",33,8,54,95,3,193,418
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 65","Dundas",29,10,50,142,1,232,486
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 66","Dundas",24,19,81,112,1,237,416
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 67","Dundas",25,15,73,104,1,218,365
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 68","Dundas",28,15,76,117,2,238,411
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 69","Dundas",39,16,65,121,0,241,395
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 70","Dundas",37,10,80,138,1,266,440
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 71","Dundas",18,10,95,100,0,223,418
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 72","Dundas",26,18,108,115,0,267,439
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 73","Dundas",23,11,111,140,2,287,477
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 74","Dundas",45,16,60,115,2,238,446
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 75","Dundas",27,8,69,94,0,198,360
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 76","Dundas",27,13,102,165,1,308,505
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 77","Dundas",20,4,57,68,1,150,282
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 78","Ancaster",29,14,74,75,0,192,305
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 79","Ancaster",2,1,84,78,1,166,331
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 80","Ancaster",24,6,103,99,0,232,422
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 81","Ancaster",20,5,91,86,0,202,396
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 82","Ancaster",14,5,98,94,0,211,376
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 83","Ancaster",10,6,82,122,1,221,395
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 84","Ancaster",12,9,74,105,1,201,390
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 85","Ancaster",20,7,93,132,0,252,483
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 86","Ancaster",13,11,99,107,0,230,416
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 87","Ancaster",14,6,114,127,0,261,421
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 88","Ancaster",9,7,104,108,0,228,427
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 89","Ancaster",25,6,85,89,0,205,353
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 90","Ancaster",19,12,72,54,18,175,378
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 91","Ancaster",30,5,77,101,0,213,385
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 92","Ancaster",39,7,79,113,1,239,465
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 93","Ancaster",17,6,134,98,1,256,490
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 94","Ancaster",8,7,95,120,0,230,407
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 95","Ancaster",34,11,75,120,0,240,364
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 96","Ancaster",26,14,128,128,1,297,482
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 97","Ancaster",20,3,84,161,1,269,439
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 98","Ancaster",1,21,86,80,0,188,349
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 99","Ancaster",28,15,122,85,0,250,452
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 100","Ancaster",18,8,117,106,2,251,389
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 101","Ancaster",24,10,105,83,1,223,369
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 102","Ancaster",19,5,85,155,2,266,524
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 103","Ancaster",14,3,117,129,1,264,507
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 104","Ancaster",39,3,55,95,0,192,402
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 105","Ancaster",20,17,84,120,1,242,428
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 106","Ancaster",26,4,77,87,1,195,398
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 107","Ancaster",7,1,72,95,0,175,392
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 108","Ancaster",27,6,79,83,2,197,418
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 109","Ancaster",33,1,81,115,0,230,439
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 110","Ancaster",15,3,61,86,2,167,347
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 111","Ancaster",24,3,64,115,1,207,471
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 112","Ancaster",18,4,106,100,0,228,445
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 113","Hamilton ",41,18,104,135,1,299,446
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 114","Hamilton ",27,12,68,117,0,224,363
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 115","Hamilton ",38,14,81,102,1,236,353
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 116","Hamilton ",35,5,50,99,1,190,307
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 117","Hamilton ",50,7,98,138,2,295,477
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 118","Hamilton ",27,10,50,81,2,170,302
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 119","Hamilton ",36,17,77,114,1,245,370
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 120","Hamilton ",54,14,66,93,0,227,384
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 121","Hamilton ",32,15,66,109,0,222,401
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 122","Hamilton ",45,7,56,95,0,203,359
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 123","Hamilton ",13,9,90,69,0,181,351
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 124","Hamilton ",49,13,66,93,1,222,361
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 125","Hamilton ",73,15,65,99,0,252,419
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 126","Hamilton ",39,4,56,81,2,182,348
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 127","Hamilton ",36,10,49,105,1,201,360
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 128","Hamilton ",64,10,59,110,1,244,449
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 129","Hamilton ",58,15,77,113,0,263,407
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 130","Hamilton ",57,14,70,84,0,225,351
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 131","Hamilton ",63,17,72,86,1,239,401
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 132","Hamilton ",72,12,58,87,0,229,366
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 133","Hamilton ",63,4,66,106,1,240,412
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 134","Hamilton ",49,20,72,83,4,228,405
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 135","Hamilton ",60,5,79,149,3,296,571
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 136","Hamilton ",45,6,49,129,0,229,373
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 137","Hamilton ",76,10,40,101,1,228,448
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 138","Hamilton ",64,14,75,86,0,239,436
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 139","Hamilton ",74,4,56,103,1,238,446
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 140","Hamilton ",42,6,74,110,0,232,388
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 141","Hamilton ",69,8,56,129,0,262,423
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 142","Hamilton ",48,9,41,76,0,174,351
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 143","Hamilton ",37,7,86,121,4,255,470
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 144","Hamilton ",78,4,84,85,1,252,503
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 145","Hamilton ",57,4,87,91,2,241,426
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 146","Hamilton ",66,15,63,97,0,241,441
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 147","Hamilton ",66,4,55,97,2,224,391
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 148","Hamilton ",34,8,69,118,0,229,415
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 149","Hamilton ",49,16,80,136,3,284,439
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 150","Hamilton ",64,6,60,131,2,263,428
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 151","Hamilton ",20,3,101,120,0,244,441
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 152","Hamilton ",38,9,81,133,3,264,392
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 153","Hamilton ",57,5,46,97,0,205,426
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 154","Hamilton ",66,6,67,106,0,245,481
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 155","Hamilton ",64,8,52,113,2,239,423
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 156","Hamilton ",69,4,58,95,0,226,402
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 157","Hamilton ",50,9,55,124,1,239,395
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 158","Hamilton ",80,6,46,103,3,238,391
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 159","Hamilton ",58,2,48,84,0,192,369
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 160","Hamilton ",63,14,53,88,1,219,360
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 161","Hamilton ",52,2,66,138,0,258,463
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 162","Hamilton ",63,8,78,99,1,249,498
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 163","Hamilton ",51,4,69,134,1,259,465
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 164","Hamilton ",33,7,70,92,1,203,349
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 165","Hamilton ",33,7,55,122,0,217,384
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 166","Hamilton ",27,5,79,124,0,235,446
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 167","Hamilton ",52,9,78,112,1,252,510
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 168","Ancaster",44,6,100,134,2,286,488
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 169","Ancaster",12,5,116,99,0,232,477
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 170","Ancaster",37,5,89,120,0,251,540
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 171","Ancaster",19,1,76,56,1,153,355
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 172","Ancaster",24,7,103,109,1,244,504
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 173","Ancaster",17,4,97,115,2,235,447
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 174","Ancaster",27,9,124,159,0,319,683
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 175","Ancaster",25,7,145,134,0,311,654
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 176","Ancaster",32,9,80,93,1,215,474
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 177","Ancaster",17,10,95,97,2,221,483
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 178","Ancaster",27,8,95,114,0,244,417
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 179","Ancaster",24,4,85,120,0,233,449
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 180","Ancaster",21,7,91,112,1,232,413
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 181","Ancaster",52,8,163,178,0,401,753
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 182","Ancaster",12,9,87,108,2,218,401
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 183","Ancaster",19,9,125,99,0,252,417
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 184","Hamilton ",81,12,71,111,0,275,446
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 185","Hamilton ",78,14,66,116,0,274,438
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 186","Hamilton ",59,8,72,94,0,233,417
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 187","Hamilton ",71,13,67,123,1,275,485
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 188","Hamilton ",46,8,64,129,0,247,513
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 189","Hamilton ",66,8,31,104,1,210,453
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 190","Hamilton ",40,11,22,68,0,141,312
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 191","Hamilton ",82,9,43,79,0,213,396
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 192","Ancaster",32,10,108,106,0,256,395
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 193","Ancaster",34,14,96,113,0,257,437
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 194","Ancaster",21,8,80,82,0,191,316
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 195","Ancaster",45,9,100,106,1,261,458
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 196","Ancaster",30,11,115,110,0,266,417
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 400","Hamilton ",18,1,32,42,0,93,177
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 401","Hamilton ",99,13,113,314,0,539,601
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 402","Hamilton ",30,3,36,63,0,132,235
35038,"Hamilton West--Ancaster--Dundas/Hamilton-Ouest--Ancaster--Dundas"," 403","Hamilton ",37,7,20,116,1,181,254
