Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Étienne Boulrice,Maude Chouinard-Boucher,Luc Desjardins,Greg Fergus,Roger Fleury,Gabriel Girard-Bernier,Sean J. Mulligan,Nycole Turmel,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24030,"Hull--Aylmer/Hull--Aylmer"," 69","Gatineau",6,8,0,48,4,0,1,38,0,105,329
24030,"Hull--Aylmer/Hull--Aylmer"," 70","Gatineau",15,13,0,118,8,1,3,76,1,235,532
24030,"Hull--Aylmer/Hull--Aylmer"," 71","Gatineau",15,8,0,69,2,0,0,52,0,146,373
24030,"Hull--Aylmer/Hull--Aylmer"," 72","Gatineau",3,13,0,60,6,1,1,46,1,131,403
24030,"Hull--Aylmer/Hull--Aylmer"," 73","Gatineau",6,13,0,64,2,0,0,18,1,104,326
24030,"Hull--Aylmer/Hull--Aylmer"," 74","Gatineau",9,17,5,125,7,0,1,30,2,196,445
24030,"Hull--Aylmer/Hull--Aylmer"," 75","Gatineau",8,6,1,68,0,0,0,28,0,111,247
24030,"Hull--Aylmer/Hull--Aylmer"," 76","Gatineau",8,12,0,48,5,0,0,37,0,110,259
24030,"Hull--Aylmer/Hull--Aylmer"," 77","Gatineau",2,10,0,70,6,0,3,35,1,127,377
24030,"Hull--Aylmer/Hull--Aylmer"," 78","Gatineau",2,15,0,75,5,0,0,34,0,131,334
24030,"Hull--Aylmer/Hull--Aylmer"," 79","Gatineau",2,7,0,63,3,0,0,40,0,115,375
24030,"Hull--Aylmer/Hull--Aylmer"," 80","Gatineau",7,4,0,55,3,0,0,36,3,108,345
24030,"Hull--Aylmer/Hull--Aylmer"," 81","Gatineau",8,16,2,72,1,0,2,65,3,169,431
24030,"Hull--Aylmer/Hull--Aylmer"," 82","Gatineau",3,11,0,53,2,0,1,31,1,102,375
24030,"Hull--Aylmer/Hull--Aylmer"," 83","Gatineau",11,21,1,73,4,0,2,75,2,189,358
24030,"Hull--Aylmer/Hull--Aylmer"," 84","Gatineau",4,17,0,69,5,0,0,56,0,151,375
24030,"Hull--Aylmer/Hull--Aylmer"," 85","Gatineau",11,30,1,118,2,0,0,84,0,246,388
24030,"Hull--Aylmer/Hull--Aylmer"," 86","Gatineau",18,25,1,110,3,0,0,95,2,254,433
24030,"Hull--Aylmer/Hull--Aylmer"," 87","Gatineau",15,15,1,79,3,1,1,87,3,205,410
24030,"Hull--Aylmer/Hull--Aylmer"," 88","Gatineau",8,23,1,86,7,0,0,67,1,193,365
24030,"Hull--Aylmer/Hull--Aylmer"," 89","Gatineau",6,18,0,66,4,0,0,36,1,131,294
24030,"Hull--Aylmer/Hull--Aylmer"," 90","Gatineau",5,19,1,95,8,1,1,54,1,185,423
24030,"Hull--Aylmer/Hull--Aylmer"," 91","Gatineau",9,21,0,64,4,0,0,81,0,179,367
24030,"Hull--Aylmer/Hull--Aylmer"," 92","Gatineau",8,10,0,74,1,0,0,43,0,136,309
24030,"Hull--Aylmer/Hull--Aylmer"," 93","Gatineau",13,10,0,151,2,0,0,106,1,283,474
24030,"Hull--Aylmer/Hull--Aylmer"," 94","Gatineau",9,21,0,96,5,1,0,88,2,222,383
24030,"Hull--Aylmer/Hull--Aylmer"," 95","Gatineau",7,11,0,83,4,0,0,85,2,192,338
24030,"Hull--Aylmer/Hull--Aylmer"," 96","Gatineau",7,13,0,107,8,0,0,76,0,211,339
24030,"Hull--Aylmer/Hull--Aylmer"," 97","Gatineau",9,24,0,87,2,0,4,91,0,217,350
24030,"Hull--Aylmer/Hull--Aylmer"," 98","Gatineau",13,6,0,111,1,1,0,55,1,188,307
24030,"Hull--Aylmer/Hull--Aylmer"," 99","Gatineau",23,12,2,153,1,1,0,64,0,256,380
24030,"Hull--Aylmer/Hull--Aylmer"," 100","Gatineau",12,14,0,123,4,0,1,82,2,238,393
24030,"Hull--Aylmer/Hull--Aylmer"," 101","Gatineau",25,21,0,137,5,0,5,65,0,258,368
24030,"Hull--Aylmer/Hull--Aylmer"," 102","Gatineau",15,16,1,117,3,0,0,73,1,226,376
24030,"Hull--Aylmer/Hull--Aylmer"," 103","Gatineau",18,11,2,106,5,0,0,72,1,215,378
24030,"Hull--Aylmer/Hull--Aylmer"," 104","Gatineau",16,12,1,140,5,0,1,99,3,277,441
24030,"Hull--Aylmer/Hull--Aylmer"," 105","Gatineau",19,10,1,134,3,0,1,125,2,295,468
24030,"Hull--Aylmer/Hull--Aylmer"," 106","Gatineau",11,17,0,109,2,1,0,76,0,216,448
24030,"Hull--Aylmer/Hull--Aylmer"," 107","Gatineau",8,7,0,104,2,0,0,62,0,183,326
24030,"Hull--Aylmer/Hull--Aylmer"," 108","Gatineau",10,6,0,60,3,0,0,32,1,112,291
24030,"Hull--Aylmer/Hull--Aylmer"," 109","Gatineau",22,20,1,117,3,1,0,100,2,266,525
24030,"Hull--Aylmer/Hull--Aylmer"," 110","Gatineau",21,9,0,157,2,0,2,125,3,319,524
24030,"Hull--Aylmer/Hull--Aylmer"," 111","Gatineau",8,14,1,98,7,0,0,94,2,224,406
24030,"Hull--Aylmer/Hull--Aylmer"," 112","Gatineau",10,11,1,93,2,0,2,78,2,199,355
24030,"Hull--Aylmer/Hull--Aylmer"," 113","Gatineau",7,24,0,97,5,1,0,80,0,214,327
24030,"Hull--Aylmer/Hull--Aylmer"," 114","Gatineau",11,19,1,84,9,1,3,92,3,223,351
24030,"Hull--Aylmer/Hull--Aylmer"," 115","Gatineau",8,36,1,88,8,0,2,73,0,216,417
24030,"Hull--Aylmer/Hull--Aylmer"," 116","Gatineau",4,15,0,54,8,0,1,63,1,146,309
24030,"Hull--Aylmer/Hull--Aylmer"," 117","Gatineau",15,25,2,138,5,0,0,95,3,283,498
24030,"Hull--Aylmer/Hull--Aylmer"," 118","Gatineau",10,23,0,103,3,0,1,120,0,260,410
24030,"Hull--Aylmer/Hull--Aylmer"," 119","Gatineau",17,9,1,68,5,0,0,56,0,156,288
24030,"Hull--Aylmer/Hull--Aylmer"," 120","Gatineau",9,10,1,139,5,2,0,82,2,250,359
24030,"Hull--Aylmer/Hull--Aylmer"," 121","Gatineau",22,16,1,133,6,0,1,60,1,240,368
24030,"Hull--Aylmer/Hull--Aylmer"," 122","Gatineau",26,15,0,180,7,2,0,60,2,292,455
24030,"Hull--Aylmer/Hull--Aylmer"," 123","Gatineau",26,15,0,150,4,0,1,72,0,268,463
24030,"Hull--Aylmer/Hull--Aylmer"," 124","Gatineau",14,7,0,131,0,0,4,57,1,214,395
24030,"Hull--Aylmer/Hull--Aylmer"," 125","Gatineau",32,9,1,167,4,0,1,68,1,283,481
24030,"Hull--Aylmer/Hull--Aylmer"," 126","Gatineau",38,16,0,151,1,1,0,64,2,273,416
24030,"Hull--Aylmer/Hull--Aylmer"," 127","Gatineau",22,8,0,161,2,0,2,83,0,278,497
24030,"Hull--Aylmer/Hull--Aylmer"," 128","Gatineau",34,14,2,210,6,0,1,79,0,346,583
24030,"Hull--Aylmer/Hull--Aylmer"," 129","Gatineau",29,5,2,206,4,0,1,67,0,314,500
24030,"Hull--Aylmer/Hull--Aylmer"," 130","Gatineau",14,2,1,141,5,0,1,49,3,216,440
24030,"Hull--Aylmer/Hull--Aylmer"," 131","Gatineau",25,8,1,154,2,2,3,61,0,256,438
24030,"Hull--Aylmer/Hull--Aylmer"," 132","Gatineau",17,6,1,117,3,0,1,70,0,215,367
24030,"Hull--Aylmer/Hull--Aylmer"," 133","Gatineau",26,6,0,148,4,0,5,47,0,236,380
24030,"Hull--Aylmer/Hull--Aylmer"," 134","Gatineau",17,4,0,108,2,0,1,58,4,194,349
24030,"Hull--Aylmer/Hull--Aylmer"," 135","Gatineau",24,3,0,118,2,0,2,26,1,176,325
24030,"Hull--Aylmer/Hull--Aylmer"," 136","Gatineau",11,14,0,116,1,2,0,58,1,203,369
24030,"Hull--Aylmer/Hull--Aylmer"," 137","Gatineau",27,4,0,138,1,2,0,41,0,213,337
24030,"Hull--Aylmer/Hull--Aylmer"," 138","Gatineau",10,5,0,134,2,0,2,51,1,205,379
24030,"Hull--Aylmer/Hull--Aylmer"," 139","Gatineau",24,8,0,134,0,1,1,75,0,243,439
24030,"Hull--Aylmer/Hull--Aylmer"," 140","Gatineau",19,24,1,151,8,1,0,75,0,279,529
24030,"Hull--Aylmer/Hull--Aylmer"," 141","Gatineau",25,3,1,114,7,0,1,51,1,203,348
24030,"Hull--Aylmer/Hull--Aylmer"," 142","Gatineau",20,11,0,146,3,0,1,80,1,262,498
24030,"Hull--Aylmer/Hull--Aylmer"," 143","Gatineau",18,6,0,163,5,0,0,83,0,275,496
24030,"Hull--Aylmer/Hull--Aylmer"," 144","Gatineau",10,3,0,107,6,1,1,34,1,163,344
24030,"Hull--Aylmer/Hull--Aylmer"," 145","Gatineau",14,14,0,106,2,0,0,37,1,174,312
24030,"Hull--Aylmer/Hull--Aylmer"," 146","Gatineau",13,8,0,82,1,0,0,57,1,162,304
24030,"Hull--Aylmer/Hull--Aylmer"," 147","Gatineau",14,4,1,60,7,0,1,38,0,125,295
24030,"Hull--Aylmer/Hull--Aylmer"," 148","Gatineau",23,5,1,108,1,0,0,37,0,175,363
24030,"Hull--Aylmer/Hull--Aylmer"," 149","Gatineau",16,12,0,125,5,0,0,42,3,203,481
24030,"Hull--Aylmer/Hull--Aylmer"," 150","Gatineau",11,11,0,113,4,0,0,52,1,192,322
24030,"Hull--Aylmer/Hull--Aylmer"," 151","Gatineau",23,9,1,101,4,0,3,50,2,193,373
24030,"Hull--Aylmer/Hull--Aylmer"," 152","Gatineau",25,15,2,110,5,0,0,43,2,202,363
24030,"Hull--Aylmer/Hull--Aylmer"," 153","Gatineau",9,4,2,70,2,0,0,20,3,110,285
24030,"Hull--Aylmer/Hull--Aylmer"," 154","Gatineau",13,9,0,112,4,0,0,35,1,174,348
24030,"Hull--Aylmer/Hull--Aylmer"," 155","Gatineau",20,14,2,144,2,0,0,52,3,237,550
24030,"Hull--Aylmer/Hull--Aylmer"," 156","Gatineau",17,9,0,125,4,0,0,70,0,225,361
24030,"Hull--Aylmer/Hull--Aylmer"," 157","Gatineau",14,8,0,116,6,0,1,68,0,213,372
24030,"Hull--Aylmer/Hull--Aylmer"," 158","Gatineau",1,5,0,48,3,0,1,27,1,86,179
24030,"Hull--Aylmer/Hull--Aylmer"," 159","Gatineau",17,9,3,94,3,0,8,56,0,190,429
24030,"Hull--Aylmer/Hull--Aylmer"," 160","Gatineau",25,10,0,143,6,0,1,85,1,271,418
24030,"Hull--Aylmer/Hull--Aylmer"," 161","Gatineau",27,10,0,133,7,2,0,35,2,216,405
24030,"Hull--Aylmer/Hull--Aylmer"," 162","Gatineau",19,6,1,118,6,0,4,58,1,213,408
24030,"Hull--Aylmer/Hull--Aylmer"," 163","Gatineau",26,10,2,117,9,1,3,68,0,236,415
24030,"Hull--Aylmer/Hull--Aylmer"," 164","Gatineau",24,6,2,115,3,0,4,70,0,224,417
24030,"Hull--Aylmer/Hull--Aylmer"," 165","Gatineau",21,9,0,115,3,0,2,67,2,219,452
24030,"Hull--Aylmer/Hull--Aylmer"," 166","Gatineau",21,6,0,149,3,0,0,50,1,230,421
24030,"Hull--Aylmer/Hull--Aylmer"," 167","Gatineau",23,11,0,191,5,0,3,53,0,286,527
24030,"Hull--Aylmer/Hull--Aylmer"," 168","Gatineau",15,6,0,153,4,0,1,79,1,259,429
24030,"Hull--Aylmer/Hull--Aylmer"," 169","Gatineau",17,4,1,124,4,1,0,66,0,217,412
24030,"Hull--Aylmer/Hull--Aylmer"," 170","Gatineau",30,5,0,107,10,1,6,63,1,223,378
24030,"Hull--Aylmer/Hull--Aylmer"," 171","Gatineau",19,11,0,180,4,1,4,59,0,278,458
24030,"Hull--Aylmer/Hull--Aylmer"," 172","Gatineau",17,2,0,148,4,0,1,71,3,246,438
24030,"Hull--Aylmer/Hull--Aylmer"," 173","Gatineau",37,9,0,146,2,0,5,67,6,272,488
24030,"Hull--Aylmer/Hull--Aylmer"," 174","Gatineau",21,12,0,169,2,0,1,72,1,278,454
24030,"Hull--Aylmer/Hull--Aylmer"," 175","Gatineau",28,12,0,154,5,0,4,56,3,262,473
24030,"Hull--Aylmer/Hull--Aylmer"," 176","Gatineau",20,8,0,122,4,0,6,81,1,242,415
24030,"Hull--Aylmer/Hull--Aylmer"," 177","Gatineau",16,14,0,138,4,0,5,63,2,242,446
24030,"Hull--Aylmer/Hull--Aylmer"," 178","Gatineau",16,14,0,125,3,0,0,81,2,241,435
24030,"Hull--Aylmer/Hull--Aylmer"," 179","Gatineau",13,8,1,127,3,0,0,95,1,248,407
24030,"Hull--Aylmer/Hull--Aylmer"," 180","Gatineau",44,9,0,179,4,1,3,69,2,311,538
24030,"Hull--Aylmer/Hull--Aylmer"," 181","Gatineau",26,9,0,175,2,0,0,71,0,283,482
24030,"Hull--Aylmer/Hull--Aylmer"," 182","Gatineau",31,10,1,173,4,0,0,83,0,302,475
24030,"Hull--Aylmer/Hull--Aylmer"," 183","Gatineau",23,9,0,163,1,0,3,95,1,295,449
24030,"Hull--Aylmer/Hull--Aylmer"," 184","Gatineau",32,14,2,115,6,0,3,66,0,238,419
24030,"Hull--Aylmer/Hull--Aylmer"," 185","Gatineau",13,12,1,108,7,0,1,55,1,198,394
24030,"Hull--Aylmer/Hull--Aylmer"," 186","Gatineau",34,8,0,97,5,0,0,39,1,184,388
24030,"Hull--Aylmer/Hull--Aylmer"," 187","Gatineau",20,15,1,154,5,1,1,55,2,254,452
24030,"Hull--Aylmer/Hull--Aylmer"," 188","Gatineau",20,4,0,91,3,0,1,26,0,145,472
24030,"Hull--Aylmer/Hull--Aylmer"," 189","Gatineau",27,14,0,164,4,0,1,69,1,280,505
24030,"Hull--Aylmer/Hull--Aylmer"," 190","Gatineau",25,9,1,118,4,1,0,52,1,211,412
24030,"Hull--Aylmer/Hull--Aylmer"," 191","Gatineau",11,10,1,96,1,0,4,41,1,165,399
24030,"Hull--Aylmer/Hull--Aylmer"," 192","Gatineau",16,6,0,104,2,0,1,39,1,169,390
24030,"Hull--Aylmer/Hull--Aylmer"," 400","Gatineau",8,7,0,51,1,1,1,44,0,113,213
24030,"Hull--Aylmer/Hull--Aylmer"," 401","Gatineau",19,4,3,106,3,2,3,21,1,162,232
24030,"Hull--Aylmer/Hull--Aylmer"," 402","Gatineau",16,17,1,153,1,1,3,40,6,238,273
24030,"Hull--Aylmer/Hull--Aylmer"," 500","Mobile poll/Bureau itinérant",7,8,1,76,2,0,1,29,2,126,231
24030,"Hull--Aylmer/Hull--Aylmer"," 501","Mobile poll/Bureau itinérant",5,13,0,93,0,1,0,33,3,148,229
24030,"Hull--Aylmer/Hull--Aylmer"," 502","Mobile poll/Bureau itinérant",11,9,0,70,3,0,1,21,2,117,306
24030,"Hull--Aylmer/Hull--Aylmer"," 503","Mobile poll/Bureau itinérant",6,5,3,63,3,1,2,16,2,101,165
24030,"Hull--Aylmer/Hull--Aylmer"," 504","Mobile poll/Bureau itinérant",8,6,1,55,2,0,0,21,2,95,226
24030,"Hull--Aylmer/Hull--Aylmer"," 505","Mobile poll/Bureau itinérant",9,9,0,57,1,2,2,32,0,112,197
24030,"Hull--Aylmer/Hull--Aylmer"," 506","Mobile poll/Bureau itinérant",9,13,4,94,2,0,0,37,3,162,218
24030,"Hull--Aylmer/Hull--Aylmer"," 507","Mobile poll/Bureau itinérant",5,7,3,73,1,0,0,19,2,110,174
24030,"Hull--Aylmer/Hull--Aylmer"," 508","Mobile poll/Bureau itinérant",17,8,1,112,0,0,2,43,2,185,257
24030,"Hull--Aylmer/Hull--Aylmer"," 600","Gatineau",54,71,0,331,9,1,1,334,7,808,
24030,"Hull--Aylmer/Hull--Aylmer"," 601","Gatineau",53,77,3,351,11,1,5,275,5,781,
24030,"Hull--Aylmer/Hull--Aylmer"," 602","Gatineau",63,79,0,329,12,1,7,268,7,766,
24030,"Hull--Aylmer/Hull--Aylmer"," 603","Gatineau",74,82,2,325,9,0,4,210,4,710,
24030,"Hull--Aylmer/Hull--Aylmer"," 604","Gatineau",34,28,0,180,8,0,0,158,2,410,
24030,"Hull--Aylmer/Hull--Aylmer"," 605","Gatineau",41,42,4,262,14,2,1,233,8,607,
24030,"Hull--Aylmer/Hull--Aylmer"," 606","Gatineau",47,66,2,331,11,3,3,304,5,772,
24030,"Hull--Aylmer/Hull--Aylmer"," 607","Gatineau",38,53,4,217,12,2,3,185,2,516,
24030,"Hull--Aylmer/Hull--Aylmer"," 608","Gatineau",72,86,1,547,18,2,0,491,6,1223,
24030,"Hull--Aylmer/Hull--Aylmer"," 609","Gatineau",93,30,4,536,13,0,4,276,0,956,
24030,"Hull--Aylmer/Hull--Aylmer"," 610","Gatineau",110,33,0,497,18,1,12,294,7,972,
24030,"Hull--Aylmer/Hull--Aylmer"," 611","Gatineau",152,41,1,574,8,1,10,285,4,1076,
24030,"Hull--Aylmer/Hull--Aylmer"," 612","Gatineau",95,32,2,531,22,0,8,364,3,1057,
24030,"Hull--Aylmer/Hull--Aylmer"," 613","Gatineau",98,30,1,437,16,1,0,283,3,869,
24030,"Hull--Aylmer/Hull--Aylmer",,"Group 1/Groupe 1",77,15,1,163,12,0,0,143,15,426,284
24030,"Hull--Aylmer/Hull--Aylmer",,"Group 2/Groupe 2",185,121,7,811,68,3,0,996,46,2237,
