Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Ruth Ellen Brosseau,Cate Burton,Pierre Destrempes,Marianne Foucrault,Yves Perron,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 78","Louiseville",71,2,27,14,20,1,135,402
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 79","Louiseville",65,1,14,7,23,3,113,334
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 80","Sainte-Ursule",93,2,26,16,32,2,171,307
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 81","Sainte-Ursule",102,0,24,14,33,1,174,259
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 82","Sainte-Ursule",110,0,23,5,40,0,178,292
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 83","Sainte-Ursule",80,1,22,14,22,2,141,270
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 84","Saint-Édouard-de-Maskinongé",103,1,32,21,34,0,191,371
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 85","Saint-Édouard-de-Maskinongé",80,1,24,16,37,4,162,267
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 86","Saint-Didace",46,0,23,11,48,4,132,252
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 87","Saint-Didace",64,5,23,11,56,2,161,278
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 88","Mandeville",75,4,31,11,72,2,195,370
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 89","Mandeville",82,5,36,15,101,8,247,415
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 90","Mandeville",79,5,52,25,85,3,249,406
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 91","Mandeville",60,7,42,22,66,6,203,353
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 92","Mandeville",38,1,36,13,72,0,160,297
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 93","Saint-Damien",51,4,49,20,83,2,209,423
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 94","Saint-Damien",48,4,37,26,74,3,192,371
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 95","Saint-Damien",60,6,59,11,73,3,212,382
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 96","Saint-Damien",46,3,47,13,69,8,186,332
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 97","Saint-Damien",25,6,43,18,61,1,154,310
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 98","Saint-Gabriel",57,1,51,13,54,1,177,349
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 99","Saint-Gabriel-de-Brandon",84,3,36,14,68,4,209,392
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 100","Saint-Gabriel-de-Brandon",57,4,45,21,53,1,181,376
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 101","Saint-Gabriel",64,1,35,8,50,4,162,398
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 102","Saint-Gabriel",48,1,40,12,66,0,167,364
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 103","Saint-Gabriel",37,2,23,7,35,5,109,261
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 104","Saint-Gabriel",28,3,21,9,35,4,100,295
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 105","Saint-Gabriel",45,5,25,9,38,4,126,335
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 106","Saint-Gabriel-de-Brandon",50,5,43,11,59,6,174,393
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 107","Saint-Gabriel-de-Brandon",64,2,39,12,61,2,180,381
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 108","Saint-Gabriel-de-Brandon",73,4,39,18,46,3,183,386
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 109","Saint-Cléophas-de-Brandon",85,9,32,11,68,9,214,409
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 110","Saint-Gabriel-de-Brandon",72,3,24,9,51,2,161,324
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 111","Saint-Barthélémy",38,3,20,7,28,1,97,260
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 112","Saint-Barthélémy",49,2,18,8,57,0,134,268
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 113","Saint-Barthélémy",67,5,28,14,56,2,172,272
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 114","Saint-Barthélémy",61,4,38,15,33,1,152,253
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 115","Saint-Barthélémy",80,3,37,21,53,2,196,308
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 116","Saint-Barthélémy",68,0,17,10,29,3,127,258
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 117","Saint-Justin",71,0,25,8,33,2,139,253
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 118","Saint-Justin",113,0,34,11,44,1,203,334
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 119","Saint-Justin",91,0,27,10,22,1,151,252
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 120","Louiseville",87,0,31,12,23,0,153,268
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 121","Louiseville",74,0,18,11,20,3,126,354
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 122","Louiseville",82,0,14,13,22,2,133,385
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 123","Louiseville",101,1,33,12,22,1,170,484
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 124","Louiseville",52,1,20,12,8,0,93,304
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 125","Louiseville",89,0,30,18,24,2,163,321
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 126","Louiseville",91,4,35,25,15,0,170,330
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 127","Louiseville",97,0,32,13,30,2,174,364
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 128","Louiseville",124,1,41,23,32,1,222,461
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 129","Louiseville",117,1,40,21,33,3,215,449
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 130","Louiseville",100,0,33,13,33,5,184,355
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 131","Maskinongé",113,1,40,15,27,4,200,378
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 132","Maskinongé",87,3,37,12,31,1,171,325
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 133","Saint-Joseph-de-Maskinongé",89,1,38,19,24,1,172,378
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 134","Saint-Joseph-de-Maskinongé",133,4,47,19,20,2,225,406
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 135","Saint-Joseph-de-Maskinongé",112,3,29,14,43,4,205,433
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 136","Saint-Ignace-de-Loyola",98,2,46,14,57,1,218,412
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 137","Saint-Ignace-de-Loyola",83,11,37,16,56,0,203,368
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 138","Saint-Ignace-de-Loyola",98,3,36,8,52,0,197,333
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 139","Saint-Ignace-de-Loyola",68,4,37,10,54,2,175,347
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 140","Saint-Ignace-de-Loyola",93,2,23,7,53,1,179,289
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 141","La Visitation-de-l'Île-Dupas",49,4,19,6,33,1,112,234
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 142","La Visitation-de-l'Île-Dupas",67,3,26,12,45,2,155,286
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 143","Saint-Cuthbert",38,4,21,7,35,1,106,332
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 144","Saint-Cuthbert",61,1,22,9,41,0,134,249
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 145","Saint-Cuthbert",64,4,32,7,41,3,151,276
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 146","Saint-Cuthbert",82,1,48,10,52,0,193,299
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 147","Saint-Cuthbert",71,4,41,5,38,4,163,365
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 148","Saint-Norbert",61,1,28,5,43,0,138,215
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 149","Saint-Norbert",67,3,30,12,72,7,191,302
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 150","Saint-Norbert",78,3,25,11,52,1,170,313
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 151","Saint-Félix-de-Valois",60,3,26,10,64,3,166,273
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 152","Saint-Félix-de-Valois",63,4,30,9,64,0,170,291
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 153","Saint-Félix-de-Valois",69,5,37,28,72,5,216,434
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 154","Saint-Félix-de-Valois",32,1,39,14,49,1,136,319
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 155","Saint-Félix-de-Valois",36,2,29,9,57,0,133,285
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 156","Saint-Félix-de-Valois",39,5,46,4,72,3,169,300
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 157","Saint-Félix-de-Valois",17,1,31,3,41,3,96,267
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 158","Saint-Félix-de-Valois",31,6,42,34,65,3,181,311
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 159","Saint-Félix-de-Valois",45,5,31,8,72,4,165,371
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 160","Saint-Félix-de-Valois",18,0,31,15,37,2,103,253
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 161","Saint-Félix-de-Valois",41,0,27,14,35,6,123,266
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 162","Saint-Félix-de-Valois",53,0,34,28,68,2,185,353
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 163","Saint-Félix-de-Valois",34,5,32,15,75,5,166,334
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 164","Saint-Félix-de-Valois",47,2,39,18,99,11,216,419
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 165","Saint-Félix-de-Valois",49,0,33,9,58,2,151,254
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 166","Saint-Félix-de-Valois",47,1,51,9,60,3,171,339
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 167","Saint-Jean-de-Matha",63,5,70,17,70,2,227,427
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 168","Saint-Jean-de-Matha",29,7,40,11,79,4,170,390
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 169","Saint-Jean-de-Matha",35,1,50,15,61,2,164,343
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 170","Saint-Jean-de-Matha",54,1,45,13,62,0,175,335
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 171","Saint-Jean-de-Matha",41,0,45,18,62,2,168,344
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 172","Saint-Jean-de-Matha",64,7,36,11,74,5,197,362
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 173","Saint-Jean-de-Matha",31,1,27,13,91,3,166,359
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 174","Saint-Jean-de-Matha",22,2,36,8,34,5,107,263
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 175","Saint-Jean-de-Matha",22,4,27,12,38,0,103,211
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 176","Saint-Jean-de-Matha",54,6,52,18,61,8,199,381
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 177","Saint-Jean-de-Matha",56,4,34,11,74,4,183,354
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 178","Sainte-Élisabeth",94,2,31,19,65,2,213,316
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 179","Sainte-Élisabeth",69,1,29,5,43,1,148,228
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 180","Sainte-Élisabeth",82,3,45,8,43,3,184,274
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 181","Sainte-Élisabeth",89,6,46,23,64,3,231,356
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 182","Sainte-Geneviève-de-Berthier",41,4,25,2,27,6,105,316
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 183","Sainte-Geneviève-de-Berthier",77,2,52,7,44,3,185,314
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 184","Berthierville",56,3,30,10,36,4,139,385
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 185","Berthierville",48,2,26,12,38,3,129,352
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 186","Berthierville",38,3,17,3,40,4,105,265
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 187","Berthierville",47,4,37,15,37,1,141,369
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 188","Berthierville",46,3,31,5,24,1,110,291
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 189","Berthierville",65,0,28,3,38,1,135,258
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 190","Berthierville",60,2,28,10,23,2,125,275
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 191","Berthierville",78,2,55,17,46,1,199,391
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 192","Berthierville",54,1,44,19,44,4,166,338
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 193","Sainte-Geneviève-de-Berthier",94,2,40,13,30,9,188,333
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 194","Berthierville",82,2,41,15,40,3,183,333
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 195","Berthierville",56,4,21,4,32,4,121,311
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 196","Sainte-Geneviève-de-Berthier",75,2,36,17,71,0,201,402
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 197","Sainte-Geneviève-de-Berthier",89,3,25,23,41,2,183,342
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 198","Lanoraie",56,2,29,9,39,3,138,268
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 199","Lanoraie",90,5,62,24,71,3,255,436
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 200","Lanoraie",44,5,25,6,60,4,144,291
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 201","Lanoraie",45,3,29,6,55,1,139,281
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 202","Lanoraie",36,3,27,16,46,4,132,308
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 203","Lanoraie",34,1,26,12,58,3,134,300
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 204","Lanoraie",69,3,50,20,70,0,212,397
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 205","Lanoraie",64,6,41,29,60,6,206,399
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 206","Lanoraie",51,5,25,13,74,2,170,310
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 207","Lanoraie",65,1,28,10,68,5,177,342
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 208","Lanoraie",63,5,36,28,93,8,233,385
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 209","Lavaltrie",41,8,43,26,98,2,218,412
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 210","Lavaltrie",58,5,48,15,96,5,227,431
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 211","Lavaltrie",73,5,45,23,63,4,213,429
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 212","Lavaltrie",53,5,34,25,82,4,203,450
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 213","Lavaltrie",77,5,49,32,68,0,231,424
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 214","Lavaltrie",76,0,54,10,85,4,229,433
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 215","Lavaltrie",59,9,42,23,105,3,241,430
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 216","Lavaltrie",55,3,46,14,92,5,215,438
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 217","Lavaltrie",55,1,34,13,73,3,179,321
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 218","Lavaltrie",36,2,56,15,80,4,193,493
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 219","Lavaltrie",72,10,37,17,91,6,233,425
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 220","Lavaltrie",44,3,25,7,73,5,157,398
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 221","Lavaltrie",37,2,32,11,81,3,166,378
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 222","Lavaltrie",57,5,32,25,74,0,193,417
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 223","Lavaltrie",42,9,47,25,67,2,192,405
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 224","Lavaltrie",43,5,29,6,74,1,158,435
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 225","Lavaltrie",48,3,37,16,64,2,170,433
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 226","Lavaltrie",40,2,20,9,52,1,124,361
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 227","Lavaltrie",45,5,34,15,85,1,185,432
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 228","Lavaltrie",47,2,34,14,69,4,170,468
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 229","Lavaltrie",30,3,20,11,75,8,147,405
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 230","Lavaltrie",48,0,37,13,53,2,153,414
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 231","Lavaltrie",33,3,29,8,49,5,127,351
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 232","Lavaltrie",39,1,36,3,56,1,136,422
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 233","Lavaltrie",47,1,23,19,56,4,150,348
