Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Michelle Bilek,Bob Dechert,Iqra Khalid,Andrew Roblin,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 40","Mississauga",6,94,65,2,0,167,354
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 41","Mississauga",10,113,95,1,0,219,395
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 42","Mississauga",13,126,95,7,0,241,490
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 43","Mississauga",22,69,91,4,0,186,398
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 44","Mississauga",15,78,71,6,1,171,346
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 45","Mississauga",24,94,82,3,1,204,408
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 46","Mississauga",10,76,77,4,0,167,365
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 47","Mississauga",15,91,109,8,1,224,424
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 48","Mississauga",11,85,95,3,1,195,354
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 49","Mississauga",11,98,87,7,0,203,434
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 50A","Mississauga",40,64,137,13,1,255,469
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 50B","Mobile poll/Bureau itinérant",5,122,63,2,1,193,195
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 51","Mississauga",21,86,90,6,1,204,495
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 52","Mississauga",35,60,79,7,0,181,461
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 53","Mississauga",11,64,49,0,1,125,255
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 54","Mississauga",26,61,106,7,1,201,440
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 55A","Mississauga",8,61,52,2,0,123,249
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 55B","Mississauga",12,153,127,4,0,296,473
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 56A","Mississauga",13,56,73,4,1,147,288
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 56B","Mississauga",7,86,43,3,0,139,187
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 57","Mississauga",20,94,121,5,0,240,271
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 58A","Mississauga",13,31,87,2,2,135,285
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 58B","Mississauga",Merged with No./Fusionné avec le n°57,,,,,,173
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 59","Mississauga",24,53,115,9,0,201,579
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 60","Mississauga",24,41,77,4,2,148,417
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 61","Mississauga",35,70,103,4,4,216,586
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 62","Mississauga",31,82,108,5,0,226,446
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 63","Mississauga",11,71,83,1,0,166,320
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 64","Mississauga",14,136,128,7,1,286,512
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 65","Mississauga",11,57,62,6,0,136,274
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 66","Mississauga",11,68,66,5,1,151,285
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 67A","Mississauga",25,80,113,5,0,223,557
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 67B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°503,,,,,,75
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 68","Mississauga",26,93,75,5,0,199,367
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 69","Mississauga",22,128,88,7,2,247,451
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 70","Mississauga",27,86,106,7,0,226,440
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 71","Mississauga",19,100,87,5,4,215,408
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 72","Mississauga",18,64,76,5,1,164,310
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 73","Mississauga",35,112,106,5,1,259,474
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 74","Mississauga",16,48,60,2,0,126,302
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 75","Mississauga",22,100,100,9,0,231,482
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 76","Mississauga",19,88,103,4,1,215,449
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 77","Mississauga",26,94,119,13,2,254,472
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 78","Mississauga",27,101,107,3,1,239,417
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 79","Mississauga",22,97,89,9,0,217,447
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 80","Mississauga",14,59,78,2,0,153,367
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 81","Mississauga",27,98,106,10,0,241,527
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 82","Mississauga",32,140,152,7,0,331,643
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 83","Mississauga",30,75,78,7,2,192,334
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 84","Mississauga",32,61,87,6,0,186,359
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 85","Mississauga",30,73,94,7,0,204,380
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 86","Mississauga",26,80,80,4,3,193,390
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 87","Mississauga",17,79,86,6,1,189,367
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 88","Mississauga",27,62,74,7,0,170,375
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 89","Mississauga",19,51,110,5,0,185,444
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 90","Mississauga",22,49,98,3,2,174,422
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 91","Mississauga",27,67,81,10,1,186,407
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 92","Mississauga",10,83,83,1,0,177,370
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 93","Mississauga",13,68,107,3,2,193,362
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 94","Mississauga",23,98,96,2,2,221,409
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 95","Mississauga",23,106,117,5,0,251,537
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 96","Mississauga",22,97,105,2,2,228,412
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 97","Mississauga",15,94,122,2,0,233,502
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 98","Mississauga",8,45,72,0,0,125,292
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 99","Mississauga",24,90,123,1,3,241,429
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 100","Mississauga",21,63,86,2,0,172,359
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 101","Mississauga",22,77,117,2,0,218,429
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 102","Mississauga",21,108,145,7,2,283,520
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 103","Mississauga",41,70,125,5,2,243,456
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 104","Mississauga",21,102,124,3,2,252,500
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 105","Mississauga",17,28,116,3,0,164,373
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 106","Mississauga",14,72,75,4,0,165,338
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 107","Mississauga",10,74,77,0,0,161,308
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 108","Mississauga",6,64,73,0,0,143,339
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 109","Mississauga",15,84,136,2,0,237,480
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 110","Mississauga",14,83,107,4,0,208,357
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 111","Mississauga",14,70,88,3,0,175,376
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 112","Mississauga",19,74,131,3,1,228,551
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 113","Mississauga",4,86,117,3,1,211,436
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 114","Mississauga",23,50,79,0,0,152,393
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 115","Mississauga",15,82,90,2,2,191,430
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 116","Mississauga",12,85,84,3,0,184,376
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 117","Mississauga",9,57,53,3,1,123,293
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 118","Mississauga",20,87,83,3,1,194,428
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 119","Mississauga",48,83,142,3,2,278,604
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 120","Mississauga",30,66,93,1,1,191,399
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 121","Mississauga",16,83,124,2,1,226,462
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 122","Mississauga",14,78,137,2,0,231,464
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 123","Mississauga",21,93,118,1,0,233,425
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 124","Mississauga",8,77,100,2,0,187,361
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 125","Mississauga",16,87,108,3,1,215,388
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 126","Mississauga",25,174,130,1,3,333,452
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 127","Mississauga",15,83,71,4,3,176,383
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 128","Mississauga",17,69,105,0,4,195,400
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 129","Mississauga",17,85,86,1,1,190,369
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 130","Mississauga",18,91,118,0,1,228,483
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 131","Mississauga",21,121,126,3,1,272,488
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 132","Mississauga",10,114,119,1,2,246,493
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 133","Mississauga",35,87,169,3,2,296,738
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 134","Mississauga",25,121,154,2,4,306,703
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 135","Mississauga",15,78,74,1,0,168,415
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 136","Mississauga",13,84,98,1,1,197,426
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 137","Mississauga",9,54,87,2,0,152,382
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 138","Mississauga",18,64,69,2,0,153,407
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 139A","Mississauga",20,63,114,2,1,200,440
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 139B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°503,,,,,,114
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 140","Mississauga",34,85,158,3,2,282,660
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 141","Mississauga",21,60,108,2,2,193,376
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 142","Mississauga",20,93,110,4,2,229,445
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 143","Mississauga",34,75,118,8,1,236,497
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 144","Mississauga",23,110,99,0,3,235,471
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 145","Mississauga",30,88,119,3,1,241,478
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 146","Mississauga",18,71,111,1,0,201,421
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 147","Mississauga",19,55,105,4,5,188,433
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 148A","Mississauga",16,46,116,5,0,183,450
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 148B","Mississauga",10,65,135,3,0,213,495
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 149","Mississauga",17,43,115,1,0,176,409
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 150A","Mississauga",10,53,84,2,1,150,388
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 150B","Mississauga",13,43,53,2,2,113,349
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 151","Mississauga",15,56,105,0,0,176,435
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 152","Mississauga",12,69,101,0,0,182,493
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 153","Mississauga",30,63,83,6,1,183,473
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 154","Mississauga",8,73,94,4,1,180,461
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 155","Mississauga",11,83,86,0,0,180,412
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 156","Mississauga",23,51,98,2,0,174,444
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 157","Mississauga",39,76,118,9,0,242,497
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 158","Mississauga",7,74,92,1,0,174,403
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 159","Mississauga",17,67,87,2,0,173,392
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 160","Mississauga",20,70,110,1,0,201,384
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 161","Mississauga",31,79,93,2,1,206,402
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 162","Mississauga",12,84,93,1,0,190,393
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 163","Mississauga",19,78,108,1,0,206,388
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 164","Mississauga",25,104,112,2,4,247,446
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 165","Mississauga",13,64,104,3,1,185,407
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 166","Mississauga",19,74,96,4,4,197,443
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 167","Mississauga",11,88,93,3,1,196,474
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 168","Mississauga",31,91,84,3,2,211,495
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 169","Mississauga",15,80,80,3,0,178,483
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 170","Mississauga",16,75,89,4,0,184,427
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 171","Mississauga",17,68,87,3,0,175,420
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 172","Mississauga",19,77,68,2,1,167,394
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 173","Mississauga",10,83,86,6,0,185,441
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 174","Mississauga",7,87,64,2,1,161,433
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 175","Mississauga",11,56,98,0,0,165,444
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 176","Mississauga",9,67,77,2,1,156,461
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 177","Mississauga",34,100,135,4,1,274,539
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 178","Mississauga",15,89,96,3,0,203,444
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 179","Mississauga",17,71,95,0,0,183,418
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 180","Mississauga",17,87,123,1,1,229,438
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 181","Mississauga",16,74,102,1,2,195,438
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 182","Mississauga",22,72,130,1,0,225,487
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 183","Mississauga",17,39,66,2,0,124,301
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 400","Mississauga",8,84,80,1,2,175,291
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 401","Mississauga",11,50,60,4,1,126,223
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 402","Mississauga",13,60,55,4,0,132,245
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 403","Mississauga",Void/Supprimé,,,,,,
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 500","Mobile poll/Bureau itinérant",10,28,36,5,3,82,164
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 501A","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°50B,,,,,,71
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 501B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°50B,,,,,,5
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 502","Mobile poll/Bureau itinérant",12,51,69,4,5,141,259
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 503","Mobile poll/Bureau itinérant",22,96,115,7,4,244,245
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 600","Mississauga",144,560,728,20,7,1459,
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 601","Mississauga",122,513,845,8,10,1498,
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 602","Mississauga",110,510,665,23,10,1318,
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 603","Mississauga",94,444,537,26,4,1105,
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 604","Mississauga",119,503,581,26,5,1234,
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 605","Mississauga",120,431,508,25,8,1092,
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 606","Mississauga",82,305,510,6,1,904,
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 607","Mississauga",168,556,766,17,1,1508,
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 608","Mississauga",118,408,690,8,3,1227,
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 609","Mississauga",88,459,617,18,4,1186,
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 610","Mississauga",115,470,432,19,1,1037,
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills"," 611","Mississauga",64,294,450,4,2,814,
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills",,"Group 1/Groupe 1",15,30,46,0,3,94,81
35060,"Mississauga--Erin Mills/Mississauga--Erin Mills",,"Group 2/Groupe 2",235,417,986,25,9,1672,
