Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Tristan Dineen,Alexander Fekri,Kornelis Klevering,Gloria Kovach,Lloyd Longfield,Gord Miller,Andrew Seagram,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35032,"Guelph/Guelph"," 27B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500A,,,,,,,,,88
35032,"Guelph/Guelph"," 28","Guelph",1,4,1,55,106,25,37,2,231,360
35032,"Guelph/Guelph"," 29","Guelph",0,3,2,78,111,31,40,1,266,436
35032,"Guelph/Guelph"," 30","Guelph",1,2,3,70,99,38,35,3,251,403
35032,"Guelph/Guelph"," 31","Guelph",1,1,0,79,104,31,20,1,237,464
35032,"Guelph/Guelph"," 32","Guelph",0,0,2,120,102,22,23,1,270,292
35032,"Guelph/Guelph"," 33","Guelph",1,0,0,60,87,27,29,0,204,377
35032,"Guelph/Guelph"," 34","Guelph",0,1,0,61,73,29,29,3,196,351
35032,"Guelph/Guelph"," 35","Guelph",0,1,0,40,65,31,33,2,172,323
35032,"Guelph/Guelph"," 36","Guelph",0,1,1,40,76,25,36,0,179,353
35032,"Guelph/Guelph"," 37","Guelph",0,2,0,44,83,15,30,0,174,342
35032,"Guelph/Guelph"," 38","Guelph",2,1,2,64,122,20,13,0,224,391
35032,"Guelph/Guelph"," 39","Guelph",1,1,4,87,122,50,25,0,290,493
35032,"Guelph/Guelph"," 40","Guelph",0,3,0,47,96,20,23,0,189,379
35032,"Guelph/Guelph"," 41","Guelph",1,3,0,60,154,16,19,1,254,425
35032,"Guelph/Guelph"," 42","Guelph",0,2,3,69,118,26,36,1,255,484
35032,"Guelph/Guelph"," 43","Guelph",0,0,0,71,88,40,40,0,239,387
35032,"Guelph/Guelph"," 44","Guelph",0,1,0,50,68,18,26,1,164,389
35032,"Guelph/Guelph"," 45","Guelph",2,3,1,34,94,26,17,0,177,348
35032,"Guelph/Guelph"," 46","Guelph",2,3,2,64,130,23,26,0,250,410
35032,"Guelph/Guelph"," 47","Guelph",2,2,1,25,85,21,22,1,159,330
35032,"Guelph/Guelph"," 48","Guelph",0,2,2,42,123,36,35,3,243,410
35032,"Guelph/Guelph"," 49","Guelph",0,0,4,62,155,41,23,1,286,432
35032,"Guelph/Guelph"," 50","Guelph",0,1,2,70,134,26,36,1,270,412
35032,"Guelph/Guelph"," 51","Guelph",0,0,1,37,107,39,23,0,207,401
35032,"Guelph/Guelph"," 52","Guelph",0,0,0,42,120,43,44,0,249,436
35032,"Guelph/Guelph"," 53","Guelph",0,0,0,53,143,50,25,2,273,459
35032,"Guelph/Guelph"," 54","Guelph",0,1,0,35,121,40,39,0,236,450
35032,"Guelph/Guelph"," 55","Guelph",3,2,2,30,108,52,47,2,246,437
35032,"Guelph/Guelph"," 56","Guelph",0,1,0,40,99,52,35,2,229,453
35032,"Guelph/Guelph"," 57","Guelph",2,0,3,39,113,51,57,1,266,470
35032,"Guelph/Guelph"," 58","Guelph",0,2,2,52,117,59,40,0,272,483
35032,"Guelph/Guelph"," 59","Guelph",0,3,0,51,115,11,19,0,199,395
35032,"Guelph/Guelph"," 60","Guelph",0,2,0,60,87,16,20,1,186,364
35032,"Guelph/Guelph"," 61","Guelph",0,4,0,98,121,14,27,1,265,489
35032,"Guelph/Guelph"," 62","Guelph",1,2,0,76,103,16,21,0,219,408
35032,"Guelph/Guelph"," 63","Guelph",0,1,0,67,112,16,23,0,219,390
35032,"Guelph/Guelph"," 64","Guelph",1,1,0,63,83,21,32,0,201,393
35032,"Guelph/Guelph"," 65","Guelph",0,1,0,118,180,35,46,8,388,640
35032,"Guelph/Guelph"," 66","Guelph",0,1,2,51,79,35,38,1,207,406
35032,"Guelph/Guelph"," 67","Guelph",1,4,1,48,196,62,42,2,356,606
35032,"Guelph/Guelph"," 68","Guelph",0,3,1,60,175,53,26,2,320,518
35032,"Guelph/Guelph"," 69","Guelph",0,2,0,15,92,26,38,0,173,378
35032,"Guelph/Guelph"," 70","Guelph",1,2,2,53,133,62,42,1,296,589
35032,"Guelph/Guelph"," 71","Guelph",1,0,1,26,106,45,41,0,220,455
35032,"Guelph/Guelph"," 72","Guelph",0,2,0,60,110,24,22,2,220,457
35032,"Guelph/Guelph"," 73","Guelph",0,0,4,55,115,22,33,0,229,417
35032,"Guelph/Guelph"," 74","Guelph",0,3,0,23,115,52,25,1,219,358
35032,"Guelph/Guelph"," 75","Guelph",1,1,2,19,114,28,29,0,194,404
35032,"Guelph/Guelph"," 76","Guelph",0,0,0,24,122,36,46,0,228,364
35032,"Guelph/Guelph"," 77","Guelph",0,1,0,30,134,44,15,0,224,377
35032,"Guelph/Guelph"," 78","Guelph",0,0,2,32,98,32,24,0,188,344
35032,"Guelph/Guelph"," 79","Guelph",0,1,1,48,82,35,26,2,195,494
35032,"Guelph/Guelph"," 80","Guelph",0,0,0,36,116,44,37,2,235,455
35032,"Guelph/Guelph"," 81","Guelph",0,2,1,51,84,34,28,3,203,417
35032,"Guelph/Guelph"," 82","Guelph",0,1,0,70,101,19,12,0,203,319
35032,"Guelph/Guelph"," 83","Guelph",1,1,2,65,86,16,21,1,193,494
35032,"Guelph/Guelph"," 84A","Guelph",1,1,3,33,80,15,30,0,163,364
35032,"Guelph/Guelph"," 84B","Guelph",Merged with No./Fusionné avec le n°5,,,,,,,,,99
35032,"Guelph/Guelph"," 85","Guelph",0,1,2,82,135,32,19,1,272,503
35032,"Guelph/Guelph"," 86","Guelph",0,2,1,54,101,16,29,2,205,374
35032,"Guelph/Guelph"," 87","Guelph",2,1,0,41,127,21,44,2,238,420
35032,"Guelph/Guelph"," 88","Guelph",1,2,0,65,77,19,25,2,191,344
35032,"Guelph/Guelph"," 89","Guelph",0,2,2,55,74,19,17,0,169,326
35032,"Guelph/Guelph"," 90","Guelph",0,3,0,56,83,28,45,2,217,419
35032,"Guelph/Guelph"," 91","Guelph",1,2,2,57,82,21,33,0,198,336
35032,"Guelph/Guelph"," 92","Guelph",1,2,1,77,117,32,21,2,253,459
35032,"Guelph/Guelph"," 93","Guelph",1,2,0,39,119,40,28,0,229,367
35032,"Guelph/Guelph"," 94","Guelph",0,1,0,57,132,55,52,1,298,499
35032,"Guelph/Guelph"," 95","Guelph",1,0,1,36,112,46,17,2,215,335
35032,"Guelph/Guelph"," 96","Guelph",2,1,0,13,64,18,31,0,129,334
35032,"Guelph/Guelph"," 97","Guelph",0,3,1,76,88,23,24,1,216,382
35032,"Guelph/Guelph"," 98","Guelph",0,2,0,78,113,21,18,0,232,407
35032,"Guelph/Guelph"," 99","Guelph",0,3,0,70,104,14,35,1,227,405
35032,"Guelph/Guelph"," 100","Guelph",0,2,0,66,108,36,43,0,255,403
35032,"Guelph/Guelph"," 101","Guelph",1,0,0,38,94,20,39,2,194,441
35032,"Guelph/Guelph"," 102","Guelph",0,0,1,69,86,25,17,4,202,363
35032,"Guelph/Guelph"," 103A","Guelph",Merged with No./Fusionné avec le n°102,,,,,,,,,61
35032,"Guelph/Guelph"," 103B","Guelph",0,4,1,50,112,16,31,0,214,290
35032,"Guelph/Guelph"," 104","Guelph",0,2,0,60,94,20,15,0,191,383
35032,"Guelph/Guelph"," 105","Guelph",0,2,2,48,75,13,41,0,181,338
35032,"Guelph/Guelph"," 106","Guelph",0,2,0,52,80,9,21,1,165,346
35032,"Guelph/Guelph"," 107","Guelph",1,1,2,43,155,50,33,0,285,444
35032,"Guelph/Guelph"," 108","Guelph",0,2,0,63,110,30,27,1,233,418
35032,"Guelph/Guelph"," 109","Guelph",0,2,1,37,134,48,37,2,261,436
35032,"Guelph/Guelph"," 110","Guelph",0,1,0,44,142,51,67,1,306,481
35032,"Guelph/Guelph"," 111","Guelph",0,1,0,28,144,53,38,0,264,470
35032,"Guelph/Guelph"," 112","Guelph",0,1,0,41,128,54,39,0,263,445
35032,"Guelph/Guelph"," 113A","Guelph",1,1,1,23,81,35,30,0,172,327
35032,"Guelph/Guelph"," 113B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500A,,,,,,,,,52
35032,"Guelph/Guelph"," 114","Guelph",1,0,0,18,114,49,29,1,212,381
35032,"Guelph/Guelph"," 115","Guelph",0,1,0,34,150,51,45,0,281,503
35032,"Guelph/Guelph"," 116","Guelph",1,1,2,42,148,52,37,0,283,439
35032,"Guelph/Guelph"," 117","Guelph",1,0,0,28,87,16,28,1,161,447
35032,"Guelph/Guelph"," 118","Guelph",1,4,1,50,124,39,40,0,259,513
35032,"Guelph/Guelph"," 119","Guelph",1,0,0,27,100,21,45,0,194,430
35032,"Guelph/Guelph"," 120","Guelph",0,1,1,83,183,52,49,1,370,649
35032,"Guelph/Guelph"," 121","Guelph",0,1,0,83,130,19,34,1,268,476
35032,"Guelph/Guelph"," 122","Guelph",0,2,1,53,68,4,9,1,138,285
35032,"Guelph/Guelph"," 123","Guelph",0,3,2,100,165,22,32,0,324,578
35032,"Guelph/Guelph"," 124","Guelph",1,0,0,68,109,13,7,0,198,386
35032,"Guelph/Guelph"," 125","Guelph",0,3,2,80,152,17,13,0,267,532
35032,"Guelph/Guelph"," 126","Guelph",0,1,0,69,98,16,6,2,192,403
35032,"Guelph/Guelph"," 127","Guelph",0,3,0,103,127,21,22,0,276,492
35032,"Guelph/Guelph"," 128","Guelph",0,1,2,93,174,28,45,3,346,584
35032,"Guelph/Guelph"," 129","Guelph",0,1,0,67,120,18,16,3,225,401
35032,"Guelph/Guelph"," 130","Guelph",0,3,0,105,143,22,7,0,280,421
35032,"Guelph/Guelph"," 131","Guelph",0,1,0,87,118,13,18,0,237,390
35032,"Guelph/Guelph"," 132","Guelph",0,0,0,71,77,20,22,0,190,330
35032,"Guelph/Guelph"," 133","Guelph",0,5,0,82,154,41,34,2,318,649
35032,"Guelph/Guelph"," 134","Guelph",0,1,1,62,101,28,19,1,213,434
35032,"Guelph/Guelph"," 135","Guelph",0,2,1,64,139,28,21,2,257,473
35032,"Guelph/Guelph"," 136","Guelph",0,1,1,82,132,31,28,2,277,476
35032,"Guelph/Guelph"," 137","Guelph",0,0,0,61,136,42,32,2,273,492
35032,"Guelph/Guelph"," 138","Guelph",1,10,0,82,161,20,34,0,308,540
35032,"Guelph/Guelph"," 139","Guelph",3,2,0,93,99,16,17,0,230,394
35032,"Guelph/Guelph"," 140","Guelph",0,2,0,36,88,18,11,2,157,290
35032,"Guelph/Guelph"," 141","Guelph",0,1,0,56,129,49,38,1,274,515
35032,"Guelph/Guelph"," 142","Guelph",0,3,0,58,135,43,40,4,283,444
35032,"Guelph/Guelph"," 143","Guelph",0,0,0,33,90,24,24,1,172,381
35032,"Guelph/Guelph"," 144","Guelph",0,1,0,82,172,16,15,2,288,417
35032,"Guelph/Guelph"," 145","Guelph",1,0,0,97,126,32,15,0,271,364
35032,"Guelph/Guelph"," 145-1","Guelph",1,2,2,85,103,22,7,0,222,345
35032,"Guelph/Guelph"," 146","Guelph",1,2,0,73,126,47,15,1,265,462
35032,"Guelph/Guelph"," 147","Guelph",1,5,0,81,151,33,32,2,305,521
35032,"Guelph/Guelph"," 148","Guelph",0,4,2,62,138,27,26,0,259,427
35032,"Guelph/Guelph"," 149","Guelph",3,2,1,43,122,29,25,0,225,439
35032,"Guelph/Guelph"," 150","Guelph",0,4,1,42,119,39,41,1,247,483
35032,"Guelph/Guelph"," 151","Guelph",1,3,0,27,52,16,22,1,122,283
35032,"Guelph/Guelph"," 152","Guelph",0,1,0,56,109,39,28,0,233,454
35032,"Guelph/Guelph"," 153","Guelph",2,6,1,40,134,28,31,0,242,475
35032,"Guelph/Guelph"," 154","Guelph",1,2,2,50,139,36,54,0,284,504
35032,"Guelph/Guelph"," 155","Guelph",0,6,0,48,112,22,28,0,216,337
35032,"Guelph/Guelph"," 156","Guelph",0,0,0,80,118,29,23,0,250,381
35032,"Guelph/Guelph"," 157","Guelph",0,2,0,52,78,23,25,2,182,374
35032,"Guelph/Guelph"," 158","Guelph",0,1,0,40,92,24,26,1,184,306
35032,"Guelph/Guelph"," 159","Guelph",0,0,1,30,110,23,23,1,188,300
35032,"Guelph/Guelph"," 160","Guelph",1,1,0,67,116,13,23,0,221,392
35032,"Guelph/Guelph"," 161","Guelph",0,4,0,107,162,15,25,2,315,581
35032,"Guelph/Guelph"," 162","Guelph",0,2,0,109,89,11,15,0,226,411
35032,"Guelph/Guelph"," 163","Guelph",1,4,1,87,184,24,17,0,318,568
35032,"Guelph/Guelph"," 164","Guelph",1,1,0,79,109,18,14,0,222,385
35032,"Guelph/Guelph"," 165","Guelph",0,0,0,73,116,17,15,0,221,401
35032,"Guelph/Guelph"," 166","Guelph",0,0,1,68,144,20,28,0,261,503
35032,"Guelph/Guelph"," 167","Guelph",1,1,0,75,112,24,20,1,234,431
35032,"Guelph/Guelph"," 168","Guelph",0,1,0,69,130,21,29,1,251,465
35032,"Guelph/Guelph"," 169","Guelph",1,0,0,93,117,12,18,1,242,509
35032,"Guelph/Guelph"," 170","Guelph",1,2,0,117,135,16,24,1,296,604
35032,"Guelph/Guelph"," 171","Guelph",0,0,0,50,118,25,16,1,210,367
35032,"Guelph/Guelph"," 172","Guelph",1,3,1,69,116,21,21,0,232,362
35032,"Guelph/Guelph"," 173","Guelph",1,4,1,56,93,20,14,0,189,330
35032,"Guelph/Guelph"," 174","Guelph",0,2,1,65,133,24,19,1,245,492
35032,"Guelph/Guelph"," 175","Guelph",0,2,2,69,136,13,18,3,243,431
35032,"Guelph/Guelph"," 176","Guelph",0,3,2,86,141,23,28,0,283,482
35032,"Guelph/Guelph"," 177","Guelph",1,1,2,74,114,24,13,0,229,391
35032,"Guelph/Guelph"," 178","Guelph",1,1,1,77,139,15,23,1,258,461
35032,"Guelph/Guelph"," 179","Guelph",1,1,1,109,137,18,16,3,286,525
35032,"Guelph/Guelph"," 180","Guelph",1,2,0,91,180,10,19,0,303,545
35032,"Guelph/Guelph"," 181","Guelph",0,3,0,56,101,15,20,0,195,363
35032,"Guelph/Guelph"," 182","Guelph",0,0,0,50,98,15,15,0,178,374
35032,"Guelph/Guelph"," 183","Guelph",1,0,0,69,119,18,15,0,222,406
35032,"Guelph/Guelph"," 184","Guelph",0,1,0,78,114,22,15,0,230,464
35032,"Guelph/Guelph"," 185","Guelph",0,6,0,58,91,8,8,1,172,329
35032,"Guelph/Guelph"," 186","Guelph",0,3,0,97,104,30,19,0,253,444
35032,"Guelph/Guelph"," 187","Guelph",0,4,0,64,127,39,32,0,266,490
35032,"Guelph/Guelph"," 188","Guelph",1,2,0,81,141,42,31,1,299,443
35032,"Guelph/Guelph"," 189","Guelph",1,1,0,55,118,36,52,1,264,482
35032,"Guelph/Guelph"," 190","Guelph",0,1,2,49,112,33,42,0,239,455
35032,"Guelph/Guelph"," 191","Guelph",0,5,2,54,86,28,37,1,213,475
35032,"Guelph/Guelph"," 192","Guelph",2,3,0,28,64,14,36,0,147,365
35032,"Guelph/Guelph"," 193","Guelph",1,4,2,37,123,22,23,1,213,442
35032,"Guelph/Guelph"," 194","Guelph",1,3,0,33,72,14,37,2,162,451
35032,"Guelph/Guelph"," 195","Guelph",1,2,0,80,112,23,39,1,258,516
35032,"Guelph/Guelph"," 196","Guelph",1,2,0,44,73,20,17,2,159,414
35032,"Guelph/Guelph"," 197","Guelph",1,2,3,72,107,17,28,2,232,435
35032,"Guelph/Guelph"," 198","Guelph",0,1,0,35,103,30,16,2,187,308
35032,"Guelph/Guelph"," 199","Guelph",1,3,1,82,128,35,24,0,274,491
35032,"Guelph/Guelph"," 200","Guelph",0,5,0,80,91,13,24,0,213,386
35032,"Guelph/Guelph"," 201","Guelph",1,5,0,62,79,25,13,0,185,396
35032,"Guelph/Guelph"," 202","Guelph",1,2,1,65,109,18,22,0,218,387
35032,"Guelph/Guelph"," 203","Guelph",1,0,0,46,61,13,19,1,141,375
35032,"Guelph/Guelph"," 204","Guelph",0,1,1,62,110,29,31,0,234,450
35032,"Guelph/Guelph"," 205","Guelph",0,2,0,42,60,22,22,0,148,381
35032,"Guelph/Guelph"," 206","Guelph",0,4,0,61,100,25,16,1,207,485
35032,"Guelph/Guelph"," 207","Guelph",4,3,1,70,92,15,14,6,205,401
35032,"Guelph/Guelph"," 208","Guelph",1,1,0,59,102,18,21,1,203,429
35032,"Guelph/Guelph"," 209","Guelph",1,2,0,60,124,26,29,0,242,497
35032,"Guelph/Guelph"," 210","Guelph",1,4,2,75,95,18,14,3,212,464
35032,"Guelph/Guelph"," 211","Guelph",0,2,1,59,81,18,39,2,202,430
35032,"Guelph/Guelph"," 212","Guelph",1,1,0,46,125,47,43,1,264,501
35032,"Guelph/Guelph"," 213","Guelph",0,2,0,69,82,22,17,1,193,373
35032,"Guelph/Guelph"," 214","Guelph",1,2,0,66,90,16,20,6,201,408
35032,"Guelph/Guelph"," 215","Guelph",2,3,0,76,76,18,19,1,195,505
35032,"Guelph/Guelph"," 216","Guelph",0,5,0,92,136,16,25,3,277,602
35032,"Guelph/Guelph"," 217","Guelph",0,1,1,126,135,22,18,1,304,511
35032,"Guelph/Guelph"," 218","Guelph",1,2,2,57,79,12,13,0,166,382
35032,"Guelph/Guelph"," 219","Guelph",0,0,0,64,111,28,19,2,224,436
35032,"Guelph/Guelph"," 220","Guelph",0,1,0,71,84,18,26,2,202,362
35032,"Guelph/Guelph"," 221","Guelph",0,0,0,46,113,32,32,0,223,504
35032,"Guelph/Guelph"," 400","Guelph",Merged with No./Fusionné avec le n°32,,,,,,,,,127
35032,"Guelph/Guelph"," 401","Guelph",Void/Supprimé,,,,,,,,,
35032,"Guelph/Guelph"," 402A","Guelph",0,3,0,31,101,25,20,1,181,222
35032,"Guelph/Guelph"," 402B","Guelph",2,13,0,78,168,39,38,0,338,366
35032,"Guelph/Guelph"," 402C","Guelph",0,11,0,72,166,36,31,3,319,366
35032,"Guelph/Guelph"," 403","Guelph",Void/Supprimé,,,,,,,,,
35032,"Guelph/Guelph"," 404","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502,,,,,,,,,108
35032,"Guelph/Guelph"," 405","Guelph",Merged with No./Fusionné avec le n°172,,,,,,,,,77
35032,"Guelph/Guelph"," 500A","Mobile poll/Bureau itinérant",2,3,1,36,73,18,23,4,160,255
35032,"Guelph/Guelph"," 500B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501,,,,,,,,,134
35032,"Guelph/Guelph"," 501","Mobile poll/Bureau itinérant",2,2,5,55,106,21,9,6,206,517
35032,"Guelph/Guelph"," 502","Mobile poll/Bureau itinérant",0,3,0,69,113,11,14,4,214,219
35032,"Guelph/Guelph"," 600","Guelph",5,4,3,361,498,74,104,6,1055,
35032,"Guelph/Guelph"," 601","Guelph",1,2,4,303,515,87,136,8,1056,
35032,"Guelph/Guelph"," 602","Guelph",2,6,1,218,426,68,90,4,815,
35032,"Guelph/Guelph"," 603","Guelph",1,3,3,146,400,117,116,4,790,
35032,"Guelph/Guelph"," 604","Guelph",1,3,1,315,607,115,136,4,1182,
35032,"Guelph/Guelph"," 605","Guelph",2,2,1,175,297,65,101,3,646,
35032,"Guelph/Guelph"," 606","Guelph",1,3,2,99,546,172,147,1,971,
35032,"Guelph/Guelph"," 607","Guelph",0,5,1,120,338,89,103,3,659,
35032,"Guelph/Guelph"," 608","Guelph",1,5,2,268,492,68,112,2,950,
35032,"Guelph/Guelph"," 609","Guelph",5,1,2,292,499,60,87,1,947,
35032,"Guelph/Guelph"," 610","Guelph",4,2,0,228,497,107,98,2,938,
35032,"Guelph/Guelph"," 611","Guelph",2,7,0,327,579,68,49,3,1035,
35032,"Guelph/Guelph"," 612","Guelph",0,2,0,216,370,81,87,3,759,
35032,"Guelph/Guelph"," 613","Guelph",3,7,2,268,447,69,76,6,878,
35032,"Guelph/Guelph"," 614","Guelph",0,7,0,366,498,58,87,6,1022,
35032,"Guelph/Guelph",,"Group 1/Groupe 1",1,3,0,49,114,11,29,3,210,166
35032,"Guelph/Guelph",,"Group 2/Groupe 2",3,12,11,558,1590,467,578,17,3236,
