Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Claudette Menchenton,Kevin George O'Brien,Elizabeth Perry,Scott Simms,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 90","Gander",11,30,0,113,0,154,266
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 91","Gander",4,9,0,89,0,102,213
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 92","Gander",6,16,1,91,1,115,152
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 93","Gander",9,24,4,171,0,208,398
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 94","Gander",12,44,5,162,0,223,474
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 95","Appleton",12,54,2,239,2,309,498
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 96","Glenwood",4,33,1,130,0,168,341
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 97","Glenwood",13,43,2,122,0,180,335
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 98","Norris Arm",15,26,4,189,3,237,448
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 99","Norris Arm",17,22,1,111,1,152,324
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 100","Norris Arm North",14,40,2,53,0,109,173
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 101","Laurenceton",1,32,0,40,0,73,202
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 102","Northern Arm",20,35,1,127,0,183,338
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 103","Point Leamington",16,35,1,97,0,149,320
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 104","Point Leamington",6,15,0,84,0,105,264
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 105","Grand Falls-Windsor",14,42,0,102,0,158,331
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 106","Grand Falls-Windsor",13,14,1,108,0,136,362
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 107","Grand Falls-Windsor",11,17,0,115,1,144,341
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 108","Grand Falls-Windsor",16,23,2,118,3,162,385
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 109","Badger",19,22,3,129,0,173,377
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 110","Grand Falls-Windsor",8,24,2,207,1,242,426
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 111","Bishop's Falls",3,9,0,78,0,90,200
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 112","Bishop's Falls",13,27,2,126,0,168,361
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 113","Bishop's Falls",8,35,0,160,0,203,412
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 114","Bishop's Falls",6,25,1,97,4,133,338
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 115","Botwood",5,31,1,104,2,143,310
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 116","Botwood",9,46,1,171,0,227,517
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 117","Botwood",8,27,0,78,1,114,271
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 118","Botwood",8,15,0,129,0,152,356
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 119","Botwood",6,36,1,123,1,167,362
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 120","Botwood",11,30,1,107,0,149,388
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 121","Botwood",9,18,0,124,0,151,383
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 122","Peterview",12,18,0,61,1,92,333
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 123","Peterview",9,9,0,96,0,114,313
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 124","Bishop's Falls",5,21,1,160,1,188,415
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 125","Bishop's Falls",9,10,2,147,0,168,370
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 126","Bishop's Falls",10,27,1,163,0,201,403
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 127","Bishop's Falls",7,34,2,158,0,201,379
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 128","Grand Falls-Windsor",17,35,2,201,0,255,474
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 129","Grand Falls-Windsor",18,55,2,214,0,289,560
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 130","Grand Falls-Windsor",22,27,1,174,0,224,398
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 131","Grand Falls-Windsor",16,38,1,186,1,242,426
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 132","Grand Falls-Windsor",10,18,2,159,0,189,378
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 133","Grand Falls-Windsor",13,37,0,153,1,204,404
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 134","Grand Falls-Windsor",10,22,2,131,1,166,364
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 135","Grand Falls-Windsor",13,19,2,155,2,191,388
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 136","Grand Falls-Windsor",19,30,0,191,0,240,476
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 137","Grand Falls-Windsor",16,44,0,157,0,217,438
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 138","Grand Falls-Windsor",11,34,0,197,0,242,426
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 139","Grand Falls-Windsor",14,19,3,139,1,176,435
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 140","Grand Falls-Windsor",12,37,1,168,0,218,434
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 141","Grand Falls-Windsor",16,52,1,228,2,299,521
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 142","Grand Falls-Windsor",15,18,0,159,2,194,379
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 143","Grand Falls-Windsor",6,18,0,157,0,181,359
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 144","Grand Falls-Windsor",16,27,1,184,1,229,395
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 145","Grand Falls-Windsor",10,12,2,154,0,178,365
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 146","Grand Falls-Windsor",11,11,0,135,1,158,389
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 147","Grand Falls-Windsor",7,21,1,166,0,195,360
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 148","Grand Falls-Windsor",3,19,1,153,0,176,386
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 149","Grand Falls-Windsor",13,13,1,163,0,190,371
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 150","Grand Falls-Windsor",Void/Supprimé,,,,,,
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 151","Badger",10,47,0,192,0,249,408
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 152","Badger",7,33,2,149,0,191,336
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 153","South Brook",23,78,3,120,0,224,438
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 154","Middle Arm",5,71,1,54,0,131,378
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 155","Westport",10,35,1,51,2,99,198
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 156","Rattling Brook",2,14,0,27,0,43,134
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 157","King's Point",9,32,1,76,0,118,296
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 158","King's Point",6,29,1,64,1,101,251
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 159","Springdale",10,68,4,101,0,183,434
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 160","Springdale",19,116,3,155,1,294,695
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 161","Springdale",15,47,4,92,0,158,436
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 162","Springdale",8,55,0,60,0,123,302
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 163","Springdale",12,44,2,102,1,161,437
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 164","Springdale",11,61,0,79,1,152,336
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 165","Sheppardville",3,2,0,23,0,28,44
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 166","Buchans Junction--Millertown",3,11,0,72,1,87,147
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 167","Buchans",4,22,0,100,2,128,264
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 168","Buchans",8,20,3,166,0,197,346
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 169","Pool's Cove",3,25,2,53,0,83,166
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 170","Head of Bay D'Espoir--St. Veronica's",8,12,2,110,0,132,313
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 171","Milltown",8,26,2,154,0,190,391
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 172A","Conne River",10,10,3,107,0,130,267
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 172B","Conne River",9,6,2,138,0,155,329
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 173","Morrisville",0,6,3,37,0,46,77
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 174","St. Alban's",25,58,11,222,2,318,650
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 175","St. Alban's",12,20,3,95,4,134,299
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 176","St. Alban's",5,26,5,65,0,101,190
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 177","Gaultois",3,6,4,50,1,64,135
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 178","Hermitage-Sandyville",9,19,3,170,0,201,400
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 179","Harbour Breton",18,7,0,57,1,83,164
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 180","Harbour Breton",14,6,3,78,1,102,220
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 181","Harbour Breton",12,5,1,35,1,54,112
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 182","Harbour Breton",17,5,0,76,1,99,226
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 183","Harbour Breton",13,14,3,186,0,216,457
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 184","Harbour Breton",19,5,0,117,3,144,236
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 185","Wreck Cove",7,11,3,55,0,76,139
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 186","Belleoram",8,21,1,94,0,124,312
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 187","English Harbour East",Void/Supprimé,,,,,,
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 188","Rencontre East",5,6,0,57,0,68,112
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 189","Saint-Jacques",3,8,0,13,0,24,102
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 190","Mose Ambrose",12,15,0,107,0,134,237
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 191","Seal Cove",3,8,1,106,0,118,228
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 192","McCallum",2,2,0,41,0,45,70
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 193","Embree",17,68,4,150,3,242,269
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 194","Embree",Merged with No./Fusionné avec le n°193,,,,,,269
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 195","Stanhope",10,43,0,65,3,121,182
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 196","Lewisporte",7,41,1,102,2,153,320
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 197","Lewisporte",5,20,0,98,0,123,280
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 198","Lewisporte",10,28,2,101,0,141,410
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 199","Lewisporte",6,20,1,103,1,131,281
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 200","Lewisporte",12,48,0,163,0,223,474
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 201","Lewisporte",9,42,2,129,1,183,365
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 202","Lewisporte",12,55,1,132,0,200,419
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 203","Lewisporte",8,37,1,128,0,174,372
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 204","Baie Verte",12,39,2,105,0,158,388
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 205","Baie Verte",7,42,1,85,0,135,303
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 206","Baie Verte",11,34,1,132,0,178,381
10003,"Coast of Bays--Central--Notre Dame/Coast of Bays--Central--Notre Dame"," 207","Crow Head",2,6,0,69,0,77,111
