Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Blaine Calkins,Doug Hart,Les Kuzyk,Jeff Rock,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 40","Ermineskin 138",19,460,9,55,1,544,808
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 41","Montana 139",2,204,2,10,4,222,281
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 42","Louis Bull 138B",14,283,7,24,1,329,455
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 43A","Samson 137",19,471,7,62,0,559,790
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 43B","Samson 137",16,511,10,65,6,608,893
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 44","Mecca Glen",193,10,2,9,0,214,320
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 45","Mecca Glen East",214,9,3,14,0,240,308
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 46","Clive",186,16,1,11,1,215,323
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 47","Clive",204,12,8,20,0,244,326
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 48","Clive",163,8,5,17,0,193,323
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 49","Mirror",141,4,5,13,0,163,288
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 50","Mirror",148,16,7,5,0,176,251
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 51","Mirror",209,19,14,28,0,270,443
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 52","Alix",154,8,10,21,0,193,316
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 53","Alix",134,14,6,24,0,178,310
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 54","Alix",146,12,3,12,2,175,330
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 55","Haynes",212,19,4,22,1,258,414
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 56","Blackfalds",211,12,4,19,0,246,396
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 57A","Blackfalds",224,18,8,46,0,296,483
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 57B","Blackfalds",211,16,9,41,0,277,423
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 58","Blackfalds",215,13,11,34,0,273,496
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 59","Blackfalds",185,30,10,39,0,264,460
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 60","Blackfalds",141,12,8,34,1,196,485
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 61","Blackfalds",167,10,10,25,1,213,451
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 62","Blackfalds",185,29,11,45,1,271,514
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 63","Blackfalds",201,9,11,30,1,252,474
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 64A","Blackfalds",153,13,1,19,0,186,321
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 64B","Blackfalds",131,6,4,9,1,151,340
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 65","Blackfalds",197,8,5,32,1,243,470
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 66A","Blackfalds",189,14,4,43,1,251,460
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 66B","Blackfalds",170,15,13,31,0,229,475
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 67","Blackfalds",186,14,13,21,1,235,383
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 68","Jarvis Bay",221,8,9,22,0,260,422
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 69","Red Deer County",269,15,12,25,1,322,504
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 70","Red Deer County",95,4,5,12,0,116,214
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 71","Red Deer County",208,6,6,19,0,239,369
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 72","Red Deer County",159,11,13,29,1,213,185
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 73","Sylvan Lake",217,12,1,37,0,267,520
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 74","Sylvan Lake",164,12,4,40,0,220,442
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 75","Sylvan Lake",187,6,6,45,0,244,475
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 76","Sylvan Lake",141,19,7,55,1,223,456
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 77","Sylvan Lake",149,11,6,28,2,196,480
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 78","Sylvan Lake",143,14,4,31,0,192,441
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 79","Sylvan Lake",116,11,5,39,2,173,445
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 80","Red Deer County",302,15,3,58,5,383,597
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 81","Sylvan Lake",230,15,4,39,0,288,525
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 82","Sylvan Lake",163,18,18,57,0,256,609
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 83","Sylvan Lake",119,18,7,38,1,183,428
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 84","Sylvan Lake",181,20,10,39,0,250,462
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 85","Sylvan Lake",211,14,2,41,0,268,485
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 86","Sylvan Lake",249,7,3,30,1,290,529
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 87","Sylvan Lake",186,11,6,26,0,229,452
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 88","Sylvan Lake",176,22,17,53,1,269,538
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 89","Sylvan Lake",201,14,10,36,2,263,453
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 90A","Sylvan Lake",196,12,4,38,0,250,442
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 90B","Sylvan Lake",157,8,5,35,0,205,378
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 91","Sylvan Lake",231,20,6,37,0,294,619
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 92","Sylvan Lake",263,15,7,44,0,329,633
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 93","Eckville",208,15,5,27,2,257,506
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 94","Eckville",288,10,9,30,0,337,511
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 95","Eckville",317,6,5,24,2,354,518
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 96","Benalto",217,15,1,31,1,265,511
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 97","Red Deer",122,10,9,39,0,180,380
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 98","Red Deer",157,26,6,40,0,229,459
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 99","Red Deer",170,13,5,27,0,215,389
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 100","Red Deer",172,17,7,38,0,234,460
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 101","Red Deer",134,11,3,29,1,178,361
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 102","Red Deer",99,21,10,43,0,173,510
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 103","Red Deer",122,9,2,43,0,176,398
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 104","Red Deer",174,17,1,43,2,237,390
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 105","Red Deer",139,19,4,32,0,194,434
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 106","Red Deer",176,28,9,39,0,252,449
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 107","Red Deer",164,14,7,24,0,209,370
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 108","Red Deer",115,16,10,21,2,164,294
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 109","Red Deer",171,22,6,50,0,249,546
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 110","Red Deer",152,13,6,40,1,212,433
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 111","Red Deer",127,15,6,31,1,180,379
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 112","Red Deer",91,15,8,31,0,145,392
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 113","Red Deer County",Merged with No./Fusionné avec le n°72,,,,,,175
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 114","Red Deer",116,31,14,40,1,202,430
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 115","Red Deer",128,21,10,48,1,208,439
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 116","Red Deer",76,21,7,37,0,141,405
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 117","Red Deer",102,27,9,37,0,175,389
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 118","Red Deer",106,21,10,39,0,176,439
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 119","Red Deer",121,26,11,37,0,195,408
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 120","Red Deer",145,23,6,30,1,205,439
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 121","Red Deer",129,18,6,45,0,198,445
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 122","Red Deer",112,31,5,38,1,187,447
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 123","Red Deer",130,25,13,49,1,218,475
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 124","Red Deer",161,19,4,41,0,225,408
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 125","Red Deer",96,17,5,41,1,160,463
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 126","Red Deer",119,17,4,48,0,188,478
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 127","Red Deer",82,21,2,39,0,144,334
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 128","Red Deer",118,15,6,45,1,185,372
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 129","Red Deer",112,34,4,19,0,169,422
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 130","Red Deer",119,14,7,31,0,171,385
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 131","Red Deer",98,16,5,32,0,151,355
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 132","Red Deer",78,28,7,31,0,144,356
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 133","Red Deer",120,23,10,49,0,202,431
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 134","Red Deer",59,16,6,24,0,105,283
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 135","Red Deer",101,32,11,54,0,198,512
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 136","Red Deer",217,18,6,41,0,282,509
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 137","Red Deer",136,28,11,46,1,222,473
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 138","Red Deer",121,14,6,57,1,199,436
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 139","Red Deer",160,30,10,39,1,240,386
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 140","Red Deer",169,14,6,41,0,230,442
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 141","Red Deer",129,28,15,33,0,205,370
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 142","Red Deer",121,15,9,47,0,192,353
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 143","Red Deer",134,20,8,55,0,217,371
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 144","Red Deer",122,17,9,38,0,186,367
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 145","Red Deer",155,7,2,25,0,189,335
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 146","Red Deer",139,20,4,36,0,199,340
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 147","Red Deer",58,21,7,51,0,137,340
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 148","Red Deer",72,20,7,43,1,143,423
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 149","Red Deer",69,16,7,29,1,122,338
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 150","Red Deer",63,12,11,38,0,124,341
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 151","Red Deer",104,33,12,51,1,201,356
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 152","Red Deer",104,19,4,67,0,194,402
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 153","Red Deer",68,29,9,33,0,139,336
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 154","Red Deer",65,24,5,36,1,131,324
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 155","Red Deer",128,14,12,70,1,225,363
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 156A","Red Deer County",165,14,3,38,0,220,362
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 156B","Red Deer County",171,18,46,2,1,238,382
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 156C","Red Deer County",176,14,4,35,0,229,404
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 157","Red Deer County",251,11,5,30,1,298,407
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 158","Red Deer",247,20,7,59,0,333,519
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 159","Red Deer",180,15,6,38,0,239,367
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 160","Red Deer",160,22,7,59,0,248,410
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 161","Red Deer",135,23,2,49,0,209,373
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 162","Red Deer",198,17,4,54,1,274,415
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 163","Red Deer",201,19,3,54,1,278,438
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 164","Red Deer",228,17,8,36,1,290,486
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 165","Red Deer",197,15,8,68,0,288,463
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 166A","Red Deer",183,12,12,60,0,267,476
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 166B","Red Deer",111,11,6,19,1,148,187
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 167","Red Deer",83,14,7,45,0,149,304
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 168","Red Deer",85,37,4,45,1,172,337
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 169","Red Deer",174,16,10,56,0,256,397
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 170","Red Deer",185,20,7,46,0,258,404
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 171","Red Deer",111,36,17,62,0,226,374
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 172","Red Deer",113,25,8,53,1,200,361
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 173","Red Deer",154,27,6,59,2,248,390
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 174","Ponoka",193,27,7,29,1,257,410
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 175","Ponoka",146,25,9,27,0,207,427
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 176","Ponoka",129,33,9,31,0,202,404
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 177","Ponoka",136,47,9,49,1,242,473
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 178","Ponoka",135,32,6,29,1,203,367
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 179","Ponoka",136,28,9,19,1,193,378
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 180","Ponoka",153,15,3,39,0,210,394
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 181","Ponoka County",125,33,3,23,1,185,383
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 182","Lacombe",278,30,9,75,2,394,671
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 183","Lacombe",211,10,6,24,0,251,434
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 184","Lacombe",189,22,12,31,0,254,467
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 185","Lacombe",183,9,5,29,0,226,431
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 186","Lacombe",257,13,7,48,0,325,560
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 187","Lacombe",147,30,2,36,1,216,396
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 188","Lacombe",193,15,9,52,0,269,526
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 189","Lacombe",197,31,6,55,0,289,459
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 190","Lacombe",152,7,10,34,0,203,410
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 191","Lacombe",157,19,6,36,0,218,412
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 192","Lacombe",185,17,8,39,0,249,443
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 193","Lacombe",148,24,8,38,2,220,406
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 194","Lacombe",164,10,5,46,2,227,377
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 195","Lacombe",135,15,5,25,1,181,389
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 196","Lacombe",128,16,19,40,0,203,416
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 197","Lacombe",150,24,6,31,0,211,395
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 198","Lacombe",136,19,16,37,0,208,422
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 199A","Lacombe",122,18,7,34,0,181,395
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 199B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°506,,,,,,101
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 200","Lacombe",178,16,3,36,0,233,456
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 201","Lacombe",126,15,8,32,0,181,381
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 202","Lacombe",235,23,6,39,1,304,506
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 400","Red Deer",51,15,3,15,2,86,92
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 401","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°505B,,,,,,0
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 500","Mobile poll/Bureau itinérant",48,5,3,10,0,66,43
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 501","Mobile poll/Bureau itinérant",83,6,3,10,0,102,120
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 502","Mobile poll/Bureau itinérant",34,11,4,21,0,70,85
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 503","Mobile poll/Bureau itinérant",33,14,1,27,0,75,122
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 504","Mobile poll/Bureau itinérant",101,3,1,27,1,133,151
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 505A","Mobile poll/Bureau itinérant",76,19,4,17,0,116,140
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 505B","Mobile poll/Bureau itinérant",58,21,5,29,3,116,60
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 506","Mobile poll/Bureau itinérant",97,12,1,18,1,129,58
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 507","Mobile poll/Bureau itinérant",68,10,0,7,1,86,134
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 600","Rimbey",858,49,17,67,2,993,
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 601","Ponoka County",474,44,4,35,0,557,
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 602","Ponoka",632,112,12,122,1,879,
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 603","Ermineskin 138",5,321,9,30,1,366,
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 604","Lacombe",433,35,10,32,0,510,
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 605","Lacombe",794,104,18,148,1,1065,
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 606","Lacombe",295,29,14,67,0,405,
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 607","Mirror",179,17,6,15,0,217,
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 608","Benalto",411,40,20,92,2,565,
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 609","Red Deer",965,75,33,173,1,1247,
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 610","Blackfalds",892,65,26,121,2,1106,
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 611","Red Deer County",300,12,5,26,1,344,
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 612","Red Deer",466,59,16,144,1,686,
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 613","Red Deer County",485,81,17,148,0,731,
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 614","Red Deer",455,89,25,124,1,694,
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 615","Red Deer",352,80,24,154,0,610,
48030,"Red Deer--Lacombe/Red Deer--Lacombe"," 616","Red Deer",488,46,10,156,2,702,
48030,"Red Deer--Lacombe/Red Deer--Lacombe",,"Group 1/Groupe 1",29,30,0,83,14,156,145
48030,"Red Deer--Lacombe/Red Deer--Lacombe",,"Group 2/Groupe 2",657,128,26,156,29,996,
