Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Scott Andrews,Jeannie Baldwin,Lorraine E. Barnett,Krista Byrne-Puumala,Jennifer McCreath,Ken McDonald,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
10001,"Avalon/Avalon"," 86A","Paradise",7,26,21,0,0,118,0,172,333
10001,"Avalon/Avalon"," 86B","Paradise",9,20,34,2,0,73,0,138,320
10001,"Avalon/Avalon"," 87A","Paradise",9,24,7,2,0,95,0,137,302
10001,"Avalon/Avalon"," 87B","Paradise",5,26,16,2,0,114,0,163,277
10001,"Avalon/Avalon"," 88","Paradise",11,32,24,0,0,133,0,200,451
10001,"Avalon/Avalon"," 89","Paradise",16,34,19,0,0,159,0,228,461
10001,"Avalon/Avalon"," 90","Paradise",19,57,27,1,0,181,1,286,535
10001,"Avalon/Avalon"," 91","Paradise",15,41,37,1,1,176,0,271,537
10001,"Avalon/Avalon"," 92","Paradise",11,42,16,2,0,141,1,213,368
10001,"Avalon/Avalon"," 93","Paradise",17,37,31,0,0,121,0,206,408
10001,"Avalon/Avalon"," 94","Paradise",14,45,27,0,0,158,0,244,487
10001,"Avalon/Avalon"," 95A","Paradise",21,35,27,0,1,156,0,240,421
10001,"Avalon/Avalon"," 95B","Paradise",25,38,30,1,0,162,0,256,417
10001,"Avalon/Avalon"," 96","Paradise",17,55,22,1,0,167,1,263,509
10001,"Avalon/Avalon"," 97A","Paradise",7,22,23,3,0,123,1,179,328
10001,"Avalon/Avalon"," 97B","Paradise",7,21,33,2,0,121,2,186,332
10001,"Avalon/Avalon"," 98","Paradise",22,35,13,2,0,145,1,218,383
10001,"Avalon/Avalon"," 99","Paradise",21,29,21,0,0,151,0,222,379
10001,"Avalon/Avalon"," 100","Paradise",8,24,13,2,0,124,0,171,360
10001,"Avalon/Avalon"," 101","Conception Bay South",39,35,31,1,0,130,1,237,462
10001,"Avalon/Avalon"," 102","Conception Bay South",23,27,11,2,1,77,1,142,289
10001,"Avalon/Avalon"," 103","Conception Bay South",27,43,15,1,1,109,0,196,353
10001,"Avalon/Avalon"," 104","Conception Bay South",32,33,12,1,0,147,0,225,380
10001,"Avalon/Avalon"," 105A","Conception Bay South",31,33,19,2,0,142,0,227,446
10001,"Avalon/Avalon"," 105B","Conception Bay South",26,41,17,0,0,137,0,221,414
10001,"Avalon/Avalon"," 106","Brigus",60,20,15,1,1,126,1,224,462
10001,"Avalon/Avalon"," 107","Georgetown",34,16,6,0,0,63,0,119,265
10001,"Avalon/Avalon"," 108A","South River",16,18,21,1,1,85,0,142,282
10001,"Avalon/Avalon"," 108B","South River",30,15,21,0,0,61,0,127,289
10001,"Avalon/Avalon"," 109","Bareneed--The Dock--Black Duck",33,12,45,0,0,85,0,175,321
10001,"Avalon/Avalon"," 110","Bay Roberts",84,22,38,2,0,143,2,291,548
10001,"Avalon/Avalon"," 111A","Bay Roberts",27,10,11,0,0,94,0,142,293
10001,"Avalon/Avalon"," 111B","Bay Roberts",43,9,20,0,0,105,0,177,311
10001,"Avalon/Avalon"," 112","North River--Otterbury--Birch Hills",16,6,17,1,0,47,1,88,172
10001,"Avalon/Avalon"," 113","Clarke's Beach",64,31,46,1,0,120,1,263,520
10001,"Avalon/Avalon"," 114","Clarke's Beach",36,18,29,1,0,104,1,189,502
10001,"Avalon/Avalon"," 115","Clarke's Beach",22,24,17,1,0,57,1,122,330
10001,"Avalon/Avalon"," 116","North River",42,29,24,4,1,112,0,212,370
10001,"Avalon/Avalon"," 117","Bay Roberts",102,10,19,3,1,137,1,273,525
10001,"Avalon/Avalon"," 118","Butlerville",57,9,15,1,0,115,3,200,465
10001,"Avalon/Avalon"," 119","Butlerville",36,14,7,0,0,73,1,131,305
10001,"Avalon/Avalon"," 120","Makinsons",70,33,21,0,0,124,0,248,535
10001,"Avalon/Avalon"," 121","Marysvale",33,25,16,1,0,115,0,190,364
10001,"Avalon/Avalon"," 122","Marysvale",31,25,6,0,0,88,0,150,278
10001,"Avalon/Avalon"," 123","Colliers",16,14,14,2,0,65,3,114,176
10001,"Avalon/Avalon"," 124A","Conception Harbour",25,30,20,1,1,86,0,163,267
10001,"Avalon/Avalon"," 124B","Conception Harbour",28,24,20,1,0,60,0,133,147
10001,"Avalon/Avalon"," 125","Conception Harbour",Merged with No./Fusionné avec le n°124B,,,,,,,,125
10001,"Avalon/Avalon"," 126","Harbour Main-Chapel Cove-Lakeview",38,30,38,2,2,106,0,216,376
10001,"Avalon/Avalon"," 127","Harbour Main-Chapel Cove-Lakeview",44,65,46,1,1,107,1,265,407
10001,"Avalon/Avalon"," 128","Holyrood",45,39,24,2,0,155,0,265,496
10001,"Avalon/Avalon"," 129","Holyrood",39,45,22,3,0,164,0,273,507
10001,"Avalon/Avalon"," 130","Holyrood",28,35,24,1,0,151,0,239,429
10001,"Avalon/Avalon"," 131","Holyrood",31,45,42,4,0,94,1,217,419
10001,"Avalon/Avalon"," 132","Avalon",13,24,11,0,1,53,0,102,211
10001,"Avalon/Avalon"," 133","Tors Cove",33,50,35,5,1,123,0,247,409
10001,"Avalon/Avalon"," 134","Bauline East",22,30,5,2,1,99,0,159,168
10001,"Avalon/Avalon"," 135","Cape Broyle",24,14,7,1,0,45,0,91,154
10001,"Avalon/Avalon"," 136","Cape Broyle",66,36,18,1,1,141,0,263,493
10001,"Avalon/Avalon"," 137","Calvert",23,39,11,0,1,54,1,129,216
10001,"Avalon/Avalon"," 138","Ferryland",42,32,15,3,0,126,1,219,397
10001,"Avalon/Avalon"," 139","Fermeuse--Port Kirwan",44,43,17,0,2,94,2,202,360
10001,"Avalon/Avalon"," 140","Riverhead",20,8,17,0,0,65,0,110,144
10001,"Avalon/Avalon"," 141","St. Catherine's",10,15,5,0,0,38,0,68,225
10001,"Avalon/Avalon"," 142","Mount Carmel",38,21,14,2,0,128,0,203,357
10001,"Avalon/Avalon"," 143","Avondale",21,18,13,0,0,61,1,114,232
10001,"Avalon/Avalon"," 144","Harbour Main-Chapel Cove-Lakeview",7,7,20,1,0,45,0,80,139
10001,"Avalon/Avalon"," 145","Avondale",34,25,17,0,1,100,0,177,318
10001,"Avalon/Avalon"," 146","Brigus Junction",9,13,12,0,0,57,0,91,123
10001,"Avalon/Avalon"," 147","Colliers",40,28,25,1,0,118,0,212,359
10001,"Avalon/Avalon"," 148","Markland",28,11,4,0,0,56,0,99,157
10001,"Avalon/Avalon"," 149","Dunville",49,9,18,0,0,92,0,168,371
10001,"Avalon/Avalon"," 150","Dunville",55,25,19,0,1,130,1,231,476
10001,"Avalon/Avalon"," 151","Dunville",24,10,7,0,0,53,0,94,148
10001,"Avalon/Avalon"," 152","Dunville",Merged with No./Fusionné avec le n°151,,,,,,,,31
10001,"Avalon/Avalon"," 153","Long Harbour",50,21,18,0,2,86,0,177,255
10001,"Avalon/Avalon"," 154","Ship Harbour",15,8,7,0,2,27,0,59,103
10001,"Avalon/Avalon"," 155","Fox Harbour",26,15,19,0,1,46,0,107,217
10001,"Avalon/Avalon"," 156","Colinet",22,14,4,0,1,52,0,93,141
10001,"Avalon/Avalon"," 157","Jerseyside",30,8,18,1,0,58,1,116,316
10001,"Avalon/Avalon"," 158","Southeast Placentia",38,17,31,1,0,120,2,209,433
10001,"Avalon/Avalon"," 159","Placentia",27,13,24,0,0,59,0,123,217
10001,"Avalon/Avalon"," 160","Placentia",20,3,8,1,0,47,1,80,182
10001,"Avalon/Avalon"," 161A","Placentia",48,15,25,0,0,89,1,178,436
10001,"Avalon/Avalon"," 161B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°506,,,,,,,,30
10001,"Avalon/Avalon"," 162","Point Verde",6,1,3,0,1,28,0,39,55
10001,"Avalon/Avalon"," 163","Freshwater",29,20,17,0,1,73,0,140,315
10001,"Avalon/Avalon"," 164","Freshwater",21,12,8,0,0,47,0,88,182
10001,"Avalon/Avalon"," 165","Patrick's Cove",5,1,11,0,0,15,0,32,65
10001,"Avalon/Avalon"," 166","North Harbour",14,4,5,0,1,30,0,54,65
10001,"Avalon/Avalon"," 167","St. Joseph's",21,16,15,0,1,83,0,136,212
10001,"Avalon/Avalon"," 168","Admirals Beach",12,4,6,0,0,55,0,77,144
10001,"Avalon/Avalon"," 169","Gaskiers-Point La Haye",66,12,24,0,2,65,0,169,318
10001,"Avalon/Avalon"," 170","St. Marys",43,14,27,4,0,92,1,181,322
10001,"Avalon/Avalon"," 171","Gaskiers-Point La Haye",29,8,25,1,1,60,0,124,274
10001,"Avalon/Avalon"," 172","Portugal Cove South",22,12,10,0,0,49,0,93,138
10001,"Avalon/Avalon"," 173","Renews",39,20,25,2,0,94,0,180,297
10001,"Avalon/Avalon"," 174","Trepassey",18,6,7,1,1,60,1,94,199
10001,"Avalon/Avalon"," 175","Trepassey",27,20,13,0,2,61,0,123,332
10001,"Avalon/Avalon"," 176","St. Shotts",6,4,13,0,1,25,0,49,66
10001,"Avalon/Avalon"," 177","Branch",34,4,49,1,2,57,0,147,189
10001,"Avalon/Avalon"," 178","St. Bride's",45,3,50,2,0,49,0,149,304
10001,"Avalon/Avalon"," 179","Point Lance",18,1,34,0,0,9,0,62,124
10001,"Avalon/Avalon"," 180","Bishop's Cove",11,3,6,0,0,18,0,38,74
10001,"Avalon/Avalon"," 500","Mobile poll/Bureau itinérant",26,7,7,2,0,28,1,71,150
10001,"Avalon/Avalon"," 501","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°505,,,,,,,,51
10001,"Avalon/Avalon"," 502A","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°504B,,,,,,,,57
10001,"Avalon/Avalon"," 502B","Mobile poll/Bureau itinérant",18,17,27,2,4,32,2,102,129
10001,"Avalon/Avalon"," 503A","Mobile poll/Bureau itinérant",8,1,5,2,2,19,1,38,56
10001,"Avalon/Avalon"," 503B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502B,,,,,,,,27
10001,"Avalon/Avalon"," 504A","Mobile poll/Bureau itinérant",13,22,15,1,1,35,2,89,141
10001,"Avalon/Avalon"," 504B","Mobile poll/Bureau itinérant",18,11,24,1,3,42,3,102,73
10001,"Avalon/Avalon"," 505","Mobile poll/Bureau itinérant",21,12,13,1,3,63,3,116,129
10001,"Avalon/Avalon"," 506","Mobile poll/Bureau itinérant",11,2,14,0,0,23,0,50,39
10001,"Avalon/Avalon"," 600","Victoria",39,11,9,0,0,31,1,91,
10001,"Avalon/Avalon"," 601","Carbonear",121,57,42,1,0,246,5,472,
10001,"Avalon/Avalon"," 602","Harbour Grace--Bristol's Hope",62,26,42,0,0,161,1,292,
10001,"Avalon/Avalon"," 603","Upper Island Cove",43,11,7,1,0,51,0,113,
10001,"Avalon/Avalon"," 604","Spaniard's Bay",32,18,16,0,0,93,1,160,
10001,"Avalon/Avalon"," 605","Bay Roberts",90,44,73,2,3,188,1,401,
10001,"Avalon/Avalon"," 606","Clarke's Beach",66,35,43,2,0,137,0,283,
10001,"Avalon/Avalon"," 607","Conception Bay South",93,90,59,2,0,282,0,526,
10001,"Avalon/Avalon"," 608","Upper Gullies",85,87,25,1,1,222,0,421,
10001,"Avalon/Avalon"," 609","Conception Bay South",85,135,60,6,1,351,4,642,
10001,"Avalon/Avalon"," 610","Conception Bay South",81,123,101,4,0,408,0,717,
10001,"Avalon/Avalon"," 611","Paradise",30,163,79,5,1,408,0,686,
10001,"Avalon/Avalon"," 612","Avondale",39,21,29,2,1,99,0,191,
10001,"Avalon/Avalon"," 613","Holyrood",27,39,21,1,0,61,1,150,
10001,"Avalon/Avalon"," 614","Tors Cove",9,16,6,0,0,23,0,54,
10001,"Avalon/Avalon"," 615","Placentia",48,18,35,1,0,103,1,206,
10001,"Avalon/Avalon"," 616","St. Bride's",20,2,24,0,0,13,0,59,
10001,"Avalon/Avalon"," 617","St. Joseph's",10,17,7,0,0,44,0,78,
10001,"Avalon/Avalon"," 618","Ferryland",22,23,17,1,0,44,0,107,
10001,"Avalon/Avalon"," 619","Trepassey",16,13,7,0,0,27,1,64,
10001,"Avalon/Avalon",,"Group 1/Groupe 1",22,13,49,0,0,54,7,145,33
10001,"Avalon/Avalon",,"Group 2/Groupe 2",235,244,190,13,0,732,19,1433,
