Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Scott Armstrong,Jason Matthew Blanch,Bill Casey,Kenneth Jackson,Richard Trueman Plett,Wendy Robinson,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
12003,"Cumberland--Colchester/Cumberland--Colchester"," 37","Amherst",19,5,134,0,0,10,1,169,367
12003,"Cumberland--Colchester/Cumberland--Colchester"," 38","Brookdale",40,10,109,0,0,4,0,163,261
12003,"Cumberland--Colchester/Cumberland--Colchester"," 39","Brookdale",29,7,121,1,1,6,1,166,272
12003,"Cumberland--Colchester/Cumberland--Colchester"," 40","Mount Pleasant",54,4,101,2,0,4,0,165,355
12003,"Cumberland--Colchester/Cumberland--Colchester"," 41","Victoria",43,4,74,0,0,5,0,126,226
12003,"Cumberland--Colchester/Cumberland--Colchester"," 42","Oxford",61,7,106,1,1,14,3,193,381
12003,"Cumberland--Colchester/Cumberland--Colchester"," 43","Oxford",44,4,77,0,0,6,1,132,273
12003,"Cumberland--Colchester/Cumberland--Colchester"," 44","Oxford",40,7,77,0,1,9,1,135,247
12003,"Cumberland--Colchester/Cumberland--Colchester"," 45","Oxford Junction",65,4,122,0,0,4,0,195,368
12003,"Cumberland--Colchester/Cumberland--Colchester"," 46","Wentworth",60,16,174,0,0,13,5,268,420
12003,"Cumberland--Colchester/Cumberland--Colchester"," 47","West New Annan",44,9,79,0,0,7,0,139,305
12003,"Cumberland--Colchester/Cumberland--Colchester"," 48","Brûlé",50,8,131,0,0,4,1,194,419
12003,"Cumberland--Colchester/Cumberland--Colchester"," 49","Waughs River",58,7,80,0,0,2,1,148,348
12003,"Cumberland--Colchester/Cumberland--Colchester"," 50","Tatamagouche",57,1,88,2,0,6,0,154,379
12003,"Cumberland--Colchester/Cumberland--Colchester"," 51","Balfron",58,7,91,0,0,8,0,164,371
12003,"Cumberland--Colchester/Cumberland--Colchester"," 52","Malagash",54,5,131,0,0,11,0,201,356
12003,"Cumberland--Colchester/Cumberland--Colchester"," 53","Bayhead",58,8,113,0,0,15,1,195,418
12003,"Cumberland--Colchester/Cumberland--Colchester"," 54","North Earltown",46,7,134,0,0,6,0,193,398
12003,"Cumberland--Colchester/Cumberland--Colchester"," 55","Kemptown",25,1,45,0,0,3,1,75,93
12003,"Cumberland--Colchester/Cumberland--Colchester"," 56","Upper North River",44,5,109,1,0,4,0,163,304
12003,"Cumberland--Colchester/Cumberland--Colchester"," 57","Upper North River",45,7,106,1,0,13,1,173,322
12003,"Cumberland--Colchester/Cumberland--Colchester"," 58","Belmont",27,7,96,0,1,11,0,142,276
12003,"Cumberland--Colchester/Cumberland--Colchester"," 59","Belmont",41,3,100,0,0,8,1,153,292
12003,"Cumberland--Colchester/Cumberland--Colchester"," 60","Belmont",41,3,143,0,0,9,0,196,365
12003,"Cumberland--Colchester/Cumberland--Colchester"," 61","North River",35,1,92,1,0,15,0,144,296
12003,"Cumberland--Colchester/Cumberland--Colchester"," 62","North River",37,4,98,0,0,10,3,152,343
12003,"Cumberland--Colchester/Cumberland--Colchester"," 63","East Mountain",71,9,129,0,0,24,0,233,400
12003,"Cumberland--Colchester/Cumberland--Colchester"," 64","Greenfield",56,8,111,0,0,14,2,191,389
12003,"Cumberland--Colchester/Cumberland--Colchester"," 65","Valley",50,2,153,0,1,17,0,223,379
12003,"Cumberland--Colchester/Cumberland--Colchester"," 66","Valley Cross Roads",56,3,146,0,0,19,0,224,398
12003,"Cumberland--Colchester/Cumberland--Colchester"," 67","Valley",73,8,148,0,0,11,1,241,423
12003,"Cumberland--Colchester/Cumberland--Colchester"," 68","Bible Hill",56,3,135,1,0,10,0,205,377
12003,"Cumberland--Colchester/Cumberland--Colchester"," 69","Valley",57,4,109,0,0,4,0,174,316
12003,"Cumberland--Colchester/Cumberland--Colchester"," 70","Valley",41,4,70,0,0,7,0,122,268
12003,"Cumberland--Colchester/Cumberland--Colchester"," 71","Salmon River",58,11,96,1,0,19,0,185,353
12003,"Cumberland--Colchester/Cumberland--Colchester"," 72","Salmon River",74,7,126,0,0,15,1,223,501
12003,"Cumberland--Colchester/Cumberland--Colchester"," 73","Salmon River",40,5,90,0,1,7,0,143,289
12003,"Cumberland--Colchester/Cumberland--Colchester"," 74","Salmon River",30,12,90,0,1,11,0,144,370
12003,"Cumberland--Colchester/Cumberland--Colchester"," 75","Salmon River",45,7,138,1,0,13,1,205,370
12003,"Cumberland--Colchester/Cumberland--Colchester"," 76","Salmon River",47,6,125,1,0,10,2,191,365
12003,"Cumberland--Colchester/Cumberland--Colchester"," 77","Greenfield",57,7,92,0,0,10,1,167,320
12003,"Cumberland--Colchester/Cumberland--Colchester"," 78","Eastville",35,4,97,1,0,14,2,153,225
12003,"Cumberland--Colchester/Cumberland--Colchester"," 79","Upper Stewiacke",72,7,119,0,0,9,0,207,331
12003,"Cumberland--Colchester/Cumberland--Colchester"," 80","Middle Stewiacke",51,4,120,0,0,11,0,186,307
12003,"Cumberland--Colchester/Cumberland--Colchester"," 81","Meadowvale",52,4,62,0,0,5,0,123,207
12003,"Cumberland--Colchester/Cumberland--Colchester"," 82","Truro",76,3,130,0,0,7,0,216,347
12003,"Cumberland--Colchester/Cumberland--Colchester"," 83","Hilden",39,6,94,0,1,14,0,154,264
12003,"Cumberland--Colchester/Cumberland--Colchester"," 84","Hilden",54,5,111,0,1,13,0,184,318
12003,"Cumberland--Colchester/Cumberland--Colchester"," 85","Brookfield",69,12,188,1,1,31,2,304,471
12003,"Cumberland--Colchester/Cumberland--Colchester"," 86","Hilden",57,3,100,0,0,11,1,172,253
12003,"Cumberland--Colchester/Cumberland--Colchester"," 87","Truro",58,5,63,0,0,13,0,139,383
12003,"Cumberland--Colchester/Cumberland--Colchester"," 88","Truro",23,2,94,0,1,8,0,128,316
12003,"Cumberland--Colchester/Cumberland--Colchester"," 89","Truro",39,11,142,2,0,20,1,215,437
12003,"Cumberland--Colchester/Cumberland--Colchester"," 90","Truro",44,12,120,0,2,13,0,191,416
12003,"Cumberland--Colchester/Cumberland--Colchester"," 91","Truro",32,16,126,0,1,17,0,192,409
12003,"Cumberland--Colchester/Cumberland--Colchester"," 92","Truro",44,10,134,0,0,18,1,207,391
12003,"Cumberland--Colchester/Cumberland--Colchester"," 93","Truro",47,6,116,1,2,11,0,183,422
12003,"Cumberland--Colchester/Cumberland--Colchester"," 94","Truro",64,2,130,0,0,16,0,212,441
12003,"Cumberland--Colchester/Cumberland--Colchester"," 95","Bible Hill",30,10,124,0,0,24,0,188,370
12003,"Cumberland--Colchester/Cumberland--Colchester"," 96","Bible Hill",42,2,78,1,0,15,1,139,299
12003,"Cumberland--Colchester/Cumberland--Colchester"," 97","Bible Hill",41,5,104,0,0,6,0,156,317
12003,"Cumberland--Colchester/Cumberland--Colchester"," 98","Bible Hill",25,9,90,0,0,7,1,132,305
12003,"Cumberland--Colchester/Cumberland--Colchester"," 99","Bible Hill",49,4,99,0,0,10,0,162,345
12003,"Cumberland--Colchester/Cumberland--Colchester"," 100","Bible Hill",53,9,110,0,0,14,0,186,347
12003,"Cumberland--Colchester/Cumberland--Colchester"," 101","Colchester, Subd. B",59,6,108,1,0,10,0,184,376
12003,"Cumberland--Colchester/Cumberland--Colchester"," 102","Bible Hill",71,3,140,0,0,4,0,218,412
12003,"Cumberland--Colchester/Cumberland--Colchester"," 103","Bible Hill",29,6,77,0,0,6,0,118,262
12003,"Cumberland--Colchester/Cumberland--Colchester"," 104","Bible Hill",45,11,120,0,0,16,0,192,396
12003,"Cumberland--Colchester/Cumberland--Colchester"," 105","Bible Hill",29,7,75,2,0,12,0,125,280
12003,"Cumberland--Colchester/Cumberland--Colchester"," 106","Bible Hill",37,4,86,0,0,11,0,138,271
12003,"Cumberland--Colchester/Cumberland--Colchester"," 107","Bible Hill",44,7,122,1,0,16,0,190,376
12003,"Cumberland--Colchester/Cumberland--Colchester"," 108","Bible Hill",36,2,90,1,0,11,0,140,338
12003,"Cumberland--Colchester/Cumberland--Colchester"," 109","Bible Hill",24,2,91,1,0,12,0,130,287
12003,"Cumberland--Colchester/Cumberland--Colchester"," 110","Bible Hill",36,7,90,0,1,17,0,151,317
12003,"Cumberland--Colchester/Cumberland--Colchester"," 111","Belmont",29,3,95,0,0,5,0,132,257
12003,"Cumberland--Colchester/Cumberland--Colchester"," 112","Central Onslow",34,3,83,0,0,5,0,125,290
12003,"Cumberland--Colchester/Cumberland--Colchester"," 113","Debert",56,10,170,2,0,18,1,257,413
12003,"Cumberland--Colchester/Cumberland--Colchester"," 114","Belmont",65,5,99,0,1,9,0,179,363
12003,"Cumberland--Colchester/Cumberland--Colchester"," 115","Belmont",35,12,114,0,0,8,2,171,374
12003,"Cumberland--Colchester/Cumberland--Colchester"," 116","Belmont",18,7,138,0,0,13,0,176,429
12003,"Cumberland--Colchester/Cumberland--Colchester"," 117","Lower Onslow",53,4,104,0,0,6,0,167,295
12003,"Cumberland--Colchester/Cumberland--Colchester"," 118","Masstown",54,8,79,0,0,5,1,147,253
12003,"Cumberland--Colchester/Cumberland--Colchester"," 119","Lower Debert",51,8,120,0,0,11,0,190,328
12003,"Cumberland--Colchester/Cumberland--Colchester"," 120","Glenholme",50,11,124,1,0,13,0,199,319
12003,"Cumberland--Colchester/Cumberland--Colchester"," 121","Londonderry",49,8,160,1,1,15,0,234,405
12003,"Cumberland--Colchester/Cumberland--Colchester"," 122","Westchester Valley",69,3,81,1,1,5,1,161,217
12003,"Cumberland--Colchester/Cumberland--Colchester"," 123","Millvale",49,3,121,1,0,14,2,190,294
12003,"Cumberland--Colchester/Cumberland--Colchester"," 124","River Philip",47,15,108,3,0,9,1,183,301
12003,"Cumberland--Colchester/Cumberland--Colchester"," 125","Springhill Junction",46,3,134,7,1,2,0,193,368
12003,"Cumberland--Colchester/Cumberland--Colchester"," 126","Springhill",34,10,98,8,1,2,0,153,364
12003,"Cumberland--Colchester/Cumberland--Colchester"," 127","Springhill",19,5,102,2,1,6,0,135,340
12003,"Cumberland--Colchester/Cumberland--Colchester"," 128","Springhill",36,11,102,2,0,10,3,164,319
12003,"Cumberland--Colchester/Cumberland--Colchester"," 129","Maccan",16,2,62,0,1,6,0,87,358
12003,"Cumberland--Colchester/Cumberland--Colchester"," 130","Maccan",8,2,27,0,0,2,0,39,61
12003,"Cumberland--Colchester/Cumberland--Colchester"," 131","Springhill",35,7,96,6,0,4,0,148,313
12003,"Cumberland--Colchester/Cumberland--Colchester"," 132","Springhill",33,5,72,5,0,6,1,122,294
12003,"Cumberland--Colchester/Cumberland--Colchester"," 133","Springhill",24,5,79,3,0,1,2,114,301
12003,"Cumberland--Colchester/Cumberland--Colchester"," 134","Springhill",16,4,78,3,0,2,1,104,277
12003,"Cumberland--Colchester/Cumberland--Colchester"," 135","Springhill",31,1,97,5,0,5,0,139,334
12003,"Cumberland--Colchester/Cumberland--Colchester"," 136","Athol",6,1,18,0,0,0,0,25,68
12003,"Cumberland--Colchester/Cumberland--Colchester"," 137","Southampton",54,4,143,2,0,8,0,211,358
12003,"Cumberland--Colchester/Cumberland--Colchester"," 138","Rodney",42,3,73,1,0,3,1,123,311
12003,"Cumberland--Colchester/Cumberland--Colchester"," 139","Five Islands",20,4,118,0,0,11,0,153,251
12003,"Cumberland--Colchester/Cumberland--Colchester"," 140","Economy",51,7,112,0,0,7,0,177,338
12003,"Cumberland--Colchester/Cumberland--Colchester"," 141","Bass River",46,3,121,0,0,6,0,176,390
12003,"Cumberland--Colchester/Cumberland--Colchester"," 142","Portapique",43,9,98,0,1,6,1,158,336
12003,"Cumberland--Colchester/Cumberland--Colchester"," 143","Great Village",47,6,132,0,1,11,1,198,266
12003,"Cumberland--Colchester/Cumberland--Colchester"," 144","Glenholme",36,4,102,0,0,5,1,148,248
12003,"Cumberland--Colchester/Cumberland--Colchester"," 145","Moose River",42,3,106,1,0,2,0,154,359
12003,"Cumberland--Colchester/Cumberland--Colchester"," 146","Moose River",36,7,110,0,1,7,0,161,404
12003,"Cumberland--Colchester/Cumberland--Colchester"," 147","Parrsboro",39,3,108,0,0,4,0,154,397
12003,"Cumberland--Colchester/Cumberland--Colchester"," 148","Parrsboro",41,7,99,0,1,6,0,154,362
12003,"Cumberland--Colchester/Cumberland--Colchester"," 149","Halfway River",16,0,20,0,0,0,0,36,64
12003,"Cumberland--Colchester/Cumberland--Colchester"," 150","Athol",63,8,116,1,0,5,0,193,294
12003,"Cumberland--Colchester/Cumberland--Colchester"," 151","River Hebert",49,6,118,0,0,7,0,180,287
12003,"Cumberland--Colchester/Cumberland--Colchester"," 152","Lower Cove--Joggins",91,5,152,1,0,5,0,254,398
12003,"Cumberland--Colchester/Cumberland--Colchester"," 153","Port Greville",37,6,83,0,0,2,0,128,203
12003,"Cumberland--Colchester/Cumberland--Colchester"," 154","Diligent River",40,2,51,0,0,2,0,95,207
12003,"Cumberland--Colchester/Cumberland--Colchester"," 155","West Advocate",79,11,175,2,2,9,0,278,376
12003,"Cumberland--Colchester/Cumberland--Colchester"," 156","Lower Truro",45,8,165,2,1,22,0,243,414
12003,"Cumberland--Colchester/Cumberland--Colchester"," 157","Truro Heights",47,8,111,0,1,11,0,178,371
12003,"Cumberland--Colchester/Cumberland--Colchester"," 158","Truro Heights",45,6,141,0,0,14,0,206,374
12003,"Cumberland--Colchester/Cumberland--Colchester"," 159","Truro Heights",38,3,133,0,0,13,0,187,377
12003,"Cumberland--Colchester/Cumberland--Colchester"," 160","Truro",44,10,146,1,0,17,0,218,478
12003,"Cumberland--Colchester/Cumberland--Colchester"," 161","Truro",36,4,112,1,2,19,0,174,383
12003,"Cumberland--Colchester/Cumberland--Colchester"," 162","Truro",56,7,103,0,0,21,1,188,467
12003,"Cumberland--Colchester/Cumberland--Colchester"," 163","Truro",51,2,130,0,1,14,0,198,415
12003,"Cumberland--Colchester/Cumberland--Colchester"," 164","Truro",50,4,129,1,0,22,0,206,400
12003,"Cumberland--Colchester/Cumberland--Colchester"," 165","Truro",18,7,77,0,0,10,0,112,280
12003,"Cumberland--Colchester/Cumberland--Colchester"," 166","Truro",30,3,102,0,0,14,0,149,407
12003,"Cumberland--Colchester/Cumberland--Colchester"," 167","Truro",46,5,101,0,0,11,1,164,411
12003,"Cumberland--Colchester/Cumberland--Colchester"," 168","Truro",35,11,119,0,1,27,0,193,405
12003,"Cumberland--Colchester/Cumberland--Colchester"," 169","Truro",26,10,152,0,0,29,1,218,411
12003,"Cumberland--Colchester/Cumberland--Colchester"," 170","Truro",21,5,62,0,0,5,0,93,208
12003,"Cumberland--Colchester/Cumberland--Colchester"," 171","Truro",32,5,88,1,1,15,0,142,484
12003,"Cumberland--Colchester/Cumberland--Colchester"," 172","Truro",30,2,109,0,0,14,0,155,396
12003,"Cumberland--Colchester/Cumberland--Colchester"," 173","Truro",36,2,116,0,1,13,0,168,366
12003,"Cumberland--Colchester/Cumberland--Colchester"," 174","Truro",42,5,87,0,0,8,0,142,314
12003,"Cumberland--Colchester/Cumberland--Colchester"," 175","Truro",35,1,129,0,0,12,0,177,417
12003,"Cumberland--Colchester/Cumberland--Colchester"," 176","Millbrook",6,14,150,0,0,11,0,181,295
12003,"Cumberland--Colchester/Cumberland--Colchester"," 177","Millbrook",4,8,142,0,1,22,0,177,290
12003,"Cumberland--Colchester/Cumberland--Colchester"," 178","Clifton",51,9,119,1,0,15,0,195,318
12003,"Cumberland--Colchester/Cumberland--Colchester"," 179","Brookfield",71,6,101,1,0,11,0,190,279
12003,"Cumberland--Colchester/Cumberland--Colchester"," 180","Brookfield",67,0,67,0,0,15,0,149,233
12003,"Cumberland--Colchester/Cumberland--Colchester"," 181","Brookfield",80,4,72,0,1,8,1,166,265
12003,"Cumberland--Colchester/Cumberland--Colchester"," 182","Brookfield",58,4,127,0,0,16,2,207,407
12003,"Cumberland--Colchester/Cumberland--Colchester"," 183","Brookfield",50,3,94,1,0,10,1,159,293
12003,"Cumberland--Colchester/Cumberland--Colchester"," 184","Stewiacke East",40,1,77,0,0,24,0,142,309
12003,"Cumberland--Colchester/Cumberland--Colchester"," 185","Stewiacke East",24,3,107,1,0,26,0,161,298
12003,"Cumberland--Colchester/Cumberland--Colchester"," 186","Fort Ellis",45,6,105,1,0,17,1,175,312
12003,"Cumberland--Colchester/Cumberland--Colchester"," 187","Stewiacke",38,10,105,0,1,15,1,170,379
12003,"Cumberland--Colchester/Cumberland--Colchester"," 188","Stewiacke",34,5,67,0,0,21,0,127,264
12003,"Cumberland--Colchester/Cumberland--Colchester"," 189","Stewiacke",32,5,64,1,0,19,0,121,267
12003,"Cumberland--Colchester/Cumberland--Colchester"," 190","Shubenacadie East",43,9,80,0,1,11,1,145,303
12003,"Cumberland--Colchester/Cumberland--Colchester"," 191","Wittenburg",40,9,63,0,0,24,0,136,312
12003,"Cumberland--Colchester/Cumberland--Colchester"," 192","Shubenacadie East",34,3,111,0,0,21,0,169,323
12003,"Cumberland--Colchester/Cumberland--Colchester"," 500","Mobile poll/Bureau itinérant",18,0,44,2,0,5,2,71,103
12003,"Cumberland--Colchester/Cumberland--Colchester"," 501","Mobile poll/Bureau itinérant",11,3,29,0,1,2,2,48,73
12003,"Cumberland--Colchester/Cumberland--Colchester"," 502","Mobile poll/Bureau itinérant",21,1,41,0,0,1,0,64,99
12003,"Cumberland--Colchester/Cumberland--Colchester"," 503","Mobile poll/Bureau itinérant",9,0,10,1,0,1,0,21,33
12003,"Cumberland--Colchester/Cumberland--Colchester"," 504","Mobile poll/Bureau itinérant",20,2,33,0,0,0,2,57,88
12003,"Cumberland--Colchester/Cumberland--Colchester"," 505","Mobile poll/Bureau itinérant",12,0,14,1,0,2,0,29,42
12003,"Cumberland--Colchester/Cumberland--Colchester"," 506","Mobile poll/Bureau itinérant",11,3,35,0,0,4,0,53,64
12003,"Cumberland--Colchester/Cumberland--Colchester"," 507","Mobile poll/Bureau itinérant",51,3,77,2,1,6,1,141,213
12003,"Cumberland--Colchester/Cumberland--Colchester"," 508","Mobile poll/Bureau itinérant",26,2,33,2,1,3,5,72,127
12003,"Cumberland--Colchester/Cumberland--Colchester"," 509","Mobile poll/Bureau itinérant",7,0,16,0,1,2,2,28,34
12003,"Cumberland--Colchester/Cumberland--Colchester"," 600","Pugwash",176,20,254,1,0,14,2,467,
12003,"Cumberland--Colchester/Cumberland--Colchester"," 601","Amherst",221,61,636,2,0,39,7,966,
12003,"Cumberland--Colchester/Cumberland--Colchester"," 602","Maccan",242,32,506,1,2,34,1,818,
12003,"Cumberland--Colchester/Cumberland--Colchester"," 603","Parrsboro",162,16,307,2,0,17,1,505,
12003,"Cumberland--Colchester/Cumberland--Colchester"," 604","Springhill",214,20,462,7,0,17,5,725,
12003,"Cumberland--Colchester/Cumberland--Colchester"," 605","Oxford",157,10,251,5,0,11,0,434,
12003,"Cumberland--Colchester/Cumberland--Colchester"," 606","Bass River",94,6,224,2,0,17,0,343,
12003,"Cumberland--Colchester/Cumberland--Colchester"," 607","Tatamagouche",229,26,370,2,0,15,2,644,
12003,"Cumberland--Colchester/Cumberland--Colchester"," 608","Onslow",217,12,524,1,0,42,1,797,
12003,"Cumberland--Colchester/Cumberland--Colchester"," 609","Belmont",95,12,283,1,0,17,2,410,
12003,"Cumberland--Colchester/Cumberland--Colchester"," 610","Truro--Bible Hill",148,9,324,0,0,18,1,500,
12003,"Cumberland--Colchester/Cumberland--Colchester"," 611","Bible Hill",329,29,531,4,1,45,2,941,
12003,"Cumberland--Colchester/Cumberland--Colchester"," 612","Truro",202,20,549,1,0,49,3,824,
12003,"Cumberland--Colchester/Cumberland--Colchester"," 613","Truro",207,24,560,2,1,65,2,861,
12003,"Cumberland--Colchester/Cumberland--Colchester"," 614","Truro",89,7,156,1,1,8,1,263,
12003,"Cumberland--Colchester/Cumberland--Colchester"," 615","Stewiacke",213,23,406,2,0,54,2,700,
12003,"Cumberland--Colchester/Cumberland--Colchester",,"Group 1/Groupe 1",69,8,128,3,0,8,3,219,100
12003,"Cumberland--Colchester/Cumberland--Colchester",,"Group 2/Groupe 2",846,86,1925,6,0,190,40,3093,
