Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Jean-Raymond Audet,Paul Lefebvre,Paul Loewenberg,J. David Popescu,David Robinson,Elizabeth Rowley,Fred Slade,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35103,"Sudbury/Sudbury"," 61","Greater Sudbury / Grand Sudbury",0,96,65,1,12,0,41,2,217,434
35103,"Sudbury/Sudbury"," 62","Greater Sudbury / Grand Sudbury",1,133,101,1,5,2,24,2,269,520
35103,"Sudbury/Sudbury"," 63","Greater Sudbury / Grand Sudbury",3,70,57,0,8,0,18,0,156,359
35103,"Sudbury/Sudbury"," 64","Greater Sudbury / Grand Sudbury",0,55,53,0,4,2,19,1,134,327
35103,"Sudbury/Sudbury"," 65","Greater Sudbury / Grand Sudbury",1,80,65,0,9,1,38,0,194,367
35103,"Sudbury/Sudbury"," 66","Greater Sudbury / Grand Sudbury",1,86,48,0,4,0,33,0,172,337
35103,"Sudbury/Sudbury"," 67","Greater Sudbury / Grand Sudbury",0,85,61,0,8,1,39,0,194,375
35103,"Sudbury/Sudbury"," 68","Greater Sudbury / Grand Sudbury",3,89,47,2,4,0,44,0,189,357
35103,"Sudbury/Sudbury"," 69A","Greater Sudbury / Grand Sudbury",1,87,57,0,7,0,18,1,171,317
35103,"Sudbury/Sudbury"," 69B","Greater Sudbury / Grand Sudbury",2,43,37,2,4,0,9,0,97,154
35103,"Sudbury/Sudbury"," 70","Greater Sudbury / Grand Sudbury",1,118,68,1,5,0,39,4,236,448
35103,"Sudbury/Sudbury"," 71","Greater Sudbury / Grand Sudbury",2,103,67,2,7,0,40,0,221,427
35103,"Sudbury/Sudbury"," 72","Greater Sudbury / Grand Sudbury",0,112,44,1,2,3,12,2,176,302
35103,"Sudbury/Sudbury"," 73A","Greater Sudbury / Grand Sudbury",Merged with No./Fusionné avec le n°72,,,,,,,,,64
35103,"Sudbury/Sudbury"," 73B","Greater Sudbury / Grand Sudbury",1,81,33,2,2,1,23,0,143,171
35103,"Sudbury/Sudbury"," 73C","Greater Sudbury / Grand Sudbury",0,76,37,0,3,0,16,2,134,173
35103,"Sudbury/Sudbury"," 74","Greater Sudbury / Grand Sudbury",2,69,50,1,6,0,34,2,164,415
35103,"Sudbury/Sudbury"," 75","Greater Sudbury / Grand Sudbury",0,89,54,0,5,0,25,1,174,366
35103,"Sudbury/Sudbury"," 76","Greater Sudbury / Grand Sudbury",0,79,47,1,6,1,30,0,164,304
35103,"Sudbury/Sudbury"," 77","Greater Sudbury / Grand Sudbury",0,81,74,0,8,2,20,0,185,440
35103,"Sudbury/Sudbury"," 78","Greater Sudbury / Grand Sudbury",0,91,68,0,7,0,10,1,177,431
35103,"Sudbury/Sudbury"," 79","Greater Sudbury / Grand Sudbury",0,106,73,1,6,2,22,1,211,421
35103,"Sudbury/Sudbury"," 80","Greater Sudbury / Grand Sudbury",0,87,49,0,5,2,24,0,167,416
35103,"Sudbury/Sudbury"," 81","Greater Sudbury / Grand Sudbury",0,91,67,1,8,1,32,0,200,406
35103,"Sudbury/Sudbury"," 82","Greater Sudbury / Grand Sudbury",0,91,56,0,16,3,26,0,192,385
35103,"Sudbury/Sudbury"," 83","Greater Sudbury / Grand Sudbury",1,73,65,0,11,0,22,3,175,377
35103,"Sudbury/Sudbury"," 84","Greater Sudbury / Grand Sudbury",0,111,84,0,3,0,28,0,226,407
35103,"Sudbury/Sudbury"," 85","Greater Sudbury / Grand Sudbury",1,121,65,0,16,0,31,2,236,442
35103,"Sudbury/Sudbury"," 86","Greater Sudbury / Grand Sudbury",0,93,72,1,1,1,39,1,208,465
35103,"Sudbury/Sudbury"," 87","Greater Sudbury / Grand Sudbury",0,80,75,1,4,1,26,0,187,330
35103,"Sudbury/Sudbury"," 88","Greater Sudbury / Grand Sudbury",1,76,66,0,6,0,23,0,172,347
35103,"Sudbury/Sudbury"," 89","Greater Sudbury / Grand Sudbury",2,68,47,1,3,0,14,0,135,282
35103,"Sudbury/Sudbury"," 90","Greater Sudbury / Grand Sudbury",1,81,44,0,4,0,19,1,150,318
35103,"Sudbury/Sudbury"," 91","Greater Sudbury / Grand Sudbury",0,103,81,0,6,1,33,1,225,492
35103,"Sudbury/Sudbury"," 92","Greater Sudbury / Grand Sudbury",2,124,117,0,8,0,36,1,288,551
35103,"Sudbury/Sudbury"," 93","Greater Sudbury / Grand Sudbury",0,83,58,0,3,1,18,0,163,374
35103,"Sudbury/Sudbury"," 94","Greater Sudbury / Grand Sudbury",2,99,71,0,8,0,21,2,203,443
35103,"Sudbury/Sudbury"," 95","Greater Sudbury / Grand Sudbury",0,106,36,0,11,2,38,1,194,369
35103,"Sudbury/Sudbury"," 96","Greater Sudbury / Grand Sudbury",1,82,55,0,4,0,36,2,180,399
35103,"Sudbury/Sudbury"," 97","Greater Sudbury / Grand Sudbury",0,112,73,0,8,1,29,1,224,386
35103,"Sudbury/Sudbury"," 98","Greater Sudbury / Grand Sudbury",1,81,34,0,8,1,35,1,161,293
35103,"Sudbury/Sudbury"," 99","Greater Sudbury / Grand Sudbury",0,66,24,0,11,0,37,1,139,295
35103,"Sudbury/Sudbury"," 100","Greater Sudbury / Grand Sudbury",0,93,31,0,15,1,65,1,206,384
35103,"Sudbury/Sudbury"," 101","Greater Sudbury / Grand Sudbury",0,93,42,1,4,1,24,1,166,361
35103,"Sudbury/Sudbury"," 102","Greater Sudbury / Grand Sudbury",0,87,48,0,5,0,39,0,179,391
35103,"Sudbury/Sudbury"," 103","Greater Sudbury / Grand Sudbury",2,45,50,0,6,0,21,1,125,257
35103,"Sudbury/Sudbury"," 104A","Greater Sudbury / Grand Sudbury",0,69,29,0,4,0,27,0,129,137
35103,"Sudbury/Sudbury"," 104B","Greater Sudbury / Grand Sudbury",Merged with No./Fusionné avec le n°108A,,,,,,,,,102
35103,"Sudbury/Sudbury"," 104C","Greater Sudbury / Grand Sudbury",0,45,46,0,4,2,11,0,108,162
35103,"Sudbury/Sudbury"," 105A","Greater Sudbury / Grand Sudbury",1,84,43,0,6,0,46,0,180,313
35103,"Sudbury/Sudbury"," 105B","Greater Sudbury / Grand Sudbury",Merged with No./Fusionné avec le n°104A,,,,,,,,,99
35103,"Sudbury/Sudbury"," 106","Greater Sudbury / Grand Sudbury",0,109,57,0,5,0,26,1,198,398
35103,"Sudbury/Sudbury"," 107A","Greater Sudbury / Grand Sudbury",Merged with No./Fusionné avec le n°108A,,,,,,,,,30
35103,"Sudbury/Sudbury"," 107B","Greater Sudbury / Grand Sudbury",0,38,20,1,2,0,18,0,79,114
35103,"Sudbury/Sudbury"," 107C","Greater Sudbury / Grand Sudbury",0,40,29,0,3,0,37,0,109,142
35103,"Sudbury/Sudbury"," 108A","Greater Sudbury / Grand Sudbury",1,126,94,0,6,1,47,0,275,235
35103,"Sudbury/Sudbury"," 108B","Greater Sudbury / Grand Sudbury",0,99,22,0,3,0,54,0,178,240
35103,"Sudbury/Sudbury"," 109","Greater Sudbury / Grand Sudbury",0,105,37,0,11,0,84,0,237,425
35103,"Sudbury/Sudbury"," 110A","Greater Sudbury / Grand Sudbury",Merged with No./Fusionné avec le n°108A,,,,,,,,,208
35103,"Sudbury/Sudbury"," 110B","Greater Sudbury / Grand Sudbury",2,61,29,0,1,0,29,1,123,165
35103,"Sudbury/Sudbury"," 110C","Greater Sudbury / Grand Sudbury",1,38,31,0,1,0,18,0,89,127
35103,"Sudbury/Sudbury"," 111","Greater Sudbury / Grand Sudbury",1,126,20,1,5,0,96,1,250,500
35103,"Sudbury/Sudbury"," 112A","Greater Sudbury / Grand Sudbury",0,106,21,0,3,0,62,0,192,398
35103,"Sudbury/Sudbury"," 112B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°408B,,,,,,,,,21
35103,"Sudbury/Sudbury"," 112C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°504,,,,,,,,,87
35103,"Sudbury/Sudbury"," 113","Greater Sudbury / Grand Sudbury",0,68,48,0,5,0,32,0,153,324
35103,"Sudbury/Sudbury"," 114","Greater Sudbury / Grand Sudbury",2,94,90,1,3,1,13,0,204,469
35103,"Sudbury/Sudbury"," 115","Greater Sudbury / Grand Sudbury",0,98,78,0,5,0,43,0,224,432
35103,"Sudbury/Sudbury"," 116","Greater Sudbury / Grand Sudbury",0,111,66,0,5,0,35,0,217,419
35103,"Sudbury/Sudbury"," 117","Greater Sudbury / Grand Sudbury",0,113,24,0,3,0,80,0,220,396
35103,"Sudbury/Sudbury"," 118A","Greater Sudbury / Grand Sudbury",0,37,23,0,1,0,18,0,79,154
35103,"Sudbury/Sudbury"," 118B","Greater Sudbury / Grand Sudbury",0,56,47,0,3,0,11,0,117,155
35103,"Sudbury/Sudbury"," 119","Greater Sudbury / Grand Sudbury",0,129,59,0,5,0,50,0,243,464
35103,"Sudbury/Sudbury"," 120","Greater Sudbury / Grand Sudbury",0,121,87,0,1,0,60,0,269,483
35103,"Sudbury/Sudbury"," 121","Greater Sudbury / Grand Sudbury",0,142,43,0,4,0,42,0,231,382
35103,"Sudbury/Sudbury"," 122","Greater Sudbury / Grand Sudbury",0,110,83,0,4,0,39,0,236,443
35103,"Sudbury/Sudbury"," 123","Greater Sudbury / Grand Sudbury",0,121,72,2,3,1,54,2,255,387
35103,"Sudbury/Sudbury"," 124","Greater Sudbury / Grand Sudbury",1,122,97,0,6,0,44,1,271,426
35103,"Sudbury/Sudbury"," 125","Greater Sudbury / Grand Sudbury",3,111,76,0,7,0,62,3,262,414
35103,"Sudbury/Sudbury"," 126","Greater Sudbury / Grand Sudbury",1,142,110,1,8,0,77,1,340,528
35103,"Sudbury/Sudbury"," 127","Greater Sudbury / Grand Sudbury",1,141,30,0,27,0,77,0,276,449
35103,"Sudbury/Sudbury"," 128","Greater Sudbury / Grand Sudbury",0,98,47,0,3,0,59,0,207,318
35103,"Sudbury/Sudbury"," 129","Greater Sudbury / Grand Sudbury",0,163,40,0,10,1,67,0,281,460
35103,"Sudbury/Sudbury"," 130","Greater Sudbury / Grand Sudbury",1,114,52,0,11,0,79,0,257,438
35103,"Sudbury/Sudbury"," 131","Greater Sudbury / Grand Sudbury",0,94,39,0,6,0,55,0,194,400
35103,"Sudbury/Sudbury"," 132","Greater Sudbury / Grand Sudbury",1,96,54,1,7,0,72,2,233,493
35103,"Sudbury/Sudbury"," 133","Greater Sudbury / Grand Sudbury",0,104,41,0,7,0,38,0,190,401
35103,"Sudbury/Sudbury"," 134A","Greater Sudbury / Grand Sudbury",0,65,38,0,2,0,18,1,124,251
35103,"Sudbury/Sudbury"," 134B","Greater Sudbury / Grand Sudbury",2,100,51,0,4,0,24,0,181,244
35103,"Sudbury/Sudbury"," 135","Greater Sudbury / Grand Sudbury",3,94,20,0,3,0,75,2,197,394
35103,"Sudbury/Sudbury"," 136","Greater Sudbury / Grand Sudbury",0,115,24,1,6,0,84,1,231,430
35103,"Sudbury/Sudbury"," 137","Greater Sudbury / Grand Sudbury",1,91,26,0,4,0,75,1,198,326
35103,"Sudbury/Sudbury"," 138","Greater Sudbury / Grand Sudbury",0,105,32,0,3,0,82,2,224,416
35103,"Sudbury/Sudbury"," 139","Greater Sudbury / Grand Sudbury",0,127,37,0,5,0,89,1,259,453
35103,"Sudbury/Sudbury"," 140","Greater Sudbury / Grand Sudbury",0,151,50,0,6,0,56,2,265,428
35103,"Sudbury/Sudbury"," 141","Greater Sudbury / Grand Sudbury",1,118,51,0,3,1,71,1,246,449
35103,"Sudbury/Sudbury"," 142","Greater Sudbury / Grand Sudbury",1,151,55,1,6,1,53,2,270,434
35103,"Sudbury/Sudbury"," 143","Greater Sudbury / Grand Sudbury",1,127,52,2,12,0,92,0,286,403
35103,"Sudbury/Sudbury"," 144","Greater Sudbury / Grand Sudbury",0,84,71,0,7,0,28,0,190,357
35103,"Sudbury/Sudbury"," 145","Greater Sudbury / Grand Sudbury",0,86,56,0,6,0,42,3,193,318
35103,"Sudbury/Sudbury"," 146","Greater Sudbury / Grand Sudbury",0,67,76,1,13,2,31,0,190,395
35103,"Sudbury/Sudbury"," 147","Greater Sudbury / Grand Sudbury",0,80,71,0,3,0,19,2,175,354
35103,"Sudbury/Sudbury"," 148A","Greater Sudbury / Grand Sudbury",1,65,67,0,7,0,17,0,157,313
35103,"Sudbury/Sudbury"," 148B","Greater Sudbury / Grand Sudbury",0,40,39,0,1,1,12,0,93,136
35103,"Sudbury/Sudbury"," 149","Greater Sudbury / Grand Sudbury",0,108,67,0,9,1,97,2,284,460
35103,"Sudbury/Sudbury"," 150","Greater Sudbury / Grand Sudbury",0,106,89,1,10,0,62,1,269,486
35103,"Sudbury/Sudbury"," 151","Greater Sudbury / Grand Sudbury",0,93,59,0,8,0,80,0,240,403
35103,"Sudbury/Sudbury"," 152","Greater Sudbury / Grand Sudbury",0,102,67,0,11,0,96,0,276,438
35103,"Sudbury/Sudbury"," 153","Greater Sudbury / Grand Sudbury",0,103,74,0,7,0,74,2,260,428
35103,"Sudbury/Sudbury"," 154","Greater Sudbury / Grand Sudbury",0,93,69,0,6,0,68,0,236,402
35103,"Sudbury/Sudbury"," 155","Greater Sudbury / Grand Sudbury",0,91,63,0,7,0,48,1,210,393
35103,"Sudbury/Sudbury"," 156","Greater Sudbury / Grand Sudbury",0,84,31,0,10,0,72,2,199,383
35103,"Sudbury/Sudbury"," 157","Greater Sudbury / Grand Sudbury",1,80,85,2,12,2,52,1,235,470
35103,"Sudbury/Sudbury"," 158","Greater Sudbury / Grand Sudbury",3,91,88,2,7,0,75,0,266,446
35103,"Sudbury/Sudbury"," 159","Greater Sudbury / Grand Sudbury",0,73,87,3,5,1,68,2,239,459
35103,"Sudbury/Sudbury"," 160","Greater Sudbury / Grand Sudbury",0,139,83,0,10,0,90,0,322,486
35103,"Sudbury/Sudbury"," 161","Greater Sudbury / Grand Sudbury",1,100,81,0,4,0,56,0,242,443
35103,"Sudbury/Sudbury"," 162","Greater Sudbury / Grand Sudbury",1,94,82,0,5,0,58,0,240,442
35103,"Sudbury/Sudbury"," 163","Greater Sudbury / Grand Sudbury",1,88,50,0,12,1,60,0,212,393
35103,"Sudbury/Sudbury"," 164","Greater Sudbury / Grand Sudbury",0,56,75,1,5,0,60,0,197,332
35103,"Sudbury/Sudbury"," 165","Greater Sudbury / Grand Sudbury",0,62,78,0,7,0,49,0,196,375
35103,"Sudbury/Sudbury"," 166","Greater Sudbury / Grand Sudbury",0,54,51,0,8,0,54,0,167,355
35103,"Sudbury/Sudbury"," 167","Greater Sudbury / Grand Sudbury",0,55,64,0,13,0,49,2,183,312
35103,"Sudbury/Sudbury"," 168","Greater Sudbury / Grand Sudbury",0,97,99,1,7,0,67,2,273,462
35103,"Sudbury/Sudbury"," 169","Greater Sudbury / Grand Sudbury",0,72,58,1,3,2,24,2,162,384
35103,"Sudbury/Sudbury"," 170","Greater Sudbury / Grand Sudbury",1,60,54,1,2,0,15,2,135,362
35103,"Sudbury/Sudbury"," 171","Greater Sudbury / Grand Sudbury",3,75,64,0,5,1,19,0,167,378
35103,"Sudbury/Sudbury"," 400","Greater Sudbury / Grand Sudbury",0,32,33,0,1,0,11,0,77,137
35103,"Sudbury/Sudbury"," 401","Greater Sudbury / Grand Sudbury",1,39,22,2,0,0,16,0,80,173
35103,"Sudbury/Sudbury"," 402","Greater Sudbury / Grand Sudbury",0,34,37,0,4,0,5,0,80,178
35103,"Sudbury/Sudbury"," 403","Greater Sudbury / Grand Sudbury",3,83,31,1,6,1,18,6,149,297
35103,"Sudbury/Sudbury"," 404","Greater Sudbury / Grand Sudbury",0,20,26,0,2,0,9,0,57,212
35103,"Sudbury/Sudbury"," 405","Greater Sudbury / Grand Sudbury",1,89,72,0,2,0,23,2,189,495
35103,"Sudbury/Sudbury"," 406","Greater Sudbury / Grand Sudbury",0,38,31,1,4,1,12,0,87,137
35103,"Sudbury/Sudbury"," 407","Greater Sudbury / Grand Sudbury",6,32,18,2,3,2,11,6,80,186
35103,"Sudbury/Sudbury"," 408A","Greater Sudbury / Grand Sudbury",1,70,48,0,5,3,40,0,167,334
35103,"Sudbury/Sudbury"," 408B","Mobile poll/Bureau itinérant",0,20,5,0,0,0,9,1,35,14
35103,"Sudbury/Sudbury"," 409","Greater Sudbury / Grand Sudbury",0,57,12,1,1,0,40,0,111,160
35103,"Sudbury/Sudbury"," 410","Greater Sudbury / Grand Sudbury",0,60,67,0,8,1,10,0,146,269
35103,"Sudbury/Sudbury"," 411","Greater Sudbury / Grand Sudbury",2,43,38,1,2,0,40,2,128,166
35103,"Sudbury/Sudbury"," 412","Greater Sudbury / Grand Sudbury",1,140,65,0,20,1,61,0,288,324
35103,"Sudbury/Sudbury"," 500","Mobile poll/Bureau itinérant",3,72,20,1,2,0,22,2,122,141
35103,"Sudbury/Sudbury"," 501","Mobile poll/Bureau itinérant",4,106,33,0,10,0,26,0,179,238
35103,"Sudbury/Sudbury"," 502","Mobile poll/Bureau itinérant",0,53,12,1,0,1,8,0,75,89
35103,"Sudbury/Sudbury"," 503","Mobile poll/Bureau itinérant",1,48,18,0,2,1,18,1,89,135
35103,"Sudbury/Sudbury"," 504","Mobile poll/Bureau itinérant",2,37,17,1,3,1,24,1,86,60
35103,"Sudbury/Sudbury"," 505","Mobile poll/Bureau itinérant",1,54,28,1,2,1,37,1,125,156
35103,"Sudbury/Sudbury"," 600","Greater Sudbury / Grand Sudbury",6,225,187,0,26,5,83,3,535,
35103,"Sudbury/Sudbury"," 601","Greater Sudbury / Grand Sudbury",1,449,161,2,18,0,164,0,795,
35103,"Sudbury/Sudbury"," 602","Greater Sudbury / Grand Sudbury",1,434,204,0,18,0,224,1,882,
35103,"Sudbury/Sudbury"," 603","Greater Sudbury / Grand Sudbury",0,474,218,0,14,1,222,5,934,
35103,"Sudbury/Sudbury"," 604","Greater Sudbury / Grand Sudbury",1,362,208,0,19,0,169,2,761,
35103,"Sudbury/Sudbury"," 605","Greater Sudbury / Grand Sudbury",1,323,113,0,16,1,198,2,654,
35103,"Sudbury/Sudbury"," 606","Greater Sudbury / Grand Sudbury",1,245,170,0,22,0,76,3,517,
35103,"Sudbury/Sudbury"," 607","Greater Sudbury / Grand Sudbury",2,401,248,0,34,1,167,1,854,
35103,"Sudbury/Sudbury"," 608","Greater Sudbury / Grand Sudbury",1,319,132,0,17,1,253,4,727,
35103,"Sudbury/Sudbury"," 609","Greater Sudbury / Grand Sudbury",0,301,192,0,28,2,88,3,614,
35103,"Sudbury/Sudbury"," 610","Greater Sudbury / Grand Sudbury",2,320,187,0,25,0,223,2,759,
35103,"Sudbury/Sudbury"," 611","Greater Sudbury / Grand Sudbury",2,268,246,0,33,2,276,4,831,
35103,"Sudbury/Sudbury",,"Group 1/Groupe 1",3,96,23,3,9,1,32,11,178,114
35103,"Sudbury/Sudbury",,"Group 2/Groupe 2",1,704,408,3,53,3,347,13,1532,
