Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,François Belanger,Tina Biello,Hélène Bilodeau,Claude Boucher,Steve Gagné,Jacques Gourde,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 171","Saint-Antoine-de-Tilly",1,7,52,65,21,80,4,230,351
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 172","Saint-Antoine-de-Tilly",0,4,32,57,37,66,1,197,312
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 173","Saint-Antoine-de-Tilly",0,2,32,59,39,51,2,185,279
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 174","Saint-Antoine-de-Tilly",0,5,29,68,63,77,5,247,367
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 175","Sainte-Croix",2,4,24,48,26,47,1,152,272
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 176","Sainte-Croix",0,2,18,33,30,67,1,151,285
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 177","Sainte-Croix",1,2,20,32,15,70,4,144,329
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 178","Sainte-Croix",1,1,8,27,12,48,2,99,231
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 179","Sainte-Croix",1,5,29,47,19,60,3,164,312
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 180","Sainte-Croix",1,2,21,31,15,59,1,130,254
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 181","Sainte-Croix",0,0,33,26,20,59,1,139,276
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 182","Notre-Dame-du-Sacré-Coeur-d'Issoudun",0,3,21,22,14,97,7,164,275
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 183","Notre-Dame-du-Sacré-Coeur-d'Issoudun",0,1,15,35,15,126,6,198,349
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 184","Laurier-Station",0,1,17,38,15,98,2,171,320
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 185","Laurier-Station",1,1,19,42,18,124,4,209,401
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 186","Laurier-Station",1,0,19,46,13,104,6,189,350
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 187","Laurier-Station",0,3,16,42,14,78,4,157,327
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 188","Laurier-Station",2,1,20,40,11,104,7,185,358
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 189","Laurier-Station",0,0,23,19,16,76,3,137,275
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 190","Saint-Flavien",1,1,21,35,9,82,4,153,297
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 191","Saint-Flavien",0,1,16,21,18,73,4,133,286
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 192","Saint-Flavien",0,6,15,34,14,88,0,157,296
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 193","Saint-Flavien",1,1,13,24,13,106,1,159,293
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 194","Saint-Agapit",0,2,10,29,16,94,0,151,270
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 195","Saint-Agapit",0,4,11,29,19,89,1,153,283
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 196","Saint-Agapit",0,2,34,49,22,176,2,285,535
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 197","Saint-Agapit",0,1,21,36,12,161,4,235,423
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 198","Saint-Agapit",0,2,22,33,10,80,0,147,261
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 199","Saint-Agapit",2,2,27,43,26,92,7,199,384
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 200","Saint-Agapit",0,0,22,42,6,106,0,176,308
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 201","Saint-Agapit",0,5,25,49,21,92,2,194,414
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 202","Saint-Agapit",0,2,22,38,25,101,1,189,358
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 203","Dosquet",0,0,24,44,28,115,9,220,366
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 204","Dosquet",1,2,31,29,29,92,4,188,378
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 205","Saint-Janvier-de-Joly",0,2,23,30,23,126,10,214,392
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 206","Saint-Janvier-de-Joly",0,3,29,40,25,131,6,234,393
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 207","Saint-Édouard-de-Lotbinière",1,2,15,42,9,92,2,163,283
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 208","Saint-Édouard-de-Lotbinière",0,2,12,43,11,105,3,176,311
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 209","Saint-Édouard-de-Lotbinière",0,4,26,27,12,121,2,192,326
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 210","Lotbinière",1,6,26,59,29,72,4,197,374
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 211","Lotbinière",2,1,45,39,27,76,1,191,387
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 212","Leclercville",2,3,47,36,32,92,1,213,336
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 213","Val-Alain",1,2,30,48,17,99,2,199,369
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 214","Val-Alain",0,4,33,68,25,107,4,241,413
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 215","Sainte-Agathe-de-Lotbinière",2,8,36,70,26,211,7,360,543
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 216","Sainte-Agathe-de-Lotbinière",0,3,24,50,13,145,2,237,373
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 217","Saint-Patrice-de-Beaurivage",0,0,15,37,22,172,4,250,370
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 218","Saint-Patrice-de-Beaurivage",0,3,25,55,26,163,5,277,427
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 219","Saint-Sylvestre",2,4,21,67,29,131,0,254,389
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 220","Saint-Sylvestre",1,3,33,49,24,157,2,269,385
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 500A","Mobile poll/Bureau itinérant",2,2,7,22,4,21,0,58,28
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 500B","Lévis",0,0,12,65,16,27,3,123,144
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 501","Mobile poll/Bureau itinérant",1,0,2,23,10,29,0,65,82
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 502","Mobile poll/Bureau itinérant",0,1,4,26,8,15,2,56,83
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 503A","Mobile poll/Bureau itinérant",1,0,3,40,9,15,1,69,90
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 503B","Lévis",1,0,2,6,5,4,0,18,34
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 504A","Mobile poll/Bureau itinérant",2,0,4,41,7,24,3,81,122
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 504B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500A,,,,,,,,12
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 505A","Mobile poll/Bureau itinérant",1,0,1,13,0,14,0,29,65
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 505B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500A,,,,,,,,37
