Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Nathan Cullen,Brad Layton,Tyler Nesbitt,Jeannie Parnell,Don Spratt,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 65B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501,,,,,,,2
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 66","Terrace",90,44,59,7,4,0,204,420
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 67","Thornhill",69,33,58,7,3,0,170,323
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 68","Thornhill",77,38,56,10,7,0,188,408
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 69","Thornhill",106,63,49,19,1,2,240,424
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 70","Thornhill",71,74,63,12,2,0,222,438
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 71","Thornhill",72,45,83,5,0,0,205,380
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 72","Thornhill",66,35,53,6,2,1,163,278
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 73","Thornhill",78,44,60,11,0,0,193,349
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 74","Thornhill",91,49,29,8,3,0,180,364
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 75","Thornhill",59,56,64,5,2,2,188,357
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 76","Thornhill",91,62,73,10,2,0,238,427
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 77","Usk",151,44,35,8,3,0,241,399
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 78A","Evelyn",Merged with No./Fusionné avec le n°92,,,,,,,9
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 78B","South Hazelton",Merged with No./Fusionné avec le n°84B,,,,,,,45
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 78C","Thornhill",Merged with No./Fusionné avec le n°68,,,,,,,8
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 78D","Gitanyow 1",Merged with No./Fusionné avec le n°169,,,,,,,6
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 79","Kitimat-Stikine B",77,15,20,11,0,0,123,189
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 80","Fort Babine",27,6,2,3,0,0,38,55
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 81","New Hazelton",43,22,21,5,0,0,91,231
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 82","New Hazelton",118,26,23,10,5,0,182,358
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 83","New Hazelton",49,22,35,8,2,0,116,282
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 84A","South Hazelton",Merged with No./Fusionné avec le n°84-1,,,,,,,87
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 84B","South Hazelton",34,30,33,5,1,0,103,148
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 84-1","South Hazelton",69,22,26,9,7,0,133,243
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 85","Glen Vowell",88,9,0,1,0,1,99,154
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 86","Hazelton",137,25,4,2,1,2,171,303
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 87","Hazelton",106,22,5,4,0,0,137,250
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 88A","Hazelton",53,8,5,2,2,1,71,173
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 88B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502,,,,,,,7
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 89","Kitwanga",226,17,4,7,2,1,257,453
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 90","Gitsegukla 1",162,40,0,1,1,0,204,321
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 91","Moricetown 1",211,41,6,4,6,0,268,427
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 92","Evelyn",32,19,32,5,3,0,91,191
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 93","Bulkley-Nechako A",71,53,129,12,14,0,279,549
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 94","Bulkley-Nechako A",69,44,81,3,13,1,211,463
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 95","Bulkley-Nechako A",93,79,109,8,13,1,303,601
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 96","Smithers",72,43,85,3,10,2,215,532
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 97","Smithers",96,47,88,3,8,0,242,462
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 98","Smithers",82,42,75,5,9,1,214,457
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 99","Smithers",110,26,55,5,11,0,207,429
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 100","Smithers",100,36,64,11,11,0,222,456
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 101","Bulkley-Nechako A",123,57,116,8,12,1,317,639
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 102","Smithers",136,63,69,10,7,0,285,615
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 103","Bulkley-Nechako A",96,37,96,4,25,0,258,502
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 104","Bulkley-Nechako A",84,33,80,8,17,0,222,396
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 105","Bulkley-Nechako A",45,25,59,7,16,0,152,334
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 106","Telkwa",71,34,84,4,30,0,223,474
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 107","Telkwa",103,46,92,4,29,1,275,442
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 108","Telkwa",82,62,97,10,20,0,271,489
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 109","Telkwa",48,29,65,6,20,1,169,318
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 110","Telkwa",91,40,105,11,28,1,276,479
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 111","Granisle",52,68,80,15,4,1,220,365
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 112","Houston",54,30,91,6,7,0,188,390
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 113","Houston",28,22,67,5,5,1,128,298
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 114","Houston",63,25,46,4,3,0,141,289
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 115","Houston",27,30,56,1,1,0,115,295
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 116","Houston",21,12,34,2,7,0,76,144
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 117","Houston",7,3,29,0,5,0,44,92
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 118","Houston",56,29,85,8,7,0,185,420
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 119","Houston",38,28,72,5,3,0,146,304
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 120","Houston",44,29,58,5,4,0,140,365
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 121","Topley",51,55,59,15,5,0,185,279
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 122","Burns Lake",49,42,62,2,1,1,157,318
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 123","Burns Lake",66,24,97,9,0,0,196,415
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 124","Burns Lake",235,17,19,6,0,0,277,477
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 125","Burns Lake",73,28,20,4,0,0,125,290
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 126","Burns Lake",70,30,72,3,0,0,175,321
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 127","Burns Lake",73,23,32,11,1,1,141,284
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 128","Burns Lake",35,39,83,10,3,0,170,332
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 129","Takla Landing",83,9,0,2,0,0,94,156
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 130","Germansen Landing",4,5,6,1,2,0,18,37
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 131A","Tachie",144,20,4,4,1,0,173,158
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 131B","Tachie",25,4,0,2,0,3,34,40
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 132","Fort St. James",61,31,50,6,5,0,153,375
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 133","Fort St. James",66,60,62,15,4,1,208,392
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 134A","Fort St. James",53,32,35,11,0,1,132,342
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 134B","Fort St. James",108,35,27,4,1,0,175,337
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 135","Fort St. James",79,44,15,10,0,0,148,443
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 136","Fort St. James",63,43,23,4,2,1,136,298
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 137","Fort St. James",57,41,29,6,5,0,138,291
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 138A","Fort St. James",42,60,33,6,1,0,142,262
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 138B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°503,,,,,,,13
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 139","Fort St. James",4,5,14,3,0,0,26,56
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 140","Fort Fraser",32,20,65,7,3,0,127,191
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 141","Fort Fraser",104,61,77,12,4,0,258,445
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 142","Endako",21,20,38,6,1,0,86,152
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 143","Fraser Lake",31,51,39,4,0,0,125,240
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 144","Fraser Lake",59,53,45,9,0,1,167,369
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 145","Fraser Lake",36,13,49,2,5,0,105,223
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 146","Fraser Lake",76,58,63,8,2,0,207,427
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 147","Fraser Lake - Nithi",17,9,21,3,0,0,50,98
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 148","Southbank",43,30,36,4,3,0,116,204
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 149","François Lake",87,43,88,8,2,0,228,402
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 150A","Burns Lake",17,7,29,1,0,0,54,103
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 150B","Burns Lake",8,1,19,1,1,0,30,32
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 151","Grassy Plains",49,30,63,7,3,0,152,267
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 152A","Bella Coola 1",107,21,16,7,2,1,154,202
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 152B","Bella Coola 1",133,14,13,9,2,1,172,197
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 152C","Bella Coola 1",108,8,10,9,1,0,136,193
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 153A","Bella Coola 1",Merged with No./Fusionné avec le n°152A,,,,,,,32
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 153B","Bella Coola 1",Merged with No./Fusionné avec le n°152B,,,,,,,27
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 153C","Bella Coola 1",Merged with No./Fusionné avec le n°152C,,,,,,,22
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 154A","Bella Coola 1",Merged with No./Fusionné avec le n°152A,,,,,,,92
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 154B","Bella Coola 1",Merged with No./Fusionné avec le n°152B,,,,,,,80
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 154C","Bella Coola 1",Merged with No./Fusionné avec le n°152C,,,,,,,61
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 155","Shearwater",19,18,4,9,0,0,50,81
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 155-1","Ocean Falls",7,4,1,2,0,0,14,24
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 156","Bella Bella 1",192,27,4,8,0,3,234,496
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 157","Bella Bella 1",125,22,1,8,1,0,157,251
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 158","Klemtu",89,30,1,8,0,1,129,196
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 159","Tlell",77,16,4,12,0,0,109,216
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 160","Skidegate 1",288,51,4,16,0,0,359,519
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 161","Queen Charlotte City",143,45,15,17,0,0,220,494
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 162","Queen Charlotte City",66,23,3,12,3,1,108,233
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 163","Sandspit",91,31,29,15,0,0,166,250
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 164","Kitkatla",115,18,3,1,0,2,139,225
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 165","Hagensborg",87,20,28,8,1,1,145,235
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 166","Hagensborg",58,25,31,20,0,1,135,249
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 167","Decker Lake",79,23,100,10,4,0,216,382
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 168","Kispiox 1",240,20,4,4,0,1,269,432
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 169","Gitanyow 1",137,17,4,6,0,0,164,189
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 170","Kitimat",103,49,72,8,1,1,234,483
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 171","Kitimat",133,56,93,11,5,1,299,563
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 172","Kitimat",120,58,64,4,0,0,246,445
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 173","Kitimat",104,49,66,10,0,1,230,437
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 174","Kitimat",130,59,92,8,2,1,292,520
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 175","Kitimat",101,49,48,5,3,2,208,456
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 176","Kitimat",68,43,49,3,3,1,167,340
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 177","Kitimat",81,39,62,9,4,0,195,374
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 178","Kitimat",95,64,85,7,2,1,254,485
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 179","Kitimat",115,55,63,8,2,1,244,489
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 180","Kitimat",106,51,63,3,2,2,227,483
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 181","Kitimat",143,50,51,9,2,3,258,477
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 182","Kitimat",60,30,31,4,1,1,127,346
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 183","Kitimat Village",261,27,3,5,1,2,299,452
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 184","Gitwinksihlkw",76,16,1,0,0,1,94,134
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 500","Mobile poll/Bureau itinérant",13,7,2,1,0,1,24,42
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 501","Mobile poll/Bureau itinérant",27,19,9,6,5,0,66,111
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 502","Mobile poll/Bureau itinérant",17,7,5,4,3,1,37,79
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 503","Mobile poll/Bureau itinérant",15,6,11,1,1,1,35,25
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 504","Mobile poll/Bureau itinérant",9,5,6,0,2,1,23,33
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 600","Dease Lake",35,32,15,5,0,0,87,
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 601","Atlin",24,14,36,5,1,0,80,
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 602","Stewart",16,28,39,6,0,0,89,
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 603","Aiyansh",113,7,3,2,0,0,125,
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 604","Masset",183,33,31,10,0,0,257,
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 605","Prince Rupert",5,3,1,1,0,0,10,
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 606","Prince Rupert",334,90,95,29,3,0,551,
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 607","Prince Rupert",378,118,130,17,1,1,645,
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 608","Terrace",224,58,118,15,7,0,422,
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 609","Terrace",347,96,229,11,7,2,692,
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 610","Terrace",344,91,176,14,7,0,632,
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 611","Hazelton",226,56,77,23,6,1,389,
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 612","Bulkley-Nechako A",27,14,24,3,2,1,71,
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 613","Queen Charlotte",231,43,21,17,1,2,315,
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 614","Hartley Bay",13,8,6,0,2,0,29,
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 615","Kitimat",403,129,246,19,7,3,807,
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 616","Smithers",517,142,365,19,24,1,1068,
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 617","Telkwa",149,61,97,6,10,0,323,
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 618","Houston",153,78,247,13,21,2,514,
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 619","Fort St. James",189,86,150,22,3,1,451,
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 620","Burns Lake",187,76,260,9,11,3,546,
