Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Scott Berry,Brian Deheer,Kyle Harrietha,Roelof Janssen,Melody Lepine,David Yurdiga,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 21B","Wood Buffalo",0,0,16,2,2,92,1,113,210
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 22A","Wood Buffalo",5,1,42,0,14,60,0,122,304
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 22B","Wood Buffalo",3,2,35,4,2,36,0,82,268
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 22C","Wood Buffalo",1,2,39,1,7,52,1,103,294
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 23A","Wood Buffalo",2,1,33,1,2,84,1,124,278
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 23B","Wood Buffalo",1,2,26,0,1,87,0,117,279
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 24","Wood Buffalo",3,1,50,0,8,128,0,190,411
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 25","Wood Buffalo",4,0,50,0,7,98,0,159,386
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 26A","Wood Buffalo",2,1,39,1,4,107,0,154,347
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 26B","Wood Buffalo",2,0,32,2,6,85,0,127,308
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 27","Wood Buffalo",4,3,49,3,1,76,1,137,447
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 28","Wood Buffalo",2,0,34,0,4,31,1,72,269
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 29","Fort McMurray",2,1,41,1,11,126,2,184,423
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 30","Wood Buffalo",2,2,33,1,2,133,0,173,323
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 31","Wood Buffalo",3,1,29,0,5,56,0,94,261
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 32","Wood Buffalo",2,2,21,0,1,60,0,86,219
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 33","Wood Buffalo",2,2,47,0,4,124,2,181,334
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 34","Fort McMurray",2,1,36,0,3,95,0,137,276
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 35","Wood Buffalo",3,2,56,0,4,89,1,155,364
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 36","Wood Buffalo",1,4,51,1,6,57,1,121,350
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 37","Wood Buffalo",1,6,68,0,6,53,0,134,431
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 38","Wood Buffalo",2,1,37,0,5,87,0,132,323
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 39","Wood Buffalo",1,1,34,1,7,121,0,165,290
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 40","Wood Buffalo",2,2,45,1,2,41,0,93,352
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 41","Wood Buffalo",3,2,58,0,13,80,0,156,469
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 42A","Wood Buffalo",2,1,45,1,1,68,0,118,314
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 42B","Wood Buffalo",0,1,37,1,7,82,0,128,272
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 43","Wood Buffalo",1,4,85,1,3,73,0,167,426
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 44","Wood Buffalo",Void/Supprimé,,,,,,,,
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 45","Wood Buffalo",2,1,51,2,9,125,0,190,364
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 46","Wood Buffalo",5,2,63,1,10,138,0,219,531
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 47A","Wood Buffalo",1,3,34,0,5,81,0,124,257
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 47B","Wood Buffalo",1,1,46,0,5,85,0,138,278
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 48","Wood Buffalo",1,6,64,1,5,159,0,236,471
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 49A","Wood Buffalo",1,2,35,0,4,117,0,159,318
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 49B","Wood Buffalo",8,1,27,0,0,121,1,158,333
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 50","Fort McMurray",3,0,42,2,12,155,0,214,447
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 51","Wood Buffalo",1,3,31,1,7,138,0,181,355
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 52","Wood Buffalo",0,1,51,0,6,126,0,184,467
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 53","Wood Buffalo",3,1,26,1,6,95,0,132,343
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 54","Fort McMurray",2,1,48,0,5,74,0,130,338
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 55","Wood Buffalo",2,0,47,0,10,130,0,189,442
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 56","Wood Buffalo",2,0,43,1,8,134,0,188,446
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 57","Fort McMurray",0,0,29,0,8,126,0,163,362
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 58","Wood Buffalo",1,4,39,0,8,130,0,182,250
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 59","Fort McMurray",1,2,57,0,11,164,2,237,527
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 60","Fort McMurray",1,1,32,0,6,87,0,127,251
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 61","Fort McMurray",4,0,48,1,10,149,1,213,387
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 62","Fort McMurray",0,0,36,2,3,129,0,170,314
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 63","Fort McMurray",Merged with No./Fusionné avec le n°58,,,,,,,,136
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 64","Fort McMurray",3,6,61,2,12,136,3,223,365
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 65","Fort McMurray",3,0,57,0,10,129,0,199,350
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 66A","Fort McMurray",0,4,55,1,12,103,2,177,355
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 66B","Fort McMurray",3,2,49,0,5,109,0,168,334
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 67","Fort McMurray",1,4,56,0,8,106,0,175,409
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 68","Fort McMurray",Merged with No./Fusionné avec le n°73,,,,,,,,116
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 69","Fort McMurray",1,2,40,1,2,161,0,207,422
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 70","Wood Buffalo",3,1,41,0,6,157,0,208,444
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 71","Wood Buffalo",1,5,53,0,8,95,0,162,410
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 72","Fort McMurray",1,2,40,0,6,143,1,193,399
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 73","Fort McMurray",0,2,31,0,4,111,0,148,151
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 74","Fort McMurray",2,1,54,0,11,101,0,169,384
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 75","Fort McMurray",1,1,52,0,12,89,2,157,364
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 76","Fort McMurray",3,0,37,1,5,64,1,111,242
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 77A","Fort McMurray",Merged with No./Fusionné avec le n°78A,,,,,,,,203
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 77B","Fort McMurray",Merged with No./Fusionné avec le n°78B,,,,,,,,181
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 78A","Fort McMurray",0,2,76,2,13,81,0,174,304
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 78B","Fort McMurray",3,2,79,1,9,96,0,190,364
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 79","Fort McMurray",7,2,36,3,14,186,2,250,508
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 80","Fort McMurray",1,5,62,0,14,109,0,191,308
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 81","Fort McMurray",5,2,55,0,8,83,1,154,347
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 82","Fort McMurray",1,0,48,0,3,56,1,109,253
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 83","Fort McMurray",3,2,63,2,8,145,0,223,425
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 84","Fort McMurray",5,0,41,2,15,114,0,177,358
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 85","Fort McMurray",0,1,62,4,6,132,0,205,394
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 86","Fort McMurray",6,2,67,0,10,92,2,179,445
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 87","Fort McMurray",1,1,32,0,15,71,0,120,314
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 88","Fort McMurray",1,2,36,1,7,54,0,101,284
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 89","Fort McMurray",7,7,52,0,18,151,2,237,446
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 90","Fort McMurray",0,1,91,0,12,90,1,195,392
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 91","Fort McMurray",4,3,64,0,13,82,0,166,392
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 92","Fort McMurray",5,0,41,2,10,136,0,194,410
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 93","Fort McMurray",8,4,32,0,14,122,0,180,357
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 94","Fort McMurray",0,3,66,0,12,58,2,141,438
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 95","Fort McMurray",5,1,89,2,7,30,0,134,434
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 96","Fort McMurray",1,2,37,1,6,12,0,59,331
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 97","Fort McMurray",2,2,47,4,9,44,0,108,320
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 98","Fort McMurray",3,2,62,1,8,64,0,140,409
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 99","Fort McMurray",3,2,76,0,10,25,0,116,415
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 100","Fort McMurray",0,0,48,3,9,28,0,88,302
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 101","Fort McMurray",1,0,53,1,10,18,0,83,297
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 102","Fort McMurray",1,0,40,0,8,15,1,65,309
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 103","Fort McMurray",7,3,43,0,11,63,0,127,258
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 104","Fort McMurray",3,4,70,0,12,90,0,179,501
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 105","Wood Buffalo",4,4,40,3,12,58,1,122,393
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 106","Wood Buffalo",3,1,71,0,17,46,0,138,400
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 107","Fort McMurray",2,4,59,1,9,110,0,185,452
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 108","Fort McMurray",2,5,64,0,15,112,0,198,481
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 109","Fort McMurray",1,2,94,0,7,92,0,196,539
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 110","Fort McMurray",6,2,39,1,16,100,0,164,396
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 111","Wood Buffalo",3,2,44,0,4,133,2,188,420
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 112","Wood Buffalo",2,1,60,1,4,127,0,195,380
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 113","Fort McMurray",3,2,50,0,8,112,1,176,373
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 114","Fort McMurray",1,2,39,0,5,38,0,85,330
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 115","Fort McMurray",0,3,47,0,12,91,0,153,330
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 116","Fort McMurray",3,3,22,0,7,50,0,85,332
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 117","Fort McMurray",3,2,64,1,10,75,0,155,259
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 118","Fort McMurray",3,7,55,0,14,105,0,184,340
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 119","Fort McMurray",4,3,47,1,16,124,0,195,392
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 120","Fort McMurray",3,2,62,2,18,176,0,263,442
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 121","Fort McMurray",1,3,44,0,11,143,0,202,375
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 122","Fort McMurray",3,4,71,1,13,86,3,181,387
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 123","Fort McMurray",2,4,58,1,16,85,1,167,371
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 124","Fort McMurray",1,3,38,1,3,79,0,125,366
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 125","Fort McMurray",5,3,46,1,11,91,0,157,387
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 126","Fort McMurray",1,3,18,1,9,73,1,106,254
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 127","Fort McMurray",1,2,28,0,9,51,2,93,245
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 128","Fort McMurray",1,0,29,0,12,83,0,125,346
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 129","Fort McMurray",0,1,33,0,9,57,1,101,268
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 130","Fort McMurray",3,1,30,0,8,66,0,108,291
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 131","Fort McMurray",1,2,45,1,13,86,0,148,371
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 132","Fort McMurray",2,3,40,0,7,96,1,149,316
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 133A","Anzac",6,5,89,2,35,116,1,254,351
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 133B","Anzac",4,3,58,1,17,132,0,215,332
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 134","Janvier--Chard",4,1,132,2,45,7,5,196,202
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 135","Breynat",Merged with No./Fusionné avec le n°141,,,,,,,,0
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 136","Conklin",2,4,62,0,18,11,0,97,186
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 137","Calling Lake ",0,3,69,1,104,69,1,247,481
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 138","Plamondon",1,3,17,1,8,131,0,161,385
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 139","Plamondon",1,1,19,4,7,84,0,116,228
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 140","Plamondon",2,5,41,2,11,158,0,219,373
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 141","Owl River",2,5,42,1,7,105,0,162,282
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 142A","Lac La Biche Mission",1,1,25,3,10,87,0,127,316
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 142B","Lac La Biche Mission",1,2,13,0,1,90,0,107,295
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 143","Lac La Biche",1,4,37,0,5,117,2,166,348
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 144","Barnegat",0,9,47,1,18,130,0,205,423
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 145","Lac La Biche",1,3,38,0,18,55,1,116,328
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 146","Lac La Biche",2,8,54,3,9,49,0,125,320
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 147","Lac La Biche",2,4,51,0,12,69,0,138,370
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 148","Lac La Biche",5,5,109,3,52,104,2,280,570
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 149","Lac La Biche",1,2,40,0,17,81,0,141,356
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 150","Lac La Biche",1,7,36,2,8,88,0,142,353
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 151","Beaver Lake",1,6,73,1,13,184,1,279,524
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 152","Beaver Lake 131",2,5,41,0,82,130,2,262,553
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 153","Rich Lake",0,5,14,1,15,107,1,143,253
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 154","Hylo",2,5,34,5,13,164,0,223,380
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 155","La Corey",0,1,19,6,13,278,1,318,450
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 156","La Corey",2,7,26,5,12,207,0,259,354
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 157","Glendon",3,4,19,5,5,227,1,264,357
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 158","Happy Hollow",1,5,17,6,7,165,0,201,431
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 159","Happy Hollow",3,3,27,0,10,193,0,236,511
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 160","Happy Hollow",Merged with No./Fusionné avec le n°187,,,,,,,,130
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 161A","Happy Hollow",1,4,23,0,5,121,0,154,348
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 161B","Happy Hollow",1,1,28,1,2,182,1,216,384
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 162","Cold Lake",1,1,45,1,18,158,0,224,375
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 163","Cold Lake",1,5,34,0,16,174,1,231,431
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 164A","Cold Lake",3,3,53,2,8,218,0,287,610
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 164B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502,,,,,,,,42
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 165","Cold Lake",2,3,60,2,17,172,0,256,446
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 166","Cold Lake",0,9,51,1,14,126,0,201,426
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 167","Cold Lake",2,7,52,1,16,140,0,218,445
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 168","Cold Lake",1,3,28,1,8,95,1,137,317
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 169","Cold Lake",3,7,64,6,9,207,3,299,383
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 170A","Cold Lake",0,8,34,0,4,106,0,152,361
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 170B","Cold Lake",2,2,38,4,10,114,0,170,384
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 171","Fort Kent",5,5,44,3,18,240,2,317,530
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 172","Ardmore",1,3,14,4,15,113,0,150,294
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 173","Ardmore",2,5,39,4,7,144,0,201,434
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 174","Bonnyville",1,2,7,1,4,98,0,113,185
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 175","Bonnyville",0,2,3,1,1,167,0,174,276
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 176A","Cold Lake",1,9,48,1,12,107,3,181,411
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 176B","Cold Lake",5,10,60,5,19,123,2,224,394
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 177","Cold Lake",2,8,39,1,6,139,0,195,442
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 178A","Cold Lake",1,5,44,0,13,93,0,156,326
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 178B","Cold Lake",0,6,32,0,11,110,0,159,323
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 179","Cold Lake",1,2,40,0,8,84,0,135,400
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 180","Cold Lake",1,4,44,5,9,153,0,216,465
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 181","Cold Lake",1,4,34,2,16,139,0,196,464
48023,"Fort McMurray--Cold Lake/Fort McMurray--Cold Lake"," 182","Cold Lake",0,5,46,1,22,125,0,199,510
