Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Sylvie Boucher,Mario Desjardins Pelchat,Sébastien Dufour,Patrick Kerr,Jonathan Tremblay,Jean-Roger Vigneau,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 20","Clermont",28,0,55,2,37,63,5,190,447
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 21","Clermont",11,0,39,2,20,36,2,110,267
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 22","Clermont",24,4,40,0,14,62,7,151,323
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 23","Clermont",13,1,35,2,27,54,3,135,309
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 24","Clermont",23,0,36,1,26,60,5,151,351
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 25","Clermont",20,1,23,0,21,45,1,111,293
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 26","Clermont",29,0,36,1,25,58,1,150,300
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 27","Saint-Aimé-des-Lacs",22,3,37,3,42,55,3,165,288
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 28","Saint-Aimé-des-Lacs",14,0,22,1,25,55,1,118,264
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 29","Saint-Aimé-des-Lacs",22,1,38,4,37,67,2,171,351
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 30","Notre-Dame-des-Monts",24,0,51,2,40,53,2,172,335
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 31","Notre-Dame-des-Monts",20,0,50,0,28,49,3,150,306
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 32","La Malbaie",10,1,28,0,20,48,1,108,295
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 33","La Malbaie",28,0,35,0,28,37,4,132,297
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 34","Saint-Irénée",13,0,21,0,28,44,2,108,258
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 35","Saint-Irénée",23,2,44,7,33,61,0,170,278
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 36","La Malbaie",14,1,53,5,22,48,2,145,333
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 37","La Malbaie",9,1,41,2,29,49,4,135,293
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 38","La Malbaie",18,0,47,1,25,56,4,151,419
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 39","La Malbaie",17,1,46,1,16,54,3,138,291
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 40","La Malbaie",10,1,55,1,19,48,1,135,322
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 41A","La Malbaie",9,0,17,1,23,40,0,90,279
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 41B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500A,,,,,,,,21
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 42","La Malbaie",29,0,30,1,25,43,0,128,286
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 43","Saint-Hilarion",24,2,42,0,37,72,7,184,342
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 44","Saint-Hilarion",15,1,57,0,41,60,3,177,322
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 45","Saint-Hilarion",25,1,32,3,29,67,4,161,277
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 46","Saint-Urbain",14,0,24,1,33,34,5,111,267
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 47","Saint-Urbain",23,1,40,1,38,68,5,176,346
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 48","Saint-Urbain",16,1,31,3,14,57,2,124,248
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 49","Saint-Urbain",19,0,27,1,27,34,1,109,277
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 50","Baie-Saint-Paul",12,7,40,1,59,84,3,206,440
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 51","Baie-Saint-Paul",20,1,67,1,45,68,6,208,454
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 52","Baie-Saint-Paul",34,0,36,3,38,59,3,173,418
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 53","Baie-Saint-Paul",9,0,41,2,49,59,2,162,398
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 54","Baie-Saint-Paul",25,1,39,5,26,53,0,149,380
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 55A","Baie-Saint-Paul",24,1,41,1,35,40,0,142,315
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 55B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501,,,,,,,,67
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 56","Baie-Saint-Paul",11,0,43,4,41,53,3,155,442
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 57","Baie-Saint-Paul",22,0,72,4,47,61,2,208,452
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 58","Les Éboulements",20,2,30,5,37,51,1,146,248
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 59","Les Éboulements",28,2,34,0,33,50,2,149,284
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 60","Les Éboulements",27,0,52,1,44,56,4,184,364
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 61","Les Éboulements",15,0,43,3,24,48,0,133,252
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 62","Saint-Bernard-sur-Mer",31,1,34,0,34,68,2,170,401
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 63","Cap-à-la-Branche",23,1,45,3,36,36,1,145,329
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 64","Pointe-des-Roches",16,0,35,2,29,34,1,117,307
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 65","Petite-Rivière-Saint-François",52,0,49,3,41,75,3,223,365
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 66","Petite-Rivière-Saint-François",37,0,29,1,24,65,1,157,305
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 67","Baie-Saint-Paul",15,0,43,3,32,60,0,153,385
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 68","Baie-Saint-Paul",25,0,62,5,52,59,5,208,429
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 69","Baie-Saint-Paul",24,1,50,4,58,81,6,224,419
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 70","Baie-Saint-Paul",15,0,49,1,30,57,1,153,364
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 71","Baie-Saint-Paul",28,2,37,3,49,67,2,188,371
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 72","Baie-Saint-Paul",14,3,32,1,28,27,1,106,269
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 73","Baie-Saint-Paul",28,2,55,0,36,73,2,196,433
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 74","Sainte-Anne-de-Beaupré",60,0,30,2,22,37,1,152,357
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 75","Sainte-Anne-de-Beaupré",54,2,48,4,34,48,2,192,353
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 76A","Sainte-Anne-de-Beaupré",48,1,18,3,25,39,3,137,292
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 76B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°140B,,,,,,,,24
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 77","Sainte-Anne-de-Beaupré",37,0,20,5,29,43,1,135,317
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 78","Sainte-Anne-de-Beaupré",77,1,20,4,31,47,3,183,387
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 79","Sainte-Anne-de-Beaupré",98,0,34,2,30,55,9,228,447
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 80","Sainte-Anne-de-Beaupré",68,0,27,3,25,26,5,154,291
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 81","Saint-Tite-des-Caps",71,0,27,4,40,43,2,187,371
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 82","Saint-Tite-des-Caps",60,0,46,2,28,45,0,181,289
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 83","Saint-Tite-des-Caps",62,0,17,3,29,38,0,149,275
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 84","Saint-Tite-des-Caps",72,0,18,1,31,34,7,163,298
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 85","Saint-Ferréol-les-Neiges",32,0,25,6,31,47,1,142,374
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 86","Saint-Ferréol-les-Neiges",42,2,18,0,35,47,3,147,336
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 87","Saint-Ferréol-les-Neiges",39,0,22,7,34,45,1,148,318
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 88","Saint-Joachim",51,0,26,8,37,58,3,183,415
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 89","Saint-Ferréol-les-Neiges",58,0,19,2,40,98,4,221,405
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 90","Saint-Ferréol-les-Neiges",52,0,36,3,40,76,2,209,456
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 91","Saint-Ferréol-les-Neiges",50,0,42,4,37,55,3,191,398
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 92","Saint-Joachim",66,0,32,1,33,32,4,168,318
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 93A","Saint-Joachim",51,0,32,1,30,55,3,172,287
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 93B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°140B,,,,,,,,9
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 94","Saint-Joachim",72,0,45,3,26,47,5,198,310
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 95","Saint-Joachim",64,0,33,2,38,43,2,182,303
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 96","Beaupré",62,1,33,6,43,46,1,192,423
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 97","Beaupré",56,0,37,1,46,54,2,196,338
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 98","Beaupré",64,1,44,5,35,67,4,220,407
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 99","Beaupré",65,2,29,2,35,47,4,184,389
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 100","Beaupré",48,1,22,3,33,50,2,159,365
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 101","Beaupré",50,0,29,1,37,48,3,168,361
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 102","Beaupré",78,0,40,3,48,45,0,214,390
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 103A","Beaupré",40,0,21,0,12,29,0,102,171
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 103B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502,,,,,,,,81
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 103C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502,,,,,,,,112
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 104","Saint-François",109,1,56,8,52,49,4,279,428
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 105","Sainte-Famille",79,1,43,1,43,59,1,227,348
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 106","Sainte-Famille",117,1,33,2,32,51,0,236,351
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 107","Château-Richer",52,1,32,7,27,36,5,160,375
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 108","Château-Richer",65,1,28,8,21,32,3,158,358
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 109","Château-Richer",122,0,31,4,27,33,5,222,467
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 110","Château-Richer",41,2,20,5,11,23,0,102,265
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 111","Château-Richer",47,0,27,3,16,29,1,123,275
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 112A","Château-Richer",66,0,21,5,34,37,3,166,326
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 112B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°504,,,,,,,,41
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 113","Château-Richer",64,0,23,7,33,41,4,172,365
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 114","Château-Richer",74,1,32,0,30,34,5,176,396
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 115","Château-Richer",97,0,45,3,23,44,0,212,432
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 116","L'Ange-Gardien",72,0,15,7,20,25,1,140,300
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 117","L'Ange-Gardien",73,0,36,1,30,72,5,217,394
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 118","L'Ange-Gardien",79,0,20,5,32,46,5,187,374
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 119","L'Ange-Gardien",92,0,39,9,42,49,5,236,448
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 120A","L'Ange-Gardien",67,0,17,3,17,31,1,136,301
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 120B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°140B,,,,,,,,45
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 121","L'Ange-Gardien",49,1,20,1,29,21,1,122,292
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 122","L'Ange-Gardien",90,0,24,7,31,47,5,204,390
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 123","L'Ange-Gardien",89,0,45,3,26,48,9,220,402
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 124","Saint-Pierre-de-l'Île-d'Orléans",64,0,26,2,35,43,2,172,275
