Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,John Brassard,Myrna Clark,Gary Nail,Bonnie North,Jeff Sakula,Colin Wilson,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35004,"Barrie--Innisfil/Barrie--Innisfil"," 70","Barrie",71,25,1,7,0,97,2,203,477
35004,"Barrie--Innisfil/Barrie--Innisfil"," 71","Barrie",88,16,0,8,1,100,2,215,419
35004,"Barrie--Innisfil/Barrie--Innisfil"," 72","Barrie",Merged with No./Fusionné avec le n°400,,,,,,,,97
35004,"Barrie--Innisfil/Barrie--Innisfil"," 73","Barrie",78,23,0,3,0,88,0,192,380
35004,"Barrie--Innisfil/Barrie--Innisfil"," 74","Barrie",82,34,2,8,0,80,2,208,463
35004,"Barrie--Innisfil/Barrie--Innisfil"," 75","Barrie",78,20,3,4,0,80,0,185,377
35004,"Barrie--Innisfil/Barrie--Innisfil"," 76","Barrie",87,9,0,6,1,73,1,177,325
35004,"Barrie--Innisfil/Barrie--Innisfil"," 77","Barrie",66,25,1,6,0,82,1,181,381
35004,"Barrie--Innisfil/Barrie--Innisfil"," 78","Barrie",102,38,0,3,0,71,2,216,411
35004,"Barrie--Innisfil/Barrie--Innisfil"," 79","Barrie",59,29,0,3,0,74,0,165,358
35004,"Barrie--Innisfil/Barrie--Innisfil"," 80","Barrie",121,26,0,8,1,83,0,239,443
35004,"Barrie--Innisfil/Barrie--Innisfil"," 81","Barrie",74,15,1,9,0,85,0,184,350
35004,"Barrie--Innisfil/Barrie--Innisfil"," 82","Barrie",73,31,1,8,0,76,1,190,392
35004,"Barrie--Innisfil/Barrie--Innisfil"," 83","Barrie",95,19,0,8,0,87,0,209,421
35004,"Barrie--Innisfil/Barrie--Innisfil"," 84","Barrie",101,33,1,5,0,88,1,229,479
35004,"Barrie--Innisfil/Barrie--Innisfil"," 85","Barrie",78,26,0,11,0,114,0,229,438
35004,"Barrie--Innisfil/Barrie--Innisfil"," 86","Barrie",117,32,0,13,0,86,2,250,464
35004,"Barrie--Innisfil/Barrie--Innisfil"," 87","Barrie",81,15,1,6,0,69,0,172,380
35004,"Barrie--Innisfil/Barrie--Innisfil"," 88","Barrie",49,22,1,9,0,54,0,135,349
35004,"Barrie--Innisfil/Barrie--Innisfil"," 89","Barrie",117,35,2,9,1,97,1,262,497
35004,"Barrie--Innisfil/Barrie--Innisfil"," 90","Barrie",124,33,0,10,0,89,2,258,474
35004,"Barrie--Innisfil/Barrie--Innisfil"," 91","Barrie",115,23,2,8,0,90,1,239,493
35004,"Barrie--Innisfil/Barrie--Innisfil"," 92","Barrie",71,35,1,6,1,61,1,176,374
35004,"Barrie--Innisfil/Barrie--Innisfil"," 93","Barrie",83,31,0,3,1,76,0,194,484
35004,"Barrie--Innisfil/Barrie--Innisfil"," 94","Barrie",103,21,0,9,0,95,0,228,505
35004,"Barrie--Innisfil/Barrie--Innisfil"," 95","Barrie",90,34,0,14,0,92,1,231,498
35004,"Barrie--Innisfil/Barrie--Innisfil"," 96","Barrie",73,13,2,4,0,67,0,159,403
35004,"Barrie--Innisfil/Barrie--Innisfil"," 97","Barrie",93,42,1,13,1,98,1,249,520
35004,"Barrie--Innisfil/Barrie--Innisfil"," 98","Barrie",101,13,0,9,1,90,2,216,454
35004,"Barrie--Innisfil/Barrie--Innisfil"," 99","Barrie",99,28,1,10,3,94,0,235,419
35004,"Barrie--Innisfil/Barrie--Innisfil"," 100","Barrie",46,20,4,11,0,65,0,146,361
35004,"Barrie--Innisfil/Barrie--Innisfil"," 101","Barrie",36,23,0,6,0,77,1,143,397
35004,"Barrie--Innisfil/Barrie--Innisfil"," 102","Barrie",102,42,0,20,1,70,0,235,483
35004,"Barrie--Innisfil/Barrie--Innisfil"," 103","Barrie",79,23,1,1,1,75,0,180,392
35004,"Barrie--Innisfil/Barrie--Innisfil"," 104","Barrie",87,21,0,10,1,97,0,216,456
35004,"Barrie--Innisfil/Barrie--Innisfil"," 105","Barrie",87,17,0,8,0,54,1,167,370
35004,"Barrie--Innisfil/Barrie--Innisfil"," 106","Barrie",117,21,3,16,1,106,0,264,581
35004,"Barrie--Innisfil/Barrie--Innisfil"," 107","Barrie",117,21,0,4,1,90,0,233,489
35004,"Barrie--Innisfil/Barrie--Innisfil"," 108A","Barrie",76,9,0,5,0,63,0,153,332
35004,"Barrie--Innisfil/Barrie--Innisfil"," 108B","Barrie",61,13,1,0,0,47,0,122,326
35004,"Barrie--Innisfil/Barrie--Innisfil"," 109","Barrie",103,19,0,15,2,97,0,236,532
35004,"Barrie--Innisfil/Barrie--Innisfil"," 110","Barrie",77,21,0,10,0,93,2,203,381
35004,"Barrie--Innisfil/Barrie--Innisfil"," 111","Barrie",129,14,0,7,1,79,0,230,423
35004,"Barrie--Innisfil/Barrie--Innisfil"," 112","Barrie",129,24,1,9,0,70,1,234,437
35004,"Barrie--Innisfil/Barrie--Innisfil"," 113","Barrie",114,23,2,5,0,86,2,232,459
35004,"Barrie--Innisfil/Barrie--Innisfil"," 114","Barrie",135,28,1,3,2,82,2,253,485
35004,"Barrie--Innisfil/Barrie--Innisfil"," 115","Barrie",112,30,0,11,2,86,1,242,505
35004,"Barrie--Innisfil/Barrie--Innisfil"," 116","Barrie",115,23,3,6,1,85,0,233,477
35004,"Barrie--Innisfil/Barrie--Innisfil"," 117","Barrie",86,19,1,6,0,43,3,158,361
35004,"Barrie--Innisfil/Barrie--Innisfil"," 118","Barrie",71,31,0,5,2,75,0,184,424
35004,"Barrie--Innisfil/Barrie--Innisfil"," 119","Barrie",55,27,0,5,0,84,0,171,417
35004,"Barrie--Innisfil/Barrie--Innisfil"," 120","Barrie",80,31,1,5,2,95,0,214,521
35004,"Barrie--Innisfil/Barrie--Innisfil"," 121","Barrie",48,22,2,2,0,64,0,138,319
35004,"Barrie--Innisfil/Barrie--Innisfil"," 122","Barrie",83,26,0,12,0,64,2,187,389
35004,"Barrie--Innisfil/Barrie--Innisfil"," 123A","Barrie",79,35,1,8,1,71,1,196,404
35004,"Barrie--Innisfil/Barrie--Innisfil"," 123B","Barrie",56,20,0,6,0,48,0,130,292
35004,"Barrie--Innisfil/Barrie--Innisfil"," 124","Barrie",86,12,0,18,2,46,0,164,354
35004,"Barrie--Innisfil/Barrie--Innisfil"," 125","Barrie",63,30,0,10,0,76,0,179,459
35004,"Barrie--Innisfil/Barrie--Innisfil"," 126","Barrie",85,24,2,5,6,63,0,185,374
35004,"Barrie--Innisfil/Barrie--Innisfil"," 127","Barrie",76,21,1,6,1,88,1,194,391
35004,"Barrie--Innisfil/Barrie--Innisfil"," 128","Barrie",68,24,1,8,0,45,1,147,367
35004,"Barrie--Innisfil/Barrie--Innisfil"," 129","Barrie",67,15,1,8,3,69,0,163,342
35004,"Barrie--Innisfil/Barrie--Innisfil"," 130","Barrie",91,21,0,8,2,71,1,194,416
35004,"Barrie--Innisfil/Barrie--Innisfil"," 131","Barrie",78,28,0,9,0,55,0,170,357
35004,"Barrie--Innisfil/Barrie--Innisfil"," 132","Barrie",92,12,1,18,0,52,1,176,390
35004,"Barrie--Innisfil/Barrie--Innisfil"," 133","Barrie",121,47,1,7,0,108,1,285,602
35004,"Barrie--Innisfil/Barrie--Innisfil"," 134","Barrie",115,14,2,11,1,82,0,225,489
35004,"Barrie--Innisfil/Barrie--Innisfil"," 135","Barrie",84,14,0,5,0,47,1,151,365
35004,"Barrie--Innisfil/Barrie--Innisfil"," 136","Innisfil",113,20,0,11,0,78,0,222,434
35004,"Barrie--Innisfil/Barrie--Innisfil"," 137","Innisfil",117,24,1,8,0,57,0,207,427
35004,"Barrie--Innisfil/Barrie--Innisfil"," 138","Innisfil",105,16,0,4,0,71,0,196,428
35004,"Barrie--Innisfil/Barrie--Innisfil"," 139","Innisfil",72,23,0,18,0,69,0,182,424
35004,"Barrie--Innisfil/Barrie--Innisfil"," 140","Innisfil",80,10,0,6,0,72,0,168,370
35004,"Barrie--Innisfil/Barrie--Innisfil"," 141","Innisfil",119,30,1,11,0,101,0,262,458
35004,"Barrie--Innisfil/Barrie--Innisfil"," 142","Innisfil",103,22,0,12,0,78,0,215,412
35004,"Barrie--Innisfil/Barrie--Innisfil"," 143","Innisfil",116,29,2,8,0,58,0,213,408
35004,"Barrie--Innisfil/Barrie--Innisfil"," 144","Innisfil",103,27,0,6,0,58,1,195,432
35004,"Barrie--Innisfil/Barrie--Innisfil"," 145","Innisfil",82,16,1,3,0,74,0,176,320
35004,"Barrie--Innisfil/Barrie--Innisfil"," 146","Innisfil",87,15,1,2,0,58,0,163,361
35004,"Barrie--Innisfil/Barrie--Innisfil"," 147","Innisfil",71,20,1,7,0,55,0,154,373
35004,"Barrie--Innisfil/Barrie--Innisfil"," 148","Innisfil",80,14,0,8,0,75,0,177,344
35004,"Barrie--Innisfil/Barrie--Innisfil"," 149","Innisfil",83,28,2,7,0,74,1,195,372
35004,"Barrie--Innisfil/Barrie--Innisfil"," 150","Innisfil",98,24,0,5,0,48,1,176,352
35004,"Barrie--Innisfil/Barrie--Innisfil"," 151","Innisfil",78,36,0,13,0,53,0,180,374
35004,"Barrie--Innisfil/Barrie--Innisfil"," 152","Innisfil",80,36,0,8,2,73,1,200,419
35004,"Barrie--Innisfil/Barrie--Innisfil"," 153","Innisfil",68,21,0,13,1,50,0,153,358
35004,"Barrie--Innisfil/Barrie--Innisfil"," 154","Innisfil",98,27,1,15,2,73,0,216,419
35004,"Barrie--Innisfil/Barrie--Innisfil"," 155","Innisfil",100,21,3,12,1,51,1,189,379
35004,"Barrie--Innisfil/Barrie--Innisfil"," 156","Innisfil",97,31,1,10,1,100,1,241,566
35004,"Barrie--Innisfil/Barrie--Innisfil"," 157","Innisfil",82,31,0,9,0,83,0,205,464
35004,"Barrie--Innisfil/Barrie--Innisfil"," 158","Innisfil",57,26,1,2,1,62,0,149,347
35004,"Barrie--Innisfil/Barrie--Innisfil"," 159","Innisfil",59,20,2,9,1,58,0,149,345
35004,"Barrie--Innisfil/Barrie--Innisfil"," 160","Innisfil",42,26,1,10,1,63,1,144,327
35004,"Barrie--Innisfil/Barrie--Innisfil"," 161","Innisfil",118,32,2,12,0,86,0,250,461
35004,"Barrie--Innisfil/Barrie--Innisfil"," 162","Innisfil",88,26,0,6,0,86,3,209,444
35004,"Barrie--Innisfil/Barrie--Innisfil"," 163","Innisfil",78,14,1,6,0,71,0,170,451
35004,"Barrie--Innisfil/Barrie--Innisfil"," 164","Innisfil",98,30,1,4,0,53,0,186,416
35004,"Barrie--Innisfil/Barrie--Innisfil"," 165","Innisfil",99,17,0,8,3,100,2,229,414
35004,"Barrie--Innisfil/Barrie--Innisfil"," 166","Innisfil",135,28,0,8,0,88,0,259,559
35004,"Barrie--Innisfil/Barrie--Innisfil"," 167","Innisfil",60,16,1,2,0,84,0,163,455
35004,"Barrie--Innisfil/Barrie--Innisfil"," 168","Innisfil",86,39,1,4,0,61,1,192,358
35004,"Barrie--Innisfil/Barrie--Innisfil"," 169","Innisfil",81,18,1,9,2,81,0,192,466
35004,"Barrie--Innisfil/Barrie--Innisfil"," 170","Innisfil",98,29,0,6,1,88,0,222,426
35004,"Barrie--Innisfil/Barrie--Innisfil"," 171","Innisfil",122,15,1,4,0,67,0,209,455
35004,"Barrie--Innisfil/Barrie--Innisfil"," 172","Innisfil",84,33,0,12,1,54,4,188,413
35004,"Barrie--Innisfil/Barrie--Innisfil"," 173","Innisfil",114,25,1,13,0,74,1,228,462
35004,"Barrie--Innisfil/Barrie--Innisfil"," 174","Innisfil",104,30,1,10,1,83,2,231,505
35004,"Barrie--Innisfil/Barrie--Innisfil"," 175","Innisfil",113,25,3,4,1,77,2,225,447
35004,"Barrie--Innisfil/Barrie--Innisfil"," 176","Innisfil",89,21,1,12,1,91,0,215,445
35004,"Barrie--Innisfil/Barrie--Innisfil"," 177","Innisfil",127,32,0,6,0,101,0,266,511
35004,"Barrie--Innisfil/Barrie--Innisfil"," 178","Innisfil",107,25,0,11,0,92,1,236,454
35004,"Barrie--Innisfil/Barrie--Innisfil"," 179","Innisfil",133,19,1,16,1,61,0,231,494
35004,"Barrie--Innisfil/Barrie--Innisfil"," 180","Innisfil",134,30,2,7,1,86,1,261,435
35004,"Barrie--Innisfil/Barrie--Innisfil"," 181","Innisfil",139,24,5,20,1,90,0,279,429
35004,"Barrie--Innisfil/Barrie--Innisfil"," 182","Innisfil",164,22,1,18,0,111,0,316,520
35004,"Barrie--Innisfil/Barrie--Innisfil"," 183","Barrie",202,9,9,14,2,69,7,312,384
35004,"Barrie--Innisfil/Barrie--Innisfil"," 400","Barrie",83,17,1,6,1,53,0,161,106
35004,"Barrie--Innisfil/Barrie--Innisfil"," 401","Barrie",22,21,4,2,0,29,0,78,160
35004,"Barrie--Innisfil/Barrie--Innisfil"," 500","Mobile poll/Bureau itinérant",56,14,0,2,2,47,4,125,184
35004,"Barrie--Innisfil/Barrie--Innisfil"," 501","Mobile poll/Bureau itinérant",63,10,4,3,0,44,6,130,227
35004,"Barrie--Innisfil/Barrie--Innisfil"," 502","Mobile poll/Bureau itinérant",45,9,2,3,1,19,4,83,179
35004,"Barrie--Innisfil/Barrie--Innisfil"," 600","Innisfil",380,85,2,36,2,214,3,722,
35004,"Barrie--Innisfil/Barrie--Innisfil"," 601","Barrie",412,89,5,33,1,322,2,864,
35004,"Barrie--Innisfil/Barrie--Innisfil"," 602","Barrie",527,101,2,32,3,369,2,1036,
35004,"Barrie--Innisfil/Barrie--Innisfil"," 603","Barrie",381,123,1,22,1,343,0,871,
35004,"Barrie--Innisfil/Barrie--Innisfil"," 604","Barrie",359,95,0,27,0,328,0,809,
35004,"Barrie--Innisfil/Barrie--Innisfil"," 605","Barrie",542,85,8,37,3,361,0,1036,
35004,"Barrie--Innisfil/Barrie--Innisfil"," 606","Barrie",435,99,3,29,3,322,4,895,
35004,"Barrie--Innisfil/Barrie--Innisfil"," 607","Barrie",389,100,3,28,1,310,3,834,
35004,"Barrie--Innisfil/Barrie--Innisfil"," 608","Barrie",312,72,3,21,1,209,1,619,
35004,"Barrie--Innisfil/Barrie--Innisfil"," 609","Innisfil",342,55,1,23,1,236,2,660,
35004,"Barrie--Innisfil/Barrie--Innisfil"," 610","Innisfil",317,94,2,25,0,229,0,667,
35004,"Barrie--Innisfil/Barrie--Innisfil"," 611","Innisfil",369,70,0,21,3,246,3,712,
35004,"Barrie--Innisfil/Barrie--Innisfil",,"Group 1/Groupe 1",62,19,1,4,0,81,11,178,63
35004,"Barrie--Innisfil/Barrie--Innisfil",,"Group 2/Groupe 2",674,229,10,78,9,554,26,1580,
