Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Bill Green,Don Johnston,Wayne Stetski,David Wilks,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59015,"Kootenay--Columbia/Kootenay--Columbia"," 611","Cranbrook",52,173,256,629,4,1114,
59015,"Kootenay--Columbia/Kootenay--Columbia"," 612","Kimberley",145,197,504,579,3,1428,
59015,"Kootenay--Columbia/Kootenay--Columbia"," 613","Nelson",44,126,524,172,0,866,
59015,"Kootenay--Columbia/Kootenay--Columbia"," 614","Blewett",42,92,644,94,2,874,
59015,"Kootenay--Columbia/Kootenay--Columbia"," 615","Nelson",19,55,245,72,0,391,
59015,"Kootenay--Columbia/Kootenay--Columbia"," 616","Salmo",20,48,119,66,0,253,
59015,"Kootenay--Columbia/Kootenay--Columbia"," 617","Creston",47,75,153,313,1,589,
59015,"Kootenay--Columbia/Kootenay--Columbia"," 618","Creston",87,187,300,551,4,1129,
59015,"Kootenay--Columbia/Kootenay--Columbia"," 619","Yahk",13,27,56,173,1,270,
59015,"Kootenay--Columbia/Kootenay--Columbia",,"Group 1/Groupe 1",6,49,39,25,2,121,95
59015,"Kootenay--Columbia/Kootenay--Columbia",,"Group 2/Groupe 2",199,383,1862,585,31,3060,
