Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Cora LaRussa,Henry Lau,Brian Masse,Dave Sundin,Margaret Villamizar,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35117,"Windsor West/Windsor-Ouest"," 20","Windsor",13,19,89,49,3,0,173,380
35117,"Windsor West/Windsor-Ouest"," 21","Windsor",10,26,67,82,0,2,187,306
35117,"Windsor West/Windsor-Ouest"," 22","Windsor",3,13,47,35,1,1,100,331
35117,"Windsor West/Windsor-Ouest"," 23","Windsor",5,11,95,29,0,0,140,412
35117,"Windsor West/Windsor-Ouest"," 24","Windsor",1,8,56,23,0,1,89,307
35117,"Windsor West/Windsor-Ouest"," 25","Windsor",3,14,79,27,0,0,123,315
35117,"Windsor West/Windsor-Ouest"," 26A","Windsor",5,9,62,39,0,0,115,360
35117,"Windsor West/Windsor-Ouest"," 26B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°503A,,,,,,,22
35117,"Windsor West/Windsor-Ouest"," 27","Windsor",4,22,74,17,0,1,118,389
35117,"Windsor West/Windsor-Ouest"," 28","Windsor",3,18,84,50,1,2,158,451
35117,"Windsor West/Windsor-Ouest"," 29","Windsor",6,38,112,39,0,0,195,459
35117,"Windsor West/Windsor-Ouest"," 30","Windsor",4,24,104,30,0,1,163,432
35117,"Windsor West/Windsor-Ouest"," 31","Windsor",2,15,106,34,0,1,158,374
35117,"Windsor West/Windsor-Ouest"," 32","Windsor",6,20,92,45,2,1,166,454
35117,"Windsor West/Windsor-Ouest"," 33","Windsor",4,31,136,31,0,1,203,373
35117,"Windsor West/Windsor-Ouest"," 34","Windsor",3,20,110,34,1,0,168,397
35117,"Windsor West/Windsor-Ouest"," 35","Windsor",3,8,87,56,0,1,155,363
35117,"Windsor West/Windsor-Ouest"," 36","Windsor",3,36,113,37,1,0,190,451
35117,"Windsor West/Windsor-Ouest"," 37","Windsor",6,16,113,33,2,0,170,368
35117,"Windsor West/Windsor-Ouest"," 38","Windsor",4,25,119,36,0,0,184,333
35117,"Windsor West/Windsor-Ouest"," 39","Windsor",4,21,111,42,0,3,181,431
35117,"Windsor West/Windsor-Ouest"," 40","Windsor",4,9,71,34,2,4,124,389
35117,"Windsor West/Windsor-Ouest"," 41","Windsor",3,19,65,25,0,2,114,351
35117,"Windsor West/Windsor-Ouest"," 42","Windsor",6,34,87,33,1,0,161,426
35117,"Windsor West/Windsor-Ouest"," 43","Windsor",8,38,87,52,1,0,186,500
35117,"Windsor West/Windsor-Ouest"," 44","Windsor",6,19,111,47,0,0,183,462
35117,"Windsor West/Windsor-Ouest"," 45","Windsor",3,22,90,30,2,1,148,413
35117,"Windsor West/Windsor-Ouest"," 46","Windsor",4,17,87,35,1,1,145,389
35117,"Windsor West/Windsor-Ouest"," 47","Windsor",3,14,51,38,0,1,107,461
35117,"Windsor West/Windsor-Ouest"," 48","Windsor",5,12,77,60,0,3,157,472
35117,"Windsor West/Windsor-Ouest"," 49","Windsor",5,19,77,58,3,4,166,455
35117,"Windsor West/Windsor-Ouest"," 50","Windsor",5,12,70,38,0,1,126,365
35117,"Windsor West/Windsor-Ouest"," 51","Windsor",5,23,88,45,1,2,164,439
35117,"Windsor West/Windsor-Ouest"," 52","Windsor",5,31,94,45,1,1,177,356
35117,"Windsor West/Windsor-Ouest"," 53","Windsor",2,25,80,49,1,2,159,416
35117,"Windsor West/Windsor-Ouest"," 54","Windsor",3,36,81,52,0,0,172,435
35117,"Windsor West/Windsor-Ouest"," 55","Windsor",9,36,117,44,0,0,206,456
35117,"Windsor West/Windsor-Ouest"," 56","Windsor",1,10,36,9,1,1,58,291
35117,"Windsor West/Windsor-Ouest"," 57","Windsor",8,22,98,55,0,2,185,438
35117,"Windsor West/Windsor-Ouest"," 58","Windsor",6,25,82,36,1,1,151,383
35117,"Windsor West/Windsor-Ouest"," 59","Windsor",4,19,66,36,0,0,125,392
35117,"Windsor West/Windsor-Ouest"," 60","Windsor",2,40,80,58,3,0,183,492
35117,"Windsor West/Windsor-Ouest"," 61","Windsor",3,26,84,43,0,0,156,456
35117,"Windsor West/Windsor-Ouest"," 62","Windsor",1,19,73,35,0,0,128,492
35117,"Windsor West/Windsor-Ouest"," 63","Windsor",9,19,94,42,0,0,164,505
35117,"Windsor West/Windsor-Ouest"," 64","Windsor",5,44,86,43,1,0,179,417
35117,"Windsor West/Windsor-Ouest"," 65","Windsor",9,22,90,40,1,2,164,425
35117,"Windsor West/Windsor-Ouest"," 66","Windsor",4,36,134,54,0,1,229,423
35117,"Windsor West/Windsor-Ouest"," 67","Windsor",0,20,82,36,0,1,139,377
35117,"Windsor West/Windsor-Ouest"," 68","Windsor",8,45,74,56,2,0,185,415
35117,"Windsor West/Windsor-Ouest"," 69","Windsor",7,49,136,80,0,2,274,443
35117,"Windsor West/Windsor-Ouest"," 70","Windsor",8,31,131,69,0,0,239,449
35117,"Windsor West/Windsor-Ouest"," 71","Windsor",7,30,147,43,0,1,228,445
35117,"Windsor West/Windsor-Ouest"," 72","Windsor",11,69,118,87,0,1,286,473
35117,"Windsor West/Windsor-Ouest"," 73","Windsor",7,67,135,74,1,1,285,459
35117,"Windsor West/Windsor-Ouest"," 74","Windsor",5,69,136,79,0,0,289,451
35117,"Windsor West/Windsor-Ouest"," 75","Windsor",4,44,118,51,0,3,220,382
35117,"Windsor West/Windsor-Ouest"," 76","Windsor",4,59,105,48,0,1,217,373
35117,"Windsor West/Windsor-Ouest"," 77","Windsor",10,67,89,75,0,0,241,399
35117,"Windsor West/Windsor-Ouest"," 78A","Windsor",5,26,101,27,0,0,159,364
35117,"Windsor West/Windsor-Ouest"," 78B","Windsor",0,5,27,6,0,1,39,58
35117,"Windsor West/Windsor-Ouest"," 79","Windsor",7,38,121,45,0,2,213,444
35117,"Windsor West/Windsor-Ouest"," 80","Windsor",5,27,122,42,0,0,196,433
35117,"Windsor West/Windsor-Ouest"," 81","Windsor",2,37,131,37,1,0,208,416
35117,"Windsor West/Windsor-Ouest"," 82","Windsor",4,41,127,46,1,4,223,503
35117,"Windsor West/Windsor-Ouest"," 83","Windsor",5,40,129,60,0,2,236,464
35117,"Windsor West/Windsor-Ouest"," 84","Windsor",8,27,157,48,1,1,242,488
35117,"Windsor West/Windsor-Ouest"," 85","Windsor",4,36,151,52,2,2,247,467
35117,"Windsor West/Windsor-Ouest"," 86","Windsor",5,55,97,58,0,1,216,467
35117,"Windsor West/Windsor-Ouest"," 87","Windsor",2,22,92,49,0,1,166,349
35117,"Windsor West/Windsor-Ouest"," 88","Windsor",2,31,104,72,0,0,209,419
35117,"Windsor West/Windsor-Ouest"," 89","Windsor",0,41,121,72,1,0,235,461
35117,"Windsor West/Windsor-Ouest"," 90","Windsor",3,35,122,40,0,2,202,377
35117,"Windsor West/Windsor-Ouest"," 91","Windsor",1,48,141,45,0,0,235,480
35117,"Windsor West/Windsor-Ouest"," 92","Windsor",0,34,108,47,0,1,190,417
35117,"Windsor West/Windsor-Ouest"," 93","Windsor",4,40,141,60,0,0,245,468
35117,"Windsor West/Windsor-Ouest"," 94","Windsor",3,41,101,65,3,0,213,371
35117,"Windsor West/Windsor-Ouest"," 95","Windsor",7,60,136,54,0,1,258,430
35117,"Windsor West/Windsor-Ouest"," 96","Windsor",3,38,123,56,0,1,221,427
35117,"Windsor West/Windsor-Ouest"," 97","Windsor",6,25,90,32,1,0,154,353
35117,"Windsor West/Windsor-Ouest"," 98","Windsor",5,35,120,56,0,2,218,365
35117,"Windsor West/Windsor-Ouest"," 99","Windsor",5,63,97,42,0,0,207,382
35117,"Windsor West/Windsor-Ouest"," 100","Windsor",5,40,119,32,2,1,199,364
35117,"Windsor West/Windsor-Ouest"," 101","Windsor",5,50,103,50,0,0,208,411
35117,"Windsor West/Windsor-Ouest"," 102","Windsor",6,40,98,45,0,0,189,418
35117,"Windsor West/Windsor-Ouest"," 103","Windsor",4,35,126,34,2,1,202,397
35117,"Windsor West/Windsor-Ouest"," 104","Windsor",3,39,95,34,0,1,172,389
35117,"Windsor West/Windsor-Ouest"," 105","Windsor",0,39,97,30,1,0,167,446
35117,"Windsor West/Windsor-Ouest"," 106","Windsor",1,30,94,51,0,0,176,367
35117,"Windsor West/Windsor-Ouest"," 107","Windsor",4,31,91,38,0,0,164,353
35117,"Windsor West/Windsor-Ouest"," 108","Windsor",3,27,112,31,1,0,174,359
35117,"Windsor West/Windsor-Ouest"," 109","Windsor",9,59,112,53,0,0,233,463
35117,"Windsor West/Windsor-Ouest"," 110","Windsor",2,44,88,43,0,0,177,412
35117,"Windsor West/Windsor-Ouest"," 111","Windsor",0,23,86,48,0,0,157,437
35117,"Windsor West/Windsor-Ouest"," 112","Windsor",8,66,81,57,2,0,214,510
35117,"Windsor West/Windsor-Ouest"," 113","Windsor",4,61,62,42,0,0,169,440
35117,"Windsor West/Windsor-Ouest"," 114","Windsor",1,50,111,53,0,0,215,444
35117,"Windsor West/Windsor-Ouest"," 115","Windsor",3,91,38,72,0,0,204,440
35117,"Windsor West/Windsor-Ouest"," 116","Windsor",6,59,139,67,0,4,275,552
35117,"Windsor West/Windsor-Ouest"," 117","Windsor",2,49,127,71,0,0,249,376
35117,"Windsor West/Windsor-Ouest"," 118","Windsor",4,49,123,55,2,0,233,436
35117,"Windsor West/Windsor-Ouest"," 119","Windsor",7,65,132,76,0,4,284,486
35117,"Windsor West/Windsor-Ouest"," 120","Windsor",4,75,96,46,0,0,221,392
35117,"Windsor West/Windsor-Ouest"," 121","Windsor",8,60,89,41,0,0,198,404
35117,"Windsor West/Windsor-Ouest"," 122","Windsor",3,56,105,65,0,2,231,390
35117,"Windsor West/Windsor-Ouest"," 123","Windsor",1,48,120,47,1,1,218,442
35117,"Windsor West/Windsor-Ouest"," 124","Windsor",2,44,109,43,1,0,199,337
35117,"Windsor West/Windsor-Ouest"," 125","Windsor",6,17,155,71,1,3,253,542
35117,"Windsor West/Windsor-Ouest"," 126","Windsor",3,35,141,57,0,0,236,485
35117,"Windsor West/Windsor-Ouest"," 127","Windsor",1,36,69,40,0,0,146,418
35117,"Windsor West/Windsor-Ouest"," 128","Windsor",0,34,110,63,1,1,209,392
35117,"Windsor West/Windsor-Ouest"," 129","Windsor",3,39,120,29,0,1,192,412
35117,"Windsor West/Windsor-Ouest"," 130","Windsor",3,54,110,46,0,3,216,461
35117,"Windsor West/Windsor-Ouest"," 131","Windsor",5,50,127,56,1,1,240,415
35117,"Windsor West/Windsor-Ouest"," 132","Windsor",1,61,114,54,0,1,231,406
35117,"Windsor West/Windsor-Ouest"," 133","Windsor",1,17,109,41,0,1,169,359
35117,"Windsor West/Windsor-Ouest"," 134","Windsor",4,52,102,71,1,1,231,390
35117,"Windsor West/Windsor-Ouest"," 135","Windsor",1,34,95,71,0,0,201,401
35117,"Windsor West/Windsor-Ouest"," 136","Windsor",5,32,93,77,3,2,212,388
35117,"Windsor West/Windsor-Ouest"," 137","Windsor",3,13,84,50,0,0,150,396
35117,"Windsor West/Windsor-Ouest"," 138","Windsor",3,27,91,47,0,0,168,479
35117,"Windsor West/Windsor-Ouest"," 139","Windsor",3,31,97,73,1,1,206,478
35117,"Windsor West/Windsor-Ouest"," 140","Windsor",0,31,82,64,4,1,182,417
35117,"Windsor West/Windsor-Ouest"," 141","Windsor",1,24,86,50,1,2,164,357
35117,"Windsor West/Windsor-Ouest"," 142","Windsor",5,25,116,41,0,0,187,400
35117,"Windsor West/Windsor-Ouest"," 143","Windsor",2,28,137,36,0,2,205,387
35117,"Windsor West/Windsor-Ouest"," 144","Windsor",2,24,102,38,0,1,167,364
35117,"Windsor West/Windsor-Ouest"," 145","Windsor",9,38,148,48,1,0,244,410
35117,"Windsor West/Windsor-Ouest"," 146","Windsor",1,12,89,35,1,0,138,353
35117,"Windsor West/Windsor-Ouest"," 147","Windsor",3,14,53,34,1,0,105,388
35117,"Windsor West/Windsor-Ouest"," 148","Windsor",4,15,102,28,0,1,150,372
35117,"Windsor West/Windsor-Ouest"," 149","Windsor",1,18,59,24,0,1,103,406
35117,"Windsor West/Windsor-Ouest"," 150","Windsor",1,56,147,54,0,0,258,508
35117,"Windsor West/Windsor-Ouest"," 151","Windsor",4,64,143,59,0,1,271,442
35117,"Windsor West/Windsor-Ouest"," 152","Windsor",2,54,86,41,0,21,204,444
35117,"Windsor West/Windsor-Ouest"," 153","Windsor",4,45,81,53,0,1,184,428
35117,"Windsor West/Windsor-Ouest"," 154","Windsor",2,65,73,63,0,1,204,486
35117,"Windsor West/Windsor-Ouest"," 155","Windsor",8,32,95,57,1,1,194,416
35117,"Windsor West/Windsor-Ouest"," 156","Windsor",6,49,101,57,0,3,216,472
35117,"Windsor West/Windsor-Ouest"," 157","Windsor",5,74,117,57,1,0,254,414
35117,"Windsor West/Windsor-Ouest"," 158","Windsor",3,45,85,48,0,1,182,348
35117,"Windsor West/Windsor-Ouest"," 159","Windsor",8,51,102,58,2,1,222,375
35117,"Windsor West/Windsor-Ouest"," 160","Windsor",4,56,109,71,0,1,241,408
35117,"Windsor West/Windsor-Ouest"," 161","Windsor",1,49,64,74,0,1,189,371
35117,"Windsor West/Windsor-Ouest"," 162","Windsor",3,73,103,62,1,1,243,496
35117,"Windsor West/Windsor-Ouest"," 163","Windsor",5,45,60,28,0,1,139,243
35117,"Windsor West/Windsor-Ouest"," 164","Windsor",10,43,68,45,0,0,166,336
35117,"Windsor West/Windsor-Ouest"," 165","Windsor",3,55,73,45,1,0,177,323
35117,"Windsor West/Windsor-Ouest"," 166","Windsor",2,48,87,35,0,3,175,358
35117,"Windsor West/Windsor-Ouest"," 167","Windsor",0,48,91,40,1,1,181,349
35117,"Windsor West/Windsor-Ouest"," 168","Windsor",4,47,120,59,0,1,231,438
35117,"Windsor West/Windsor-Ouest"," 169","Windsor",4,79,89,67,0,1,240,460
35117,"Windsor West/Windsor-Ouest"," 170","Windsor",5,62,83,55,0,0,205,415
35117,"Windsor West/Windsor-Ouest"," 171","Windsor",6,78,79,67,0,6,236,434
35117,"Windsor West/Windsor-Ouest"," 172","Windsor",3,53,95,62,0,1,214,363
35117,"Windsor West/Windsor-Ouest"," 173","Windsor",8,76,95,67,0,0,246,397
35117,"Windsor West/Windsor-Ouest"," 174","Windsor",5,50,89,71,0,0,215,385
35117,"Windsor West/Windsor-Ouest"," 175","Windsor",5,56,140,52,0,1,254,555
35117,"Windsor West/Windsor-Ouest"," 176","Windsor",6,50,125,57,4,1,243,422
35117,"Windsor West/Windsor-Ouest"," 177","Windsor",11,73,93,65,0,1,243,457
35117,"Windsor West/Windsor-Ouest"," 178","Windsor",8,57,85,61,1,1,213,452
35117,"Windsor West/Windsor-Ouest"," 179","Windsor",4,39,68,43,0,0,154,350
35117,"Windsor West/Windsor-Ouest"," 180","Windsor",0,41,57,35,1,0,134,382
35117,"Windsor West/Windsor-Ouest"," 181","Windsor",6,44,106,78,0,1,235,561
35117,"Windsor West/Windsor-Ouest"," 182","Windsor",1,54,87,47,0,1,190,439
35117,"Windsor West/Windsor-Ouest"," 183","Windsor",0,33,80,35,0,2,150,338
35117,"Windsor West/Windsor-Ouest"," 184","Windsor",4,62,115,58,0,2,241,571
35117,"Windsor West/Windsor-Ouest"," 185","Windsor",4,63,132,59,1,0,259,563
35117,"Windsor West/Windsor-Ouest"," 186","Windsor",4,28,77,50,0,1,160,391
35117,"Windsor West/Windsor-Ouest"," 187","Windsor",2,39,68,36,0,0,145,376
35117,"Windsor West/Windsor-Ouest"," 188","Windsor",1,63,66,68,0,3,201,398
35117,"Windsor West/Windsor-Ouest"," 189","Windsor",4,102,47,49,0,1,203,419
35117,"Windsor West/Windsor-Ouest"," 190","Windsor",2,84,88,55,0,0,229,446
35117,"Windsor West/Windsor-Ouest"," 191","Windsor",2,81,84,48,0,0,215,476
35117,"Windsor West/Windsor-Ouest"," 192A","Windsor",2,54,70,46,0,0,172,396
35117,"Windsor West/Windsor-Ouest"," 192B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°503A,,,,,,,97
35117,"Windsor West/Windsor-Ouest"," 193","Windsor",2,42,72,45,0,0,161,444
35117,"Windsor West/Windsor-Ouest"," 194","Windsor",3,54,126,68,0,0,251,464
35117,"Windsor West/Windsor-Ouest"," 195","Windsor",4,66,87,71,0,1,229,471
35117,"Windsor West/Windsor-Ouest"," 196","Windsor",1,56,90,40,0,0,187,457
35117,"Windsor West/Windsor-Ouest"," 197","Windsor",5,63,82,51,0,4,205,428
35117,"Windsor West/Windsor-Ouest"," 198","Windsor",8,54,126,52,0,1,241,429
35117,"Windsor West/Windsor-Ouest"," 199","Windsor",5,46,117,55,0,0,223,458
35117,"Windsor West/Windsor-Ouest"," 200","Windsor",6,56,104,74,0,1,241,472
35117,"Windsor West/Windsor-Ouest"," 400","Windsor",4,30,76,32,1,3,146,287
35117,"Windsor West/Windsor-Ouest"," 401","Windsor",1,36,44,33,2,0,116,137
35117,"Windsor West/Windsor-Ouest"," 402","Windsor",4,29,38,40,1,2,114,172
35117,"Windsor West/Windsor-Ouest"," 403","Windsor",4,45,91,70,0,1,211,340
35117,"Windsor West/Windsor-Ouest"," 404","Windsor",1,27,44,41,1,0,114,149
35117,"Windsor West/Windsor-Ouest"," 405","Windsor",10,29,82,27,0,0,148,231
35117,"Windsor West/Windsor-Ouest"," 406","Windsor",2,10,32,13,0,0,57,99
35117,"Windsor West/Windsor-Ouest"," 407","Windsor",5,42,80,36,5,3,171,304
35117,"Windsor West/Windsor-Ouest"," 408","Windsor",1,8,39,18,0,2,68,94
35117,"Windsor West/Windsor-Ouest"," 500","Mobile poll/Bureau itinérant",5,12,31,17,2,3,70,224
35117,"Windsor West/Windsor-Ouest"," 501","Mobile poll/Bureau itinérant",1,17,47,30,1,8,104,214
35117,"Windsor West/Windsor-Ouest"," 502","Mobile poll/Bureau itinérant",1,23,57,42,1,17,141,135
35117,"Windsor West/Windsor-Ouest"," 503A","Mobile poll/Bureau itinérant",0,14,43,19,2,0,78,56
35117,"Windsor West/Windsor-Ouest"," 503B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502,,,,,,,53
35117,"Windsor West/Windsor-Ouest"," 600","Windsor",13,29,139,50,1,1,233,
35117,"Windsor West/Windsor-Ouest"," 601","Windsor",14,65,187,89,5,4,364,
35117,"Windsor West/Windsor-Ouest"," 602","Windsor",19,78,362,105,1,0,565,
35117,"Windsor West/Windsor-Ouest"," 603","Windsor",5,65,215,84,0,1,370,
35117,"Windsor West/Windsor-Ouest"," 604","Windsor",11,68,263,95,2,3,442,
35117,"Windsor West/Windsor-Ouest"," 605","Windsor",11,85,255,110,2,0,463,
35117,"Windsor West/Windsor-Ouest"," 606","Windsor",7,95,204,81,3,0,390,
35117,"Windsor West/Windsor-Ouest"," 607","Windsor",19,119,272,100,1,2,513,
35117,"Windsor West/Windsor-Ouest"," 608","Windsor",5,17,93,38,0,0,153,
35117,"Windsor West/Windsor-Ouest"," 609","Windsor",9,159,264,107,3,3,545,
35117,"Windsor West/Windsor-Ouest"," 610","Windsor",23,180,301,116,4,3,627,
35117,"Windsor West/Windsor-Ouest"," 611","Windsor",10,211,321,166,3,6,717,
35117,"Windsor West/Windsor-Ouest"," 612","Windsor",5,86,171,56,0,1,319,
35117,"Windsor West/Windsor-Ouest"," 613","Windsor",12,217,266,139,0,0,634,
35117,"Windsor West/Windsor-Ouest",,"Group 1/Groupe 1",6,17,48,76,4,7,158,134
35117,"Windsor West/Windsor-Ouest",,"Group 2/Groupe 2",27,193,513,173,12,8,926,
