Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Scott Bell,Mark Bigland-Pritchard,Tracy Muggli,Kevin Waugh,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 32","Saskatoon",94,3,71,73,0,241,447
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 33","Saskatoon",87,4,90,88,2,271,455
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 34","Saskatoon",111,6,83,60,2,262,481
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 35","Saskatoon",91,8,65,86,1,251,419
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 36","Saskatoon",59,7,53,106,0,225,359
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 37","Saskatoon",48,1,42,54,1,146,295
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 38","Saskatoon",91,4,63,84,0,242,414
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 39","Saskatoon",46,3,59,104,0,212,379
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 40","Saskatoon",59,2,43,72,0,176,379
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 41","Saskatoon",75,3,81,93,0,252,444
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 42A","Saskatoon",28,0,27,54,0,109,242
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 42B","Saskatoon",27,2,19,143,1,192,218
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 43","Saskatoon",70,2,59,61,2,194,331
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 44","Saskatoon",80,6,75,66,0,227,413
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 45","Saskatoon",67,7,76,64,1,215,405
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 46A","Saskatoon",29,0,52,95,0,176,262
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 46B","Saskatoon",19,2,43,69,0,133,258
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 47","Saskatoon",61,2,47,88,1,199,341
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 48","Saskatoon",75,8,53,94,1,231,349
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 49","Saskatoon",32,3,51,76,0,162,287
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 50","Saskatoon",27,2,53,92,0,174,323
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 51","Saskatoon",75,6,61,74,0,216,414
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 52","Saskatoon",75,6,46,58,0,185,331
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 53","Saskatoon",38,1,47,73,0,159,302
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 54","Saskatoon",80,3,56,97,1,237,429
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 55A","Saskatoon",54,1,41,68,1,165,266
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 55B","Saskatoon",31,3,36,72,1,143,271
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 56","Saskatoon",79,7,62,95,0,243,401
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 57","Saskatoon",56,3,36,67,1,163,311
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 58","Saskatoon",72,3,61,118,3,257,440
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 59","Corman Park",27,3,29,92,0,151,213
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 60","Saskatoon",52,2,58,100,0,212,345
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 61","Saskatoon",46,0,54,130,0,230,416
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 62","Saskatoon",50,3,60,127,0,240,430
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 63","Saskatoon",43,1,50,121,0,215,393
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 64","Saskatoon",34,2,44,147,0,227,404
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 65","Saskatoon",47,2,58,80,1,188,346
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 66","Saskatoon",38,5,34,90,0,167,368
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 67","Saskatoon",31,2,56,112,1,202,394
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 68","Saskatoon",38,3,65,157,0,263,465
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 69","Saskatoon",60,2,68,115,1,246,446
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 70","Saskatoon",75,7,62,88,0,232,384
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 71","Saskatoon",101,9,97,112,0,319,532
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 72","Saskatoon",77,5,89,161,1,333,522
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 73A","Saskatoon",43,2,60,121,0,226,387
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 73B","Saskatoon",60,3,60,136,1,260,425
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 73C","Saskatoon",36,7,84,115,2,244,395
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 74","Saskatoon",51,8,67,49,0,175,383
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 75","Saskatoon",59,1,71,99,1,231,386
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 76","Saskatoon",58,4,55,117,0,234,430
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 77","Saskatoon",57,8,63,87,0,215,373
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 78","Saskatoon",63,4,60,74,2,203,416
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 79","Saskatoon",55,1,69,75,0,200,364
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 80","Saskatoon",54,4,74,72,0,204,396
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 81","Saskatoon",70,2,97,175,1,345,448
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 82","Saskatoon",65,3,68,79,3,218,377
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 83A","Saskatoon",47,5,53,59,0,164,271
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 83B","Saskatoon",58,5,46,55,0,164,263
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 84A","Saskatoon",20,4,17,40,0,81,158
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 84B","Saskatoon",Merged with No./Fusionné avec le n°402,,,,,,102
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 85","Saskatoon",52,4,50,76,1,183,261
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 86A","Saskatoon",31,2,29,69,0,131,264
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 86B","Saskatoon",34,3,28,72,4,141,175
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 86C","Saskatoon",31,2,26,71,2,132,144
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 87A","Saskatoon",14,0,18,42,0,74,180
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 87B","Saskatoon",27,3,31,73,1,135,180
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 87C","Saskatoon",Merged with No./Fusionné avec le n°85,,,,,,41
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 88","Saskatoon",89,2,61,66,0,218,360
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 89","Saskatoon",72,9,72,106,0,259,398
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 90","Saskatoon",89,8,89,98,1,285,387
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 91","Saskatoon",78,6,59,85,0,228,362
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 92","Saskatoon",74,4,80,111,0,269,409
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 93A","Saskatoon",67,6,46,96,0,215,335
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 93B","Saskatoon",58,3,55,69,1,186,312
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 94","Saskatoon",99,7,93,97,0,296,453
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 95","Saskatoon",83,1,88,90,0,262,415
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 96","Saskatoon",95,6,81,94,0,276,458
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 97","Saskatoon",88,9,81,94,0,272,475
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 98","Saskatoon",90,5,86,87,1,269,450
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 99","Saskatoon",83,4,88,78,2,255,435
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 100","Saskatoon",71,6,76,98,1,252,437
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 101","Saskatoon",32,0,75,109,0,216,465
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 102","Saskatoon",75,4,81,100,1,261,448
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 103","Saskatoon",85,3,84,131,2,305,468
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 104A","Saskatoon",50,6,60,82,2,200,363
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 104B","Saskatoon",61,4,72,113,0,250,456
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 104C","Saskatoon",50,2,69,127,0,248,414
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 104D","Saskatoon",Merged with No./Fusionné avec le n°106A,,,,,,26
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 105A","Saskatoon",46,6,65,93,0,210,367
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 105B","Saskatoon",36,1,48,76,1,162,305
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 106A","Saskatoon",57,5,75,103,0,240,438
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 106B","Mobile poll/Bureau itinérant",30,3,31,53,0,117,68
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 106C","Saskatoon",26,5,64,44,0,139,161
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 107A","Saskatoon",18,0,38,68,0,124,221
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 107B","Saskatoon",20,1,44,68,0,133,230
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 108","Saskatoon",48,1,59,99,0,207,365
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 109A","Saskatoon",43,5,61,103,0,212,396
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 109B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°106B,,,,,,84
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 110","Saskatoon",52,1,78,93,0,224,447
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 111A","Saskatoon",32,2,48,69,1,152,282
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 111B","Saskatoon",40,1,47,84,0,172,301
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 112A","Saskatoon",40,4,44,83,0,171,292
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 112B","Saskatoon",49,1,41,67,0,158,302
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 113A","Saskatoon",43,1,45,103,0,192,364
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 113B","Saskatoon",33,1,62,101,0,197,335
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 114","Saskatoon",79,3,65,78,2,227,360
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 115","Saskatoon",54,8,70,98,0,230,378
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 116","Saskatoon",36,6,51,73,0,166,339
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 117","Saskatoon",41,2,43,82,0,168,317
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 118","Saskatoon",60,6,68,83,0,217,403
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 119","Saskatoon",26,1,43,106,0,176,311
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 120","Saskatoon",42,0,50,76,0,168,312
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 121","Saskatoon",60,4,51,71,1,187,364
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 122","Saskatoon",30,4,44,80,1,159,306
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 123","Saskatoon",46,4,57,44,0,151,320
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 124","Saskatoon",47,3,82,106,0,238,438
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 125","Saskatoon",52,5,42,95,0,194,308
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 126","Saskatoon",51,7,84,105,0,247,393
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 127","Saskatoon",25,4,61,131,1,222,357
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 128","Saskatoon",46,2,66,125,0,239,405
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 129","Saskatoon",53,4,79,127,0,263,428
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 130","Saskatoon",72,1,68,118,0,259,424
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 131","Saskatoon",66,4,60,65,1,196,370
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 132","Grasswood",26,4,31,82,0,143,258
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 133A","Saskatoon",13,2,28,147,0,190,288
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 133B","Saskatoon",24,1,32,121,0,178,271
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 134","Grasswood",17,4,49,106,0,176,292
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 135","Corman Park No. 344",28,1,29,75,0,133,213
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 136","Corman Park No. 344",43,2,56,161,4,266,397
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 137","Grasswood",31,4,29,154,0,218,319
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 138","Grasswood",20,3,22,31,1,77,145
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 139","Grasswood",56,4,42,130,3,235,371
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 140A","Saskatoon",45,2,34,40,0,121,238
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 140B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502,,,,,,25
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 140C","Saskatoon",41,5,25,61,1,133,166
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 141A","Saskatoon",35,6,69,102,2,214,273
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 141B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500,,,,,,57
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 400","Saskatoon",50,4,32,67,5,158,188
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 401","Saskatoon",12,0,7,71,0,90,137
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 402","Saskatoon",57,1,56,87,0,201,157
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 500","Mobile poll/Bureau itinérant",24,2,23,25,0,74,95
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 501","Mobile poll/Bureau itinérant",16,2,7,14,0,39,47
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 502","Mobile poll/Bureau itinérant",12,2,10,16,0,40,45
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 600","Saskatoon",670,28,310,315,1,1324,
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 601","Saskatoon",451,21,213,294,1,980,
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 602","Saskatoon",231,8,147,331,0,717,
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 603","Saskatoon",271,23,247,513,4,1058,
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 604","Saskatoon",281,9,253,587,0,1130,
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 605","Saskatoon",263,4,226,531,4,1028,
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 606","Saskatoon",307,17,276,526,3,1129,
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 607","Saskatoon",371,19,231,529,4,1154,
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 608","Saskatoon",379,14,255,467,2,1117,
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood"," 609","Corman Park",70,3,48,158,0,279,
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood",,"Group 1/Groupe 1",48,3,42,26,2,121,95
47010,"Saskatoon--Grasswood/Saskatoon--Grasswood",,"Group 2/Groupe 2",789,33,399,723,20,1964,
