Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Jacob K. Binnema,Ryan Bromsgrove,Linda Duncan,Donovan Eckstrom,Chris Jones,Dougal MacDonald,Eleanor Olszewski,Andrew Schurman,Malcolm Stinson,Len Thom,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48019,"Edmonton Strathcona/Edmonton Strathcona"," 19","Edmonton",8,2,86,2,0,1,47,0,2,60,1,209,406
48019,"Edmonton Strathcona/Edmonton Strathcona"," 20","Edmonton",7,1,86,0,0,0,53,1,2,56,2,208,397
48019,"Edmonton Strathcona/Edmonton Strathcona"," 21","Edmonton",4,1,76,1,0,0,40,0,0,60,0,182,390
48019,"Edmonton Strathcona/Edmonton Strathcona"," 22","Edmonton",3,1,82,1,0,0,73,2,0,86,0,248,441
48019,"Edmonton Strathcona/Edmonton Strathcona"," 23","Edmonton",4,1,92,1,0,0,61,0,3,88,0,250,458
48019,"Edmonton Strathcona/Edmonton Strathcona"," 24","Edmonton",8,1,135,1,2,0,69,0,1,81,1,299,487
48019,"Edmonton Strathcona/Edmonton Strathcona"," 25","Edmonton",6,0,135,0,0,0,69,2,1,100,1,314,537
48019,"Edmonton Strathcona/Edmonton Strathcona"," 26","Edmonton",7,0,121,0,0,2,82,0,2,68,0,282,467
48019,"Edmonton Strathcona/Edmonton Strathcona"," 27","Edmonton",6,1,214,0,0,2,66,1,1,95,2,388,646
48019,"Edmonton Strathcona/Edmonton Strathcona"," 28","Edmonton",2,0,152,0,0,0,47,0,1,26,1,229,434
48019,"Edmonton Strathcona/Edmonton Strathcona"," 29","Edmonton",9,1,126,1,0,1,46,0,1,51,1,237,402
48019,"Edmonton Strathcona/Edmonton Strathcona"," 30","Edmonton",12,2,162,0,1,1,36,0,4,46,0,264,442
48019,"Edmonton Strathcona/Edmonton Strathcona"," 31","Edmonton",6,2,141,0,1,0,40,0,3,32,0,225,368
48019,"Edmonton Strathcona/Edmonton Strathcona"," 32","Edmonton",4,2,121,0,1,1,41,0,1,29,1,201,424
48019,"Edmonton Strathcona/Edmonton Strathcona"," 33","Edmonton",9,1,159,1,0,1,60,0,2,52,1,286,509
48019,"Edmonton Strathcona/Edmonton Strathcona"," 34","Edmonton",7,0,88,0,0,0,49,1,1,26,0,172,332
48019,"Edmonton Strathcona/Edmonton Strathcona"," 35","Edmonton",1,0,71,1,0,0,42,1,1,55,2,174,348
48019,"Edmonton Strathcona/Edmonton Strathcona"," 36","Edmonton",0,2,150,2,0,0,77,2,0,57,1,291,530
48019,"Edmonton Strathcona/Edmonton Strathcona"," 37","Edmonton",1,2,112,2,1,0,34,1,1,72,2,228,386
48019,"Edmonton Strathcona/Edmonton Strathcona"," 38","Edmonton",7,1,112,2,3,0,72,1,1,70,1,270,514
48019,"Edmonton Strathcona/Edmonton Strathcona"," 39","Edmonton",5,0,194,1,0,2,53,0,1,46,1,303,507
48019,"Edmonton Strathcona/Edmonton Strathcona"," 40","Edmonton",9,1,107,3,0,0,82,0,2,59,2,265,474
48019,"Edmonton Strathcona/Edmonton Strathcona"," 41A","Edmonton",5,0,68,0,0,0,23,0,4,27,0,127,387
48019,"Edmonton Strathcona/Edmonton Strathcona"," 41B","Edmonton",3,0,54,0,1,0,29,0,0,28,0,115,428
48019,"Edmonton Strathcona/Edmonton Strathcona"," 42","Edmonton",2,1,130,0,0,0,72,0,1,112,0,318,535
48019,"Edmonton Strathcona/Edmonton Strathcona"," 43","Edmonton",12,1,174,2,0,0,113,1,4,148,1,456,478
48019,"Edmonton Strathcona/Edmonton Strathcona"," 44","Edmonton",8,1,146,0,0,2,63,2,1,61,0,284,462
48019,"Edmonton Strathcona/Edmonton Strathcona"," 45","Edmonton",6,4,119,1,1,1,70,1,0,63,0,266,437
48019,"Edmonton Strathcona/Edmonton Strathcona"," 46","Edmonton",8,1,125,1,0,0,61,0,1,72,1,270,462
48019,"Edmonton Strathcona/Edmonton Strathcona"," 47","Edmonton",8,1,125,0,0,1,50,0,1,72,0,258,483
48019,"Edmonton Strathcona/Edmonton Strathcona"," 48","Edmonton",3,1,97,0,0,0,52,0,1,30,1,185,337
48019,"Edmonton Strathcona/Edmonton Strathcona"," 49","Edmonton",7,1,130,1,1,0,65,1,3,38,3,250,477
48019,"Edmonton Strathcona/Edmonton Strathcona"," 50","Edmonton",3,1,87,1,0,1,56,0,0,55,1,205,434
48019,"Edmonton Strathcona/Edmonton Strathcona"," 51","Edmonton",9,0,130,2,0,1,60,1,3,46,0,252,465
48019,"Edmonton Strathcona/Edmonton Strathcona"," 52","Edmonton",2,0,92,3,1,0,47,0,1,56,1,203,419
48019,"Edmonton Strathcona/Edmonton Strathcona"," 53","Edmonton",8,0,161,1,0,0,50,0,1,36,1,258,459
48019,"Edmonton Strathcona/Edmonton Strathcona"," 54","Edmonton",7,2,107,1,0,0,60,0,3,32,1,213,404
48019,"Edmonton Strathcona/Edmonton Strathcona"," 55","Edmonton",7,1,124,2,0,0,59,1,2,45,2,243,453
48019,"Edmonton Strathcona/Edmonton Strathcona"," 56","Edmonton",8,0,87,0,0,0,40,0,0,35,0,170,372
48019,"Edmonton Strathcona/Edmonton Strathcona"," 57","Edmonton",1,2,42,0,0,0,28,2,0,24,0,99,193
48019,"Edmonton Strathcona/Edmonton Strathcona"," 58","Edmonton",8,1,83,2,1,0,21,2,0,47,0,165,338
48019,"Edmonton Strathcona/Edmonton Strathcona"," 59","Edmonton",5,1,122,0,1,0,57,0,0,48,1,235,468
48019,"Edmonton Strathcona/Edmonton Strathcona"," 60","Edmonton",6,0,95,0,0,0,58,1,1,42,1,204,433
48019,"Edmonton Strathcona/Edmonton Strathcona"," 61","Edmonton",5,1,122,0,0,0,63,0,2,43,0,236,423
48019,"Edmonton Strathcona/Edmonton Strathcona"," 62","Edmonton",11,0,136,0,1,0,38,1,4,52,0,243,431
48019,"Edmonton Strathcona/Edmonton Strathcona"," 63","Edmonton",7,2,103,1,0,2,42,1,0,33,2,193,337
48019,"Edmonton Strathcona/Edmonton Strathcona"," 64","Edmonton",9,1,76,0,1,0,32,0,2,50,3,174,373
48019,"Edmonton Strathcona/Edmonton Strathcona"," 65","Edmonton",11,2,106,0,0,0,48,1,4,53,0,225,447
48019,"Edmonton Strathcona/Edmonton Strathcona"," 66","Edmonton",7,1,101,0,0,0,41,0,6,64,0,220,455
48019,"Edmonton Strathcona/Edmonton Strathcona"," 67","Edmonton",1,1,101,0,0,0,37,1,1,58,0,200,373
48019,"Edmonton Strathcona/Edmonton Strathcona"," 68","Edmonton",4,0,117,3,1,1,46,0,0,54,2,228,407
48019,"Edmonton Strathcona/Edmonton Strathcona"," 69","Edmonton",6,3,112,0,0,1,45,0,0,61,0,228,366
48019,"Edmonton Strathcona/Edmonton Strathcona"," 70","Edmonton",8,2,153,0,1,0,68,0,2,66,1,301,530
48019,"Edmonton Strathcona/Edmonton Strathcona"," 71","Edmonton",12,0,123,1,0,0,56,0,5,45,2,244,409
48019,"Edmonton Strathcona/Edmonton Strathcona"," 72","Edmonton",10,2,103,0,0,0,48,1,1,81,0,246,398
48019,"Edmonton Strathcona/Edmonton Strathcona"," 73","Edmonton",10,0,88,0,0,0,35,0,1,52,0,186,376
48019,"Edmonton Strathcona/Edmonton Strathcona"," 74","Edmonton",5,1,127,0,1,1,64,1,2,83,2,287,450
48019,"Edmonton Strathcona/Edmonton Strathcona"," 75","Edmonton",8,5,111,0,0,0,50,0,3,81,0,258,443
48019,"Edmonton Strathcona/Edmonton Strathcona"," 76","Edmonton",7,3,128,0,1,0,37,0,1,85,1,263,407
48019,"Edmonton Strathcona/Edmonton Strathcona"," 77","Edmonton",8,0,102,0,0,0,54,0,1,75,1,241,441
48019,"Edmonton Strathcona/Edmonton Strathcona"," 78A","Edmonton",5,1,68,1,0,0,40,0,0,21,2,138,283
48019,"Edmonton Strathcona/Edmonton Strathcona"," 78B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°504A,,,,,,,,,,,,65
48019,"Edmonton Strathcona/Edmonton Strathcona"," 79","Edmonton",2,1,68,0,0,1,35,1,4,58,0,170,292
48019,"Edmonton Strathcona/Edmonton Strathcona"," 80","Edmonton",3,2,110,2,0,0,48,0,2,58,1,226,400
48019,"Edmonton Strathcona/Edmonton Strathcona"," 81","Edmonton",7,0,85,0,2,0,53,0,1,75,0,223,456
48019,"Edmonton Strathcona/Edmonton Strathcona"," 82A","Edmonton",3,0,85,2,0,0,45,0,3,56,2,196,462
48019,"Edmonton Strathcona/Edmonton Strathcona"," 82B","Edmonton",Merged with No./Fusionné avec le n°79,,,,,,,,,,,,117
48019,"Edmonton Strathcona/Edmonton Strathcona"," 83","Edmonton",9,3,103,1,0,0,59,0,0,54,3,232,413
48019,"Edmonton Strathcona/Edmonton Strathcona"," 84","Edmonton",5,1,113,1,2,1,36,0,2,87,0,248,470
48019,"Edmonton Strathcona/Edmonton Strathcona"," 85","Edmonton",4,0,84,1,0,0,48,0,0,87,1,225,435
48019,"Edmonton Strathcona/Edmonton Strathcona"," 86","Edmonton",4,1,80,0,0,0,67,0,0,108,4,264,448
48019,"Edmonton Strathcona/Edmonton Strathcona"," 87","Edmonton",3,1,73,0,0,0,55,0,0,127,0,259,411
48019,"Edmonton Strathcona/Edmonton Strathcona"," 88","Edmonton",4,0,95,0,0,0,51,1,1,87,0,239,453
48019,"Edmonton Strathcona/Edmonton Strathcona"," 89","Edmonton",5,0,76,0,2,0,45,0,1,109,2,240,386
48019,"Edmonton Strathcona/Edmonton Strathcona"," 90","Edmonton",2,0,68,0,0,0,65,0,2,126,0,263,446
48019,"Edmonton Strathcona/Edmonton Strathcona"," 91","Edmonton",8,0,116,1,0,1,69,0,1,104,0,300,463
48019,"Edmonton Strathcona/Edmonton Strathcona"," 92","Edmonton",2,0,79,0,1,0,39,0,0,87,1,209,364
48019,"Edmonton Strathcona/Edmonton Strathcona"," 93","Edmonton",3,0,40,1,1,0,31,0,1,60,1,138,315
48019,"Edmonton Strathcona/Edmonton Strathcona"," 94","Edmonton",3,0,37,0,0,0,36,0,1,34,1,112,375
48019,"Edmonton Strathcona/Edmonton Strathcona"," 95","Edmonton",4,0,108,2,2,0,66,1,0,96,0,279,440
48019,"Edmonton Strathcona/Edmonton Strathcona"," 96","Edmonton",2,1,77,0,0,0,44,2,3,72,0,201,391
48019,"Edmonton Strathcona/Edmonton Strathcona"," 97","Edmonton",4,2,66,1,1,0,45,0,0,62,1,182,335
48019,"Edmonton Strathcona/Edmonton Strathcona"," 98","Edmonton",7,1,104,4,2,0,45,0,2,116,0,281,411
48019,"Edmonton Strathcona/Edmonton Strathcona"," 99","Edmonton",5,1,78,1,1,2,50,0,0,152,2,292,427
48019,"Edmonton Strathcona/Edmonton Strathcona"," 100","Edmonton",6,0,84,2,0,0,62,1,2,103,0,260,427
48019,"Edmonton Strathcona/Edmonton Strathcona"," 101","Edmonton",8,0,99,0,1,0,47,1,2,100,0,258,457
48019,"Edmonton Strathcona/Edmonton Strathcona"," 102","Edmonton",3,2,71,0,0,1,43,0,5,73,0,198,404
48019,"Edmonton Strathcona/Edmonton Strathcona"," 103","Edmonton",9,0,78,2,0,0,55,0,0,147,0,291,455
48019,"Edmonton Strathcona/Edmonton Strathcona"," 104","Edmonton",4,0,76,0,1,0,42,0,1,108,0,232,381
48019,"Edmonton Strathcona/Edmonton Strathcona"," 105","Edmonton",3,1,84,0,0,0,54,0,2,122,0,266,434
48019,"Edmonton Strathcona/Edmonton Strathcona"," 106","Edmonton",7,2,69,0,1,0,45,1,2,106,0,233,363
48019,"Edmonton Strathcona/Edmonton Strathcona"," 107","Edmonton",9,0,72,0,0,0,55,0,2,100,0,238,365
48019,"Edmonton Strathcona/Edmonton Strathcona"," 108","Edmonton",5,1,90,1,0,0,37,0,1,105,0,240,393
48019,"Edmonton Strathcona/Edmonton Strathcona"," 109","Edmonton",6,0,95,0,0,0,45,2,0,98,0,246,386
48019,"Edmonton Strathcona/Edmonton Strathcona"," 110","Edmonton",4,1,80,0,0,0,46,1,0,94,0,226,382
48019,"Edmonton Strathcona/Edmonton Strathcona"," 111","Edmonton",8,0,99,0,2,1,56,0,3,111,0,280,452
48019,"Edmonton Strathcona/Edmonton Strathcona"," 112","Edmonton",13,0,62,2,0,0,41,1,1,135,2,257,416
48019,"Edmonton Strathcona/Edmonton Strathcona"," 113A","Edmonton",2,1,59,1,1,0,39,0,1,50,2,156,342
48019,"Edmonton Strathcona/Edmonton Strathcona"," 113B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°505,,,,,,,,,,,,68
48019,"Edmonton Strathcona/Edmonton Strathcona"," 113C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°505,,,,,,,,,,,,39
48019,"Edmonton Strathcona/Edmonton Strathcona"," 114","Edmonton",4,2,71,0,0,1,40,1,0,121,0,240,401
48019,"Edmonton Strathcona/Edmonton Strathcona"," 115","Edmonton",2,0,84,0,2,1,40,0,1,107,1,238,412
48019,"Edmonton Strathcona/Edmonton Strathcona"," 116","Edmonton",6,1,67,1,0,0,38,0,0,90,1,204,394
48019,"Edmonton Strathcona/Edmonton Strathcona"," 117","Edmonton",0,0,77,0,0,0,49,0,7,108,0,241,396
48019,"Edmonton Strathcona/Edmonton Strathcona"," 118","Edmonton",1,0,68,0,1,0,46,1,1,53,1,172,389
48019,"Edmonton Strathcona/Edmonton Strathcona"," 119","Edmonton",7,1,91,2,0,1,32,0,3,69,0,206,357
48019,"Edmonton Strathcona/Edmonton Strathcona"," 120","Edmonton",12,0,69,1,0,1,67,1,0,121,1,273,448
48019,"Edmonton Strathcona/Edmonton Strathcona"," 121","Edmonton",7,2,78,0,1,0,31,0,2,69,0,190,382
48019,"Edmonton Strathcona/Edmonton Strathcona"," 122","Edmonton",2,2,61,0,0,0,43,0,0,62,2,172,376
48019,"Edmonton Strathcona/Edmonton Strathcona"," 123","Edmonton",6,0,100,1,1,0,56,0,1,58,1,224,431
48019,"Edmonton Strathcona/Edmonton Strathcona"," 124","Edmonton",7,3,80,1,1,0,38,1,0,72,1,204,393
48019,"Edmonton Strathcona/Edmonton Strathcona"," 125","Edmonton",6,0,100,0,2,0,47,0,0,89,1,245,401
48019,"Edmonton Strathcona/Edmonton Strathcona"," 126","Edmonton",5,0,90,0,1,1,52,1,1,102,1,254,363
48019,"Edmonton Strathcona/Edmonton Strathcona"," 127","Edmonton",6,0,105,0,0,0,62,0,0,91,1,265,542
48019,"Edmonton Strathcona/Edmonton Strathcona"," 128","Edmonton",8,3,93,0,1,0,43,1,2,91,1,243,527
48019,"Edmonton Strathcona/Edmonton Strathcona"," 129","Edmonton",4,0,99,0,0,1,36,1,1,92,0,234,406
48019,"Edmonton Strathcona/Edmonton Strathcona"," 130","Edmonton",8,1,94,0,0,2,37,1,3,82,0,228,375
48019,"Edmonton Strathcona/Edmonton Strathcona"," 131","Edmonton",8,1,139,1,3,0,33,1,1,82,1,270,444
48019,"Edmonton Strathcona/Edmonton Strathcona"," 132","Edmonton",5,1,102,1,0,0,35,0,0,57,0,201,365
48019,"Edmonton Strathcona/Edmonton Strathcona"," 133","Edmonton",10,1,111,0,0,1,42,0,3,65,2,235,358
48019,"Edmonton Strathcona/Edmonton Strathcona"," 134","Edmonton",8,2,107,0,0,0,48,2,1,62,0,230,391
48019,"Edmonton Strathcona/Edmonton Strathcona"," 135","Edmonton",6,0,119,0,3,0,29,2,1,86,2,248,430
48019,"Edmonton Strathcona/Edmonton Strathcona"," 136","Edmonton",9,1,114,1,1,0,38,1,3,102,0,270,426
48019,"Edmonton Strathcona/Edmonton Strathcona"," 137","Edmonton",4,2,73,2,1,0,37,0,4,59,0,182,390
48019,"Edmonton Strathcona/Edmonton Strathcona"," 138","Edmonton",7,0,109,0,2,0,49,1,2,63,0,233,494
48019,"Edmonton Strathcona/Edmonton Strathcona"," 139","Edmonton",3,0,114,0,0,0,37,1,2,59,0,216,459
48019,"Edmonton Strathcona/Edmonton Strathcona"," 140","Edmonton",3,2,95,2,0,3,31,0,1,63,2,202,404
48019,"Edmonton Strathcona/Edmonton Strathcona"," 141","Edmonton",10,1,156,0,0,0,56,1,0,59,1,284,489
48019,"Edmonton Strathcona/Edmonton Strathcona"," 142","Edmonton",8,0,166,0,0,0,60,0,1,54,0,289,492
48019,"Edmonton Strathcona/Edmonton Strathcona"," 143","Edmonton",5,0,167,2,1,0,50,0,2,69,0,296,475
48019,"Edmonton Strathcona/Edmonton Strathcona"," 144","Edmonton",8,0,177,0,0,0,53,0,0,61,1,300,458
48019,"Edmonton Strathcona/Edmonton Strathcona"," 145","Edmonton",8,0,136,2,1,0,53,0,1,58,4,263,419
48019,"Edmonton Strathcona/Edmonton Strathcona"," 146","Edmonton",2,0,154,1,0,2,62,1,0,58,1,281,451
48019,"Edmonton Strathcona/Edmonton Strathcona"," 147","Edmonton",3,0,160,1,0,0,69,1,1,64,0,299,440
48019,"Edmonton Strathcona/Edmonton Strathcona"," 148","Edmonton",4,0,97,0,1,0,52,0,3,57,1,215,364
48019,"Edmonton Strathcona/Edmonton Strathcona"," 149","Edmonton",2,0,98,1,0,0,61,0,4,115,0,281,426
48019,"Edmonton Strathcona/Edmonton Strathcona"," 150A","Edmonton",2,0,93,0,0,0,56,1,0,98,0,250,377
48019,"Edmonton Strathcona/Edmonton Strathcona"," 150B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501,,,,,,,,,,,,38
48019,"Edmonton Strathcona/Edmonton Strathcona"," 151","Edmonton",7,0,133,0,0,0,70,0,1,92,0,303,455
48019,"Edmonton Strathcona/Edmonton Strathcona"," 152","Edmonton",3,0,115,0,0,1,82,0,0,112,0,313,478
48019,"Edmonton Strathcona/Edmonton Strathcona"," 153","Edmonton",5,0,111,0,0,0,46,1,1,66,2,232,408
48019,"Edmonton Strathcona/Edmonton Strathcona"," 154","Edmonton",1,1,65,0,0,0,52,0,1,47,2,169,370
48019,"Edmonton Strathcona/Edmonton Strathcona"," 155","Edmonton",5,2,108,0,0,0,46,0,0,79,0,240,410
48019,"Edmonton Strathcona/Edmonton Strathcona"," 156","Edmonton",6,1,102,0,0,0,52,0,1,94,0,256,430
48019,"Edmonton Strathcona/Edmonton Strathcona"," 157","Edmonton",12,2,124,1,0,1,51,1,2,108,2,304,472
48019,"Edmonton Strathcona/Edmonton Strathcona"," 158","Edmonton",6,0,71,0,1,2,52,0,2,62,1,197,398
48019,"Edmonton Strathcona/Edmonton Strathcona"," 159","Edmonton",8,0,113,1,1,0,43,0,0,88,0,254,432
48019,"Edmonton Strathcona/Edmonton Strathcona"," 160","Edmonton",9,0,80,0,0,0,45,0,4,62,2,202,404
48019,"Edmonton Strathcona/Edmonton Strathcona"," 161","Edmonton",5,1,121,0,0,0,56,0,0,97,0,280,546
48019,"Edmonton Strathcona/Edmonton Strathcona"," 162","Edmonton",4,4,72,1,0,1,40,0,3,63,2,190,396
48019,"Edmonton Strathcona/Edmonton Strathcona"," 163","Edmonton",9,2,80,1,1,1,60,0,2,91,1,248,396
48019,"Edmonton Strathcona/Edmonton Strathcona"," 164","Edmonton",6,2,96,0,0,2,67,1,1,89,1,265,505
48019,"Edmonton Strathcona/Edmonton Strathcona"," 165","Edmonton",1,4,100,0,1,0,68,2,1,70,2,249,488
48019,"Edmonton Strathcona/Edmonton Strathcona"," 166","Edmonton",10,1,74,1,0,1,70,1,2,51,1,212,440
48019,"Edmonton Strathcona/Edmonton Strathcona"," 167A","Edmonton",6,0,75,0,1,3,45,0,2,45,0,177,363
48019,"Edmonton Strathcona/Edmonton Strathcona"," 167B","Edmonton",6,5,96,0,0,0,52,2,2,41,2,206,380
48019,"Edmonton Strathcona/Edmonton Strathcona"," 168","Edmonton",1,2,71,2,0,0,47,0,3,45,0,171,402
48019,"Edmonton Strathcona/Edmonton Strathcona"," 169","Edmonton",8,2,66,1,1,1,52,0,1,44,1,177,373
48019,"Edmonton Strathcona/Edmonton Strathcona"," 170","Edmonton",2,0,106,1,0,0,62,0,3,102,2,278,427
48019,"Edmonton Strathcona/Edmonton Strathcona"," 171","Edmonton",5,0,116,0,1,1,51,0,4,87,2,267,481
48019,"Edmonton Strathcona/Edmonton Strathcona"," 172","Edmonton",4,0,146,0,0,0,49,1,1,105,2,308,454
48019,"Edmonton Strathcona/Edmonton Strathcona"," 173","Edmonton",6,1,88,0,2,0,41,1,3,102,1,245,349
48019,"Edmonton Strathcona/Edmonton Strathcona"," 174","Edmonton",4,0,99,1,0,1,25,0,0,78,1,209,308
48019,"Edmonton Strathcona/Edmonton Strathcona"," 175","Edmonton",12,2,30,0,1,0,38,0,2,135,0,220,379
48019,"Edmonton Strathcona/Edmonton Strathcona"," 176","Edmonton",1,1,42,0,0,0,52,0,1,87,0,184,351
48019,"Edmonton Strathcona/Edmonton Strathcona"," 177","Edmonton",10,1,47,1,1,1,62,0,5,91,1,220,400
48019,"Edmonton Strathcona/Edmonton Strathcona"," 178","Edmonton",5,1,47,0,3,0,49,1,1,115,1,223,402
48019,"Edmonton Strathcona/Edmonton Strathcona"," 400","Edmonton",5,1,41,0,1,0,55,2,2,108,3,218,309
48019,"Edmonton Strathcona/Edmonton Strathcona"," 401","Edmonton",1,0,40,1,0,1,22,1,0,11,0,77,163
48019,"Edmonton Strathcona/Edmonton Strathcona"," 402","Edmonton",0,0,20,1,1,1,23,0,0,19,0,65,149
48019,"Edmonton Strathcona/Edmonton Strathcona"," 403","Edmonton",1,0,11,0,0,1,7,0,0,5,0,25,75
48019,"Edmonton Strathcona/Edmonton Strathcona"," 404","Edmonton",2,1,36,0,0,0,8,0,0,21,0,68,100
48019,"Edmonton Strathcona/Edmonton Strathcona"," 500","Mobile poll/Bureau itinérant",5,0,42,1,1,1,34,1,1,56,3,145,173
48019,"Edmonton Strathcona/Edmonton Strathcona"," 501","Mobile poll/Bureau itinérant",1,1,31,1,1,0,31,0,0,50,2,118,166
48019,"Edmonton Strathcona/Edmonton Strathcona"," 502","Mobile poll/Bureau itinérant",1,0,28,0,3,1,26,0,1,42,3,105,241
48019,"Edmonton Strathcona/Edmonton Strathcona"," 503","Mobile poll/Bureau itinérant",4,1,37,1,0,0,17,0,1,54,2,117,168
48019,"Edmonton Strathcona/Edmonton Strathcona"," 504A","Mobile poll/Bureau itinérant",2,0,33,0,3,0,62,0,0,45,1,146,188
48019,"Edmonton Strathcona/Edmonton Strathcona"," 504B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500,,,,,,,,,,,,26
48019,"Edmonton Strathcona/Edmonton Strathcona"," 505","Mobile poll/Bureau itinérant",0,2,32,2,1,1,44,2,1,105,0,190,162
48019,"Edmonton Strathcona/Edmonton Strathcona"," 506","Mobile poll/Bureau itinérant",4,1,33,2,3,6,36,6,1,59,0,151,325
48019,"Edmonton Strathcona/Edmonton Strathcona"," 507","Mobile poll/Bureau itinérant",7,3,32,2,2,3,32,0,2,102,6,191,315
48019,"Edmonton Strathcona/Edmonton Strathcona"," 600","Edmonton",14,3,410,1,0,0,159,1,2,219,1,810,
48019,"Edmonton Strathcona/Edmonton Strathcona"," 601","Edmonton",11,3,334,0,1,1,156,2,0,344,2,854,
48019,"Edmonton Strathcona/Edmonton Strathcona"," 602","Edmonton",6,1,230,0,0,0,87,0,1,306,2,633,
48019,"Edmonton Strathcona/Edmonton Strathcona"," 603","Edmonton",21,1,571,1,2,0,191,1,4,206,0,998,
48019,"Edmonton Strathcona/Edmonton Strathcona"," 604","Edmonton",8,2,440,1,2,1,126,0,3,141,0,724,
48019,"Edmonton Strathcona/Edmonton Strathcona"," 605","Edmonton",17,3,521,2,2,4,140,0,0,120,2,811,
48019,"Edmonton Strathcona/Edmonton Strathcona"," 606","Edmonton",20,1,501,3,1,1,183,1,1,269,0,981,
48019,"Edmonton Strathcona/Edmonton Strathcona"," 607","Edmonton",15,2,333,2,1,0,107,1,3,245,1,710,
48019,"Edmonton Strathcona/Edmonton Strathcona"," 608","Edmonton",10,1,364,1,1,1,138,0,1,260,0,777,
48019,"Edmonton Strathcona/Edmonton Strathcona"," 609","Edmonton",15,2,398,3,1,1,125,4,8,166,1,724,
48019,"Edmonton Strathcona/Edmonton Strathcona"," 610","Edmonton",18,3,448,0,0,1,114,2,0,198,0,784,
48019,"Edmonton Strathcona/Edmonton Strathcona"," 611","Edmonton",10,2,260,0,0,0,75,0,0,213,3,563,
48019,"Edmonton Strathcona/Edmonton Strathcona",,"Group 1/Groupe 1",2,0,96,0,0,2,56,0,1,40,10,207,187
48019,"Edmonton Strathcona/Edmonton Strathcona",,"Group 2/Groupe 2",47,4,938,2,1,3,295,4,7,364,41,1706,
