Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Earl Dreeshen,Paul Harris,Chandra Lescia Kastern,Scott Milne,Simon Oleny,James Walper,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 115","Red Deer County",162,8,17,1,8,1,0,197,279
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 116","Red Deer County",150,12,15,2,5,1,0,185,319
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 117","Red Deer County",144,6,13,0,2,0,0,165,289
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 118","Innisfail",130,8,12,1,3,0,0,154,277
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 119","Red Deer County",156,4,6,0,4,2,0,172,264
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 120","Innisfail",191,21,27,1,7,1,0,248,449
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 121","Innisfail",171,20,21,1,17,1,0,231,466
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 122","Innisfail",180,14,36,0,3,1,0,234,435
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 123","Innisfail",182,16,31,0,4,0,0,233,451
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 124","Innisfail",145,23,17,0,4,1,0,190,383
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 125","Innisfail",167,23,35,0,8,3,0,236,460
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 126","Innisfail",187,19,27,1,5,3,0,242,444
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 127","Innisfail",185,16,33,3,4,2,1,244,451
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 128","Innisfail",167,16,34,2,8,2,1,230,407
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 129","Innisfail",133,27,25,2,3,4,1,195,422
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 130","Innisfail",146,10,22,0,5,2,0,185,414
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 131","Innisfail",144,10,22,1,2,0,0,179,359
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 132","Innisfail",155,13,28,2,12,1,1,212,417
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 133","Innisfail",142,34,33,0,16,1,0,226,414
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 134","Red Lodge",213,19,23,0,11,0,0,266,395
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 135","Bowden",241,11,21,3,14,1,1,292,456
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 136","Bowden",206,14,33,2,9,6,0,270,454
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 137","Bowden",232,16,37,2,7,4,1,299,424
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 138","Horseshoe Lake",219,14,10,1,5,0,1,250,441
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 139","Sundre",258,14,24,1,5,2,0,304,486
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 140","Mound",223,13,10,0,8,0,0,254,425
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 141","Harmattan",208,3,12,0,2,1,0,226,423
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 142","Sundre",194,19,29,1,12,5,0,260,494
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 143","Sundre",189,13,24,0,7,3,0,236,474
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 144","Sundre",120,10,16,1,5,1,0,153,330
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 145","Sundre",194,8,15,0,2,3,0,222,429
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 146A","Sundre",152,5,23,1,2,1,0,184,427
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 146B","Sundre",145,5,18,1,2,1,1,173,445
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 147","Sundre",160,12,22,1,2,3,1,201,437
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 148","Sundre",214,8,22,2,6,0,0,252,451
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 149","Bearberry",152,15,14,0,5,0,0,186,356
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 150","Eagle Hill",143,15,8,0,8,3,0,177,257
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 151","Eagle Hill",167,9,7,0,1,4,0,188,284
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 152","Eagle Hill",240,20,24,2,0,3,0,289,525
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 153","Olds",204,22,22,2,12,3,1,266,504
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 154","Olds",132,5,25,0,5,0,0,167,377
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 155","Olds",156,9,21,1,7,2,0,196,399
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 156","Olds",141,6,19,1,7,0,0,174,413
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 157","Olds",129,8,25,1,7,1,0,171,425
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 158","Olds",137,33,31,0,8,4,0,213,453
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 159","Harmattan",224,12,15,0,10,4,0,265,461
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 160","Netook",260,5,22,3,10,0,0,300,492
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 161","Minaret",157,10,19,4,8,6,0,204,428
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 162","Olds",242,31,58,3,16,8,3,361,438
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 163","Olds",148,23,33,3,9,0,0,216,480
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 164","Olds",167,21,28,1,3,2,0,222,407
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 165","Olds",115,20,30,1,4,1,0,171,370
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 166","Olds",134,15,21,0,4,3,0,177,365
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 167","Olds",155,13,15,1,2,0,0,186,375
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 168","Olds",203,14,16,2,5,2,0,242,398
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 169","Olds",271,22,30,0,5,1,0,329,607
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 170","Minaret",160,9,19,0,4,1,1,194,321
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 171","Westcott",214,7,15,1,3,1,1,242,375
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 172","Westcott",188,10,29,1,4,4,0,236,369
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 173A","Didsbury",136,7,28,4,6,1,0,182,308
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 173B","Didsbury",148,23,27,1,6,1,0,206,324
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 174","Didsbury",198,28,38,6,6,4,0,280,471
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 175","Didsbury",219,15,30,2,3,0,1,270,422
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 176","Didsbury",201,8,27,3,3,1,0,243,417
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 177","Didsbury",187,19,23,1,7,6,1,244,412
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 178","Didsbury",151,21,32,2,3,0,0,209,365
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 179","Didsbury",211,23,33,2,9,2,0,280,520
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 180","Didsbury",181,16,29,2,9,2,1,240,398
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 181","Neapolis",280,5,20,0,7,3,0,315,459
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 182","Clearwater No. 99",216,17,22,4,12,1,1,273,461
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 183","Cremona",273,18,44,5,17,2,0,359,524
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 184","Dogpound",209,4,11,0,4,0,0,228,358
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 185","Cremona",257,13,14,2,7,1,0,294,465
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 186","Water Valley",307,27,48,5,20,3,0,410,559
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 187","Carstairs",272,18,18,1,9,2,0,320,467
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 188","Carstairs",136,15,14,1,5,0,0,171,300
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 189","Carstairs",203,13,20,1,6,0,0,243,416
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 190","Carstairs",179,20,48,2,13,0,2,264,409
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 191","Carstairs",248,22,33,2,15,2,2,324,595
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 192","Carstairs",248,4,33,2,10,2,1,300,507
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 193","Carstairs",211,7,29,3,8,0,0,258,506
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 194","Neapolis",271,16,32,9,6,2,0,336,558
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 195","Wessex",233,11,10,0,12,2,0,268,403
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 196","Stirlingville",162,13,15,1,7,1,0,199,381
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 197","Ardley",174,7,20,1,8,2,0,212,350
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 198","Delburne",207,13,29,2,8,0,0,259,386
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 199","Delburne",131,26,28,0,5,1,1,192,357
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 200","Delburne",125,11,21,0,6,0,0,163,291
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 201","Lousana",148,10,13,0,4,2,0,177,340
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 202","Lousana",164,10,8,3,7,3,0,195,341
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 203","Elnora",143,13,20,0,11,1,1,189,297
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 204","Red Deer",85,20,38,0,4,1,0,148,161
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 205","Springbrook",153,28,21,0,10,3,0,215,395
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 206","Red Deer County",201,45,54,2,12,3,0,317,541
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 400","Olds",64,11,7,1,1,2,1,87,93
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 401","Red Deer",71,15,24,1,0,1,0,112,141
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 500","Mobile poll/Bureau itinérant",75,7,14,2,2,1,0,101,147
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 501","Mobile poll/Bureau itinérant",119,12,18,1,2,1,0,153,193
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 502","Mobile poll/Bureau itinérant",112,7,20,0,3,1,0,143,179
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 503","Mobile poll/Bureau itinérant",82,5,12,1,2,2,2,106,137
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 504","Mobile poll/Bureau itinérant",23,0,1,0,3,2,0,29,55
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 505","Mobile poll/Bureau itinérant",70,8,3,1,0,0,0,82,117
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 506","Mobile poll/Bureau itinérant",27,3,4,1,0,1,0,36,40
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 507","Mobile poll/Bureau itinérant",58,4,5,1,1,1,0,70,85
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 600","Red Deer County",271,30,21,2,10,3,1,338,
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 601","Penhold",581,66,99,1,13,3,1,764,
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 602","Red Deer",446,85,135,1,22,7,0,696,
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 603","Red Deer",324,113,123,2,11,7,2,582,
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 604","Red Deer",499,86,113,2,18,4,1,723,
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 605","Red Deer",394,68,86,0,4,1,0,553,
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 606","Red Deer",581,69,114,2,16,10,1,793,
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 607","Red Deer",762,83,144,2,11,3,4,1009,
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 608","Red Deer County",218,13,16,3,5,2,1,258,
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 609","Delburne",306,32,20,2,8,4,0,372,
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 610","Bowden",358,24,41,3,10,0,0,436,
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 611","Innisfail",852,75,92,4,17,8,0,1048,
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 612","Sundre",982,46,117,3,27,8,0,1183,
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 613","Olds",1291,122,131,7,23,8,0,1582,
48029,"Red Deer--Mountain View/Red Deer--Mountain View"," 614","Didsbury",1008,73,108,9,19,2,2,1221,
48029,"Red Deer--Mountain View/Red Deer--Mountain View",,"Group 1/Groupe 1",18,19,60,1,6,9,12,125,117
48029,"Red Deer--Mountain View/Red Deer--Mountain View",,"Group 2/Groupe 2",611,132,109,8,16,5,23,904,
