Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Corina Bastiani,Claude Carpentier,Yves Laberge,Louis Plamondon,Nicolas Tabah,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 21","Saint-Joseph-de-Blandford",8,49,43,84,35,3,222,392
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 22","Saint-Sylvère",2,60,26,65,48,0,201,324
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 23","Saint-Sylvère",5,66,26,65,37,7,206,344
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 24","Bécancour",3,73,56,102,62,12,308,482
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 25","Bécancour",11,78,45,84,43,5,266,438
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 26","Bécancour",3,43,32,48,44,2,172,340
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 27","Bécancour",5,71,64,69,44,6,259,438
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 28","Bécancour",5,45,45,64,47,3,209,367
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 29","Bécancour",4,55,30,57,27,3,176,362
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 30","Bécancour",3,88,57,79,64,5,296,547
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 31","Bécancour",7,78,39,110,55,3,292,459
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 32","Bécancour",3,58,36,63,46,10,216,377
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 33","Bécancour",5,55,24,22,22,2,130,203
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 34","Bécancour",4,45,44,51,57,5,206,416
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 35","Bécancour",2,71,80,41,41,4,239,378
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 36","Bécancour",4,43,52,36,34,1,170,298
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 37","Bécancour",4,58,23,52,40,4,181,359
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 38","Bécancour",7,92,27,37,58,0,221,385
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 39","Bécancour",2,52,34,51,46,2,187,346
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 40","Bécancour",6,71,22,47,43,1,190,326
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 41","Bécancour",4,44,49,52,42,3,194,335
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 42","Bécancour",11,80,43,65,63,8,270,453
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 43","Bécancour",12,76,37,82,68,5,280,420
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 44","Bécancour",0,88,18,52,7,3,168,258
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 45","Bécancour",4,33,19,60,21,5,142,268
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 46","Saint-Célestin-Station",6,48,51,80,54,4,243,369
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 47","Saint-Célestin",3,73,30,78,59,10,253,370
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 48","Saint-Célestin",7,59,43,69,47,4,229,339
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 49","Saint-Wenceslas",6,39,29,62,38,6,180,281
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 50","Saint-Wenceslas",3,39,40,48,43,4,177,302
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 51","Saint-Wenceslas",5,50,25,56,32,3,171,311
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 52","Aston-Jonction",3,53,35,66,31,2,190,298
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 53","Sainte-Eulalie",2,55,32,78,31,4,202,349
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 54","Sainte-Eulalie",2,67,40,89,35,0,233,379
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 55","Saint-Léonard-d'Aston",6,70,37,67,50,3,233,429
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 56","Saint-Léonard-d'Aston",1,52,29,57,52,8,199,362
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 57","Saint-Léonard-d'Aston",3,29,23,38,33,1,127,291
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 58","Saint-Léonard-d'Aston",4,45,35,81,38,4,207,403
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 59","Saint-Léonard-d'Aston",4,41,18,71,42,7,183,312
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 60","Grand-Saint-Esprit",13,51,27,76,72,7,246,397
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 61","Nicolet",9,56,26,88,33,1,213,448
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 62","Nicolet",5,56,33,82,46,4,226,433
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 63","Nicolet",10,84,28,64,54,3,243,457
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 64A","Nicolet",6,49,15,53,31,2,156,358
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 64B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502,,,,,,,76
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 64C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°503,,,,,,,27
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 65A","Nicolet",9,55,30,63,36,1,194,405
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 65B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501,,,,,,,164
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 66","Nicolet",4,65,39,79,40,3,230,472
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 67","Nicolet",7,51,30,86,49,1,224,440
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 68","Nicolet",9,77,48,86,60,4,284,485
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 69","Nicolet",4,53,20,67,46,2,192,398
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 70","Nicolet",6,58,14,68,35,4,185,396
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 71","Nicolet",8,29,12,68,28,2,147,416
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 72","Nicolet",7,48,18,58,29,1,161,373
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 73A","Nicolet",2,28,14,62,36,3,145,356
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 73B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°503,,,,,,,56
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 74","Nicolet",8,66,33,83,39,3,232,536
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 75","Nicolet",4,59,36,74,56,6,235,418
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 76","Sainte-Monique",8,50,31,82,51,6,228,415
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 77","La Visitation",1,47,19,67,41,6,181,262
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 78","Baie-du-Febvre",2,25,15,69,20,1,132,249
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 79","Baie-du-Febvre",4,30,26,83,41,5,189,298
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 80","Baie-du-Febvre",9,40,22,59,36,1,167,275
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 81","Pierreville",2,42,12,78,30,1,165,381
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 82","Pierreville",1,48,7,58,34,3,151,371
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 83","Pierreville",2,9,9,54,17,4,95,318
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 84","Pierreville",4,25,20,75,25,6,155,375
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 85","Pierreville",4,50,17,119,26,2,218,471
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 86","Notre-Dame-de-Pierreville",4,40,9,75,27,2,157,298
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 87","Saint-François-du-Lac",5,29,19,69,33,2,157,368
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 88","Saint-François-du-Lac",1,52,14,99,38,8,212,441
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 89","Saint-François-du-Lac",5,26,15,79,13,2,140,347
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 90","Saint-François-du-Lac",6,52,20,103,49,5,235,427
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 91","Sainte-Anne-de-Sorel",5,43,17,100,51,3,219,444
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 92","Sainte-Anne-de-Sorel",6,23,12,81,40,4,166,360
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 93","Sainte-Anne-de-Sorel",3,36,9,67,43,1,159,328
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 94","Sainte-Anne-de-Sorel",5,29,15,53,61,9,172,401
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 95","Sainte-Anne-de-Sorel",6,28,12,46,36,2,130,245
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 96","Sainte-Anne-de-Sorel",0,27,10,55,53,6,151,293
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 97","Sainte-Anne-de-Sorel",1,25,10,39,44,1,120,249
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 98","Yamaska",2,48,15,55,44,3,167,353
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 99","Yamaska",3,49,13,80,36,4,185,385
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 100","Saint-Michel-d'Yamaska",1,35,23,51,46,5,161,359
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 101","Saint-Michel-d'Yamaska",4,38,13,55,37,0,147,304
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 102","Saint-Gérard-Majella",3,34,27,37,13,6,120,191
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 103","Saint-David",6,49,10,83,44,6,198,310
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 104","Saint-David",5,51,19,71,33,4,183,337
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 105","Saint-Aimé",3,55,11,90,65,3,227,374
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 106","Massueville",4,49,15,118,48,3,237,429
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 107","Saint-Robert",5,26,17,79,43,5,175,405
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 108","Saint-Robert",3,27,14,54,45,0,143,346
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 109","Saint-Robert",6,43,9,101,27,8,194,392
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 110","Saint-Robert",9,31,12,77,35,2,166,365
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 111","Sorel-Tracy",1,44,23,75,49,3,195,471
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 112","Sorel-Tracy",3,35,12,92,47,3,192,462
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 113","Sorel-Tracy",1,34,10,68,28,5,146,376
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 114","Sorel-Tracy",2,31,5,69,58,5,170,393
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 115","Sorel-Tracy",4,24,6,41,16,3,94,344
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 116","Sorel-Tracy",2,29,8,62,29,1,131,423
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 117","Sorel-Tracy",1,24,10,69,28,3,135,424
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 118","Sorel-Tracy",4,42,12,60,28,3,149,405
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 119","Sorel-Tracy",2,33,4,76,32,4,151,411
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 120","Sorel-Tracy",5,34,12,41,36,2,130,357
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 121","Sorel-Tracy",2,32,7,57,23,1,122,363
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 122","Sorel-Tracy",2,31,16,84,41,3,177,414
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 123","Sorel-Tracy",7,36,6,52,37,1,139,360
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 124","Sorel-Tracy",1,32,8,46,23,3,113,339
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 125","Sorel-Tracy",1,38,8,59,28,1,135,378
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 126","Sorel-Tracy",5,39,5,60,11,6,126,434
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 127","Sorel-Tracy",5,37,12,71,29,4,158,454
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 128","Sorel-Tracy",0,25,5,55,20,2,107,321
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 129","Sorel-Tracy",0,14,3,32,17,3,69,381
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 130","Sorel-Tracy",3,12,1,43,18,5,82,399
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 131","Sorel-Tracy",6,27,1,48,24,1,107,428
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 132","Sorel-Tracy",3,16,2,48,14,1,84,453
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 133","Sorel-Tracy",4,52,23,78,66,4,227,367
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 134","Sorel-Tracy",5,23,2,39,20,2,91,440
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 135A","Sorel-Tracy",3,12,1,43,27,3,89,390
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 135B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°505,,,,,,,23
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 136","Sorel-Tracy",4,43,11,75,30,2,165,395
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 137","Sorel-Tracy",4,41,4,78,48,2,177,401
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 138","Sorel-Tracy",3,37,5,77,29,6,157,479
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 139","Sorel-Tracy",3,49,9,64,38,4,167,420
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 140","Sorel-Tracy",7,37,12,69,24,4,153,414
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 141","Sorel-Tracy",2,22,12,73,19,3,131,384
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 142","Sorel-Tracy",2,46,9,77,33,4,171,442
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 143","Sorel-Tracy",3,36,5,54,21,5,124,371
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 144","Sorel-Tracy",4,16,6,65,21,0,112,368
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 145","Sorel-Tracy",0,32,8,59,16,1,116,353
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 146","Sorel-Tracy",3,25,6,53,28,0,115,333
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 147","Saint-Joseph-de-Sorel",1,22,8,52,20,1,104,268
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 148","Saint-Joseph-de-Sorel",3,29,5,61,40,11,149,409
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 149","Saint-Joseph-de-Sorel",2,30,3,67,23,3,128,323
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 150","Saint-Joseph-de-Sorel",8,28,6,81,29,3,155,366
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 151","Sorel-Tracy",2,23,12,61,28,3,129,429
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 152","Sorel-Tracy",5,30,10,83,30,2,160,443
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 153","Sorel-Tracy",4,27,12,91,20,5,159,421
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 154","Sorel-Tracy",2,34,7,63,41,4,151,398
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 155","Sorel-Tracy",3,83,24,87,40,2,239,506
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 156","Sorel-Tracy",16,43,16,95,44,4,218,461
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 157","Sorel-Tracy",8,58,22,84,67,3,242,375
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 158","Sorel-Tracy",5,48,9,77,35,7,181,399
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 159","Sorel-Tracy",5,50,9,97,44,6,211,438
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 160","Sorel-Tracy",6,37,13,92,67,1,216,447
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 161","Sorel-Tracy",5,45,7,80,43,3,183,411
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 162","Sorel-Tracy",8,38,10,84,49,4,193,450
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 163","Sorel-Tracy",5,69,17,76,49,3,219,470
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 164","Sorel-Tracy",6,39,11,91,50,1,198,423
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 165","Sorel-Tracy",7,40,23,90,43,6,209,435
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 166","Sorel-Tracy",3,54,9,73,41,6,186,420
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 167","Sorel-Tracy",4,34,12,71,34,3,158,432
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 168","Sorel-Tracy",10,54,18,83,68,4,237,433
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 169","Sorel-Tracy",1,30,15,70,52,1,169,330
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 170","Sorel-Tracy",7,62,27,69,46,0,211,416
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 171","Sorel-Tracy",1,51,21,59,62,3,197,441
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 172","Sorel-Tracy",7,44,21,67,52,4,195,453
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 173","Sorel-Tracy",4,39,13,99,54,1,210,433
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 174","Sorel-Tracy",3,66,17,63,62,0,211,400
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 175","Sorel-Tracy",4,48,8,87,63,3,213,433
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 176","Sorel-Tracy",7,56,19,89,53,3,227,417
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 177","Sorel-Tracy",4,59,25,71,51,7,217,405
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 178","Sorel-Tracy",5,38,8,98,41,3,193,435
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 179A","Sorel-Tracy",5,35,15,55,24,6,140,255
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 179B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°504,,,,,,,60
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 179C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°179D,,,,,,,65
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 179D","Mobile poll/Bureau itinérant",1,52,8,51,20,3,135,130
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 180","Sorel-Tracy",6,27,11,54,22,0,120,474
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 181","Sorel-Tracy",3,29,13,67,39,0,151,378
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 182","Sorel-Tracy",1,33,20,74,47,2,177,414
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 183","Sorel-Tracy",4,43,6,75,50,1,179,408
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 184","Sorel-Tracy",6,41,16,68,57,3,191,422
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 185","Sorel-Tracy",2,61,10,87,46,4,210,468
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 186","Sainte-Victoire-de-Sorel",3,42,13,77,52,5,192,341
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 187A","Sainte-Victoire-de-Sorel",5,45,14,101,36,2,203,362
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 187B","Sainte-Victoire-de-Sorel",3,34,21,78,41,4,181,303
24009,"Bécancour--Nicolet--Saurel/Bécancour--Nicolet--Saurel"," 188","Sainte-Victoire-de-Sorel",2,55,12,109,68,8,254,484
