Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Ken Filson,Rex Isaac,Jim Johnston,Bev Shipley,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 88","Komoka",74,40,12,80,0,206,356
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 89","Komoka",72,29,7,140,0,248,442
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 90","Caradoc",66,31,9,141,1,248,417
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 91","Caradoc",66,30,6,118,0,220,406
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 92","Strathroy",65,20,8,93,2,188,317
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 93","Strathroy",55,28,4,87,0,174,310
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 94","Strathroy Caradoc",53,41,10,78,0,182,329
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 95","Strathroy Caradoc",56,13,3,86,0,158,266
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 96","Strathroy",61,17,5,82,2,167,374
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 97","Strathroy",53,19,2,89,0,163,319
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 98","Strathroy",45,15,3,63,0,126,278
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 99","Strathroy Caradoc",78,36,15,55,0,184,398
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 100","Strathroy",47,18,4,36,2,107,333
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 101","Strathroy Caradoc",47,33,2,43,3,128,333
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 102","Adelaide Metcalfe",74,28,3,142,2,249,380
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 103","Strathroy Caradoc",71,27,9,93,0,200,370
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 104","Strathroy Caradoc",49,36,9,74,3,171,352
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 105","Strathroy Caradoc",43,26,5,80,0,154,309
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 106","Strathroy Caradoc",31,8,8,153,1,201,303
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 107","Strathroy Caradoc",63,20,2,88,1,174,299
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 108","Strathroy Caradoc",64,11,7,83,0,165,324
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 109","Strathroy Caradoc",49,33,6,96,0,184,379
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 110","Strathroy Caradoc",47,25,6,65,1,144,305
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 111","Strathroy Caradoc",66,36,5,55,2,164,342
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 112","Strathroy Caradoc",72,53,11,89,1,226,407
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 113","Strathroy Caradoc",74,24,5,82,1,186,309
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 114","Strathroy Caradoc",84,39,11,112,0,246,446
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 115","Caradoc",60,7,3,92,2,164,316
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 116","Caradoc",66,14,3,116,1,200,326
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 117","Strathroy Caradoc",80,38,4,112,0,234,414
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 118","Strathroy Caradoc",65,27,13,61,1,167,333
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 119","Strathroy Caradoc",46,25,0,106,0,177,351
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 120","Caradoc",72,36,3,108,0,219,417
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 121","Caradoc",54,18,7,57,1,137,265
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 122","Adelaide Metcalfe",54,23,4,141,1,223,371
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 123","Metcalfe",61,19,9,116,0,205,370
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 124","Metcalfe",49,16,8,101,0,174,294
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 125","Warwick",55,18,7,139,2,221,370
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 126","Warwick",25,27,6,81,0,139,250
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 127","Warwick",27,33,6,75,2,143,260
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 128","Watford",70,42,12,85,1,210,354
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 129","Watford",51,33,5,89,0,178,328
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 130","Watford",72,38,10,84,1,205,356
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 131","Brooke",59,39,5,110,1,214,344
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 132","Brooke",49,20,5,139,1,214,357
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 133","Brooke",73,54,10,88,4,229,367
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 134","Brooke",67,37,5,122,0,231,377
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 135","Brooke",78,54,13,91,0,236,378
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 136","Southwest Middlesex",39,21,8,68,0,136,289
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 137","Mosa",34,26,7,111,1,179,306
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 138","Southwest Middlesex",45,26,6,77,0,154,266
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 139","Southwest Middlesex",70,35,10,135,2,252,389
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 140","Glencoe",68,27,7,96,0,198,372
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 141","Ekfrid",55,26,5,100,0,186,405
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 142","Southwest Middlesex",81,41,12,129,0,263,420
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 143","Caradoc",93,42,6,125,3,269,460
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 144","Caradoc",48,31,12,97,0,188,297
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 145","Mount Brydges",66,37,3,77,0,183,316
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 146","Mount Brydges",48,32,5,109,1,195,344
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 147","Mount Brydges",54,48,12,94,0,208,381
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 148","Mount Brydges",62,30,10,88,0,190,338
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 149","Mount Brydges",63,51,6,106,0,226,392
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 150","Mount Brydges",63,35,16,78,0,192,329
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 151","Caradoc",39,29,0,105,1,174,311
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 152","Middlesex Centre",68,27,1,108,0,204,296
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 153","Middlesex Centre",79,60,14,120,0,273,466
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 154","Delaware",73,35,10,110,0,228,408
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 155","Middlesex Centre",71,25,3,129,2,230,363
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 156","Middlesex Centre",60,31,8,111,3,213,363
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 157","Caradoc",63,50,4,108,0,225,426
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 158","Oneida 41",57,114,1,2,0,174,389
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 159","Chippewas of the Thames First Nation 42",45,179,3,6,0,233,494
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 160","Muncee-Delaware Nation 1",3,32,0,1,0,36,52
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 161","Glencoe",51,32,9,87,1,180,413
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 162","Glencoe",79,45,7,94,0,225,444
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 163","Glencoe",76,42,9,105,3,235,454
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 164","Glencoe",64,27,7,110,2,210,360
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 165","Newbury",56,53,4,110,1,224,364
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 166","Euphemia",42,13,8,89,0,152,279
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 167","Euphemia",39,50,6,114,0,209,347
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 168","Chatham-Kent",52,32,11,92,1,188,307
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 169","Chatham-Kent",52,41,13,116,1,223,374
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 170","Dawn",13,24,1,81,1,120,220
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 171","Euphemia",50,27,4,87,0,168,230
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 172","Dawn",31,40,2,117,0,190,313
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 173","Dawn",46,18,3,83,1,151,298
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 174","Chatham-Kent",40,25,7,92,3,167,326
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 175","Chatham-Kent",43,23,2,137,0,205,385
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 176","Chatham-Kent",57,45,5,101,0,208,417
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 177","Chatham-Kent",50,49,6,63,0,168,337
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 178","Chatham-Kent",60,23,3,119,1,206,419
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 179","Chatham-Kent",53,32,10,62,0,157,329
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 180","Chatham-Kent",74,55,10,121,1,261,447
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 181","Chatham-Kent",57,51,16,77,1,202,414
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 182","Chatham-Kent",34,44,3,100,1,182,369
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 183","Chatham-Kent",58,36,5,114,1,214,411
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 184","Chatham-Kent",41,34,5,70,2,152,333
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 185","Chatham-Kent",45,24,2,107,1,179,358
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 186","Chatham-Kent",29,23,2,93,1,148,266
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 187","Chatham-Kent",18,22,9,47,1,97,189
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 188","Chatham-Kent",49,46,4,98,0,197,332
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 189","Chatham-Kent",44,41,6,106,0,197,323
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 190","Chatham-Kent",42,47,1,66,0,156,287
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 191","Chatham-Kent",72,63,9,123,1,268,418
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 192","Chatham-Kent",35,64,5,73,1,178,342
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 193","Chatham-Kent",51,36,10,71,2,170,293
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 194","Chatham-Kent",27,36,8,65,2,138,308
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 195","Chatham-Kent",52,46,3,88,0,189,328
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 196","Chatham-Kent",57,60,7,80,1,205,348
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 197","Chatham-Kent",63,66,9,77,1,216,407
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 198","Chatham-Kent",37,45,5,64,0,151,308
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 199","Chatham-Kent",45,55,6,69,0,175,390
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 200","Chatham-Kent",28,40,2,52,0,122,282
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 201","Chatham-Kent",33,20,1,36,0,90,184
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 202","Chatham-Kent",27,53,6,33,0,119,321
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 203","Chatham-Kent",47,51,4,67,0,169,391
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 204","Chatham-Kent",32,46,4,38,0,120,291
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 205","Chatham-Kent",43,63,3,60,0,169,346
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 206","Chatham-Kent",44,52,5,68,0,169,330
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 207","Chatham-Kent",31,43,3,40,0,117,279
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 208","Chatham-Kent",31,24,9,110,0,174,294
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 209","Chatham-Kent",55,64,5,95,0,219,402
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 210","Chatham-Kent",35,37,8,72,0,152,267
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 211","Chatham-Kent",30,33,4,77,0,144,299
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 212","Chatham-Kent",42,60,9,53,1,165,386
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 213","Chatham-Kent",58,72,5,95,1,231,393
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 214","Chatham-Kent",37,31,3,78,0,149,287
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 215","Chatham-Kent",76,36,4,74,0,190,314
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 216","Chatham-Kent",65,19,3,59,0,146,290
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 217","Chatham-Kent",51,22,4,53,1,131,253
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 218","Chatham-Kent",67,33,7,125,0,232,374
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 219","Chatham-Kent",36,32,8,88,0,164,317
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 220","Chatham-Kent",56,27,3,52,0,138,243
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 221","Chatham-Kent",68,26,0,89,0,183,380
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 222","Chatham-Kent",89,43,4,70,4,210,386
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 223","Chatham-Kent",80,28,8,87,0,203,391
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 224","Chatham-Kent",66,33,4,89,0,192,361
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 225","Chatham-Kent",65,25,4,78,1,173,308
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 226","Chatham-Kent",115,34,6,53,0,208,347
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 227","Walpole Island 46",49,126,0,2,2,179,440
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 228","Walpole Island 46",69,162,6,7,1,245,534
35048,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 229","Wardsville",44,27,3,72,0,146,265
