Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,John Carmichael,Sharon Cromwell,Elizabeth Hill,Natalie Hunt,John Kittredge,Rob Oliphant,Syeda Riaz,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35021,"Don Valley West/Don Valley-Ouest"," 33","North York",107,0,0,3,1,82,3,0,196,337
35021,"Don Valley West/Don Valley-Ouest"," 34","North York",126,0,0,1,0,71,3,1,202,357
35021,"Don Valley West/Don Valley-Ouest"," 35","North York",122,0,0,4,1,58,3,0,188,388
35021,"Don Valley West/Don Valley-Ouest"," 36","North York",94,0,1,1,0,75,1,1,173,344
35021,"Don Valley West/Don Valley-Ouest"," 37","North York",130,0,0,1,0,63,5,1,200,406
35021,"Don Valley West/Don Valley-Ouest"," 38","North York",101,0,0,1,3,50,5,0,160,465
35021,"Don Valley West/Don Valley-Ouest"," 39","North York",109,0,0,0,0,43,1,1,154,385
35021,"Don Valley West/Don Valley-Ouest"," 40","North York",104,1,4,6,8,62,5,1,191,457
35021,"Don Valley West/Don Valley-Ouest"," 41","North York",85,0,0,0,0,39,3,0,127,413
35021,"Don Valley West/Don Valley-Ouest"," 42","North York",64,0,0,0,0,49,3,0,116,289
35021,"Don Valley West/Don Valley-Ouest"," 43","North York",100,0,0,3,1,77,6,1,188,418
35021,"Don Valley West/Don Valley-Ouest"," 44","North York",91,0,0,2,2,66,5,0,166,365
35021,"Don Valley West/Don Valley-Ouest"," 45","North York",126,0,1,4,1,69,4,1,206,441
35021,"Don Valley West/Don Valley-Ouest"," 46","North York",52,0,1,2,1,72,9,0,137,298
35021,"Don Valley West/Don Valley-Ouest"," 47","North York",116,0,1,8,1,129,15,0,270,492
35021,"Don Valley West/Don Valley-Ouest"," 48","North York",81,0,0,1,2,107,9,0,200,391
35021,"Don Valley West/Don Valley-Ouest"," 49","Toronto",118,0,0,0,0,73,6,0,197,366
35021,"Don Valley West/Don Valley-Ouest"," 50","Toronto",99,1,0,5,1,82,2,0,190,357
35021,"Don Valley West/Don Valley-Ouest"," 51","Toronto",57,1,0,4,1,103,6,0,172,325
35021,"Don Valley West/Don Valley-Ouest"," 52","Toronto",102,0,0,3,1,105,4,0,215,378
35021,"Don Valley West/Don Valley-Ouest"," 53","Toronto",86,0,0,5,0,138,6,5,240,461
35021,"Don Valley West/Don Valley-Ouest"," 54","Toronto",102,0,0,3,0,116,10,1,232,476
35021,"Don Valley West/Don Valley-Ouest"," 55","Toronto",65,1,0,7,1,118,9,1,202,352
35021,"Don Valley West/Don Valley-Ouest"," 56","Toronto",78,0,0,2,0,153,12,0,245,459
35021,"Don Valley West/Don Valley-Ouest"," 57","North York",133,0,0,2,1,80,6,1,223,394
35021,"Don Valley West/Don Valley-Ouest"," 58","Toronto",110,1,0,3,0,106,4,0,224,414
35021,"Don Valley West/Don Valley-Ouest"," 59","North York",128,0,0,1,0,59,5,0,193,403
35021,"Don Valley West/Don Valley-Ouest"," 60A","North York",135,0,0,1,0,38,1,1,176,337
35021,"Don Valley West/Don Valley-Ouest"," 60B","North York",7,0,1,4,2,65,28,0,107,129
35021,"Don Valley West/Don Valley-Ouest"," 61","North York",94,0,1,3,1,95,3,0,197,417
35021,"Don Valley West/Don Valley-Ouest"," 62","North York",98,0,0,6,1,62,6,2,175,456
35021,"Don Valley West/Don Valley-Ouest"," 63","North York",76,0,0,3,1,64,2,0,146,434
35021,"Don Valley West/Don Valley-Ouest"," 64","East York",110,0,0,5,2,111,4,1,233,438
35021,"Don Valley West/Don Valley-Ouest"," 65","East York",85,1,0,8,0,115,18,0,227,411
35021,"Don Valley West/Don Valley-Ouest"," 66","East York",97,0,0,5,2,137,11,0,252,471
35021,"Don Valley West/Don Valley-Ouest"," 67","East York",116,0,1,8,0,120,5,0,250,438
35021,"Don Valley West/Don Valley-Ouest"," 68","East York",29,0,0,0,1,61,6,0,97,172
35021,"Don Valley West/Don Valley-Ouest"," 69","East York",37,1,0,6,3,148,24,2,221,392
35021,"Don Valley West/Don Valley-Ouest"," 70","North York",152,1,0,3,0,112,7,1,276,455
35021,"Don Valley West/Don Valley-Ouest"," 71","North York",80,0,0,1,0,111,2,0,194,349
35021,"Don Valley West/Don Valley-Ouest"," 72","East York",93,0,0,2,0,119,9,2,225,420
35021,"Don Valley West/Don Valley-Ouest"," 73","East York",66,1,0,3,4,144,18,0,236,398
35021,"Don Valley West/Don Valley-Ouest"," 74","East York",99,0,0,8,0,167,5,0,279,451
35021,"Don Valley West/Don Valley-Ouest"," 75","East York",87,1,1,3,2,107,12,0,213,409
35021,"Don Valley West/Don Valley-Ouest"," 76","East York",60,0,0,4,2,137,12,2,217,417
35021,"Don Valley West/Don Valley-Ouest"," 77","East York",92,1,2,4,3,133,12,1,248,420
35021,"Don Valley West/Don Valley-Ouest"," 78","East York",105,3,0,8,0,136,6,1,259,431
35021,"Don Valley West/Don Valley-Ouest"," 79","East York",108,0,0,3,1,156,11,0,279,490
35021,"Don Valley West/Don Valley-Ouest"," 80","East York",96,1,0,1,0,120,9,3,230,375
35021,"Don Valley West/Don Valley-Ouest"," 81","East York",84,0,0,3,0,119,4,0,210,352
35021,"Don Valley West/Don Valley-Ouest"," 82","East York",78,1,0,4,2,137,5,0,227,380
35021,"Don Valley West/Don Valley-Ouest"," 83","East York",76,1,0,6,1,100,8,2,194,387
35021,"Don Valley West/Don Valley-Ouest"," 84","East York",85,0,0,1,1,123,3,0,213,385
35021,"Don Valley West/Don Valley-Ouest"," 85","East York",81,0,2,10,1,147,8,0,249,441
35021,"Don Valley West/Don Valley-Ouest"," 86","East York",92,0,0,4,1,130,9,1,237,383
35021,"Don Valley West/Don Valley-Ouest"," 87","East York",90,0,0,4,0,99,10,1,204,392
35021,"Don Valley West/Don Valley-Ouest"," 88","East York",64,0,0,6,3,135,10,2,220,391
35021,"Don Valley West/Don Valley-Ouest"," 89","East York",79,0,1,5,2,205,25,9,326,695
35021,"Don Valley West/Don Valley-Ouest"," 90","East York",57,3,0,7,4,165,30,4,270,469
35021,"Don Valley West/Don Valley-Ouest"," 91A","East York",27,0,0,2,0,74,26,0,129,367
35021,"Don Valley West/Don Valley-Ouest"," 91B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500,,,,,,,,,55
35021,"Don Valley West/Don Valley-Ouest"," 92","East York",51,2,0,4,1,126,30,2,216,540
35021,"Don Valley West/Don Valley-Ouest"," 93","East York",58,1,0,5,0,179,47,0,290,623
35021,"Don Valley West/Don Valley-Ouest"," 94","East York",48,0,0,5,2,120,28,1,204,481
35021,"Don Valley West/Don Valley-Ouest"," 95","East York",54,0,1,3,0,94,14,0,166,317
35021,"Don Valley West/Don Valley-Ouest"," 96","East York",60,0,0,0,2,85,8,0,155,302
35021,"Don Valley West/Don Valley-Ouest"," 97","East York",67,1,0,1,2,101,13,1,186,374
35021,"Don Valley West/Don Valley-Ouest"," 98","East York",120,0,0,6,2,89,7,2,226,387
35021,"Don Valley West/Don Valley-Ouest"," 99","East York",86,1,0,2,1,110,5,1,206,330
35021,"Don Valley West/Don Valley-Ouest"," 100","East York",75,0,0,1,1,100,7,0,184,431
35021,"Don Valley West/Don Valley-Ouest"," 101","East York",107,0,0,4,1,125,2,0,239,460
35021,"Don Valley West/Don Valley-Ouest"," 102","East York",85,1,0,4,2,120,10,2,224,451
35021,"Don Valley West/Don Valley-Ouest"," 103","Toronto",70,0,0,4,0,150,14,0,238,394
35021,"Don Valley West/Don Valley-Ouest"," 104","Toronto",65,1,1,8,3,163,14,1,256,477
35021,"Don Valley West/Don Valley-Ouest"," 105","Toronto",78,0,1,10,1,149,17,0,256,449
35021,"Don Valley West/Don Valley-Ouest"," 106","Toronto",53,0,1,4,0,170,12,2,242,397
35021,"Don Valley West/Don Valley-Ouest"," 107","Toronto",62,0,0,5,2,130,17,0,216,385
35021,"Don Valley West/Don Valley-Ouest"," 108","Toronto",64,0,0,5,3,135,15,0,222,427
35021,"Don Valley West/Don Valley-Ouest"," 109","Toronto",70,0,0,7,2,109,17,2,207,399
35021,"Don Valley West/Don Valley-Ouest"," 110","Toronto",75,0,0,5,2,107,17,0,206,395
35021,"Don Valley West/Don Valley-Ouest"," 111","Toronto",98,0,0,5,1,164,15,0,283,472
35021,"Don Valley West/Don Valley-Ouest"," 112","Toronto",70,0,0,3,0,200,12,0,285,440
35021,"Don Valley West/Don Valley-Ouest"," 113","Toronto",89,1,0,3,2,138,11,0,244,387
35021,"Don Valley West/Don Valley-Ouest"," 114","North York",120,1,0,4,0,116,15,1,257,542
35021,"Don Valley West/Don Valley-Ouest"," 115","Toronto",34,0,0,1,0,102,23,0,160,297
35021,"Don Valley West/Don Valley-Ouest"," 116","Toronto",33,0,4,11,3,130,13,3,197,350
35021,"Don Valley West/Don Valley-Ouest"," 117A","Toronto",41,0,1,5,1,167,24,3,242,418
35021,"Don Valley West/Don Valley-Ouest"," 117B","Toronto",37,0,2,8,3,156,24,1,231,396
35021,"Don Valley West/Don Valley-Ouest"," 118","Toronto",56,1,0,8,2,145,21,0,233,435
35021,"Don Valley West/Don Valley-Ouest"," 119","Toronto",5,0,0,1,1,38,10,1,56,105
35021,"Don Valley West/Don Valley-Ouest"," 120","Toronto",86,0,1,3,0,103,1,0,194,419
35021,"Don Valley West/Don Valley-Ouest"," 121","Toronto",107,0,0,1,1,82,5,0,196,387
35021,"Don Valley West/Don Valley-Ouest"," 122","Toronto",77,1,0,0,1,97,2,0,178,381
35021,"Don Valley West/Don Valley-Ouest"," 123","Toronto",121,0,0,5,0,113,1,1,241,410
35021,"Don Valley West/Don Valley-Ouest"," 124","North York",151,0,0,8,2,114,2,1,278,603
35021,"Don Valley West/Don Valley-Ouest"," 125","North York",130,0,0,5,3,92,6,0,236,441
35021,"Don Valley West/Don Valley-Ouest"," 126","Toronto",54,0,2,3,3,102,8,1,173,348
35021,"Don Valley West/Don Valley-Ouest"," 127","Toronto",55,1,0,5,0,117,14,1,193,358
35021,"Don Valley West/Don Valley-Ouest"," 128","Toronto",98,0,0,7,0,143,15,0,263,474
35021,"Don Valley West/Don Valley-Ouest"," 129","Toronto",80,1,0,1,0,122,9,1,214,388
35021,"Don Valley West/Don Valley-Ouest"," 130","Toronto",75,0,0,6,1,103,8,0,193,393
35021,"Don Valley West/Don Valley-Ouest"," 131","Toronto",65,0,0,5,1,111,6,0,188,413
35021,"Don Valley West/Don Valley-Ouest"," 132","Toronto",64,0,0,5,1,111,12,1,194,453
35021,"Don Valley West/Don Valley-Ouest"," 133","Toronto",82,0,0,6,1,97,14,0,200,458
35021,"Don Valley West/Don Valley-Ouest"," 134","Toronto",54,1,0,5,2,117,7,0,186,333
35021,"Don Valley West/Don Valley-Ouest"," 135","Toronto",46,0,0,3,4,133,9,0,195,321
35021,"Don Valley West/Don Valley-Ouest"," 136","Toronto",60,0,4,8,5,193,25,1,296,585
35021,"Don Valley West/Don Valley-Ouest"," 137","Toronto",56,1,0,7,0,178,16,2,260,519
35021,"Don Valley West/Don Valley-Ouest"," 138","Toronto",27,0,1,4,2,112,16,1,163,301
35021,"Don Valley West/Don Valley-Ouest"," 139","Toronto",70,0,1,3,1,148,14,3,240,415
35021,"Don Valley West/Don Valley-Ouest"," 140","Toronto",80,0,0,9,4,170,33,0,296,520
35021,"Don Valley West/Don Valley-Ouest"," 141","Toronto",57,0,1,5,3,157,16,0,239,464
35021,"Don Valley West/Don Valley-Ouest"," 142","Toronto",73,1,2,9,3,235,29,8,360,601
35021,"Don Valley West/Don Valley-Ouest"," 143","Toronto",57,0,0,7,0,133,26,1,224,454
35021,"Don Valley West/Don Valley-Ouest"," 144","Toronto",68,0,0,6,4,138,18,2,236,443
35021,"Don Valley West/Don Valley-Ouest"," 145","Toronto",31,1,0,2,3,95,22,1,155,354
35021,"Don Valley West/Don Valley-Ouest"," 146","Toronto",53,0,0,3,3,127,8,1,195,404
35021,"Don Valley West/Don Valley-Ouest"," 147","Toronto",69,0,0,10,1,116,5,0,201,374
35021,"Don Valley West/Don Valley-Ouest"," 148","Toronto",75,0,0,8,1,158,11,1,254,475
35021,"Don Valley West/Don Valley-Ouest"," 400","East York",23,1,1,3,5,123,10,4,170,260
35021,"Don Valley West/Don Valley-Ouest"," 401A","East York",38,0,1,7,3,158,23,1,231,373
35021,"Don Valley West/Don Valley-Ouest"," 401B","East York",37,0,0,1,5,104,13,1,161,298
35021,"Don Valley West/Don Valley-Ouest"," 402A","East York",37,0,0,1,1,124,25,0,188,334
35021,"Don Valley West/Don Valley-Ouest"," 402B","East York",53,0,0,3,2,129,22,1,210,336
35021,"Don Valley West/Don Valley-Ouest"," 403","East York",35,0,3,4,5,149,75,4,275,642
35021,"Don Valley West/Don Valley-Ouest"," 404A","East York",17,0,0,0,1,70,43,2,133,342
35021,"Don Valley West/Don Valley-Ouest"," 404B","East York",28,0,1,2,3,107,32,2,175,414
35021,"Don Valley West/Don Valley-Ouest"," 405","East York",22,0,0,0,0,178,35,4,239,526
35021,"Don Valley West/Don Valley-Ouest"," 406","East York",30,0,0,1,2,163,65,0,261,603
35021,"Don Valley West/Don Valley-Ouest"," 407","East York",20,0,0,1,3,154,47,0,225,507
35021,"Don Valley West/Don Valley-Ouest"," 408","East York",32,2,2,1,1,161,66,0,265,568
35021,"Don Valley West/Don Valley-Ouest"," 409","East York",34,0,0,1,3,158,47,5,248,488
35021,"Don Valley West/Don Valley-Ouest"," 410","East York",45,1,1,8,2,152,91,3,303,618
35021,"Don Valley West/Don Valley-Ouest"," 411","North York",34,0,0,2,0,37,2,2,77,183
35021,"Don Valley West/Don Valley-Ouest"," 412","Toronto",38,0,0,2,0,80,8,2,130,232
35021,"Don Valley West/Don Valley-Ouest"," 413","North York",87,4,4,2,2,73,10,0,182,518
35021,"Don Valley West/Don Valley-Ouest"," 414","Toronto",77,0,0,2,3,157,11,0,250,337
35021,"Don Valley West/Don Valley-Ouest"," 415","Toronto",25,0,0,1,2,102,10,0,140,181
35021,"Don Valley West/Don Valley-Ouest"," 416","Toronto",45,0,0,5,1,153,14,4,222,441
35021,"Don Valley West/Don Valley-Ouest"," 417","Toronto",26,0,0,4,2,97,14,0,143,227
35021,"Don Valley West/Don Valley-Ouest"," 418","East York",53,0,1,2,2,127,11,1,197,317
35021,"Don Valley West/Don Valley-Ouest"," 419","East York",68,2,0,2,1,176,24,1,274,388
35021,"Don Valley West/Don Valley-Ouest"," 500","Mobile poll/Bureau itinérant",35,1,2,2,1,64,2,4,111,194
35021,"Don Valley West/Don Valley-Ouest"," 600","North York",726,3,0,20,7,582,45,5,1388,
35021,"Don Valley West/Don Valley-Ouest"," 601","North York",733,0,2,19,10,461,30,1,1256,
35021,"Don Valley West/Don Valley-Ouest"," 602","Toronto",618,3,3,17,6,907,56,3,1613,
35021,"Don Valley West/Don Valley-Ouest"," 603","North York",893,3,0,21,6,580,28,2,1533,
35021,"Don Valley West/Don Valley-Ouest"," 604","North York",450,0,0,12,6,469,32,2,971,
35021,"Don Valley West/Don Valley-Ouest"," 605","Toronto",308,2,1,22,4,776,81,5,1199,
35021,"Don Valley West/Don Valley-Ouest"," 606","East York",476,1,3,21,5,806,46,6,1364,
35021,"Don Valley West/Don Valley-Ouest"," 607","East York",390,3,2,29,4,962,69,1,1460,
35021,"Don Valley West/Don Valley-Ouest"," 608","East York",500,0,1,14,4,870,47,4,1440,
35021,"Don Valley West/Don Valley-Ouest"," 609","East York",217,1,0,7,5,644,183,0,1057,
35021,"Don Valley West/Don Valley-Ouest",,"Group 1/Groupe 1",19,0,0,4,1,68,8,4,104,127
35021,"Don Valley West/Don Valley-Ouest",,"Group 2/Groupe 2",487,2,4,22,13,1034,183,19,1764,
