Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Bill Blair,Dan Harris,Roshan Nallaratnam,Tommy Taylor,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 22","Scarborough",82,29,28,2,0,141,445
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 23A","Scarborough",81,30,27,0,1,139,284
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 23B","Scarborough",124,10,30,1,1,166,244
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 24","Scarborough",87,44,41,3,1,176,327
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 25","Scarborough",122,41,31,5,4,203,391
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 26A","Scarborough",63,21,23,1,4,112,241
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 26B","Scarborough",96,24,24,2,1,147,265
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 27","Scarborough",170,51,41,8,1,271,452
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 28","Scarborough",103,20,44,8,4,179,398
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 29","Scarborough",92,54,33,4,1,184,373
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 30","Scarborough",92,37,49,5,3,186,388
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 31","Scarborough",Void/Supprimé,,,,,,
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 32A","Scarborough",67,33,41,3,0,144,301
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 32B","Scarborough",38,22,17,1,1,79,298
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 33A","Scarborough",50,28,31,4,0,113,253
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 33B","Scarborough",90,26,21,2,1,140,261
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 34A","Scarborough",58,25,19,1,0,103,236
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 34B","Scarborough",48,27,41,1,0,117,248
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 35","Scarborough",115,57,65,4,1,242,458
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 36","Scarborough",97,57,57,10,0,221,430
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 37","Scarborough",54,39,37,8,1,139,271
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 38","Scarborough",111,64,66,3,0,244,385
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 39","Scarborough",139,48,35,4,1,227,369
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 40","Scarborough",115,68,70,7,1,261,401
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 41","Scarborough",84,55,28,5,0,172,292
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 42","Scarborough",68,56,38,5,1,168,286
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 43","Scarborough",72,48,56,3,0,179,338
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 44","Scarborough",102,36,44,6,0,188,301
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 45","Scarborough",117,39,84,8,0,248,455
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 46","Scarborough",114,64,62,7,2,249,492
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 47","Scarborough",80,39,49,3,2,173,376
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 48","Scarborough",101,32,66,11,0,210,369
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 49","Scarborough",141,38,54,5,2,240,477
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 50A","Scarborough",78,24,36,5,1,144,271
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 50B","Scarborough",69,20,41,4,0,134,267
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 51","Scarborough",86,29,61,16,0,192,405
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 52","Scarborough",125,58,93,15,0,291,456
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 53","Scarborough",124,55,71,6,0,256,454
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 54","Scarborough",68,28,16,0,5,117,214
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 55","Scarborough",105,60,32,7,0,204,376
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 56","Scarborough",112,61,59,5,0,237,463
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 57","Scarborough",120,53,56,11,2,242,478
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 58A","Scarborough",57,34,52,4,0,147,263
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 58B","Scarborough",72,35,16,1,1,125,260
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 59","Scarborough",106,60,60,6,1,233,385
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 60","Scarborough",120,45,62,15,0,242,437
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 61","Scarborough",89,85,62,7,0,243,448
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 62","Scarborough",117,90,52,10,1,270,400
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 63","Scarborough",83,110,61,6,1,261,478
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 64","Scarborough",84,69,53,11,0,217,384
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 65","Scarborough",128,62,61,2,0,253,497
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 66","Scarborough",97,48,23,11,2,181,418
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 67","Scarborough",94,65,50,8,0,217,433
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 68","Scarborough",111,55,42,9,0,217,427
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 69","Scarborough",96,53,56,7,0,212,471
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 70","Scarborough",79,52,37,3,0,171,393
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 71","Scarborough",80,48,21,2,3,154,333
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 72","Scarborough",87,71,45,4,1,208,367
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 73","Scarborough",129,38,33,1,4,205,474
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 74","Scarborough",64,28,29,8,4,133,284
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 75","Scarborough",71,30,35,4,3,143,323
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 76","Scarborough",88,31,43,5,1,168,334
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 77","Scarborough",141,48,54,1,2,246,388
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 78","Scarborough",96,63,50,3,0,212,481
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 79A","Scarborough",92,20,17,0,0,129,359
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 79B","Scarborough",73,22,35,0,0,130,340
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 80","Scarborough",91,46,55,6,1,199,453
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 81","Scarborough",103,45,49,4,0,201,451
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 82","Scarborough",131,54,34,7,0,226,298
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 83","Scarborough",133,56,64,7,1,261,485
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 84A","Scarborough",69,33,37,1,0,140,268
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 84B","Scarborough",84,24,27,2,1,138,282
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 85","Scarborough",141,64,54,1,2,262,506
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 86","Scarborough",113,45,36,5,3,202,399
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 87A","Scarborough",92,24,27,8,0,151,251
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 87B","Scarborough",88,23,33,0,3,147,253
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 88","Scarborough",124,53,63,7,0,247,480
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 89","Scarborough",86,69,57,4,2,218,376
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 90","Scarborough",89,28,34,6,0,157,368
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 91","Scarborough",69,25,50,1,0,145,315
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 92","Scarborough",92,36,40,5,0,173,347
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 93","Scarborough",120,40,68,7,1,236,381
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 94","Scarborough",110,37,59,6,0,212,364
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 95","Scarborough",77,47,51,10,1,186,358
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 96","Scarborough",76,36,30,0,2,144,353
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 97","Scarborough",116,44,50,5,3,218,439
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 98","Scarborough",88,41,59,2,0,190,397
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 99","Scarborough",102,58,46,2,1,209,428
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 100","Scarborough",95,38,38,4,0,175,451
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 101","Scarborough",65,36,32,7,0,140,333
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 102","Scarborough",101,77,39,6,0,223,493
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 103","Scarborough",124,43,19,1,2,189,431
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 104","Scarborough",92,51,28,6,0,177,365
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 105","Scarborough",117,48,36,3,0,204,388
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 106","Scarborough",104,41,29,7,2,183,358
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 107","Scarborough",125,57,30,4,0,216,371
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 108","Scarborough",135,47,37,4,0,223,415
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 109","Scarborough",120,57,22,4,0,203,416
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 110A","Scarborough",75,21,27,4,3,130,229
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 110B","Scarborough",91,34,23,0,3,151,253
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 111","Scarborough",137,39,68,1,0,245,464
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 112","Scarborough",133,63,48,1,1,246,394
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 113","Scarborough",127,45,34,2,1,209,455
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 114A","Scarborough",76,24,11,2,1,114,245
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 114B","Scarborough",63,34,29,0,1,127,270
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 115A","Scarborough",68,24,25,2,0,119,260
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 115B","Scarborough",74,31,12,3,0,120,269
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 116","Scarborough",127,52,43,0,1,223,490
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 117","Scarborough",123,56,61,5,0,245,451
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 118","Scarborough",105,47,20,3,1,176,349
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 119","Scarborough",90,46,25,8,0,169,305
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 120","Scarborough",92,39,28,7,0,166,317
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 121A","Scarborough",50,36,27,1,3,117,253
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 121B","Scarborough",55,28,31,7,0,121,245
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 122","Scarborough",115,69,34,6,2,226,454
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 123","Scarborough",119,84,50,6,0,259,401
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 124","Scarborough",90,65,39,7,0,201,370
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 125","Scarborough",125,79,41,4,3,252,472
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 126","Scarborough",98,70,53,7,0,228,411
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 127","Scarborough",104,73,67,6,0,250,420
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 128","Scarborough",111,86,46,7,1,251,400
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 129","Scarborough",90,40,30,4,0,164,418
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 130","Scarborough",141,53,49,8,4,255,421
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 131","Scarborough",74,38,19,6,2,139,244
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 132","Scarborough",133,72,37,4,2,248,460
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 133","Scarborough",108,53,27,10,1,199,417
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 134","Scarborough",116,82,38,15,0,251,486
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 135","Scarborough",100,86,49,14,0,249,450
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 136A","Scarborough",55,45,32,6,0,138,262
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 136B","Scarborough",79,45,30,4,0,158,240
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 137","Scarborough",115,51,51,7,2,226,414
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 138","Scarborough",107,66,38,12,1,224,400
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 139","Scarborough",106,71,47,14,0,238,449
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 140","Scarborough",104,69,39,10,0,222,396
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 141","Scarborough",119,47,58,12,3,239,321
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 142","Scarborough",95,55,56,15,0,221,369
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 143","Scarborough",100,39,45,11,0,195,387
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 144","Scarborough",91,39,73,12,0,215,340
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 145","Scarborough",107,67,34,17,0,225,410
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 146","Scarborough",135,51,71,8,2,267,423
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 147","Scarborough",95,58,35,10,1,199,384
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 148","Scarborough",94,81,44,6,0,225,473
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 149","Scarborough",108,57,49,10,2,226,414
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 150","Scarborough",106,57,46,7,0,216,390
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 151","Scarborough",56,53,24,3,1,137,288
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 152","Scarborough",87,63,51,13,0,214,379
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 400","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500B,,,,,,172
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 401","Scarborough",181,28,88,3,1,301,489
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 402","Scarborough",127,55,48,2,0,232,428
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 403","Scarborough",154,29,21,2,0,206,424
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 404","Scarborough",56,25,18,2,1,102,219
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 405","Scarborough",67,20,11,8,2,108,274
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 406A","Scarborough",102,37,51,5,2,197,277
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 406B","Scarborough",86,27,45,2,0,160,263
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 407A","Scarborough",96,26,45,3,3,173,269
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 407B","Scarborough",76,44,48,6,0,174,286
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 408","Scarborough",203,50,80,3,0,336,481
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 409","Scarborough",125,28,51,3,4,211,303
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 410","Scarborough",39,21,18,3,1,82,151
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 411","Scarborough",71,29,41,7,2,150,284
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 412","Scarborough",54,35,41,11,4,145,282
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 413","Scarborough",71,22,24,4,1,122,330
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 414","Scarborough",96,15,15,2,16,144,266
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 415","Scarborough",105,30,15,1,4,155,298
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 416","Scarborough",137,32,36,7,1,213,400
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 417","Scarborough",50,13,7,2,0,72,157
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 418","Scarborough",64,14,32,5,1,116,277
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 419","Scarborough",101,33,36,3,0,173,274
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 420","Scarborough",62,48,17,4,0,131,248
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 421","Scarborough",21,7,7,0,2,37,201
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 422","Scarborough",47,31,17,0,4,99,170
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 423","Scarborough",154,30,19,8,0,211,359
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 424","Scarborough",144,44,14,1,4,207,349
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 425","Scarborough",111,38,12,2,0,163,257
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 426","Scarborough",205,35,28,6,0,274,419
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 427","Scarborough",193,50,12,0,0,255,363
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 428A","Scarborough",160,63,22,1,1,247,344
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 428B","Scarborough",157,44,20,2,3,226,329
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 429","Scarborough",95,62,51,3,1,212,291
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 430","Scarborough",107,35,83,5,0,230,418
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 431","Scarborough",65,20,21,5,2,113,232
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 500A","Scarborough",45,8,17,2,0,72,141
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 500B","Mobile poll/Bureau itinérant",86,24,24,8,0,142,124
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 501A","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502,,,,,,126
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 501B","Scarborough",Merged with No./Fusionné avec le n°82,,,,,,143
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 502","Mobile poll/Bureau itinérant",67,16,34,6,6,129,245
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 600","Scarborough",421,137,219,9,2,788,
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 601","Scarborough",197,90,69,7,4,367,
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 602","Scarborough",334,136,159,8,8,645,
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 603","Scarborough",441,248,176,12,5,882,
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 604","Scarborough",486,210,164,20,0,880,
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 605","Scarborough",445,187,128,9,5,774,
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 606","Scarborough",370,143,102,6,5,626,
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 607","Scarborough",498,275,213,30,3,1019,
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 608","Scarborough",425,192,234,25,3,879,
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 609","Scarborough",419,326,183,24,2,954,
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 610","Scarborough",329,211,110,15,3,668,
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 611","Scarborough",443,299,198,22,0,962,
35098,"Scarborough Southwest/Scarborough-Sud-Ouest",,"Group 1/Groupe 1",67,17,17,6,5,112,104
35098,"Scarborough Southwest/Scarborough-Sud-Ouest",,"Group 2/Groupe 2",388,253,104,31,14,790,
