Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Norah Mary Bowman,Ron Cannan,Stephen Fuhr,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 37","Kelowna",38,151,141,0,330,569
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 38","Kelowna",28,69,128,2,227,471
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 39A","Kelowna",10,19,63,1,93,115
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 39B","Kelowna",88,77,269,3,437,444
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 40","Kelowna",33,78,100,0,211,466
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 41","Kelowna",32,105,92,0,229,423
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 42","Kelowna",17,113,97,0,227,359
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 43","Kelowna",37,123,172,1,333,544
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 44","Kelowna",25,144,157,0,326,496
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 45","Kelowna",42,110,103,0,255,433
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 46","Kelowna",42,72,128,2,244,386
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 47","Kelowna",32,116,148,2,298,437
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 48","Kelowna",49,92,108,1,250,399
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 49","Kelowna",44,107,166,0,317,603
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 50","Kelowna",14,49,54,0,117,261
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 51","Kelowna",26,130,106,1,263,453
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 52","Kelowna",19,116,123,0,258,425
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 53","Kelowna",37,94,173,1,305,537
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 54","Kelowna",29,150,185,1,365,603
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 55","Kelowna",41,96,120,0,257,447
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 56","Kelowna",25,117,116,0,258,455
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 57","Kelowna",19,91,93,1,204,426
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 58","Kelowna",41,95,122,1,259,468
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 59","Kelowna",50,61,119,0,230,413
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 60","Kelowna",33,73,133,2,241,416
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 61","Kelowna",33,97,159,1,290,484
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 62","Kelowna",25,81,92,3,201,470
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 63","Kelowna",53,66,174,2,295,526
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 64","Kelowna",28,28,101,0,157,408
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 65","Kelowna",49,56,130,1,236,421
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 66","Kelowna",55,50,134,0,239,419
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 67","Kelowna",46,80,123,2,251,472
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 68","Kelowna",39,84,190,0,313,553
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 69","Kelowna",33,110,172,0,315,568
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 70","Kelowna",53,86,172,1,312,556
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 71","Kelowna",60,61,132,1,254,463
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 72","Kelowna",42,36,184,0,262,447
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 73","Kelowna",47,76,114,1,238,422
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 74","Kelowna",42,107,130,0,279,497
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 75","Kelowna",52,63,117,0,232,402
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 76","Kelowna",33,79,99,2,213,375
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 77","Kelowna",42,99,136,0,277,483
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 78","Kelowna",70,112,163,1,346,561
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 79","Kelowna",63,75,158,1,297,517
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 80","Kelowna",47,71,151,2,271,449
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 81","Kelowna",35,104,133,1,273,457
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 82","Kelowna",55,58,138,0,251,476
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 83","Kelowna",39,68,125,1,233,464
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 84","Kelowna",47,45,101,2,195,444
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 85","Kelowna",30,54,95,1,180,408
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 86","Kelowna",37,46,68,1,152,345
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 87","Kelowna",40,76,105,0,221,359
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 88","Kelowna",26,99,110,1,236,436
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 89","Kelowna",51,100,143,0,294,469
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 90","Kelowna",31,56,78,1,166,310
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 91","Kelowna",41,133,163,1,338,492
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 92","Kelowna",45,155,116,1,317,501
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 93","Kelowna",9,172,86,2,269,489
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 94A","Kelowna",21,96,129,0,246,354
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 94B","Kelowna",34,35,163,0,232,425
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 95","Kelowna",25,113,111,3,252,394
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 96","Kelowna",16,114,55,2,187,285
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 97","Kelowna",8,139,100,3,250,449
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 98","Kelowna",34,116,133,0,283,513
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 99","Kelowna",17,132,110,0,259,482
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 100","Kelowna",27,116,111,0,254,446
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 101","Kelowna",27,136,150,0,313,570
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 102","Kelowna",58,71,106,1,236,473
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 103","Kelowna",53,81,94,2,230,432
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 104","Kelowna",48,68,129,1,246,473
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 105","Kelowna",45,52,101,0,198,519
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 106","Kelowna",28,77,89,1,195,468
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 107","Kelowna",36,43,83,0,162,392
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 108","Kelowna",25,54,85,0,164,357
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 109","Kelowna",18,77,94,2,191,393
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 110","Kelowna",36,69,100,0,205,426
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 111","Kelowna",42,62,102,0,206,450
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 112","Kelowna",30,65,48,0,143,306
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 113","Kelowna",28,94,68,1,191,373
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 114A","Kelowna",32,43,69,0,144,341
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 114B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500B,,,,,102
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 115","Kelowna",35,106,105,0,246,473
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 116","Kelowna",31,51,81,0,163,355
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 117","Kelowna",33,72,114,1,220,423
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 118","Kelowna",45,64,111,1,221,396
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 119","Kelowna",46,59,72,1,178,360
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 120","Kelowna",28,61,104,2,195,376
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 121","Kelowna",30,95,143,0,268,475
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 122","Kelowna",34,79,104,1,218,355
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 123","Kelowna",41,66,120,0,227,387
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 124","Kelowna",47,75,129,2,253,461
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 125","Kelowna",47,84,117,1,249,399
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 126","Kelowna",44,49,100,1,194,353
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 127","Kelowna",43,68,125,0,236,448
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 128","Kelowna",33,96,128,2,259,454
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 129","Kelowna",9,61,88,0,158,304
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 130","Kelowna",18,95,93,2,208,402
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 131","Kelowna",35,122,136,3,296,513
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 132","Kelowna",37,103,110,0,250,475
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 133","Kelowna",21,84,89,1,195,388
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 134","Kelowna",37,78,87,0,202,392
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 135","Kelowna",20,88,90,0,198,400
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 136","Kelowna",24,84,104,1,213,447
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 137","Kelowna",35,79,132,1,247,446
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 138","Kelowna",36,58,105,0,199,400
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 139","Kelowna",24,142,135,1,302,511
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 140","Joe Rich",39,98,120,0,257,504
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 141","Joe Rich",36,80,98,0,214,400
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 142","Kelowna",26,52,79,1,158,352
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 143","Kelowna",33,60,82,0,175,399
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 144","Kelowna",33,70,119,2,224,469
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 145","Kelowna",38,59,130,0,227,475
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 146","Kelowna",28,73,101,0,202,394
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 147","Kelowna",26,85,90,1,202,391
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 148","Kelowna",28,76,89,1,194,383
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 149","Kelowna",34,49,106,0,189,372
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 150","Kelowna",25,63,107,2,197,475
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 151","Kelowna",25,71,91,0,187,415
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 152","Kelowna",31,89,98,2,220,468
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 153","Kelowna",37,54,95,1,187,370
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 154","Kelowna",44,59,88,0,191,423
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 155","Kelowna",38,51,112,1,202,433
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 156","Kelowna",22,69,94,1,186,448
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 157","Kelowna",25,75,73,0,173,331
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 158","Kelowna",28,92,94,0,214,376
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 159","Kelowna",49,71,149,0,269,490
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 160","Kelowna",41,85,110,0,236,488
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 161","Kelowna",36,66,99,0,201,417
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 162","Kelowna",31,49,86,0,166,374
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 163","Kelowna",54,84,115,0,253,471
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 164","Kelowna",6,113,76,1,196,390
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 165","Kelowna",19,104,81,1,205,345
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 166","Kelowna",24,107,132,0,263,406
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 167","Kelowna",40,66,118,2,226,380
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 168","Kelowna",43,129,119,2,293,452
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 169","Kelowna",40,130,129,1,300,454
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 170","Kelowna",33,118,128,2,281,448
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 171","Kelowna",34,80,110,0,224,365
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 172","Kelowna",18,178,99,0,295,449
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 173","Kelowna",21,78,102,0,201,408
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 174","Central Okanagan",24,109,132,2,267,442
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 175","Kelowna",9,165,124,1,299,471
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 176","Kelowna",7,139,85,1,232,369
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 177","Kelowna",15,92,104,0,211,423
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 178","Kelowna",28,111,163,1,303,535
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 179","Kelowna",21,55,119,0,195,372
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 180","Kelowna",12,118,127,1,258,458
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 181","Kelowna",18,87,86,0,191,328
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 182","Kelowna",40,109,136,0,285,514
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 183","Kelowna",8,114,93,2,217,397
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 184","Kelowna",30,100,142,1,273,432
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 185","Kelowna",18,98,94,0,210,366
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 186","Kelowna",23,67,86,1,177,332
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 187","Kelowna",17,99,109,2,227,430
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 188","Kelowna",14,115,130,0,259,475
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 189","Kelowna",21,119,101,0,241,391
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 190","Central Okanagan",20,161,126,2,309,544
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 191","Kelowna",26,98,150,0,274,465
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 192","Kelowna",32,134,136,0,302,542
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 193","Kelowna",14,108,120,0,242,423
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 194","Kelowna",23,86,108,2,219,398
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 195","Kelowna",26,91,109,2,228,406
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 196","Kelowna",29,90,108,0,227,427
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 197","Kelowna",21,94,113,2,230,376
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 198","Kelowna",21,104,93,0,218,423
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 199","Kelowna",27,89,121,0,237,401
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 200","Kelowna",9,89,123,1,222,406
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 201","Kelowna",16,96,98,0,210,391
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 202A","Kelowna",15,74,86,1,176,344
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 202B","Kelowna",14,87,80,2,183,332
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 203","Kelowna",15,122,106,0,243,432
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 204","Kelowna",20,120,126,1,267,483
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 205","Kelowna",28,141,127,0,296,539
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 206","Kelowna",22,74,89,0,185,339
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 400","Kelowna",13,82,49,2,146,152
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 401","Kelowna",13,55,23,2,93,126
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 402","Kelowna",32,38,28,2,100,142
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 500A","Mobile poll/Bureau itinérant",8,20,25,1,54,71
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 500B","Mobile poll/Bureau itinérant",12,73,27,1,113,49
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 501","Mobile poll/Bureau itinérant",20,59,44,0,123,153
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 502","Mobile poll/Bureau itinérant",9,38,31,5,83,108
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 503","Mobile poll/Bureau itinérant",21,58,39,0,118,142
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 504","Mobile poll/Bureau itinérant",13,43,24,1,81,117
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 505","Mobile poll/Bureau itinérant",9,35,14,0,58,77
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 600","Lake Country--Duck Lake",198,604,548,3,1353,
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 601","Lake Country--Duck Lake",193,440,408,4,1045,
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 602","Kelowna",102,456,328,1,887,
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 603","Kelowna",94,254,249,2,599,
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 604","Kelowna",86,187,207,2,482,
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 605","Kelowna",179,338,405,0,922,
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 606","Kelowna",83,380,331,3,797,
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 607","Kelowna",72,98,188,0,358,
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 608","Kelowna",142,466,350,3,961,
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 609","Kelowna",167,317,345,0,829,
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 610","Kelowna",170,406,411,6,993,
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 611","Central Okanagan",87,220,189,3,499,
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 612","Kelowna",74,331,256,0,661,
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 613","Kelowna",109,584,484,0,1177,
59014,"Kelowna--Lake Country/Kelowna--Lake Country"," 614","Kelowna",104,493,497,0,1094,
59014,"Kelowna--Lake Country/Kelowna--Lake Country",,"Group 1/Groupe 1",45,29,82,3,159,134
59014,"Kelowna--Lake Country/Kelowna--Lake Country",,"Group 2/Groupe 2",458,897,861,38,2254,
