Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Olivia Chow,Sharon Danley,Nick Lin,Michael Nicula,Adam Vaughan,Sabrina Zuniga,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35101,"Spadina--Fort York/Spadina--Fort York"," 24","Toronto",81,5,0,1,107,26,0,220,497
35101,"Spadina--Fort York/Spadina--Fort York"," 25","Toronto",96,5,0,0,100,31,1,233,470
35101,"Spadina--Fort York/Spadina--Fort York"," 26","Toronto",82,6,1,0,124,17,2,232,499
35101,"Spadina--Fort York/Spadina--Fort York"," 27","Toronto",90,9,0,1,108,11,0,219,456
35101,"Spadina--Fort York/Spadina--Fort York"," 28","Toronto",108,9,0,3,160,24,0,304,488
35101,"Spadina--Fort York/Spadina--Fort York"," 29","Toronto",83,5,1,2,146,23,1,261,495
35101,"Spadina--Fort York/Spadina--Fort York"," 30","Toronto",65,2,0,0,88,19,1,175,411
35101,"Spadina--Fort York/Spadina--Fort York"," 31","Toronto",76,5,1,0,123,29,0,234,450
35101,"Spadina--Fort York/Spadina--Fort York"," 32","Toronto",76,2,1,0,114,28,1,222,472
35101,"Spadina--Fort York/Spadina--Fort York"," 33","Toronto",54,4,0,0,118,31,0,207,455
35101,"Spadina--Fort York/Spadina--Fort York"," 34","Toronto",50,5,0,1,64,17,0,137,441
35101,"Spadina--Fort York/Spadina--Fort York"," 35","Toronto",39,3,0,0,102,33,1,178,378
35101,"Spadina--Fort York/Spadina--Fort York"," 36","Toronto",49,6,0,0,83,14,0,152,261
35101,"Spadina--Fort York/Spadina--Fort York"," 37","Toronto",46,3,0,0,58,13,0,120,322
35101,"Spadina--Fort York/Spadina--Fort York"," 38","Toronto",87,3,1,0,97,23,0,211,419
35101,"Spadina--Fort York/Spadina--Fort York"," 39","Toronto",82,8,0,1,111,16,2,220,465
35101,"Spadina--Fort York/Spadina--Fort York"," 40","Toronto",79,6,0,1,143,19,1,249,450
35101,"Spadina--Fort York/Spadina--Fort York"," 41","Toronto",89,11,2,0,146,26,1,275,483
35101,"Spadina--Fort York/Spadina--Fort York"," 42","Toronto",94,6,0,1,122,18,8,249,398
35101,"Spadina--Fort York/Spadina--Fort York"," 43","Toronto",74,8,0,2,128,25,4,241,471
35101,"Spadina--Fort York/Spadina--Fort York"," 44","Toronto",17,1,0,0,25,6,1,50,222
35101,"Spadina--Fort York/Spadina--Fort York"," 45","Toronto",33,3,0,1,89,31,0,157,415
35101,"Spadina--Fort York/Spadina--Fort York"," 46","Toronto",Merged with No./Fusionné avec le n°47,,,,,,,,416
35101,"Spadina--Fort York/Spadina--Fort York"," 47","Toronto",84,5,1,0,199,38,0,327,322
35101,"Spadina--Fort York/Spadina--Fort York"," 48","Toronto",55,5,0,2,60,14,3,139,292
35101,"Spadina--Fort York/Spadina--Fort York"," 49A","Toronto",52,2,0,0,141,26,1,222,423
35101,"Spadina--Fort York/Spadina--Fort York"," 49B","Toronto",50,2,0,0,112,35,1,200,396
35101,"Spadina--Fort York/Spadina--Fort York"," 50","Toronto",76,2,0,0,135,30,1,244,456
35101,"Spadina--Fort York/Spadina--Fort York"," 51A","Toronto",56,9,0,0,46,11,1,123,262
35101,"Spadina--Fort York/Spadina--Fort York"," 51B","Toronto",71,3,0,1,38,7,1,121,277
35101,"Spadina--Fort York/Spadina--Fort York"," 52","Toronto",90,6,0,0,140,34,1,271,493
35101,"Spadina--Fort York/Spadina--Fort York"," 53","Toronto",49,3,0,1,179,37,0,269,239
35101,"Spadina--Fort York/Spadina--Fort York"," 54A","Toronto",26,9,1,1,90,29,0,156,315
35101,"Spadina--Fort York/Spadina--Fort York"," 54B","Toronto",Merged with No./Fusionné avec le n°432,,,,,,,,240
35101,"Spadina--Fort York/Spadina--Fort York"," 55","Toronto",56,2,0,0,71,10,0,139,350
35101,"Spadina--Fort York/Spadina--Fort York"," 56A","Toronto",53,7,0,0,88,10,1,159,354
35101,"Spadina--Fort York/Spadina--Fort York"," 56B","Toronto",39,2,0,1,62,18,4,126,291
35101,"Spadina--Fort York/Spadina--Fort York"," 57","Toronto",107,3,0,0,118,6,0,234,502
35101,"Spadina--Fort York/Spadina--Fort York"," 58","Toronto",58,0,0,1,101,38,0,198,462
35101,"Spadina--Fort York/Spadina--Fort York"," 59","Toronto",44,5,0,0,111,31,0,191,369
35101,"Spadina--Fort York/Spadina--Fort York"," 60","Toronto",48,4,0,1,98,25,0,176,442
35101,"Spadina--Fort York/Spadina--Fort York"," 61","Toronto",54,5,0,0,139,43,1,242,498
35101,"Spadina--Fort York/Spadina--Fort York"," 62","Toronto",35,1,0,0,117,56,0,209,476
35101,"Spadina--Fort York/Spadina--Fort York"," 63A","Toronto",52,2,0,0,138,38,7,237,455
35101,"Spadina--Fort York/Spadina--Fort York"," 63B","Toronto",39,1,0,1,91,34,0,166,313
35101,"Spadina--Fort York/Spadina--Fort York"," 64","Toronto",71,6,1,3,108,19,0,208,403
35101,"Spadina--Fort York/Spadina--Fort York"," 65","Toronto",66,10,0,0,93,18,0,187,334
35101,"Spadina--Fort York/Spadina--Fort York"," 66","Toronto",67,3,0,0,104,10,0,184,363
35101,"Spadina--Fort York/Spadina--Fort York"," 67","Toronto",40,6,0,0,67,26,0,139,291
35101,"Spadina--Fort York/Spadina--Fort York"," 68","Toronto",44,5,0,1,163,41,0,254,444
35101,"Spadina--Fort York/Spadina--Fort York"," 69","Toronto",69,9,0,0,117,27,1,223,231
35101,"Spadina--Fort York/Spadina--Fort York"," 70A","Toronto",Merged with No./Fusionné avec le n°70B,,,,,,,,279
35101,"Spadina--Fort York/Spadina--Fort York"," 70B","Toronto",201,20,0,0,122,19,0,362,236
35101,"Spadina--Fort York/Spadina--Fort York"," 70-1","Toronto",35,1,0,1,99,29,0,165,325
35101,"Spadina--Fort York/Spadina--Fort York"," 400","Toronto",87,6,0,2,133,44,3,275,486
35101,"Spadina--Fort York/Spadina--Fort York"," 400-1","Toronto",Merged with No./Fusionné avec le n°409-1,,,,,,,,135
35101,"Spadina--Fort York/Spadina--Fort York"," 400-2","Toronto",Merged with No./Fusionné avec le n°6A,,,,,,,,146
35101,"Spadina--Fort York/Spadina--Fort York"," 401","Toronto",36,0,0,0,114,78,2,230,121
35101,"Spadina--Fort York/Spadina--Fort York"," 401-1","Toronto",Merged with No./Fusionné avec le n°401,,,,,,,,289
35101,"Spadina--Fort York/Spadina--Fort York"," 402","Toronto",35,2,0,2,134,57,0,230,253
35101,"Spadina--Fort York/Spadina--Fort York"," 402-1","Toronto",50,3,0,0,144,71,1,269,377
35101,"Spadina--Fort York/Spadina--Fort York"," 402-2","Toronto",62,2,0,1,156,57,3,281,428
35101,"Spadina--Fort York/Spadina--Fort York"," 402-3","Toronto",Merged with No./Fusionné avec le n°402,,,,,,,,86
35101,"Spadina--Fort York/Spadina--Fort York"," 403","Toronto",36,2,0,0,96,64,2,200,349
35101,"Spadina--Fort York/Spadina--Fort York"," 403-1","Toronto",24,5,0,0,104,59,2,194,318
35101,"Spadina--Fort York/Spadina--Fort York"," 403-2","Toronto",Void/Supprimé,,,,,,,,
35101,"Spadina--Fort York/Spadina--Fort York"," 403-3","Toronto",59,3,0,0,212,75,1,350,505
35101,"Spadina--Fort York/Spadina--Fort York"," 404","Toronto",19,2,0,0,44,21,0,86,154
35101,"Spadina--Fort York/Spadina--Fort York"," 404-1","Toronto",35,2,0,1,87,32,1,158,271
35101,"Spadina--Fort York/Spadina--Fort York"," 404-2","Toronto",32,3,0,0,109,45,0,189,226
35101,"Spadina--Fort York/Spadina--Fort York"," 404-3","Toronto",59,3,0,0,123,68,1,254,367
35101,"Spadina--Fort York/Spadina--Fort York"," 404-4","Toronto",14,0,0,0,50,44,0,108,278
35101,"Spadina--Fort York/Spadina--Fort York"," 405","Toronto",24,3,0,0,108,42,1,178,348
35101,"Spadina--Fort York/Spadina--Fort York"," 405-1","Toronto",32,6,0,1,112,58,2,211,322
35101,"Spadina--Fort York/Spadina--Fort York"," 405-2","Toronto",17,3,0,0,109,45,0,174,272
35101,"Spadina--Fort York/Spadina--Fort York"," 405-3","Toronto",Merged with No./Fusionné avec le n°421,,,,,,,,116
35101,"Spadina--Fort York/Spadina--Fort York"," 406","Toronto",56,9,0,0,152,64,1,282,230
35101,"Spadina--Fort York/Spadina--Fort York"," 406-1","Toronto",24,4,0,0,114,53,2,197,251
35101,"Spadina--Fort York/Spadina--Fort York"," 407","Toronto",77,7,0,0,199,78,0,361,276
35101,"Spadina--Fort York/Spadina--Fort York"," 407-1","Toronto",Merged with No./Fusionné avec le n°407,,,,,,,,295
35101,"Spadina--Fort York/Spadina--Fort York"," 407-2","Toronto",Void/Supprimé,,,,,,,,
35101,"Spadina--Fort York/Spadina--Fort York"," 408","Toronto",Merged with No./Fusionné avec le n°406-1,,,,,,,,154
35101,"Spadina--Fort York/Spadina--Fort York"," 409","Toronto",52,4,0,1,128,45,0,230,364
35101,"Spadina--Fort York/Spadina--Fort York"," 409-1","Toronto",65,5,0,0,159,44,1,274,324
35101,"Spadina--Fort York/Spadina--Fort York"," 410","Toronto",38,0,0,0,110,29,0,177,288
35101,"Spadina--Fort York/Spadina--Fort York"," 410-1","Toronto",38,5,0,1,113,30,0,187,317
35101,"Spadina--Fort York/Spadina--Fort York"," 410-2","Toronto",53,11,0,2,162,48,2,278,431
35101,"Spadina--Fort York/Spadina--Fort York"," 411","Toronto",38,7,0,0,92,40,1,178,336
35101,"Spadina--Fort York/Spadina--Fort York"," 412","Toronto",19,2,0,0,92,30,0,143,363
35101,"Spadina--Fort York/Spadina--Fort York"," 413","Toronto",56,6,0,1,160,72,1,296,494
35101,"Spadina--Fort York/Spadina--Fort York"," 414","Toronto",50,3,0,1,160,45,0,259,459
35101,"Spadina--Fort York/Spadina--Fort York"," 414-1","Toronto",30,3,1,0,100,47,0,181,308
35101,"Spadina--Fort York/Spadina--Fort York"," 415","Toronto",Merged with No./Fusionné avec le n°416B,,,,,,,,116
35101,"Spadina--Fort York/Spadina--Fort York"," 416A","Toronto",37,4,0,0,106,35,2,184,318
35101,"Spadina--Fort York/Spadina--Fort York"," 416B","Toronto",54,4,0,0,124,38,0,220,253
35101,"Spadina--Fort York/Spadina--Fort York"," 416-1","Toronto",36,9,0,1,121,49,0,216,370
35101,"Spadina--Fort York/Spadina--Fort York"," 417","Toronto",57,4,0,1,127,25,0,214,168
35101,"Spadina--Fort York/Spadina--Fort York"," 418","Toronto",25,3,0,0,65,35,1,129,197
35101,"Spadina--Fort York/Spadina--Fort York"," 418-1","Toronto",Void/Supprimé,,,,,,,,
35101,"Spadina--Fort York/Spadina--Fort York"," 419","Toronto",26,2,0,0,81,38,0,147,313
35101,"Spadina--Fort York/Spadina--Fort York"," 419-1","Toronto",Void/Supprimé,,,,,,,,
35101,"Spadina--Fort York/Spadina--Fort York"," 419-2","Toronto",32,4,0,1,93,39,0,169,254
35101,"Spadina--Fort York/Spadina--Fort York"," 419-3","Toronto",27,2,0,0,108,61,0,198,315
35101,"Spadina--Fort York/Spadina--Fort York"," 420","Toronto",Merged with No./Fusionné avec le n°461,,,,,,,,115
35101,"Spadina--Fort York/Spadina--Fort York"," 421","Toronto",37,0,0,0,58,25,0,120,152
35101,"Spadina--Fort York/Spadina--Fort York"," 422","Toronto",Merged with No./Fusionné avec le n°417,,,,,,,,241
35101,"Spadina--Fort York/Spadina--Fort York"," 423","Toronto",29,8,3,1,46,14,0,101,178
35101,"Spadina--Fort York/Spadina--Fort York"," 424","Toronto",47,5,0,0,104,20,3,179,267
35101,"Spadina--Fort York/Spadina--Fort York"," 425","Toronto",112,5,1,1,154,17,1,291,218
35101,"Spadina--Fort York/Spadina--Fort York"," 425-1","Toronto",Merged with No./Fusionné avec le n°425,,,,,,,,227
35101,"Spadina--Fort York/Spadina--Fort York"," 426","Toronto",49,6,0,3,98,31,0,187,279
35101,"Spadina--Fort York/Spadina--Fort York"," 427","Toronto",18,2,0,0,31,8,0,59,89
35101,"Spadina--Fort York/Spadina--Fort York"," 427-1","Toronto",77,6,0,0,138,36,0,257,399
35101,"Spadina--Fort York/Spadina--Fort York"," 428","Toronto",Void/Supprimé,,,,,,,,
35101,"Spadina--Fort York/Spadina--Fort York"," 428-1","Toronto",Merged with No./Fusionné avec le n°429-1,,,,,,,,199
35101,"Spadina--Fort York/Spadina--Fort York"," 428-2","Toronto",33,2,0,0,123,30,2,190,233
35101,"Spadina--Fort York/Spadina--Fort York"," 429","Toronto",61,3,0,1,134,34,1,234,356
35101,"Spadina--Fort York/Spadina--Fort York"," 429-1","Toronto",104,9,1,2,154,39,1,310,269
35101,"Spadina--Fort York/Spadina--Fort York"," 430","Toronto",41,5,0,0,87,15,4,152,214
35101,"Spadina--Fort York/Spadina--Fort York"," 430-1","Toronto",45,0,0,0,73,22,0,140,198
35101,"Spadina--Fort York/Spadina--Fort York"," 431","Toronto",45,3,0,0,41,6,28,123,188
35101,"Spadina--Fort York/Spadina--Fort York"," 431-1","Toronto",52,4,0,2,80,12,0,150,230
35101,"Spadina--Fort York/Spadina--Fort York"," 432","Toronto",39,0,0,0,109,33,0,181,132
35101,"Spadina--Fort York/Spadina--Fort York"," 433","Toronto",39,7,0,0,121,41,0,208,277
35101,"Spadina--Fort York/Spadina--Fort York"," 433-1","Toronto",64,6,0,0,128,37,0,235,359
35101,"Spadina--Fort York/Spadina--Fort York"," 434","Toronto",30,3,0,0,102,11,0,146,209
35101,"Spadina--Fort York/Spadina--Fort York"," 435","Toronto",127,5,0,0,191,34,0,357,539
35101,"Spadina--Fort York/Spadina--Fort York"," 435-1","Toronto",58,1,0,0,91,14,0,164,245
35101,"Spadina--Fort York/Spadina--Fort York"," 436","Toronto",42,1,0,0,105,27,0,175,228
35101,"Spadina--Fort York/Spadina--Fort York"," 437","Toronto",54,6,0,1,140,31,1,233,354
35101,"Spadina--Fort York/Spadina--Fort York"," 438","Toronto",65,5,0,0,180,55,2,307,454
35101,"Spadina--Fort York/Spadina--Fort York"," 438-1","Toronto",43,5,0,0,120,50,0,218,347
35101,"Spadina--Fort York/Spadina--Fort York"," 439","Toronto",28,1,0,0,86,24,0,139,188
35101,"Spadina--Fort York/Spadina--Fort York"," 439-1","Toronto",54,4,0,1,107,30,0,196,360
35101,"Spadina--Fort York/Spadina--Fort York"," 440","Toronto",31,2,0,0,98,53,0,184,283
35101,"Spadina--Fort York/Spadina--Fort York"," 440-1","Toronto",Merged with No./Fusionné avec le n°53,,,,,,,,256
35101,"Spadina--Fort York/Spadina--Fort York"," 441","Toronto",37,4,0,0,115,36,1,193,357
35101,"Spadina--Fort York/Spadina--Fort York"," 441-1","Toronto",61,5,0,2,172,65,1,306,467
35101,"Spadina--Fort York/Spadina--Fort York"," 442","Toronto",72,5,0,0,147,43,0,267,385
35101,"Spadina--Fort York/Spadina--Fort York"," 442-1","Toronto",54,2,0,0,155,32,0,243,379
35101,"Spadina--Fort York/Spadina--Fort York"," 443","Toronto",46,5,0,0,140,45,0,236,319
35101,"Spadina--Fort York/Spadina--Fort York"," 443-1","Toronto",43,3,0,0,131,25,0,202,314
35101,"Spadina--Fort York/Spadina--Fort York"," 444","Toronto",36,0,0,0,102,18,0,156,219
35101,"Spadina--Fort York/Spadina--Fort York"," 445","Toronto",Void/Supprimé,,,,,,,,
35101,"Spadina--Fort York/Spadina--Fort York"," 445-1","Toronto",37,2,0,0,78,23,0,140,191
35101,"Spadina--Fort York/Spadina--Fort York"," 446","Toronto",Merged with No./Fusionné avec le n°450A,,,,,,,,4
35101,"Spadina--Fort York/Spadina--Fort York"," 446-1","Toronto",96,4,0,1,176,28,0,305,476
35101,"Spadina--Fort York/Spadina--Fort York"," 447","Toronto",61,3,0,0,122,25,1,212,336
35101,"Spadina--Fort York/Spadina--Fort York"," 448","Toronto",77,5,1,0,163,37,1,284,173
35101,"Spadina--Fort York/Spadina--Fort York"," 448-1","Toronto",69,2,0,0,157,31,1,260,396
35101,"Spadina--Fort York/Spadina--Fort York"," 449","Toronto",Merged with No./Fusionné avec le n°448,,,,,,,,249
35101,"Spadina--Fort York/Spadina--Fort York"," 450A","Toronto",68,6,0,0,121,45,0,240,356
35101,"Spadina--Fort York/Spadina--Fort York"," 450B","Toronto",44,4,0,0,96,37,0,181,278
35101,"Spadina--Fort York/Spadina--Fort York"," 451","Toronto",57,4,0,1,103,20,1,186,344
35101,"Spadina--Fort York/Spadina--Fort York"," 452","Toronto",83,11,0,0,178,39,4,315,513
35101,"Spadina--Fort York/Spadina--Fort York"," 452-1","Toronto",105,14,2,1,170,50,1,343,584
35101,"Spadina--Fort York/Spadina--Fort York"," 453A","Toronto",66,1,1,0,125,33,0,226,349
35101,"Spadina--Fort York/Spadina--Fort York"," 453B","Toronto",60,2,1,0,103,40,0,206,309
35101,"Spadina--Fort York/Spadina--Fort York"," 454","Toronto",32,3,0,2,127,39,1,204,310
35101,"Spadina--Fort York/Spadina--Fort York"," 455","Toronto",56,6,0,0,142,56,1,261,382
35101,"Spadina--Fort York/Spadina--Fort York"," 456","Toronto",29,1,0,0,59,26,0,115,173
35101,"Spadina--Fort York/Spadina--Fort York"," 457","Toronto",23,3,0,0,56,22,1,105,165
35101,"Spadina--Fort York/Spadina--Fort York"," 457-1","Toronto",Merged with No./Fusionné avec le n°406,,,,,,,,75
35101,"Spadina--Fort York/Spadina--Fort York"," 458","Toronto",20,3,0,0,76,34,0,133,181
35101,"Spadina--Fort York/Spadina--Fort York"," 459","Toronto",Merged with No./Fusionné avec le n°1B,,,,,,,,110
35101,"Spadina--Fort York/Spadina--Fort York"," 459-1","Toronto",Merged with No./Fusionné avec le n°461,,,,,,,,20
35101,"Spadina--Fort York/Spadina--Fort York"," 460","Toronto",25,5,0,0,82,45,1,158,231
35101,"Spadina--Fort York/Spadina--Fort York"," 461","Toronto",16,0,0,0,52,24,0,92,121
35101,"Spadina--Fort York/Spadina--Fort York"," 462","Toronto",9,2,0,0,56,17,0,84,170
35101,"Spadina--Fort York/Spadina--Fort York"," 463","Toronto",23,0,0,1,66,21,0,111,101
35101,"Spadina--Fort York/Spadina--Fort York"," 463-1","Toronto",Merged with No./Fusionné avec le n°463,,,,,,,,122
35101,"Spadina--Fort York/Spadina--Fort York"," 464","Toronto",16,3,1,0,102,46,0,168,270
35101,"Spadina--Fort York/Spadina--Fort York"," 464-1","Toronto",Void/Supprimé,,,,,,,,
35101,"Spadina--Fort York/Spadina--Fort York"," 465","Toronto",46,8,1,0,130,29,0,214,253
35101,"Spadina--Fort York/Spadina--Fort York"," 466","Toronto",40,5,0,0,126,38,1,210,288
35101,"Spadina--Fort York/Spadina--Fort York"," 466-1","Toronto",Merged with No./Fusionné avec le n°465,,,,,,,,152
35101,"Spadina--Fort York/Spadina--Fort York"," 467","Toronto",105,4,0,2,168,18,5,302,114
35101,"Spadina--Fort York/Spadina--Fort York"," 468","Toronto",63,3,0,0,194,34,3,297,277
35101,"Spadina--Fort York/Spadina--Fort York"," 469","Toronto",Merged with No./Fusionné avec le n°467,,,,,,,,407
35101,"Spadina--Fort York/Spadina--Fort York"," 469-1","Toronto",30,2,0,0,80,17,1,130,328
35101,"Spadina--Fort York/Spadina--Fort York"," 470","Toronto",Merged with No./Fusionné avec le n°3,,,,,,,,312
35101,"Spadina--Fort York/Spadina--Fort York"," 470-1","Toronto",40,8,0,0,79,21,0,148,331
35101,"Spadina--Fort York/Spadina--Fort York"," 471","Toronto",89,8,0,0,234,78,0,409,332
35101,"Spadina--Fort York/Spadina--Fort York"," 471-1","Toronto",34,2,0,0,72,23,0,131,329
35101,"Spadina--Fort York/Spadina--Fort York"," 472","Toronto",Merged with No./Fusionné avec le n°471,,,,,,,,384
35101,"Spadina--Fort York/Spadina--Fort York"," 472-1","Toronto",73,1,0,0,208,67,2,351,530
35101,"Spadina--Fort York/Spadina--Fort York"," 473","Toronto",54,3,0,0,132,27,1,217,381
35101,"Spadina--Fort York/Spadina--Fort York"," 474","Toronto",84,7,0,1,190,43,0,325,439
35101,"Spadina--Fort York/Spadina--Fort York"," 475","Toronto",Merged with No./Fusionné avec le n°474,,,,,,,,148
35101,"Spadina--Fort York/Spadina--Fort York"," 475-1","Toronto",62,4,2,0,181,50,2,301,538
35101,"Spadina--Fort York/Spadina--Fort York"," 476","Toronto",Merged with No./Fusionné avec le n°468,,,,,,,,202
35101,"Spadina--Fort York/Spadina--Fort York"," 477","Toronto",54,4,0,0,126,40,0,224,347
35101,"Spadina--Fort York/Spadina--Fort York"," 477-1","Toronto",29,4,0,0,73,31,1,138,293
35101,"Spadina--Fort York/Spadina--Fort York"," 477-2","Toronto",49,4,0,0,97,40,1,191,267
35101,"Spadina--Fort York/Spadina--Fort York"," 478","Toronto",34,4,0,0,105,37,0,180,294
35101,"Spadina--Fort York/Spadina--Fort York"," 478-1","Toronto",55,5,0,1,75,10,1,147,309
35101,"Spadina--Fort York/Spadina--Fort York"," 479","Toronto",43,1,0,0,58,16,0,118,240
35101,"Spadina--Fort York/Spadina--Fort York"," 480","Toronto",62,2,1,0,134,41,1,241,267
35101,"Spadina--Fort York/Spadina--Fort York"," 480-1","Toronto",37,1,0,2,76,25,0,141,217
35101,"Spadina--Fort York/Spadina--Fort York"," 480-2","Toronto",Merged with No./Fusionné avec le n°480,,,,,,,,137
35101,"Spadina--Fort York/Spadina--Fort York"," 481","Toronto",34,4,0,0,98,39,1,176,282
35101,"Spadina--Fort York/Spadina--Fort York"," 481-1","Toronto",48,3,0,0,101,33,0,185,285
35101,"Spadina--Fort York/Spadina--Fort York"," 482","Toronto",32,3,0,0,97,41,0,173,339
35101,"Spadina--Fort York/Spadina--Fort York"," 482-1","Toronto",50,5,0,0,124,46,1,226,414
35101,"Spadina--Fort York/Spadina--Fort York"," 483","Toronto",63,6,1,0,124,73,2,269,450
35101,"Spadina--Fort York/Spadina--Fort York"," 484A","Toronto",39,2,1,0,79,34,3,158,277
35101,"Spadina--Fort York/Spadina--Fort York"," 484B","Toronto",Merged with No./Fusionné avec le n°486B,,,,,,,,255
35101,"Spadina--Fort York/Spadina--Fort York"," 485","Toronto",45,4,0,0,142,90,0,281,355
35101,"Spadina--Fort York/Spadina--Fort York"," 485-1","Toronto",Merged with No./Fusionné avec le n°485,,,,,,,,122
35101,"Spadina--Fort York/Spadina--Fort York"," 486A","Toronto",34,4,0,0,114,41,2,195,334
35101,"Spadina--Fort York/Spadina--Fort York"," 486B","Toronto",57,3,0,0,148,82,1,291,248
35101,"Spadina--Fort York/Spadina--Fort York"," 486-1","Toronto",38,2,0,0,126,36,1,203,328
35101,"Spadina--Fort York/Spadina--Fort York"," 486-2A","Toronto",20,3,0,0,91,24,0,138,285
35101,"Spadina--Fort York/Spadina--Fort York"," 486-2B","Toronto",18,3,0,1,79,27,1,129,234
35101,"Spadina--Fort York/Spadina--Fort York"," 487","Toronto",37,2,0,0,80,39,0,158,322
35101,"Spadina--Fort York/Spadina--Fort York"," 488A","Toronto",40,5,1,0,132,59,1,238,368
35101,"Spadina--Fort York/Spadina--Fort York"," 488B","Toronto",42,7,0,0,94,54,0,197,314
35101,"Spadina--Fort York/Spadina--Fort York"," 488-1","Toronto",37,7,0,2,138,73,3,260,396
35101,"Spadina--Fort York/Spadina--Fort York"," 488-2","Toronto",33,3,0,0,129,89,1,255,450
35101,"Spadina--Fort York/Spadina--Fort York"," 489","Toronto",53,6,0,0,170,91,0,320,447
35101,"Spadina--Fort York/Spadina--Fort York"," 489-1","Toronto",41,6,0,0,131,57,0,235,442
35101,"Spadina--Fort York/Spadina--Fort York"," 490A","Toronto",49,3,1,0,163,38,1,255,362
35101,"Spadina--Fort York/Spadina--Fort York"," 490B","Toronto",42,9,0,0,144,50,2,247,346
35101,"Spadina--Fort York/Spadina--Fort York"," 490-1","Toronto",Void/Supprimé,,,,,,,,
35101,"Spadina--Fort York/Spadina--Fort York"," 491","Toronto",Merged with No./Fusionné avec le n°492,,,,,,,,149
35101,"Spadina--Fort York/Spadina--Fort York"," 491-1","Toronto",Merged with No./Fusionné avec le n°69,,,,,,,,156
35101,"Spadina--Fort York/Spadina--Fort York"," 492","Toronto",41,4,0,0,138,24,1,208,231
35101,"Spadina--Fort York/Spadina--Fort York"," 492-1","Toronto",49,6,0,0,166,70,0,291,430
35101,"Spadina--Fort York/Spadina--Fort York"," 493","Toronto",47,2,0,0,121,35,1,206,181
35101,"Spadina--Fort York/Spadina--Fort York"," 494","Toronto",Merged with No./Fusionné avec le n°493,,,,,,,,262
35101,"Spadina--Fort York/Spadina--Fort York"," 495","Toronto",55,7,0,0,139,38,2,241,323
35101,"Spadina--Fort York/Spadina--Fort York"," 495-1","Toronto",1,0,0,0,1,0,0,2,2
