Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Bill Burrows,Roger Carter,Nathaniel Erskine-Smith,Matthew Kellway,Randall Sach,James Sears,Peter Surjanac,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35007,"Beaches--East York/Beaches--East York"," 45","Toronto",36,4,100,62,8,0,0,1,211,525
35007,"Beaches--East York/Beaches--East York"," 46","Toronto",34,2,99,57,6,1,0,1,200,458
35007,"Beaches--East York/Beaches--East York"," 47","Toronto",36,0,112,99,4,2,0,1,254,588
35007,"Beaches--East York/Beaches--East York"," 48","Toronto",25,1,124,91,10,2,1,0,254,420
35007,"Beaches--East York/Beaches--East York"," 49","Toronto",26,0,101,84,11,1,0,1,224,385
35007,"Beaches--East York/Beaches--East York"," 50","Toronto",32,0,160,100,12,2,0,0,306,525
35007,"Beaches--East York/Beaches--East York"," 51","Toronto",28,0,108,90,5,2,0,1,234,387
35007,"Beaches--East York/Beaches--East York"," 52","East York",39,0,126,91,8,1,0,0,265,433
35007,"Beaches--East York/Beaches--East York"," 53","East York",41,2,117,110,0,3,0,2,275,531
35007,"Beaches--East York/Beaches--East York"," 54","East York",27,0,103,80,3,0,0,1,214,361
35007,"Beaches--East York/Beaches--East York"," 55","East York",31,1,102,61,9,2,0,0,206,383
35007,"Beaches--East York/Beaches--East York"," 56","East York",37,1,100,72,4,0,0,1,215,420
35007,"Beaches--East York/Beaches--East York"," 57","East York",44,0,79,68,6,1,1,1,200,409
35007,"Beaches--East York/Beaches--East York"," 58","East York",41,1,116,70,8,4,0,2,242,429
35007,"Beaches--East York/Beaches--East York"," 59","East York",32,0,102,68,8,3,0,2,215,419
35007,"Beaches--East York/Beaches--East York"," 60","East York",29,1,47,41,0,1,1,0,120,241
35007,"Beaches--East York/Beaches--East York"," 61","East York",19,1,71,42,4,0,0,1,138,389
35007,"Beaches--East York/Beaches--East York"," 62","East York",84,0,102,25,7,3,1,0,222,439
35007,"Beaches--East York/Beaches--East York"," 63","East York",64,0,110,59,4,0,1,0,238,408
35007,"Beaches--East York/Beaches--East York"," 64","East York",69,2,112,91,7,0,0,0,281,463
35007,"Beaches--East York/Beaches--East York"," 65","East York",49,0,88,42,2,2,0,0,183,416
35007,"Beaches--East York/Beaches--East York"," 66","East York",52,0,105,59,3,0,0,1,220,420
35007,"Beaches--East York/Beaches--East York"," 67","East York",40,1,86,77,2,0,0,1,207,424
35007,"Beaches--East York/Beaches--East York"," 68","East York",45,0,100,49,4,3,0,3,204,424
35007,"Beaches--East York/Beaches--East York"," 69","East York",23,0,82,82,4,0,0,0,191,357
35007,"Beaches--East York/Beaches--East York"," 70","East York",34,1,114,71,6,0,0,0,226,475
35007,"Beaches--East York/Beaches--East York"," 71","East York",30,2,130,66,6,3,0,1,238,469
35007,"Beaches--East York/Beaches--East York"," 72","East York",51,0,96,69,5,1,0,3,225,429
35007,"Beaches--East York/Beaches--East York"," 73","East York",37,0,166,72,3,1,0,0,279,446
35007,"Beaches--East York/Beaches--East York"," 74","East York",29,0,117,89,11,1,0,2,249,431
35007,"Beaches--East York/Beaches--East York"," 75","East York",34,2,147,84,10,1,0,3,281,452
35007,"Beaches--East York/Beaches--East York"," 76","East York",25,1,83,37,3,1,0,1,151,323
35007,"Beaches--East York/Beaches--East York"," 77","East York",20,0,72,57,7,1,0,1,158,327
35007,"Beaches--East York/Beaches--East York"," 78","Toronto",33,1,127,79,13,0,2,1,256,479
35007,"Beaches--East York/Beaches--East York"," 79","Toronto",36,0,181,92,6,0,0,0,315,527
35007,"Beaches--East York/Beaches--East York"," 80","Toronto",48,0,138,87,6,0,2,0,281,455
35007,"Beaches--East York/Beaches--East York"," 81","East York",34,0,135,87,8,1,0,0,265,443
35007,"Beaches--East York/Beaches--East York"," 82","Toronto",31,1,89,84,5,0,0,0,210,429
35007,"Beaches--East York/Beaches--East York"," 83","Toronto",28,0,123,92,10,0,1,0,254,495
35007,"Beaches--East York/Beaches--East York"," 84","Toronto",22,1,122,86,11,0,0,1,243,406
35007,"Beaches--East York/Beaches--East York"," 85","Toronto",27,0,179,119,7,1,0,0,333,491
35007,"Beaches--East York/Beaches--East York"," 86","Toronto",33,0,194,124,14,4,0,0,369,655
35007,"Beaches--East York/Beaches--East York"," 87","Toronto",28,2,147,91,8,0,0,2,278,501
35007,"Beaches--East York/Beaches--East York"," 88","Toronto",41,1,148,77,12,3,1,3,286,474
35007,"Beaches--East York/Beaches--East York"," 89","Toronto",47,0,131,113,8,3,0,0,302,557
35007,"Beaches--East York/Beaches--East York"," 90","Toronto",29,0,130,104,6,2,0,1,272,524
35007,"Beaches--East York/Beaches--East York"," 91","Toronto",28,0,104,58,5,0,0,1,196,437
35007,"Beaches--East York/Beaches--East York"," 92","Toronto",29,0,128,80,5,1,2,3,248,524
35007,"Beaches--East York/Beaches--East York"," 93","Toronto",20,1,66,33,5,0,0,0,125,312
35007,"Beaches--East York/Beaches--East York"," 94","Toronto",29,0,96,58,8,0,0,0,191,448
35007,"Beaches--East York/Beaches--East York"," 95","Toronto",27,0,104,77,6,3,0,1,218,413
35007,"Beaches--East York/Beaches--East York"," 96","Toronto",38,0,146,90,2,0,0,1,277,498
35007,"Beaches--East York/Beaches--East York"," 97","Toronto",28,0,67,53,9,0,0,0,157,391
35007,"Beaches--East York/Beaches--East York"," 98","Toronto",43,1,131,83,9,0,0,1,268,450
35007,"Beaches--East York/Beaches--East York"," 99","Toronto",42,0,121,78,17,5,0,2,265,457
35007,"Beaches--East York/Beaches--East York"," 100","Toronto",42,1,87,67,20,1,1,0,219,392
35007,"Beaches--East York/Beaches--East York"," 101","Toronto",34,1,124,65,13,4,0,1,242,498
35007,"Beaches--East York/Beaches--East York"," 102","Toronto",33,0,118,59,8,0,1,1,220,373
35007,"Beaches--East York/Beaches--East York"," 103","Toronto",39,0,131,67,5,1,1,0,244,401
35007,"Beaches--East York/Beaches--East York"," 104","Toronto",75,0,133,56,8,0,1,1,274,541
35007,"Beaches--East York/Beaches--East York"," 105","Toronto",52,0,120,60,5,0,0,0,237,401
35007,"Beaches--East York/Beaches--East York"," 106","Toronto",66,0,116,60,4,0,1,2,249,443
35007,"Beaches--East York/Beaches--East York"," 107","Toronto",67,0,134,31,6,0,0,0,238,427
35007,"Beaches--East York/Beaches--East York"," 108","Toronto",55,1,126,45,9,3,0,3,242,448
35007,"Beaches--East York/Beaches--East York"," 109","Toronto",31,1,82,61,3,0,0,0,178,342
35007,"Beaches--East York/Beaches--East York"," 110","Toronto",54,0,165,90,17,2,0,0,328,529
35007,"Beaches--East York/Beaches--East York"," 111","Toronto",40,0,116,62,8,0,0,0,226,348
35007,"Beaches--East York/Beaches--East York"," 112","Toronto",45,1,156,97,9,1,0,0,309,540
35007,"Beaches--East York/Beaches--East York"," 113","Toronto",30,1,86,46,5,0,0,2,170,315
35007,"Beaches--East York/Beaches--East York"," 114","Toronto",38,0,135,95,9,0,0,1,278,471
35007,"Beaches--East York/Beaches--East York"," 115","Toronto",63,0,136,89,9,1,0,1,299,462
35007,"Beaches--East York/Beaches--East York"," 116","Toronto",34,0,128,74,5,0,0,0,241,378
35007,"Beaches--East York/Beaches--East York"," 117","Toronto",24,1,83,53,3,0,0,0,164,330
35007,"Beaches--East York/Beaches--East York"," 118","Toronto",47,0,96,75,11,0,0,0,229,383
35007,"Beaches--East York/Beaches--East York"," 119","Toronto",26,0,102,66,7,0,0,2,203,354
35007,"Beaches--East York/Beaches--East York"," 120","Toronto",39,0,118,70,8,0,1,0,236,389
35007,"Beaches--East York/Beaches--East York"," 121","Toronto",65,1,157,105,12,0,0,0,340,519
35007,"Beaches--East York/Beaches--East York"," 122","Toronto",19,0,186,119,9,1,0,0,334,502
35007,"Beaches--East York/Beaches--East York"," 123","Toronto",31,0,95,69,11,3,0,0,209,349
35007,"Beaches--East York/Beaches--East York"," 124","Toronto",26,0,138,88,3,0,0,1,256,399
35007,"Beaches--East York/Beaches--East York"," 125","Toronto",44,0,141,90,7,1,0,1,284,426
35007,"Beaches--East York/Beaches--East York"," 126","Toronto",29,0,85,89,5,0,0,1,209,378
35007,"Beaches--East York/Beaches--East York"," 127","Toronto",38,1,112,99,10,0,0,1,261,442
35007,"Beaches--East York/Beaches--East York"," 128","Toronto",17,0,67,71,3,2,0,0,160,350
35007,"Beaches--East York/Beaches--East York"," 129","Toronto",49,0,151,87,14,0,0,1,302,520
35007,"Beaches--East York/Beaches--East York"," 130","Toronto",37,0,103,67,9,3,0,1,220,469
35007,"Beaches--East York/Beaches--East York"," 131","Toronto",66,0,101,55,7,1,0,4,234,409
35007,"Beaches--East York/Beaches--East York"," 132","Toronto",37,0,119,50,3,1,0,0,210,402
35007,"Beaches--East York/Beaches--East York"," 133","Toronto",36,0,129,63,7,0,1,0,236,414
35007,"Beaches--East York/Beaches--East York"," 134","Toronto",52,0,155,68,7,0,0,1,283,456
35007,"Beaches--East York/Beaches--East York"," 135","Toronto",34,0,110,46,11,0,0,0,201,343
35007,"Beaches--East York/Beaches--East York"," 136","Toronto",44,2,122,58,12,3,0,0,241,407
35007,"Beaches--East York/Beaches--East York"," 137","Toronto",34,0,100,56,4,0,0,0,194,371
35007,"Beaches--East York/Beaches--East York"," 138","Toronto",47,0,118,55,6,0,1,0,227,416
35007,"Beaches--East York/Beaches--East York"," 139","Toronto",44,0,85,33,7,0,0,0,169,352
35007,"Beaches--East York/Beaches--East York"," 140","Toronto",49,0,120,53,10,0,0,0,232,426
35007,"Beaches--East York/Beaches--East York"," 141","Toronto",36,0,116,61,7,1,0,1,222,401
35007,"Beaches--East York/Beaches--East York"," 142","Toronto",23,0,97,82,3,2,0,2,209,391
35007,"Beaches--East York/Beaches--East York"," 143","Toronto",36,0,114,75,3,0,0,1,229,386
35007,"Beaches--East York/Beaches--East York"," 144","Toronto",46,0,131,73,7,0,0,1,258,504
35007,"Beaches--East York/Beaches--East York"," 145","Toronto",49,0,128,79,4,0,0,0,260,503
35007,"Beaches--East York/Beaches--East York"," 146","Toronto",42,0,118,83,10,0,1,1,255,420
35007,"Beaches--East York/Beaches--East York"," 147","Toronto",46,0,103,94,5,2,0,0,250,424
35007,"Beaches--East York/Beaches--East York"," 148","Toronto",48,0,163,96,6,2,0,2,317,447
35007,"Beaches--East York/Beaches--East York"," 149","Toronto",33,0,71,59,8,1,0,2,174,339
35007,"Beaches--East York/Beaches--East York"," 150","Toronto",47,0,109,89,7,0,1,2,255,362
35007,"Beaches--East York/Beaches--East York"," 151","Toronto",37,2,98,100,6,1,0,0,244,409
35007,"Beaches--East York/Beaches--East York"," 152","Toronto",45,0,139,69,5,2,0,1,261,394
35007,"Beaches--East York/Beaches--East York"," 153","Toronto",36,0,115,52,0,1,0,0,204,349
35007,"Beaches--East York/Beaches--East York"," 154","Toronto",35,0,96,34,3,0,0,0,168,331
35007,"Beaches--East York/Beaches--East York"," 155","Toronto",50,0,85,58,4,1,0,0,198,383
35007,"Beaches--East York/Beaches--East York"," 156","Toronto",55,0,111,62,7,1,0,0,236,421
35007,"Beaches--East York/Beaches--East York"," 157","Toronto",52,1,126,58,5,0,0,0,242,475
35007,"Beaches--East York/Beaches--East York"," 158","Toronto",44,0,175,76,4,1,0,2,302,506
35007,"Beaches--East York/Beaches--East York"," 159","Toronto",36,0,103,48,4,0,0,0,191,366
35007,"Beaches--East York/Beaches--East York"," 160","Toronto",23,0,103,62,3,0,0,0,191,322
35007,"Beaches--East York/Beaches--East York"," 161","Toronto",41,0,152,84,7,3,0,0,287,525
35007,"Beaches--East York/Beaches--East York"," 162","Toronto",65,0,132,82,15,1,0,0,295,512
35007,"Beaches--East York/Beaches--East York"," 163","Toronto",40,0,101,74,6,1,1,0,223,441
35007,"Beaches--East York/Beaches--East York"," 400","North York",15,1,157,40,5,2,0,1,221,408
35007,"Beaches--East York/Beaches--East York"," 401","East York",22,0,37,56,1,1,0,0,117,174
35007,"Beaches--East York/Beaches--East York"," 402A","East York",29,1,134,54,3,2,2,3,228,459
35007,"Beaches--East York/Beaches--East York"," 402B","East York",28,0,105,36,2,1,0,0,172,424
35007,"Beaches--East York/Beaches--East York"," 403","East York",37,1,146,45,5,1,0,2,237,494
35007,"Beaches--East York/Beaches--East York"," 404A","East York",24,1,127,47,0,0,0,0,199,492
35007,"Beaches--East York/Beaches--East York"," 404B","East York",30,0,121,34,1,0,0,3,189,446
35007,"Beaches--East York/Beaches--East York"," 405A","East York",13,1,112,40,2,0,0,3,171,364
35007,"Beaches--East York/Beaches--East York"," 405B","East York",7,0,90,38,0,0,0,1,136,344
35007,"Beaches--East York/Beaches--East York"," 406A","East York",10,0,80,43,0,2,0,1,136,325
35007,"Beaches--East York/Beaches--East York"," 406B","East York",29,0,83,47,0,0,0,1,160,389
35007,"Beaches--East York/Beaches--East York"," 407","Toronto",19,0,93,47,1,0,0,3,163,384
35007,"Beaches--East York/Beaches--East York"," 408","Toronto",20,1,116,59,2,2,0,0,200,424
35007,"Beaches--East York/Beaches--East York"," 409","Toronto",23,1,50,50,0,2,0,2,128,209
35007,"Beaches--East York/Beaches--East York"," 500","Mobile poll/Bureau itinérant",15,3,41,14,1,3,1,2,80,121
35007,"Beaches--East York/Beaches--East York"," 501","Mobile poll/Bureau itinérant",25,6,36,25,4,0,1,1,98,245
35007,"Beaches--East York/Beaches--East York"," 502","Mobile poll/Bureau itinérant",11,2,28,23,2,0,0,0,66,104
35007,"Beaches--East York/Beaches--East York"," 600","North York",176,1,435,181,15,2,2,3,815,
35007,"Beaches--East York/Beaches--East York"," 601","East York",179,0,523,375,19,6,0,5,1107,
35007,"Beaches--East York/Beaches--East York"," 602","East York",86,3,334,337,24,6,0,4,794,
35007,"Beaches--East York/Beaches--East York"," 603","East York",186,2,443,285,16,1,1,0,934,
35007,"Beaches--East York/Beaches--East York"," 604","East York",115,1,612,258,12,5,0,4,1007,
35007,"Beaches--East York/Beaches--East York"," 605","East York",120,3,454,390,25,4,0,8,1004,
35007,"Beaches--East York/Beaches--East York"," 606","East York",80,3,557,458,29,1,1,2,1131,
35007,"Beaches--East York/Beaches--East York"," 607","Toronto",140,0,672,526,42,2,0,0,1382,
35007,"Beaches--East York/Beaches--East York"," 608","Toronto",138,0,469,341,9,2,0,0,959,
35007,"Beaches--East York/Beaches--East York"," 609","Toronto",180,0,606,371,25,6,0,0,1188,
35007,"Beaches--East York/Beaches--East York"," 610","Toronto",217,2,612,363,34,12,3,1,1244,
35007,"Beaches--East York/Beaches--East York"," 611","Toronto",180,0,626,387,52,3,1,6,1255,
35007,"Beaches--East York/Beaches--East York",,"Group 1/Groupe 1",25,0,85,49,7,0,0,6,172,172
35007,"Beaches--East York/Beaches--East York",,"Group 2/Groupe 2",146,2,558,560,35,2,0,16,1319,
