Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Stéphane Guinta,Denis Hurtubise,Hans Marotte,Marilyn Redivo,Jean Rioux,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24067,"Saint-Jean/Saint-Jean"," 89","Saint-Jean-sur-Richelieu",13,40,32,2,49,3,139,386
24067,"Saint-Jean/Saint-Jean"," 90","Saint-Jean-sur-Richelieu",15,39,77,5,81,4,221,420
24067,"Saint-Jean/Saint-Jean"," 91","Saint-Jean-sur-Richelieu",13,57,82,3,91,3,249,423
24067,"Saint-Jean/Saint-Jean"," 92","Saint-Jean-sur-Richelieu",22,54,73,6,86,5,246,446
24067,"Saint-Jean/Saint-Jean"," 93","Saint-Jean-sur-Richelieu",17,54,79,3,80,2,235,420
24067,"Saint-Jean/Saint-Jean"," 94","Saint-Jean-sur-Richelieu",11,24,40,2,37,5,119,261
24067,"Saint-Jean/Saint-Jean"," 95","Saint-Jean-sur-Richelieu",12,51,74,4,52,9,202,433
24067,"Saint-Jean/Saint-Jean"," 96","Saint-Jean-sur-Richelieu",12,36,43,6,59,5,161,376
24067,"Saint-Jean/Saint-Jean"," 97","Saint-Jean-sur-Richelieu",14,64,53,3,52,10,196,443
24067,"Saint-Jean/Saint-Jean"," 98","Saint-Jean-sur-Richelieu",8,24,26,3,33,0,94,439
24067,"Saint-Jean/Saint-Jean"," 99","Saint-Jean-sur-Richelieu",22,56,78,5,65,3,229,407
24067,"Saint-Jean/Saint-Jean"," 100","Saint-Jean-sur-Richelieu",21,47,38,3,46,7,162,378
24067,"Saint-Jean/Saint-Jean"," 101","Saint-Jean-sur-Richelieu",27,49,58,4,90,5,233,392
24067,"Saint-Jean/Saint-Jean"," 102","Saint-Jean-sur-Richelieu",35,53,106,6,92,2,294,504
24067,"Saint-Jean/Saint-Jean"," 103","Saint-Jean-sur-Richelieu",27,52,44,7,53,9,192,378
24067,"Saint-Jean/Saint-Jean"," 104","Saint-Jean-sur-Richelieu",5,59,76,4,75,3,222,421
24067,"Saint-Jean/Saint-Jean"," 105","Saint-Jean-sur-Richelieu",14,64,70,7,67,2,224,421
24067,"Saint-Jean/Saint-Jean"," 106","Saint-Jean-sur-Richelieu",18,73,56,3,55,9,214,373
24067,"Saint-Jean/Saint-Jean"," 107","Saint-Jean-sur-Richelieu",17,45,37,6,67,22,194,443
24067,"Saint-Jean/Saint-Jean"," 108","Saint-Jean-sur-Richelieu",12,59,50,6,62,9,198,425
24067,"Saint-Jean/Saint-Jean"," 109","Saint-Jean-sur-Richelieu",11,49,32,3,47,0,142,383
24067,"Saint-Jean/Saint-Jean"," 110","Saint-Jean-sur-Richelieu",5,39,47,7,87,1,186,367
24067,"Saint-Jean/Saint-Jean"," 111","Saint-Jean-sur-Richelieu",7,29,72,5,77,4,194,370
24067,"Saint-Jean/Saint-Jean"," 112","Saint-Jean-sur-Richelieu",14,58,84,3,70,8,237,453
24067,"Saint-Jean/Saint-Jean"," 113","Saint-Jean-sur-Richelieu",11,39,57,3,72,3,185,454
24067,"Saint-Jean/Saint-Jean"," 114","Saint-Jean-sur-Richelieu",5,33,49,3,56,3,149,336
24067,"Saint-Jean/Saint-Jean"," 115","Saint-Jean-sur-Richelieu",12,38,38,6,57,7,158,446
24067,"Saint-Jean/Saint-Jean"," 116","Saint-Jean-sur-Richelieu",15,37,37,5,49,1,144,374
24067,"Saint-Jean/Saint-Jean"," 117","Saint-Jean-sur-Richelieu",16,49,63,6,81,4,219,420
24067,"Saint-Jean/Saint-Jean"," 118","Saint-Jean-sur-Richelieu",16,40,88,7,49,6,206,379
24067,"Saint-Jean/Saint-Jean"," 119","Saint-Jean-sur-Richelieu",11,55,60,0,66,7,199,378
24067,"Saint-Jean/Saint-Jean"," 120","Saint-Jean-sur-Richelieu",12,39,36,9,81,9,186,405
24067,"Saint-Jean/Saint-Jean"," 121","Saint-Jean-sur-Richelieu",14,59,67,7,63,8,218,418
24067,"Saint-Jean/Saint-Jean"," 122","Saint-Jean-sur-Richelieu",7,26,58,6,47,2,146,366
24067,"Saint-Jean/Saint-Jean"," 123","Saint-Jean-sur-Richelieu",19,55,54,5,50,5,188,371
24067,"Saint-Jean/Saint-Jean"," 124","Saint-Jean-sur-Richelieu",14,52,67,2,66,3,204,386
24067,"Saint-Jean/Saint-Jean"," 125","Saint-Jean-sur-Richelieu",18,57,86,6,78,6,251,444
24067,"Saint-Jean/Saint-Jean"," 126","Saint-Jean-sur-Richelieu",22,73,44,8,58,4,209,387
24067,"Saint-Jean/Saint-Jean"," 127","Saint-Jean-sur-Richelieu",15,63,38,5,66,5,192,397
24067,"Saint-Jean/Saint-Jean"," 128","Saint-Jean-sur-Richelieu",33,86,74,5,82,2,282,512
24067,"Saint-Jean/Saint-Jean"," 129","Saint-Jean-sur-Richelieu",16,67,54,2,39,5,183,366
24067,"Saint-Jean/Saint-Jean"," 130","Saint-Jean-sur-Richelieu",25,53,76,1,73,2,230,401
24067,"Saint-Jean/Saint-Jean"," 131","Saint-Jean-sur-Richelieu",28,72,64,3,58,8,233,453
24067,"Saint-Jean/Saint-Jean"," 132","Saint-Jean-sur-Richelieu",13,51,40,4,47,0,155,352
24067,"Saint-Jean/Saint-Jean"," 133","Saint-Jean-sur-Richelieu",18,58,55,0,53,3,187,366
24067,"Saint-Jean/Saint-Jean"," 134","Saint-Jean-sur-Richelieu",15,47,50,3,56,3,174,386
24067,"Saint-Jean/Saint-Jean"," 135","Saint-Jean-sur-Richelieu",10,65,54,3,92,2,226,372
24067,"Saint-Jean/Saint-Jean"," 136","Saint-Jean-sur-Richelieu",17,50,49,4,48,4,172,382
24067,"Saint-Jean/Saint-Jean"," 137","Saint-Jean-sur-Richelieu",27,60,48,3,84,5,227,440
24067,"Saint-Jean/Saint-Jean"," 138","Saint-Jean-sur-Richelieu",29,79,66,2,64,4,244,441
24067,"Saint-Jean/Saint-Jean"," 139","Saint-Jean-sur-Richelieu",23,74,80,8,65,4,254,412
24067,"Saint-Jean/Saint-Jean"," 140","Saint-Jean-sur-Richelieu",27,56,71,3,60,2,219,351
24067,"Saint-Jean/Saint-Jean"," 141","Saint-Jean-sur-Richelieu",9,37,35,4,40,5,130,354
24067,"Saint-Jean/Saint-Jean"," 142","Saint-Jean-sur-Richelieu",7,33,43,6,30,6,125,353
24067,"Saint-Jean/Saint-Jean"," 143","Saint-Jean-sur-Richelieu",5,31,21,2,41,0,100,358
24067,"Saint-Jean/Saint-Jean"," 144","Saint-Jean-sur-Richelieu",8,49,49,4,53,3,166,428
24067,"Saint-Jean/Saint-Jean"," 145","Saint-Jean-sur-Richelieu",9,45,34,6,26,1,121,359
24067,"Saint-Jean/Saint-Jean"," 146","Saint-Jean-sur-Richelieu",5,45,50,7,48,3,158,507
24067,"Saint-Jean/Saint-Jean"," 147","Saint-Jean-sur-Richelieu",13,33,29,5,33,1,114,318
24067,"Saint-Jean/Saint-Jean"," 148","Saint-Jean-sur-Richelieu",14,41,51,3,42,2,153,375
24067,"Saint-Jean/Saint-Jean"," 149","Saint-Jean-sur-Richelieu",6,48,56,3,36,7,156,420
24067,"Saint-Jean/Saint-Jean"," 150","Saint-Jean-sur-Richelieu",16,43,57,12,58,5,191,437
24067,"Saint-Jean/Saint-Jean"," 151","Saint-Jean-sur-Richelieu",10,56,53,4,42,5,170,398
24067,"Saint-Jean/Saint-Jean"," 152","Saint-Jean-sur-Richelieu",5,64,57,2,51,2,181,376
24067,"Saint-Jean/Saint-Jean"," 153","Saint-Jean-sur-Richelieu",11,52,46,4,56,3,172,353
24067,"Saint-Jean/Saint-Jean"," 154","Saint-Jean-sur-Richelieu",7,38,44,1,39,7,136,349
24067,"Saint-Jean/Saint-Jean"," 155","Saint-Jean-sur-Richelieu",13,41,52,4,58,4,172,400
24067,"Saint-Jean/Saint-Jean"," 156","Saint-Jean-sur-Richelieu",12,47,65,3,53,3,183,403
24067,"Saint-Jean/Saint-Jean"," 157","Saint-Jean-sur-Richelieu",22,61,72,3,86,5,249,513
24067,"Saint-Jean/Saint-Jean"," 158","Saint-Jean-sur-Richelieu",11,40,48,7,45,8,159,351
24067,"Saint-Jean/Saint-Jean"," 159","Saint-Jean-sur-Richelieu",20,53,57,5,50,8,193,442
24067,"Saint-Jean/Saint-Jean"," 160","Saint-Jean-sur-Richelieu",10,50,21,6,39,6,132,366
24067,"Saint-Jean/Saint-Jean"," 161","Saint-Jean-sur-Richelieu",10,65,51,8,45,8,187,425
24067,"Saint-Jean/Saint-Jean"," 162","Saint-Jean-sur-Richelieu",12,37,45,6,40,8,148,370
24067,"Saint-Jean/Saint-Jean"," 163","Saint-Jean-sur-Richelieu",24,75,78,5,80,6,268,478
24067,"Saint-Jean/Saint-Jean"," 164","Saint-Jean-sur-Richelieu",8,40,39,5,63,8,163,389
24067,"Saint-Jean/Saint-Jean"," 165","Saint-Jean-sur-Richelieu",6,55,45,10,50,0,166,404
24067,"Saint-Jean/Saint-Jean"," 166","Saint-Jean-sur-Richelieu",8,58,58,5,52,11,192,414
24067,"Saint-Jean/Saint-Jean"," 167","Saint-Jean-sur-Richelieu",14,49,36,5,64,6,174,388
24067,"Saint-Jean/Saint-Jean"," 168","Saint-Jean-sur-Richelieu",15,52,47,3,62,6,185,474
24067,"Saint-Jean/Saint-Jean"," 169","Saint-Jean-sur-Richelieu",22,61,52,4,72,6,217,419
24067,"Saint-Jean/Saint-Jean"," 170","Saint-Jean-sur-Richelieu",18,41,44,2,72,3,180,387
24067,"Saint-Jean/Saint-Jean"," 171","Saint-Jean-sur-Richelieu",16,64,92,2,88,5,267,429
24067,"Saint-Jean/Saint-Jean"," 172","Saint-Jean-sur-Richelieu",21,78,68,3,78,4,252,460
24067,"Saint-Jean/Saint-Jean"," 173","Saint-Jean-sur-Richelieu",7,50,43,7,63,3,173,387
24067,"Saint-Jean/Saint-Jean"," 174","Saint-Jean-sur-Richelieu",25,63,66,10,71,3,238,438
24067,"Saint-Jean/Saint-Jean"," 175","Saint-Jean-sur-Richelieu",19,74,66,2,68,7,236,384
24067,"Saint-Jean/Saint-Jean"," 176","Saint-Jean-sur-Richelieu",19,54,68,5,71,4,221,392
24067,"Saint-Jean/Saint-Jean"," 177","Saint-Jean-sur-Richelieu",26,41,79,3,72,5,226,408
24067,"Saint-Jean/Saint-Jean"," 178","Saint-Jean-sur-Richelieu",24,66,82,19,94,8,293,504
24067,"Saint-Jean/Saint-Jean"," 179","Saint-Jean-sur-Richelieu",26,52,51,4,57,7,197,405
24067,"Saint-Jean/Saint-Jean"," 180","Saint-Jean-sur-Richelieu",12,48,63,9,57,2,191,370
24067,"Saint-Jean/Saint-Jean"," 181","Saint-Jean-sur-Richelieu",22,64,47,6,57,4,200,464
24067,"Saint-Jean/Saint-Jean"," 182","Saint-Jean-sur-Richelieu",19,65,35,4,72,3,198,382
24067,"Saint-Jean/Saint-Jean"," 183","Saint-Jean-sur-Richelieu",12,82,36,5,41,5,181,371
24067,"Saint-Jean/Saint-Jean"," 184","Saint-Jean-sur-Richelieu",23,51,64,1,46,3,188,374
24067,"Saint-Jean/Saint-Jean"," 185","Saint-Jean-sur-Richelieu",23,50,79,11,74,6,243,460
24067,"Saint-Jean/Saint-Jean"," 186","Saint-Blaise-sur-Richelieu",21,67,51,11,51,3,204,368
24067,"Saint-Jean/Saint-Jean"," 187","Saint-Blaise-sur-Richelieu",30,74,65,5,71,0,245,405
24067,"Saint-Jean/Saint-Jean"," 188","Saint-Blaise-sur-Richelieu",16,81,50,7,72,9,235,420
24067,"Saint-Jean/Saint-Jean"," 189","Saint-Blaise-sur-Richelieu",19,46,59,4,69,2,199,363
24067,"Saint-Jean/Saint-Jean"," 190","Saint-Jean-sur-Richelieu",31,63,60,8,92,3,257,470
24067,"Saint-Jean/Saint-Jean"," 191","Saint-Jean-sur-Richelieu",20,63,60,6,76,3,228,443
24067,"Saint-Jean/Saint-Jean"," 192","Saint-Jean-sur-Richelieu",26,62,60,6,83,5,242,424
24067,"Saint-Jean/Saint-Jean"," 193","Saint-Jean-sur-Richelieu",33,60,92,3,72,5,265,435
24067,"Saint-Jean/Saint-Jean"," 194","Saint-Jean-sur-Richelieu",24,59,76,5,79,6,249,472
24067,"Saint-Jean/Saint-Jean"," 195","Sabrevois",20,67,69,6,63,6,231,376
24067,"Saint-Jean/Saint-Jean"," 196","Sabrevois",20,49,39,1,51,3,163,285
24067,"Saint-Jean/Saint-Jean"," 197","Sabrevois",25,62,28,6,37,5,163,282
24067,"Saint-Jean/Saint-Jean"," 198","Sabrevois",22,72,61,4,61,3,223,332
24067,"Saint-Jean/Saint-Jean"," 199","Sabrevois",22,77,39,8,55,5,206,370
24067,"Saint-Jean/Saint-Jean"," 200","Saint-Alexandre",25,47,54,4,58,8,196,319
24067,"Saint-Jean/Saint-Jean"," 201","Saint-Alexandre",13,41,39,9,63,6,171,326
24067,"Saint-Jean/Saint-Jean"," 202","Saint-Alexandre",16,68,69,12,73,8,246,415
24067,"Saint-Jean/Saint-Jean"," 203","Saint-Alexandre",19,51,65,11,60,3,209,400
24067,"Saint-Jean/Saint-Jean"," 204","Saint-Alexandre",15,58,66,8,60,5,212,368
24067,"Saint-Jean/Saint-Jean"," 205","Saint-Paul-de-l'Île-aux-Noix",35,68,70,4,119,5,301,509
24067,"Saint-Jean/Saint-Jean"," 206A","Saint-Valentin",26,25,35,3,43,4,136,210
24067,"Saint-Jean/Saint-Jean"," 206B","Saint-Valentin",10,25,17,0,62,1,115,195
24067,"Saint-Jean/Saint-Jean"," 207","Saint-Paul-de-l'Île-aux-Noix",29,49,31,3,74,4,190,315
24067,"Saint-Jean/Saint-Jean"," 208A","Saint-Paul-de-l'Île-aux-Noix",20,21,35,1,43,3,123,206
24067,"Saint-Jean/Saint-Jean"," 208B","Saint-Paul-de-l'Île-aux-Noix",3,4,15,1,21,0,44,75
24067,"Saint-Jean/Saint-Jean"," 209","Saint-Valentin",21,41,32,2,58,3,157,318
24067,"Saint-Jean/Saint-Jean"," 210","Saint-Paul-de-l'Île-aux-Noix",16,46,24,3,50,3,142,318
24067,"Saint-Jean/Saint-Jean"," 211","Lacolle",31,43,20,1,64,4,163,409
24067,"Saint-Jean/Saint-Jean"," 212","Lacolle",14,31,42,3,66,0,156,332
24067,"Saint-Jean/Saint-Jean"," 213","Lacolle",19,38,21,4,55,4,141,316
24067,"Saint-Jean/Saint-Jean"," 214","Lacolle",10,50,37,3,86,3,189,418
24067,"Saint-Jean/Saint-Jean"," 215","Lacolle",21,43,27,5,54,5,155,382
24067,"Saint-Jean/Saint-Jean"," 216","Lacolle",22,25,15,1,58,0,121,297
24067,"Saint-Jean/Saint-Jean"," 400","Saint-Jean-sur-Richelieu",16,26,28,3,130,3,206,322
24067,"Saint-Jean/Saint-Jean"," 401","Saint-Jean-sur-Richelieu",38,42,52,3,165,7,307,380
24067,"Saint-Jean/Saint-Jean"," 402","Saint-Jean-sur-Richelieu",7,18,31,1,73,1,131,167
24067,"Saint-Jean/Saint-Jean"," 403","Saint-Jean-sur-Richelieu",10,9,13,1,63,2,98,141
24067,"Saint-Jean/Saint-Jean"," 500","Mobile poll/Bureau itinérant",21,25,35,3,96,2,182,216
24067,"Saint-Jean/Saint-Jean"," 501","Mobile poll/Bureau itinérant",7,23,19,0,60,4,113,176
24067,"Saint-Jean/Saint-Jean"," 502","Mobile poll/Bureau itinérant",9,19,9,1,55,6,99,163
24067,"Saint-Jean/Saint-Jean"," 503","Mobile poll/Bureau itinérant",4,17,7,0,37,5,70,124
24067,"Saint-Jean/Saint-Jean"," 504","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,
24067,"Saint-Jean/Saint-Jean"," 505","Mobile poll/Bureau itinérant",10,21,8,1,56,5,101,138
24067,"Saint-Jean/Saint-Jean"," 600","Saint-Jean-sur-Richelieu",180,239,351,14,403,14,1201,
24067,"Saint-Jean/Saint-Jean"," 601","Saint-Jean-sur-Richelieu",151,249,362,9,312,14,1097,
24067,"Saint-Jean/Saint-Jean"," 602","Saint-Jean-sur-Richelieu",127,156,309,15,261,15,883,
24067,"Saint-Jean/Saint-Jean"," 603","Mont-Saint-Grégoire",74,99,192,11,174,6,556,
24067,"Saint-Jean/Saint-Jean"," 604","Saint-Alexandre",44,107,120,8,110,11,400,
24067,"Saint-Jean/Saint-Jean"," 605","Saint-Jean-sur-Richelieu",148,284,370,19,345,13,1179,
24067,"Saint-Jean/Saint-Jean"," 606","Saint-Jean-sur-Richelieu",84,164,256,14,248,14,780,
24067,"Saint-Jean/Saint-Jean"," 607","Saint-Jean-sur-Richelieu",97,168,264,16,234,13,792,
24067,"Saint-Jean/Saint-Jean"," 608","Saint-Jean-sur-Richelieu",101,149,204,11,267,14,746,
24067,"Saint-Jean/Saint-Jean"," 609","Saint-Jean-sur-Richelieu",144,209,318,10,386,16,1083,
24067,"Saint-Jean/Saint-Jean"," 610","Saint-Jean-sur-Richelieu",171,186,332,16,354,18,1077,
24067,"Saint-Jean/Saint-Jean"," 611","Saint-Jean-sur-Richelieu",203,264,427,17,348,23,1282,
24067,"Saint-Jean/Saint-Jean"," 612","Saint-Jean-sur-Richelieu",46,158,156,10,160,9,539,
24067,"Saint-Jean/Saint-Jean"," 613","Saint-Jean-sur-Richelieu",109,190,294,12,235,13,853,
24067,"Saint-Jean/Saint-Jean"," 614","Saint-Jean-sur-Richelieu",66,111,102,7,153,6,445,
