Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Elizabeth Biggar,Barry Blackman,Kathi Dickie,W. Todd Keller,Matt Shaw,Bob Zimmer,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 33A","Fort St. John",8,1,16,1,39,162,0,227,428
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 33B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501,,,,,,,,8
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 34","Fort St. John",12,1,27,2,51,108,1,202,509
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 35","Fort St. John",12,2,25,4,33,83,1,160,372
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 36","Fort St. John",14,4,23,1,54,92,0,188,469
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 37","Fort St. John",5,2,16,2,41,106,0,172,382
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 38","Fort St. John",10,0,16,2,41,122,0,191,465
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 39","Fort St. John",6,1,29,3,50,121,0,210,450
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 40","Fort St. John",11,1,22,5,80,121,0,240,526
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 41","Fort St. John",12,3,20,6,30,124,0,195,422
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 42","Fort St. John",9,0,14,3,37,174,0,237,458
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 43","Fort St. John",12,2,22,3,57,252,1,349,638
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 44A","Fort St. John",5,2,13,3,42,193,1,259,479
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 44B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500,,,,,,,,44
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 45","Fort St. John",8,2,17,1,46,153,0,227,475
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 46","Fort St. John",8,0,21,0,31,187,1,248,440
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 47","Fort St. John",3,1,22,0,46,196,0,268,489
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 48","Fort St. John",8,0,18,3,37,182,1,249,449
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 49","Fort St. John",4,1,17,1,47,67,0,137,414
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 50","Beatton River",10,5,15,1,35,282,0,348,741
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 51","Fort St. John",10,2,7,2,24,149,0,194,391
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 52","Fort St. John",13,1,33,3,75,228,0,353,711
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 53","Fort St. John",12,2,8,0,40,143,0,205,460
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 54","Fort St. John",8,1,16,1,40,129,1,196,432
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 55","Fort St. John",7,2,27,2,49,79,0,166,396
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 56","Fort St. John",14,1,21,2,53,130,0,221,431
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 57","Fort St. John",11,1,18,0,47,127,0,204,446
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 58","Fort St. John",11,1,24,2,38,108,0,184,413
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 59","Fort St. John",14,0,16,1,43,123,1,198,414
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 60","Fort St. John",6,1,10,2,32,118,1,170,409
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 61","Fort St. John",9,1,16,5,41,103,0,175,444
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 62","Fort St. John",13,0,16,0,44,94,0,167,450
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 63","Fort St. John",15,0,15,1,40,127,1,199,405
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 64","Baldonnel",16,1,14,0,39,223,1,294,508
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 65","Moberly Lake",12,5,91,11,81,38,1,239,419
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 66","Taylor",12,3,17,0,19,119,0,170,348
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 67","Taylor",11,0,8,0,26,123,1,169,324
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 68","Taylor",7,3,11,1,32,114,0,168,380
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 69","Tower Lake",13,1,12,2,15,124,0,167,333
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 70","Flatrock",5,1,9,1,9,200,0,225,311
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 71","Mackenzie",10,0,14,0,41,56,0,121,284
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 72","Mackenzie",2,1,22,1,51,39,1,117,323
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 73","Mackenzie",14,1,29,3,69,69,0,185,414
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 74","Mackenzie",8,0,36,3,57,37,0,141,350
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 75","Mackenzie",8,1,45,1,51,54,1,161,368
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 76","Mackenzie",7,1,37,0,68,82,1,196,389
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 77","Mackenzie",5,1,28,0,48,39,0,121,292
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 78","Mackenzie",8,0,30,2,46,46,3,135,324
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 79","Farmington",16,0,15,2,26,122,0,181,276
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 80","Doe River",7,2,5,2,9,74,0,99,199
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 81","Sunset Prairie",1,2,12,1,12,90,0,118,196
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 82","Sunset Prairie",9,1,3,1,9,47,0,70,113
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 83","Sunset Prairie",1,1,19,0,17,54,0,92,134
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 84","Chetwynd",2,0,1,1,12,44,0,60,138
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 85","Chetwynd",21,1,39,3,70,152,0,286,552
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 86","Chetwynd",8,1,9,2,51,91,0,162,372
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 87","Chetwynd",25,6,40,8,63,105,0,247,534
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 88","Chetwynd",7,6,22,1,50,74,1,161,349
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 89","Chetwynd",6,4,21,3,35,107,1,177,323
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 90","Chetwynd",18,2,16,7,63,101,0,207,422
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 91","Jackfish Lake",17,3,36,1,41,161,1,260,508
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 92","McLeod Lake",8,0,17,1,30,10,0,66,140
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 93","Bessborough",5,0,21,1,27,160,1,215,378
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 94","Rolla",11,1,27,0,17,114,0,170,276
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 95","Dawson Creek",6,1,31,2,48,109,1,198,418
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 96","Dawson Creek",4,1,25,2,66,104,0,202,503
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 97","Dawson Creek",12,0,14,0,51,111,1,189,425
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 98","Dawson Creek",11,0,16,3,52,115,1,198,392
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 99","Dawson Creek",6,2,14,1,41,113,0,177,356
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 100","Dawson Creek",10,5,15,2,65,236,0,333,658
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 101","Dawson Creek",5,3,19,1,17,131,0,176,318
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 102","Dawson Creek",13,0,19,1,41,99,3,176,392
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 103","Dawson Creek",13,1,31,3,41,98,0,187,403
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 104","Dawson Creek",14,3,16,2,44,181,0,260,521
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 105","Dawson Creek",15,0,14,2,30,76,0,137,344
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 106","Dawson Creek",7,5,24,1,41,83,0,161,401
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 107","Peace River D",10,2,23,3,46,123,1,208,488
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 108","Dawson Creek",14,2,21,1,40,69,1,148,383
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 109","Dawson Creek",12,4,25,2,36,159,0,238,527
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 110","Dawson Creek",2,0,17,0,26,92,2,139,367
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 111","Dawson Creek",7,1,28,2,33,57,0,128,366
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 112","Dawson Creek",9,0,25,0,41,109,0,184,408
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 113","Dawson Creek",11,3,35,3,39,79,0,170,414
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 114","Dawson Creek",12,1,26,2,23,57,0,121,355
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 115","Dawson Creek",7,1,37,0,44,151,0,240,458
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 116","Dawson Creek",2,2,24,1,32,84,1,146,414
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 117","Dawson Creek",7,1,23,3,44,68,0,146,369
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 118","Fellers Heights",16,3,16,0,20,111,0,166,218
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 119","Fellers Heights",8,1,20,1,22,98,1,151,269
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 120","Pouce Coupe",20,2,20,0,22,109,3,176,286
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 121","Pouce Coupe",11,1,11,2,39,89,0,153,290
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 122","Pouce Coupe",13,4,16,1,30,131,0,195,348
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 123","Tomslake",3,1,24,1,11,61,0,101,140
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 124","Tupper",7,2,15,2,16,77,0,119,182
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 125","Tumbler Ridge",7,4,23,4,25,79,1,143,340
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 126","Tumbler Ridge",10,4,23,4,30,69,0,140,392
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 127","Tumbler Ridge",5,4,19,1,24,88,0,141,332
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 128","Tumbler Ridge",7,0,8,0,18,48,0,81,211
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 129","Tumbler Ridge",7,4,13,1,32,65,1,123,320
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 130","Kelly Lake",0,0,7,4,22,5,0,38,54
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 131","Bear Lake",10,4,13,1,37,27,0,92,178
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 132","Nukko Lake",13,2,38,3,71,95,0,222,424
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 133","Ness Lake",10,3,26,2,51,104,0,196,433
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 134","Ness Lake",17,0,35,4,72,96,3,227,389
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 135","Salmon Valley",21,0,38,1,60,96,1,217,416
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 136","Prince George",8,1,53,3,101,57,0,223,441
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 137","Prince George",7,3,36,2,92,98,1,239,410
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 138","Prince George",10,2,67,2,100,84,3,268,475
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 139","Prince George",17,0,53,2,84,115,0,271,409
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 140","Nukko Lake",14,4,30,6,75,108,0,237,460
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 141","Nukko Lake",10,1,32,3,74,90,1,211,413
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 142","Prince George",8,2,17,3,61,58,1,150,373
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 143","Prince George",6,2,49,2,76,76,0,211,391
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 144","Prince George",10,0,72,2,92,80,0,256,483
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 145","Prince George",5,2,33,1,68,90,1,200,405
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 146","Prince George",7,0,44,0,52,63,1,167,396
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 147","Prince George",8,0,42,1,85,84,1,221,389
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 148","Prince George",6,2,34,0,52,56,1,151,359
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 149","Prince George",6,2,39,1,56,63,2,169,358
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 150","Prince George",11,0,38,5,88,69,0,211,412
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 151","Prince George",8,2,37,3,93,94,0,237,508
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 152","Prince George",10,0,45,2,119,101,0,277,499
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 153","Prince George",14,1,46,2,98,93,2,256,460
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 154","Fraser-Fort George A",6,3,25,2,62,61,1,160,365
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 155","Fraser-Fort George A",7,1,42,2,60,75,0,187,441
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 156","Fraser-Fort George A",9,0,34,1,48,62,1,155,296
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 157","Prince George",7,2,28,4,82,97,0,220,416
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 158","Prince George",18,2,37,6,95,62,0,220,464
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 159","Prince George",7,2,44,1,82,84,2,222,434
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 160","Prince George",9,2,50,1,64,55,3,184,389
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 161","Prince George",16,0,60,1,91,150,2,320,497
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 162","Prince George",13,2,52,3,88,97,1,256,462
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 163","Prince George",12,0,44,3,114,103,1,277,417
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 164","Prince George",15,1,52,2,80,94,2,246,448
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 165","Prince George",14,2,37,5,91,86,1,236,446
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 166","Prince George",12,3,61,1,82,77,0,236,500
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 167","Prince George",8,3,57,4,49,39,1,161,436
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 168","Prince George",16,1,60,4,71,45,0,197,409
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 169","Prince George",16,1,59,3,88,34,0,201,382
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 170","Prince George",6,0,48,2,49,16,0,121,439
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 171","Prince George",7,0,47,1,57,38,1,151,363
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 172","Prince George",8,0,52,1,89,42,0,192,387
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 173","Prince George",9,2,66,1,52,41,0,171,393
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 174","Prince George",12,1,49,7,84,46,0,199,443
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 175","Prince George",10,0,33,1,55,22,1,122,356
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 176","Prince George",12,0,46,1,71,40,0,170,343
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 177","Prince George",11,1,48,5,61,56,2,184,465
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 178","Prince George",12,0,40,2,61,53,1,169,390
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 179","Prince George",12,0,79,3,70,36,0,200,431
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 180A","Prince George",11,1,66,0,71,45,0,194,418
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 180B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°504,,,,,,,,3
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 180C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°504,,,,,,,,4
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 181","Prince George",12,2,24,4,72,74,0,188,336
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 182","Shelley",11,1,42,3,56,73,0,186,397
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 183","Shelley",12,0,15,2,53,45,0,127,238
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 184","Tabor Lake",14,2,46,4,79,87,2,234,366
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 185","Tabor Lake",13,2,38,4,68,70,0,195,323
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 186","Prince George",7,5,43,4,103,80,18,260,423
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 187","Fraser-Fort George D",8,0,25,4,76,84,0,197,344
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 188","Prince George",12,1,27,0,52,62,0,154,288
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 189","Pineview",5,4,30,4,59,87,0,189,333
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 190","Pineview",10,2,29,1,42,60,0,144,283
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 191","Pineview",16,2,39,5,62,92,0,216,328
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 192","Ferndale",8,3,30,3,55,65,2,166,292
59024,"Prince George--Peace River--Northern Rockies/Prince George--Peace River--Northern Rockies"," 193","Ferndale",12,2,32,3,58,64,0,171,275
