Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Carolyn Bennett,Kevin Farmer,Marnie MacDougall,Noah Richler,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 70","York",142,7,55,40,0,244,512
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 71","York",137,7,47,34,0,225,422
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 72","York",113,6,50,20,0,189,407
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 73","York",151,7,72,40,0,270,528
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 74","York",132,15,48,67,1,263,535
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 75","York",178,7,37,72,1,295,532
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 76","York",122,8,41,65,3,239,402
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 77","York",153,13,43,59,2,270,460
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 78","York",72,1,122,14,0,209,382
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 79","York",145,8,71,55,0,279,492
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 80","York",53,4,119,9,0,185,315
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 81","York",132,14,64,48,2,260,450
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 82","York",130,4,50,34,1,219,368
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 83","Toronto",77,3,83,8,1,172,306
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 84","Toronto",56,6,165,19,1,247,474
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 85","York",96,9,108,31,1,245,451
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 86","York",132,6,40,72,0,250,486
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 87","Toronto",41,4,133,1,0,179,359
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 88","Toronto",107,4,136,17,1,265,506
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 89","Toronto",104,4,96,29,1,234,443
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 90","Toronto",138,17,68,55,1,279,585
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 91","Toronto",124,6,46,29,0,205,430
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 92","York",98,5,58,33,0,194,394
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 93","Toronto",126,8,100,43,1,278,561
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 94","York",108,3,68,19,0,198,395
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 95","York",238,12,94,42,1,387,606
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 96","Toronto",76,4,99,13,0,192,413
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 97","Toronto",90,5,47,19,0,161,410
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 98","Toronto",93,4,103,9,0,209,448
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 99","Toronto",75,6,75,14,2,172,398
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 100","Toronto",107,7,57,14,0,185,396
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 101","Toronto",86,4,60,18,0,168,439
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 102","Toronto",129,11,51,28,1,220,485
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 103","Toronto",70,3,55,9,0,137,347
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 104","Toronto",102,4,36,21,0,163,374
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 105","Toronto",112,2,54,21,1,190,417
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 106","Toronto",78,10,55,24,0,167,376
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 107","Toronto",131,2,84,19,1,237,516
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 108","Toronto",115,11,41,29,0,196,323
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 109","Toronto",125,2,53,30,1,211,396
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 110","Toronto",88,9,36,23,0,156,314
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 111","Toronto",107,2,98,15,1,223,435
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 112","Toronto",86,4,37,14,0,141,298
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 113","Toronto",123,6,51,21,0,201,484
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 114","Toronto",102,4,52,18,0,176,353
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 115","Toronto",117,6,48,29,0,200,423
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 116A","Toronto",95,3,48,12,1,159,234
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 116B","Toronto",47,3,51,5,0,106,223
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 117","Toronto",115,1,45,20,1,182,322
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 118","Toronto",121,3,107,14,0,245,323
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 119","Toronto",84,4,38,7,0,133,300
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 120","Toronto",149,6,88,10,0,253,471
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 121","Toronto",93,7,56,15,1,172,314
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 122","Toronto",106,7,65,27,0,205,336
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 123","Toronto",121,8,42,34,0,205,368
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 124","Toronto",143,8,57,19,0,227,367
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 125","Toronto",130,9,62,40,1,242,403
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 126","Toronto",69,6,54,10,0,139,456
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 127","Toronto",66,5,42,14,0,127,310
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 128","Toronto",133,11,52,24,0,220,370
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 129","Toronto",80,7,65,19,0,171,315
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 130","Toronto",109,12,23,51,1,196,404
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 131","Toronto",139,11,28,41,0,219,397
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 132","Toronto",105,5,52,24,1,187,334
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 133","Toronto",128,9,47,25,0,209,431
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 134","Toronto",106,15,37,39,0,197,394
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 135","Toronto",138,10,41,39,0,228,416
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 136","Toronto",109,9,78,39,1,236,407
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 137","Toronto",160,7,26,66,1,260,500
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 138","Toronto",185,21,36,67,2,311,562
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 139","York",189,9,50,59,4,311,523
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 140","York",148,6,34,58,0,246,431
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 141","York",135,4,25,34,0,198,369
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 142","York",142,10,23,91,0,266,407
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 143","York",169,7,52,68,4,300,444
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 144","York",108,2,19,48,0,177,252
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 145","Toronto",136,9,45,64,1,255,451
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 146","Toronto",120,5,108,20,0,253,433
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 147","York",162,18,68,41,0,289,531
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 148","York",137,12,53,43,1,246,365
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 149","York",115,3,47,65,1,231,420
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 150","York",100,7,26,49,1,183,353
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 151","York",163,22,38,66,1,290,482
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 152","York",107,10,29,46,0,192,305
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 153","York",180,6,43,69,0,298,466
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 154","York",194,8,51,67,1,321,458
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 155","York",152,5,37,75,1,270,419
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 156","York",134,2,40,45,0,221,376
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 157","York",160,11,44,62,0,277,456
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 158","York",197,16,33,67,0,313,491
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 159","Toronto",168,9,43,43,2,265,564
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 160","Toronto",128,12,22,58,1,221,378
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 161","Toronto",153,13,39,68,3,276,459
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 162","Toronto",141,6,27,51,1,226,357
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 163","Toronto",118,5,32,49,0,204,403
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 164","Toronto",213,10,26,39,11,299,437
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 165","Toronto",132,9,42,84,0,267,479
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 166","Toronto",99,9,19,43,0,170,464
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 167","Toronto",99,4,6,55,4,168,335
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 168","Toronto",99,8,36,53,0,196,388
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 169","Toronto",116,11,22,45,1,195,371
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 170","Toronto",112,9,19,71,2,213,428
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 171","Toronto",111,14,42,63,2,232,452
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 400","Toronto",65,2,23,19,1,110,241
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 401","Toronto",37,2,24,7,1,71,253
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 402","Toronto",78,5,21,18,0,122,201
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 403","Toronto",176,8,111,27,4,326,599
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 404","Toronto",195,11,59,57,1,323,516
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 405","Toronto",180,14,51,49,2,296,448
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 406","Toronto",144,8,56,38,0,246,381
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 407","Toronto",143,4,44,28,0,219,470
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 408","Toronto",134,11,39,34,1,219,345
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 409","Toronto",84,4,30,24,0,142,252
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 410","York",73,3,43,12,0,131,186
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 411A","Toronto",110,6,91,19,0,226,331
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 411B","Toronto",124,3,88,11,1,227,353
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 412","Toronto",101,1,98,9,1,210,297
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 413","Toronto",133,8,43,19,0,203,317
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 414","Toronto",178,5,76,33,4,296,455
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 415","Toronto",118,8,23,41,4,194,299
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 416","Toronto",105,8,43,29,2,187,293
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 417","Toronto",152,6,49,18,1,226,309
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 500","Mobile poll/Bureau itinérant",60,4,24,15,3,106,159
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 600","Toronto",722,34,304,169,9,1238,
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 601","Toronto",657,31,213,139,3,1043,
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 602","Toronto",519,19,321,105,0,964,
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 603","York",505,21,575,112,6,1219,
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 604","York",351,25,142,132,13,663,
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 605","York",312,21,89,188,1,611,
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 606","York",467,26,83,267,2,845,
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 607","Toronto",691,41,226,201,4,1163,
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 608","Toronto",510,23,513,124,0,1170,
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 609","Toronto",682,31,488,107,2,1310,
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 610","Toronto",434,26,181,70,1,712,
35090,"Toronto--St. Paul's/Toronto--St. Paul's"," 611","Toronto",643,14,402,91,4,1154,
35090,"Toronto--St. Paul's/Toronto--St. Paul's",,"Group 1/Groupe 1",106,6,18,38,6,174,188
35090,"Toronto--St. Paul's/Toronto--St. Paul's",,"Group 2/Groupe 2",1462,66,789,565,35,2917,
