Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Lynda Briguene,Rosane Doré Lefebvre,Angelo Iacono,Renata Isopo,Gabriel Purcarus,Daniel St-Hilaire,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24004,"Alfred-Pellan/Alfred-Pellan"," 39B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500,,,,,,,,18
24004,"Alfred-Pellan/Alfred-Pellan"," 40","Laval",4,50,63,0,19,89,4,229,438
24004,"Alfred-Pellan/Alfred-Pellan"," 41","Laval",5,63,119,2,55,42,5,291,629
24004,"Alfred-Pellan/Alfred-Pellan"," 42","Laval",2,53,39,0,10,60,2,166,359
24004,"Alfred-Pellan/Alfred-Pellan"," 43","Laval",1,30,52,1,15,34,0,133,311
24004,"Alfred-Pellan/Alfred-Pellan"," 44","Laval",5,98,60,0,15,83,7,268,472
24004,"Alfred-Pellan/Alfred-Pellan"," 45","Laval",4,60,50,0,18,64,6,202,410
24004,"Alfred-Pellan/Alfred-Pellan"," 46","Laval",3,49,64,0,14,39,6,175,366
24004,"Alfred-Pellan/Alfred-Pellan"," 47","Laval",9,67,88,1,16,71,1,253,440
24004,"Alfred-Pellan/Alfred-Pellan"," 48","Laval",3,69,103,0,18,54,5,252,388
24004,"Alfred-Pellan/Alfred-Pellan"," 49","Laval",11,69,96,3,28,59,4,270,382
24004,"Alfred-Pellan/Alfred-Pellan"," 50","Laval",4,15,188,1,35,11,0,254,459
24004,"Alfred-Pellan/Alfred-Pellan"," 51","Laval",0,36,113,1,24,8,1,183,322
24004,"Alfred-Pellan/Alfred-Pellan"," 52","Laval",3,14,159,1,31,10,2,220,382
24004,"Alfred-Pellan/Alfred-Pellan"," 53","Laval",2,11,126,0,41,6,1,187,323
24004,"Alfred-Pellan/Alfred-Pellan"," 54","Laval",2,19,98,1,19,15,3,157,326
24004,"Alfred-Pellan/Alfred-Pellan"," 55","Laval",3,58,232,0,53,42,0,388,739
24004,"Alfred-Pellan/Alfred-Pellan"," 56","Laval",1,13,171,1,43,4,5,238,422
24004,"Alfred-Pellan/Alfred-Pellan"," 57","Laval",1,3,155,0,33,5,0,197,385
24004,"Alfred-Pellan/Alfred-Pellan"," 58","Laval",2,10,114,0,45,4,0,175,360
24004,"Alfred-Pellan/Alfred-Pellan"," 59","Laval",1,19,164,1,68,9,1,263,462
24004,"Alfred-Pellan/Alfred-Pellan"," 60","Laval",3,23,186,0,37,6,0,255,429
24004,"Alfred-Pellan/Alfred-Pellan"," 61A","Laval",0,26,65,0,18,24,1,134,308
24004,"Alfred-Pellan/Alfred-Pellan"," 61B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502,,,,,,,,46
24004,"Alfred-Pellan/Alfred-Pellan"," 62","Laval",2,55,78,0,14,43,0,192,345
24004,"Alfred-Pellan/Alfred-Pellan"," 63","Laval",4,44,83,0,24,24,2,181,325
24004,"Alfred-Pellan/Alfred-Pellan"," 64","Laval",3,28,100,0,35,9,2,177,278
24004,"Alfred-Pellan/Alfred-Pellan"," 65","Laval",5,63,64,0,23,49,2,206,453
24004,"Alfred-Pellan/Alfred-Pellan"," 66","Laval",4,61,86,0,32,57,2,242,463
24004,"Alfred-Pellan/Alfred-Pellan"," 67","Laval",4,48,48,0,20,43,2,165,331
24004,"Alfred-Pellan/Alfred-Pellan"," 68","Laval",2,25,184,2,41,19,1,274,473
24004,"Alfred-Pellan/Alfred-Pellan"," 69","Laval",1,35,200,0,36,20,2,294,492
24004,"Alfred-Pellan/Alfred-Pellan"," 70","Laval",2,33,174,2,57,16,2,286,487
24004,"Alfred-Pellan/Alfred-Pellan"," 71","Laval",1,35,188,2,34,18,3,281,460
24004,"Alfred-Pellan/Alfred-Pellan"," 72","Laval",3,42,140,0,27,30,4,246,431
24004,"Alfred-Pellan/Alfred-Pellan"," 73","Laval",3,36,139,1,34,18,3,234,433
24004,"Alfred-Pellan/Alfred-Pellan"," 74","Laval",1,38,142,1,43,27,0,252,439
24004,"Alfred-Pellan/Alfred-Pellan"," 75","Laval",2,70,68,1,21,38,3,203,410
24004,"Alfred-Pellan/Alfred-Pellan"," 76","Laval",7,47,77,0,21,57,0,209,404
24004,"Alfred-Pellan/Alfred-Pellan"," 77","Laval",2,31,91,2,18,43,0,187,336
24004,"Alfred-Pellan/Alfred-Pellan"," 78","Laval",7,41,125,0,33,28,0,234,358
24004,"Alfred-Pellan/Alfred-Pellan"," 79","Laval",4,64,114,1,39,30,3,255,430
24004,"Alfred-Pellan/Alfred-Pellan"," 80","Laval",6,29,113,1,15,19,3,186,326
24004,"Alfred-Pellan/Alfred-Pellan"," 81","Laval",3,38,58,0,22,33,2,156,274
24004,"Alfred-Pellan/Alfred-Pellan"," 82","Laval",4,48,80,1,17,22,3,175,341
24004,"Alfred-Pellan/Alfred-Pellan"," 83","Laval",2,18,92,3,26,14,2,157,311
24004,"Alfred-Pellan/Alfred-Pellan"," 84","Laval",9,35,66,0,29,21,0,160,281
24004,"Alfred-Pellan/Alfred-Pellan"," 85","Laval",9,38,86,3,15,33,2,186,307
24004,"Alfred-Pellan/Alfred-Pellan"," 86","Laval",3,40,82,2,12,47,2,188,416
24004,"Alfred-Pellan/Alfred-Pellan"," 87","Laval",7,55,110,0,22,50,1,245,451
24004,"Alfred-Pellan/Alfred-Pellan"," 88","Laval",4,54,83,0,20,70,2,233,440
24004,"Alfred-Pellan/Alfred-Pellan"," 89","Laval",6,25,82,0,22,24,0,159,348
24004,"Alfred-Pellan/Alfred-Pellan"," 90","Laval",7,44,137,0,21,30,1,240,448
24004,"Alfred-Pellan/Alfred-Pellan"," 91","Laval",3,51,111,0,21,58,0,244,432
24004,"Alfred-Pellan/Alfred-Pellan"," 92","Laval",6,43,107,0,11,51,3,221,411
24004,"Alfred-Pellan/Alfred-Pellan"," 93","Laval",8,51,104,1,19,51,4,238,466
24004,"Alfred-Pellan/Alfred-Pellan"," 94","Laval",4,61,94,2,25,45,5,236,433
24004,"Alfred-Pellan/Alfred-Pellan"," 95","Laval",6,88,102,1,22,46,5,270,414
24004,"Alfred-Pellan/Alfred-Pellan"," 96","Laval",0,36,92,1,23,12,0,164,283
24004,"Alfred-Pellan/Alfred-Pellan"," 97","Laval",3,30,64,0,24,23,2,146,324
24004,"Alfred-Pellan/Alfred-Pellan"," 98","Laval",2,25,64,0,18,33,2,144,292
24004,"Alfred-Pellan/Alfred-Pellan"," 99","Laval",4,42,72,0,22,31,4,175,318
24004,"Alfred-Pellan/Alfred-Pellan"," 100","Laval",3,31,58,2,13,33,1,141,373
24004,"Alfred-Pellan/Alfred-Pellan"," 101","Laval",2,42,79,1,10,21,0,155,272
24004,"Alfred-Pellan/Alfred-Pellan"," 102","Laval",1,37,68,2,17,37,2,164,317
24004,"Alfred-Pellan/Alfred-Pellan"," 103","Laval",2,56,69,0,9,30,2,168,277
24004,"Alfred-Pellan/Alfred-Pellan"," 104","Laval",6,33,130,0,33,36,4,242,395
24004,"Alfred-Pellan/Alfred-Pellan"," 105","Laval",3,59,105,1,22,42,4,236,384
24004,"Alfred-Pellan/Alfred-Pellan"," 106","Laval",2,58,95,2,22,29,0,208,353
24004,"Alfred-Pellan/Alfred-Pellan"," 107","Laval",3,34,96,0,16,27,2,178,344
24004,"Alfred-Pellan/Alfred-Pellan"," 108","Laval",5,40,122,1,25,29,2,224,434
24004,"Alfred-Pellan/Alfred-Pellan"," 109","Laval",4,47,98,0,11,43,1,204,359
24004,"Alfred-Pellan/Alfred-Pellan"," 110","Laval",3,42,81,0,33,17,0,176,355
24004,"Alfred-Pellan/Alfred-Pellan"," 111","Laval",1,46,74,0,29,53,3,206,360
24004,"Alfred-Pellan/Alfred-Pellan"," 112","Laval",8,43,53,1,14,38,5,162,309
24004,"Alfred-Pellan/Alfred-Pellan"," 113","Laval",2,54,88,0,11,48,1,204,403
24004,"Alfred-Pellan/Alfred-Pellan"," 114","Laval",1,48,73,0,20,36,0,178,301
24004,"Alfred-Pellan/Alfred-Pellan"," 115","Laval",9,56,73,1,24,72,5,240,432
24004,"Alfred-Pellan/Alfred-Pellan"," 116","Laval",2,16,154,0,25,6,3,206,379
24004,"Alfred-Pellan/Alfred-Pellan"," 117","Laval",2,38,104,0,29,26,3,202,424
24004,"Alfred-Pellan/Alfred-Pellan"," 118","Laval",3,21,140,1,31,10,0,206,364
24004,"Alfred-Pellan/Alfred-Pellan"," 119","Laval",3,67,79,0,30,41,1,221,410
24004,"Alfred-Pellan/Alfred-Pellan"," 120","Laval",1,30,153,0,28,17,0,229,370
24004,"Alfred-Pellan/Alfred-Pellan"," 121","Laval",4,39,99,0,39,26,1,208,370
24004,"Alfred-Pellan/Alfred-Pellan"," 122","Laval",2,59,128,1,41,52,1,284,442
24004,"Alfred-Pellan/Alfred-Pellan"," 123","Laval",7,67,114,0,38,45,1,272,457
24004,"Alfred-Pellan/Alfred-Pellan"," 124","Laval",5,68,103,0,24,57,2,259,430
24004,"Alfred-Pellan/Alfred-Pellan"," 125","Laval",4,60,94,2,14,40,3,217,392
24004,"Alfred-Pellan/Alfred-Pellan"," 126","Laval",2,42,116,0,28,36,1,225,452
24004,"Alfred-Pellan/Alfred-Pellan"," 127","Laval",5,42,139,1,34,53,5,279,456
24004,"Alfred-Pellan/Alfred-Pellan"," 128","Laval",6,74,141,3,34,35,2,295,446
24004,"Alfred-Pellan/Alfred-Pellan"," 129","Laval",8,60,106,0,20,46,1,241,343
24004,"Alfred-Pellan/Alfred-Pellan"," 130","Laval",7,79,95,0,25,47,4,257,382
24004,"Alfred-Pellan/Alfred-Pellan"," 131","Laval",4,77,98,2,27,54,5,267,523
24004,"Alfred-Pellan/Alfred-Pellan"," 132","Laval",8,39,78,1,25,48,6,205,476
24004,"Alfred-Pellan/Alfred-Pellan"," 133","Laval",7,54,81,2,19,46,2,211,350
24004,"Alfred-Pellan/Alfred-Pellan"," 134","Laval",3,79,114,0,15,50,4,265,428
24004,"Alfred-Pellan/Alfred-Pellan"," 135","Laval",3,66,105,0,33,20,0,227,374
24004,"Alfred-Pellan/Alfred-Pellan"," 136","Laval",3,69,111,2,39,23,3,250,363
24004,"Alfred-Pellan/Alfred-Pellan"," 137","Laval",1,45,98,1,19,39,2,205,373
24004,"Alfred-Pellan/Alfred-Pellan"," 138","Laval",3,37,135,0,28,38,0,241,430
24004,"Alfred-Pellan/Alfred-Pellan"," 139","Laval",2,30,115,3,35,21,1,207,372
24004,"Alfred-Pellan/Alfred-Pellan"," 140","Laval",3,56,116,1,29,31,3,239,380
24004,"Alfred-Pellan/Alfred-Pellan"," 141","Laval",3,43,134,4,41,34,2,261,411
24004,"Alfred-Pellan/Alfred-Pellan"," 142","Laval",2,57,84,1,15,53,0,212,371
24004,"Alfred-Pellan/Alfred-Pellan"," 143","Laval",5,98,104,2,20,34,3,266,393
24004,"Alfred-Pellan/Alfred-Pellan"," 144","Laval",6,63,67,0,17,44,0,197,415
24004,"Alfred-Pellan/Alfred-Pellan"," 145","Laval",5,51,89,1,15,53,2,216,357
24004,"Alfred-Pellan/Alfred-Pellan"," 146","Laval",8,70,98,2,17,51,6,252,399
24004,"Alfred-Pellan/Alfred-Pellan"," 147","Laval",8,39,106,1,19,46,6,225,381
24004,"Alfred-Pellan/Alfred-Pellan"," 148","Laval",7,52,76,0,21,58,3,217,528
24004,"Alfred-Pellan/Alfred-Pellan"," 149","Laval",8,97,85,0,27,40,7,264,424
24004,"Alfred-Pellan/Alfred-Pellan"," 150","Laval",2,50,75,2,7,37,4,177,416
24004,"Alfred-Pellan/Alfred-Pellan"," 151","Laval",3,45,46,1,13,46,5,159,363
24004,"Alfred-Pellan/Alfred-Pellan"," 152","Laval",5,48,106,1,14,49,0,223,377
24004,"Alfred-Pellan/Alfred-Pellan"," 153","Laval",9,68,94,1,20,54,0,246,448
24004,"Alfred-Pellan/Alfred-Pellan"," 154","Laval",6,41,98,0,23,26,1,195,407
24004,"Alfred-Pellan/Alfred-Pellan"," 155","Laval",5,58,93,0,14,36,1,207,381
24004,"Alfred-Pellan/Alfred-Pellan"," 156","Laval",2,61,94,0,20,24,3,204,431
24004,"Alfred-Pellan/Alfred-Pellan"," 157","Laval",11,80,104,0,36,44,0,275,452
24004,"Alfred-Pellan/Alfred-Pellan"," 158","Laval",2,42,77,0,22,44,6,193,386
24004,"Alfred-Pellan/Alfred-Pellan"," 159","Laval",4,50,79,0,19,73,2,227,437
24004,"Alfred-Pellan/Alfred-Pellan"," 160","Laval",5,63,104,1,24,36,3,236,397
24004,"Alfred-Pellan/Alfred-Pellan"," 161","Laval",5,36,83,1,23,59,2,209,386
24004,"Alfred-Pellan/Alfred-Pellan"," 162","Laval",7,67,127,0,36,40,2,279,438
24004,"Alfred-Pellan/Alfred-Pellan"," 163","Laval",3,38,93,2,17,32,3,188,344
24004,"Alfred-Pellan/Alfred-Pellan"," 164","Laval",5,67,120,1,11,25,1,230,408
24004,"Alfred-Pellan/Alfred-Pellan"," 165","Laval",5,53,107,0,34,16,0,215,365
24004,"Alfred-Pellan/Alfred-Pellan"," 166","Laval",2,27,146,0,25,22,0,222,450
24004,"Alfred-Pellan/Alfred-Pellan"," 167","Laval",6,57,114,0,20,39,2,238,435
24004,"Alfred-Pellan/Alfred-Pellan"," 168","Laval",5,55,100,0,22,25,3,210,370
24004,"Alfred-Pellan/Alfred-Pellan"," 169","Laval",6,70,127,1,23,29,1,257,407
24004,"Alfred-Pellan/Alfred-Pellan"," 170","Laval",6,80,99,0,21,39,4,249,438
24004,"Alfred-Pellan/Alfred-Pellan"," 171","Laval",12,59,115,0,23,26,2,237,385
24004,"Alfred-Pellan/Alfred-Pellan"," 172","Laval",5,47,120,0,20,27,2,221,377
24004,"Alfred-Pellan/Alfred-Pellan"," 173","Laval",3,47,111,0,15,21,2,199,368
24004,"Alfred-Pellan/Alfred-Pellan"," 174","Laval",6,92,112,1,16,51,3,281,479
24004,"Alfred-Pellan/Alfred-Pellan"," 175","Laval",7,77,91,1,15,54,3,248,456
24004,"Alfred-Pellan/Alfred-Pellan"," 176","Laval",6,70,92,0,27,46,4,245,441
24004,"Alfred-Pellan/Alfred-Pellan"," 177","Laval",3,66,111,4,20,35,0,239,394
24004,"Alfred-Pellan/Alfred-Pellan"," 178","Laval",12,55,57,1,19,69,5,218,417
24004,"Alfred-Pellan/Alfred-Pellan"," 179","Laval",6,76,93,1,17,40,3,236,402
24004,"Alfred-Pellan/Alfred-Pellan"," 180","Laval",3,75,97,1,21,41,4,242,436
24004,"Alfred-Pellan/Alfred-Pellan"," 181","Laval",5,36,70,0,21,50,2,184,384
24004,"Alfred-Pellan/Alfred-Pellan"," 182","Laval",6,38,66,0,15,42,3,170,372
24004,"Alfred-Pellan/Alfred-Pellan"," 183","Laval",1,44,85,0,8,61,4,203,495
24004,"Alfred-Pellan/Alfred-Pellan"," 184","Laval",5,31,52,1,12,34,10,145,363
24004,"Alfred-Pellan/Alfred-Pellan"," 185","Laval",3,27,69,0,8,38,5,150,375
24004,"Alfred-Pellan/Alfred-Pellan"," 186","Laval",13,40,85,2,13,42,1,196,355
24004,"Alfred-Pellan/Alfred-Pellan"," 187","Laval",3,40,69,0,24,30,3,169,354
24004,"Alfred-Pellan/Alfred-Pellan"," 188","Laval",3,29,54,0,10,33,2,131,373
24004,"Alfred-Pellan/Alfred-Pellan"," 400A","Laval",4,45,140,3,23,35,3,253,334
24004,"Alfred-Pellan/Alfred-Pellan"," 400B","Laval",2,56,114,2,21,40,13,248,319
24004,"Alfred-Pellan/Alfred-Pellan"," 400C","Laval",4,49,145,5,29,34,7,273,359
24004,"Alfred-Pellan/Alfred-Pellan"," 400D","Laval",4,52,142,1,28,46,2,275,349
24004,"Alfred-Pellan/Alfred-Pellan"," 500","Mobile poll/Bureau itinérant",0,6,29,1,4,9,1,50,138
24004,"Alfred-Pellan/Alfred-Pellan"," 501","Mobile poll/Bureau itinérant",1,9,31,1,7,9,1,59,154
24004,"Alfred-Pellan/Alfred-Pellan"," 502","Mobile poll/Bureau itinérant",3,24,34,0,7,5,4,77,185
24004,"Alfred-Pellan/Alfred-Pellan"," 600","Laval",21,284,320,4,94,237,22,982,
24004,"Alfred-Pellan/Alfred-Pellan"," 601","Laval",20,281,293,3,93,212,23,925,
24004,"Alfred-Pellan/Alfred-Pellan"," 602","Laval",18,288,286,1,94,177,9,873,
24004,"Alfred-Pellan/Alfred-Pellan"," 603","Laval",15,277,301,3,128,203,7,934,
24004,"Alfred-Pellan/Alfred-Pellan"," 604","Laval",11,209,552,2,188,124,6,1092,
24004,"Alfred-Pellan/Alfred-Pellan"," 605","Laval",28,311,465,7,189,172,8,1180,
24004,"Alfred-Pellan/Alfred-Pellan"," 606","Laval",19,307,403,3,141,162,6,1041,
24004,"Alfred-Pellan/Alfred-Pellan"," 607","Laval",14,279,561,5,192,135,10,1196,
24004,"Alfred-Pellan/Alfred-Pellan"," 608","Laval",20,266,353,2,114,172,16,943,
24004,"Alfred-Pellan/Alfred-Pellan"," 609","Laval",18,203,362,7,113,127,11,841,
24004,"Alfred-Pellan/Alfred-Pellan"," 610","Laval",10,205,374,2,106,95,9,801,
24004,"Alfred-Pellan/Alfred-Pellan"," 611","Laval",11,236,223,2,84,152,13,721,
24004,"Alfred-Pellan/Alfred-Pellan",,"Group 1/Groupe 1",0,20,51,1,11,7,3,93,83
24004,"Alfred-Pellan/Alfred-Pellan",,"Group 2/Groupe 2",30,328,605,16,122,145,29,1275,
