Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Larry Maguire,David Neufeld,Melissa Joy Wastasecoot,Jodi Wyman,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
46001,"Brandon--Souris/Brandon--Souris"," 65","Brandon",46,16,18,88,0,168,309
46001,"Brandon--Souris/Brandon--Souris"," 66","Brandon",43,9,10,73,0,135,289
46001,"Brandon--Souris/Brandon--Souris"," 67","Brandon",46,14,26,61,3,150,407
46001,"Brandon--Souris/Brandon--Souris"," 68","Brandon",25,19,27,103,1,175,437
46001,"Brandon--Souris/Brandon--Souris"," 69","Brandon",40,7,12,65,0,124,313
46001,"Brandon--Souris/Brandon--Souris"," 70","Brandon",55,18,20,114,0,207,470
46001,"Brandon--Souris/Brandon--Souris"," 71","Brandon",36,27,18,76,3,160,381
46001,"Brandon--Souris/Brandon--Souris"," 72","Brandon",79,9,30,115,1,234,448
46001,"Brandon--Souris/Brandon--Souris"," 73","Brandon",50,12,17,147,0,226,363
46001,"Brandon--Souris/Brandon--Souris"," 74","Brandon",72,18,21,117,1,229,417
46001,"Brandon--Souris/Brandon--Souris"," 75","Brandon",37,18,18,98,0,171,392
46001,"Brandon--Souris/Brandon--Souris"," 76A","Brandon",61,8,10,101,2,182,403
46001,"Brandon--Souris/Brandon--Souris"," 76B","Brandon",54,8,13,60,0,135,307
46001,"Brandon--Souris/Brandon--Souris"," 77","Brandon",78,9,22,139,0,248,458
46001,"Brandon--Souris/Brandon--Souris"," 78A","Brandon",83,7,14,85,1,190,373
46001,"Brandon--Souris/Brandon--Souris"," 78B","Brandon",69,7,8,71,0,155,309
46001,"Brandon--Souris/Brandon--Souris"," 79","Brandon",115,3,12,129,1,260,496
46001,"Brandon--Souris/Brandon--Souris"," 80","Brandon",90,12,17,129,1,249,422
46001,"Brandon--Souris/Brandon--Souris"," 81","Brandon",68,8,20,108,0,204,428
46001,"Brandon--Souris/Brandon--Souris"," 82","Brandon",131,10,19,145,1,306,545
46001,"Brandon--Souris/Brandon--Souris"," 83A","Brandon",82,5,5,95,0,187,347
46001,"Brandon--Souris/Brandon--Souris"," 83B","Brandon",80,7,13,64,1,165,297
46001,"Brandon--Souris/Brandon--Souris"," 84","Brandon",65,7,25,90,0,187,441
46001,"Brandon--Souris/Brandon--Souris"," 85","Brandon",72,11,24,124,0,231,450
46001,"Brandon--Souris/Brandon--Souris"," 86","Brandon",67,17,32,86,0,202,450
46001,"Brandon--Souris/Brandon--Souris"," 87","Brandon",77,18,22,160,0,277,491
46001,"Brandon--Souris/Brandon--Souris"," 88","Brandon",94,19,24,87,0,224,377
46001,"Brandon--Souris/Brandon--Souris"," 89","Brandon",74,12,21,98,0,205,386
46001,"Brandon--Souris/Brandon--Souris"," 90","Brandon",115,10,17,109,3,254,392
46001,"Brandon--Souris/Brandon--Souris"," 91","Beresford",122,10,6,71,0,209,447
46001,"Brandon--Souris/Brandon--Souris"," 92","Brandon Hills",140,9,10,65,0,224,335
46001,"Brandon--Souris/Brandon--Souris"," 93","Sprucewoods",161,8,28,146,0,343,549
46001,"Brandon--Souris/Brandon--Souris"," 94","Chater",122,11,13,73,3,222,408
46001,"Brandon--Souris/Brandon--Souris"," 95","Chater",107,16,12,63,1,199,490
46001,"Brandon--Souris/Brandon--Souris"," 96","Chater",186,14,10,57,0,267,367
46001,"Brandon--Souris/Brandon--Souris"," 97","Wawanesa",173,11,16,86,0,286,428
46001,"Brandon--Souris/Brandon--Souris"," 98","Nesbitt",132,25,17,81,1,256,434
46001,"Brandon--Souris/Brandon--Souris"," 99","Carroll",103,6,10,35,0,154,327
46001,"Brandon--Souris/Brandon--Souris"," 100","Deleau",147,17,7,48,1,220,410
46001,"Brandon--Souris/Brandon--Souris"," 101","Souris",118,19,18,93,1,249,432
46001,"Brandon--Souris/Brandon--Souris"," 102","Souris",149,15,14,88,0,266,533
46001,"Brandon--Souris/Brandon--Souris"," 103","Souris",110,14,10,72,1,207,369
46001,"Brandon--Souris/Brandon--Souris"," 104","Grande-Clairière",113,5,3,22,1,144,275
46001,"Brandon--Souris/Brandon--Souris"," 105","Broomhill",107,5,3,21,0,136,253
46001,"Brandon--Souris/Brandon--Souris"," 106","Melita",113,18,7,42,0,180,353
46001,"Brandon--Souris/Brandon--Souris"," 107","Melita",90,9,4,23,0,126,235
46001,"Brandon--Souris/Brandon--Souris"," 108","Melita",50,6,6,7,0,69,185
46001,"Brandon--Souris/Brandon--Souris"," 109","Melita",75,9,0,25,0,109,193
46001,"Brandon--Souris/Brandon--Souris"," 110","Pierson",140,11,1,30,1,183,277
46001,"Brandon--Souris/Brandon--Souris"," 111","Coulter",63,4,0,15,0,82,238
46001,"Brandon--Souris/Brandon--Souris"," 112","Medora-Wascada",121,13,7,47,0,188,353
46001,"Brandon--Souris/Brandon--Souris"," 113A","Deloraine",158,21,5,51,2,237,328
46001,"Brandon--Souris/Brandon--Souris"," 113B","Deloraine",104,11,1,38,3,157,233
46001,"Brandon--Souris/Brandon--Souris"," 114","Deloraine",177,21,10,56,0,264,353
46001,"Brandon--Souris/Brandon--Souris"," 115","Argue",227,13,11,52,3,306,437
46001,"Brandon--Souris/Brandon--Souris"," 116","Elgin-Minto",158,25,11,68,1,263,466
46001,"Brandon--Souris/Brandon--Souris"," 117","Dunrea",113,10,9,45,0,177,284
46001,"Brandon--Souris/Brandon--Souris"," 118","Ninette",186,12,7,75,1,281,449
46001,"Brandon--Souris/Brandon--Souris"," 119","Belmont",133,28,9,53,0,223,376
46001,"Brandon--Souris/Brandon--Souris"," 120","Stockton",134,18,11,71,1,235,493
46001,"Brandon--Souris/Brandon--Souris"," 121","Stockton",143,21,6,66,1,237,515
46001,"Brandon--Souris/Brandon--Souris"," 122","Arizona",156,10,4,42,0,212,302
46001,"Brandon--Souris/Brandon--Souris"," 123","Holland",109,10,10,59,1,189,323
46001,"Brandon--Souris/Brandon--Souris"," 124","Cypress River",80,17,5,38,0,140,245
46001,"Brandon--Souris/Brandon--Souris"," 125","Greenway",161,15,12,75,4,267,501
46001,"Brandon--Souris/Brandon--Souris"," 126","Glenora",50,9,4,25,1,89,131
46001,"Brandon--Souris/Brandon--Souris"," 127","Pilot Mound",120,11,1,40,1,173,265
46001,"Brandon--Souris/Brandon--Souris"," 128","Pilot Mound",146,13,11,124,1,295,460
46001,"Brandon--Souris/Brandon--Souris"," 129","Mather",67,18,9,54,0,148,279
46001,"Brandon--Souris/Brandon--Souris"," 130","Neelin",106,6,1,11,0,124,233
46001,"Brandon--Souris/Brandon--Souris"," 131","Neelin",156,14,5,39,0,214,358
46001,"Brandon--Souris/Brandon--Souris"," 132","Killarney",118,20,12,87,0,237,482
46001,"Brandon--Souris/Brandon--Souris"," 133","Killarney",137,12,11,41,1,202,334
46001,"Brandon--Souris/Brandon--Souris"," 134","Ninga",123,16,5,30,0,174,384
46001,"Brandon--Souris/Brandon--Souris"," 135","Killarney",86,12,7,58,0,163,300
46001,"Brandon--Souris/Brandon--Souris"," 136","Killarney",100,10,1,47,0,158,340
46001,"Brandon--Souris/Brandon--Souris"," 137","Ninga",100,11,1,47,0,159,293
46001,"Brandon--Souris/Brandon--Souris"," 138","Ninga",128,11,3,21,0,163,318
46001,"Brandon--Souris/Brandon--Souris"," 139","Whitewater",123,25,2,30,1,181,280
46001,"Brandon--Souris/Brandon--Souris"," 140","Boissevain",134,30,8,60,1,233,425
46001,"Brandon--Souris/Brandon--Souris"," 141","Boissevain",94,26,5,45,0,170,329
46001,"Brandon--Souris/Brandon--Souris"," 142","Boissevain",114,50,7,65,1,237,417
46001,"Brandon--Souris/Brandon--Souris"," 143","Mountainside",73,25,1,28,0,127,216
46001,"Brandon--Souris/Brandon--Souris"," 144","Goodlands",116,13,6,44,1,180,304
46001,"Brandon--Souris/Brandon--Souris"," 145","Clearwater ",89,9,3,32,0,133,187
46001,"Brandon--Souris/Brandon--Souris"," 146","Crystal City",201,9,9,56,0,275,434
46001,"Brandon--Souris/Brandon--Souris"," 147","Snowflake",25,3,0,4,0,32,55
46001,"Brandon--Souris/Brandon--Souris"," 148","Brandon",94,15,17,144,1,271,498
46001,"Brandon--Souris/Brandon--Souris"," 149","Brandon",64,18,14,136,2,234,407
46001,"Brandon--Souris/Brandon--Souris"," 150","Brandon",28,4,20,76,1,129,304
46001,"Brandon--Souris/Brandon--Souris"," 151","Brandon",77,14,30,136,2,259,446
46001,"Brandon--Souris/Brandon--Souris"," 152","Brandon",131,13,16,105,0,265,371
46001,"Brandon--Souris/Brandon--Souris"," 153","Oak Lake Reserve",4,1,26,80,0,111,158
46001,"Brandon--Souris/Brandon--Souris"," 400","Brandon",57,3,14,29,0,103,153
46001,"Brandon--Souris/Brandon--Souris"," 500A","Mobile poll/Bureau itinérant",48,3,2,10,2,65,81
46001,"Brandon--Souris/Brandon--Souris"," 500B","Mobile poll/Bureau itinérant",18,2,7,6,0,33,24
46001,"Brandon--Souris/Brandon--Souris"," 501","Mobile poll/Bureau itinérant",47,1,10,18,1,77,133
46001,"Brandon--Souris/Brandon--Souris"," 502A","Mobile poll/Bureau itinérant",26,3,3,7,1,40,60
46001,"Brandon--Souris/Brandon--Souris"," 502B","Mobile poll/Bureau itinérant",16,1,2,2,3,24,39
46001,"Brandon--Souris/Brandon--Souris"," 503A","Mobile poll/Bureau itinérant",24,0,1,4,1,30,42
46001,"Brandon--Souris/Brandon--Souris"," 503B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500B,,,,,,39
46001,"Brandon--Souris/Brandon--Souris"," 504A","Mobile poll/Bureau itinérant",18,0,0,3,0,21,38
46001,"Brandon--Souris/Brandon--Souris"," 504B","Mobile poll/Bureau itinérant",11,2,1,4,1,19,21
46001,"Brandon--Souris/Brandon--Souris"," 505A","Mobile poll/Bureau itinérant",20,1,1,12,1,35,71
46001,"Brandon--Souris/Brandon--Souris"," 505B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°504B,,,,,,8
46001,"Brandon--Souris/Brandon--Souris"," 506A","Mobile poll/Bureau itinérant",29,2,5,5,0,41,81
46001,"Brandon--Souris/Brandon--Souris"," 506B","Mobile poll/Bureau itinérant",25,6,4,6,1,42,60
46001,"Brandon--Souris/Brandon--Souris"," 507","Mobile poll/Bureau itinérant",46,3,10,22,0,81,132
46001,"Brandon--Souris/Brandon--Souris"," 600","Elkhorn-Wallace",87,8,4,29,1,129,
46001,"Brandon--Souris/Brandon--Souris"," 601","Virden",268,22,12,107,2,411,
46001,"Brandon--Souris/Brandon--Souris"," 602","Souris--Hartney",208,26,14,118,1,367,
46001,"Brandon--Souris/Brandon--Souris"," 603","Brandon",355,48,34,332,3,772,
46001,"Brandon--Souris/Brandon--Souris"," 604","Brandon",307,28,73,308,2,718,
46001,"Brandon--Souris/Brandon--Souris"," 605","Brandon",247,25,48,236,2,558,
46001,"Brandon--Souris/Brandon--Souris"," 606","Brandon",294,26,47,260,0,627,
46001,"Brandon--Souris/Brandon--Souris"," 607","Brandon--Wawanesa",158,20,22,176,3,379,
46001,"Brandon--Souris/Brandon--Souris"," 608","Brandon",63,20,14,72,1,170,
46001,"Brandon--Souris/Brandon--Souris"," 609","Glenboro",127,19,10,64,2,222,
46001,"Brandon--Souris/Brandon--Souris"," 610","Melita",156,12,8,43,1,220,
46001,"Brandon--Souris/Brandon--Souris"," 611","Deloraine--Boissevain",168,63,10,91,1,333,
46001,"Brandon--Souris/Brandon--Souris"," 612","Killarney--Cartwright",174,22,9,78,1,284,
46001,"Brandon--Souris/Brandon--Souris"," 613","Pilot Mound",120,14,6,39,1,180,
46001,"Brandon--Souris/Brandon--Souris",,"Group 1/Groupe 1",127,10,21,96,7,261,81
46001,"Brandon--Souris/Brandon--Souris",,"Group 2/Groupe 2",731,112,176,544,19,1582,
