Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Patrick Burger,Bernadette Clement,Elaine Kennedy,Guy Lauzon,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 20","Paragon",8,123,5,159,2,297,458
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 21","Tyotown",11,155,6,136,0,308,509
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 22","Tyotown",13,130,3,126,0,272,456
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 23","South Glengarry",6,94,3,95,2,200,388
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 24","Glendale",21,78,4,100,1,204,363
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 25","Glendale",17,64,10,78,0,169,318
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 26","Martintown",11,75,6,116,2,210,402
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 27","Martintown",7,65,5,90,1,168,351
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 28","Martintown",8,73,1,128,1,211,394
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 29","Gravel Hill",8,66,2,131,0,207,414
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 30","Strathmore",26,60,5,126,0,217,380
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 31","Tayside",26,79,4,121,1,231,421
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 32","Moose Creek",9,67,2,85,1,164,363
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 33","Lodi",18,83,11,99,2,213,390
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 34","Crysler",15,85,6,73,0,179,349
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 35","Crysler",34,120,10,104,0,268,474
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 36","Cahore",17,81,4,141,0,243,411
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 37","Berwick",25,48,5,123,0,201,354
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 38","Berwick",11,55,10,143,1,220,412
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 39","Berwick",14,30,8,129,0,181,305
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 40","Finch",14,46,3,125,2,190,321
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 41","Duff's Corners",14,43,5,104,0,166,338
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 42","Duff's Corners",18,56,4,94,0,172,310
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 43","Bonville",10,60,5,66,0,141,313
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 44","Bonville",17,52,3,84,0,156,302
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 45","Northfield",13,59,6,115,1,194,370
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 46","Saint Andrews",15,77,7,99,1,199,352
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 47","Harrisons Corners",11,61,1,109,1,183,344
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 48","Saint Andrews",15,56,4,107,0,182,385
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 49","Harrisons Corners",18,67,7,99,3,194,343
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 50","Grants Corners",15,75,4,125,0,219,399
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 51","Rosedale Terrace",13,66,8,118,0,205,357
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 52","Grants Corners",11,92,8,109,0,220,332
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 53","Rosedale Terrace",14,62,3,63,0,142,297
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 54","Cornwall",24,107,4,123,1,259,523
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 55","Cornwall",25,90,1,80,1,197,374
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 56A","Cornwall",10,69,2,40,0,121,261
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 56B","Cornwall",14,50,0,60,1,125,302
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 57","Cornwall",15,66,3,73,0,157,318
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 58","Cornwall",18,105,5,84,0,212,469
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 59","Cornwall",16,48,2,42,2,110,193
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 60","Cornwall",23,90,2,74,1,190,427
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 61","Cornwall",36,110,3,122,2,273,478
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 62","Cornwall",20,81,3,66,0,170,346
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 63","Cornwall",17,154,6,131,2,310,547
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 64","Cornwall",24,120,4,96,0,244,507
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 65","Cornwall",11,69,0,43,0,123,338
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 66","Cornwall",17,90,1,95,0,203,408
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 67","Cornwall",22,67,7,79,0,175,352
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 68","Cornwall",12,73,4,64,2,155,364
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 69","Cornwall",13,70,5,59,0,147,357
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 70","Cornwall",15,70,3,74,0,162,327
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 71","Cornwall",18,99,2,66,3,188,365
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 72","Cornwall",15,94,2,56,0,167,359
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 73","Cornwall",29,61,1,75,1,167,370
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 74","Cornwall",20,100,3,84,1,208,468
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 75","Cornwall",13,92,7,86,0,198,423
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 76","Cornwall",24,93,4,96,7,224,443
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 77","Cornwall",15,72,2,69,0,158,428
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 78","Cornwall",25,83,6,54,0,168,469
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 79","Cornwall",16,72,2,85,2,177,458
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 80","Cornwall",23,86,3,68,2,182,380
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 81","Cornwall",23,82,1,74,0,180,461
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 82","Cornwall",7,102,2,52,0,163,349
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 83","Cornwall",24,83,2,59,1,169,377
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 84","Cornwall",8,76,1,60,1,146,322
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 85","Cornwall",8,97,3,43,2,153,379
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 86","Cornwall",16,116,0,85,1,218,441
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 87","Cornwall",23,114,1,114,1,253,451
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 88","Cornwall",16,153,3,83,1,256,513
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 89","Cornwall",19,85,3,95,0,202,402
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 90","Cornwall",14,111,2,65,2,194,424
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 91","Cornwall",14,86,4,75,0,179,362
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 92","Cornwall",8,104,1,74,2,189,380
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 93","Cornwall",16,111,4,67,0,198,357
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 94","Cornwall",16,100,3,82,1,202,388
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 95","Cornwall",17,96,6,67,2,188,319
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 96","Cornwall",19,67,4,45,1,136,314
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 97","Cornwall",16,82,4,58,0,160,296
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 98","Cornwall",24,91,3,83,1,202,470
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 99","Cornwall",16,96,5,57,0,174,519
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 100","Cornwall",16,93,5,61,0,175,345
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 101","Cornwall",20,115,4,72,0,211,426
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 102","Cornwall",20,98,2,47,0,167,371
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 103","Cornwall",22,83,1,68,1,175,447
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 104","Cornwall",21,68,5,45,1,140,370
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 105","Cornwall",19,49,7,49,2,126,417
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 106","Cornwall",22,52,0,41,0,115,367
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 107","Cornwall",18,68,2,38,0,126,340
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 108","Cornwall",13,60,2,26,0,101,311
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 109","Cornwall",20,120,6,90,0,236,570
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 110","Cornwall",4,47,1,31,0,83,212
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 111","Cornwall",11,78,4,42,4,139,431
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 112","Cornwall",16,76,2,75,1,170,394
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 113","Cornwall",19,61,6,50,0,136,414
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 114","Cornwall",16,94,4,70,0,184,461
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 115","Cornwall",18,72,3,63,3,159,331
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 116","Cornwall",20,61,2,78,0,161,464
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 117","Cornwall",14,55,3,65,3,140,353
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 118","Cornwall",18,65,4,56,1,144,359
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 119","Cornwall",7,57,3,60,0,127,334
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 120","Cornwall",19,79,4,50,0,152,361
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 121","Cornwall",23,117,3,100,0,243,480
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 122","Cornwall",28,109,6,84,0,227,480
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 123","Cornwall",27,100,2,75,0,204,518
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 124","Cornwall",33,93,8,92,1,227,460
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 125","Cornwall",17,109,6,112,0,244,508
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 126","Cornwall",32,103,7,100,1,243,464
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 127","Cornwall",32,106,4,100,0,242,441
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 128","Cornwall",19,124,9,135,0,287,442
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 129","Cornwall",25,68,4,56,1,154,406
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 130","Cornwall",20,39,2,35,1,97,291
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 131","Cornwall",14,53,1,73,0,141,403
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 132","Cornwall",13,71,1,51,0,136,350
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 133","Cornwall",6,29,3,27,0,65,294
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 134","Cornwall Island",12,30,3,3,0,48,361
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 135","Cornwall",28,124,6,118,4,280,496
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 136","Cornwall",16,148,3,132,2,301,472
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 137","Lakeview Heights",36,116,7,147,0,306,594
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 138","Long Sault",15,57,1,80,0,153,337
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 139","Lakeview Heights",9,62,2,99,0,172,341
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 140","Lunenburg",17,35,2,86,0,140,239
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 141","Long Sault",9,90,8,78,0,185,341
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 142","Long Sault",16,45,3,80,0,144,320
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 143","Long Sault",14,51,4,77,0,146,303
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 144","Lunenburg",12,32,4,78,0,126,288
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 145","Manning",14,79,4,131,1,229,434
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 146","Osnabruck Centre",16,40,3,99,1,159,292
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 147","Gallingertown",12,40,3,118,0,173,299
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 148","Gallingertown",9,42,3,98,0,152,303
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 149","Newington",18,57,8,152,0,235,358
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 150","Sandtown",15,48,2,103,0,168,308
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 151","Dunbar",22,57,8,152,0,239,416
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 152","Elma",15,45,6,170,0,236,385
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 153","Chesterville",17,49,6,125,0,197,422
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 154","Chesterville",12,59,5,123,0,199,362
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 155","Limerick",7,54,1,105,0,167,352
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 156","Limerick",9,55,2,137,1,204,397
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 157","Morewood",26,83,12,156,0,277,385
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 158","Morewood",11,75,4,128,2,220,402
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 159","The Ninth",17,50,4,134,0,205,396
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 160","Ormond",16,53,7,120,1,197,389
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 161","Annable Settlement",18,46,11,122,0,197,394
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 162","Winchester",15,42,4,85,0,146,296
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 163","Winchester",16,59,5,119,0,199,443
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 164","Winchester",16,59,1,113,0,189,397
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 165","Winchester Springs",12,31,9,131,0,183,380
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 166","Old Carriage",7,43,3,109,0,162,341
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 167","Mulloys",10,44,3,156,1,214,401
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 168","Winchester",6,36,4,58,0,104,286
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 169","Winchester",29,70,4,92,0,195,393
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 170","Reids Mills",17,67,9,111,1,205,357
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 171","Reids Mills",26,82,11,141,4,264,436
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 172","Mountain",19,78,7,148,0,252,431
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 173","Inkerman",17,47,12,150,2,228,403
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 174","Nelson",16,89,8,145,0,258,414
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 175","Nelson",15,52,5,136,0,208,304
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 176","Brinston",15,32,1,135,0,183,312
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 177","Dundela",8,46,3,128,1,186,331
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 178","Hanesville",17,63,15,145,0,240,455
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 179","Pleasant Valley",15,32,2,123,0,172,318
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 180","Boucks Hill",10,52,6,126,0,194,296
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 181","Boucks Hill",10,59,7,141,1,218,317
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 182","Williamsburg",13,47,4,127,1,192,302
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 183","Riverside Heights",15,29,2,116,0,162,395
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 184","Riverside Heights",12,54,2,93,0,161,306
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 185","Morrisburg",9,42,6,101,0,158,335
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 186","Morrisburg",11,39,7,85,3,145,340
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 187","Morrisburg",11,36,3,61,1,112,235
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 188","Morrisburg",12,38,3,68,0,121,319
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 189","Glen Becker",11,55,0,87,0,153,378
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 190","Morrisburg",9,49,6,92,0,156,313
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 191","Glen Becker",8,60,3,137,0,208,421
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 192","Glen Becker",10,37,2,90,0,139,281
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 193","Rowena",9,28,3,114,0,154,319
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 194","Iroquois",14,35,2,109,0,160,366
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 195","Flagg Creek",8,54,1,93,0,156,358
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 196","Iroquois",16,46,2,106,1,171,384
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 197","Broken Second",20,40,5,110,1,176,447
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 198","Broken Second",14,35,3,82,8,142,273
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 199","Vin Vista",9,48,1,107,0,165,358
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 200","Ingleside",12,38,9,76,1,136,279
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 201","Ingleside",9,69,2,95,1,176,383
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 202","Ingleside",16,47,3,72,1,139,321
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 203","Ingleside",11,48,6,63,0,128,300
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 400","Cornwall",4,75,3,73,3,158,201
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 401","Cornwall",8,64,1,51,5,129,174
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 402","Cornwall",3,50,1,43,0,97,162
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 403","Cornwall",10,45,2,51,2,110,154
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 404","Cornwall",9,46,3,59,0,117,159
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 405","Cornwall",3,33,1,38,1,76,150
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 500","Mobile poll/Bureau itinérant",1,39,1,27,2,70,103
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 501","Mobile poll/Bureau itinérant",4,19,1,40,0,64,95
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 502","Mobile poll/Bureau itinérant",7,41,0,44,1,93,171
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 503","Mobile poll/Bureau itinérant",4,31,5,31,4,75,162
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 504","Mobile poll/Bureau itinérant",15,51,0,54,3,123,173
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 505","Mobile poll/Bureau itinérant",3,30,7,27,0,67,129
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 506","Mobile poll/Bureau itinérant",3,30,4,43,4,84,118
35102,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 507","Mobile poll/Bureau itinérant",8,42,1,37,2,90,131
