Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Royal Galipeau,Andrew Leslie,Raphaël Morin,Nancy Tremblay,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35076,"Orléans/Orléans"," 101C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°101B,,,,,,44
35076,"Orléans/Orléans"," 101D","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°400,,,,,,28
35076,"Orléans/Orléans"," 101E","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°101B,,,,,,91
35076,"Orléans/Orléans"," 102","Gloucester",41,78,5,15,0,139,283
35076,"Orléans/Orléans"," 103","Gloucester",45,98,4,22,0,169,334
35076,"Orléans/Orléans"," 104","Gloucester",71,157,10,33,1,272,434
35076,"Orléans/Orléans"," 105","Gloucester",112,214,13,34,0,373,701
35076,"Orléans/Orléans"," 106","Gloucester",46,149,14,34,0,243,412
35076,"Orléans/Orléans"," 107","Gloucester",46,60,3,20,1,130,206
35076,"Orléans/Orléans"," 108","Gloucester",49,116,3,21,0,189,311
35076,"Orléans/Orléans"," 109","Gloucester",66,118,5,19,0,208,373
35076,"Orléans/Orléans"," 110","Gloucester",54,143,7,23,3,230,387
35076,"Orléans/Orléans"," 111","Gloucester",90,108,8,15,1,222,360
35076,"Orléans/Orléans"," 112","Gloucester",59,112,2,15,0,188,340
35076,"Orléans/Orléans"," 113","Gloucester",82,136,7,16,2,243,408
35076,"Orléans/Orléans"," 114","Gloucester",65,91,3,21,0,180,284
35076,"Orléans/Orléans"," 115","Gloucester",57,85,5,18,0,165,277
35076,"Orléans/Orléans"," 116","Gloucester",64,141,3,7,0,215,370
35076,"Orléans/Orléans"," 117","Gloucester",111,173,4,16,1,305,493
35076,"Orléans/Orléans"," 118","Gloucester",44,131,4,9,0,188,284
35076,"Orléans/Orléans"," 119","Gloucester",58,137,4,12,0,211,355
35076,"Orléans/Orléans"," 120","Gloucester",92,153,3,11,1,260,442
35076,"Orléans/Orléans"," 121","Gloucester",64,118,2,6,0,190,325
35076,"Orléans/Orléans"," 122","Gloucester",64,149,5,17,1,236,426
35076,"Orléans/Orléans"," 123","Gloucester",84,159,2,16,1,262,460
35076,"Orléans/Orléans"," 124","Gloucester",62,136,2,23,1,224,423
35076,"Orléans/Orléans"," 125","Gloucester",86,151,2,19,0,258,467
35076,"Orléans/Orléans"," 126","Gloucester",71,151,3,23,2,250,433
35076,"Orléans/Orléans"," 127","Gloucester",56,104,6,8,0,174,305
35076,"Orléans/Orléans"," 128","Gloucester",78,164,13,21,0,276,435
35076,"Orléans/Orléans"," 129","Gloucester",53,96,5,30,2,186,347
35076,"Orléans/Orléans"," 130","Gloucester",54,118,6,20,1,199,331
35076,"Orléans/Orléans"," 131","Gloucester",27,104,2,14,0,147,332
35076,"Orléans/Orléans"," 132","Gloucester",40,121,2,23,1,187,388
35076,"Orléans/Orléans"," 133","Gloucester",39,127,2,20,0,188,407
35076,"Orléans/Orléans"," 134","Gloucester",46,78,6,11,0,141,314
35076,"Orléans/Orléans"," 135","Gloucester",68,169,1,7,1,246,438
35076,"Orléans/Orléans"," 136","Gloucester",70,137,3,17,0,227,485
35076,"Orléans/Orléans"," 137","Gloucester",83,149,7,16,0,255,442
35076,"Orléans/Orléans"," 138","Gloucester",78,124,6,18,0,226,395
35076,"Orléans/Orléans"," 139","Gloucester",84,188,9,9,1,291,448
35076,"Orléans/Orléans"," 140","Gloucester",82,137,8,18,0,245,397
35076,"Orléans/Orléans"," 141","Gloucester",88,171,7,12,0,278,470
35076,"Orléans/Orléans"," 142","Gloucester",61,127,5,26,0,219,394
35076,"Orléans/Orléans"," 143","Gloucester",56,131,2,11,1,201,352
35076,"Orléans/Orléans"," 144","Gloucester",55,154,5,16,1,231,458
35076,"Orléans/Orléans"," 145","Gloucester",83,171,4,22,4,284,488
35076,"Orléans/Orléans"," 146","Gloucester",70,190,4,17,0,281,433
35076,"Orléans/Orléans"," 147","Gloucester",56,164,6,24,2,252,360
35076,"Orléans/Orléans"," 148","Gloucester",63,144,5,13,0,225,380
35076,"Orléans/Orléans"," 149","Gloucester",60,126,5,18,2,211,405
35076,"Orléans/Orléans"," 150","Gloucester",77,130,4,24,1,236,381
35076,"Orléans/Orléans"," 151","Gloucester",57,138,4,17,0,216,430
35076,"Orléans/Orléans"," 152","Gloucester",58,145,8,31,1,243,444
35076,"Orléans/Orléans"," 153","Gloucester",67,103,9,18,0,197,352
35076,"Orléans/Orléans"," 154","Gloucester",93,150,3,17,0,263,447
35076,"Orléans/Orléans"," 155","Gloucester",55,112,3,20,1,191,399
35076,"Orléans/Orléans"," 156","Gloucester",55,122,7,17,0,201,402
35076,"Orléans/Orléans"," 157","Gloucester",40,112,6,15,0,173,366
35076,"Orléans/Orléans"," 158","Gloucester",44,123,3,19,0,189,353
35076,"Orléans/Orléans"," 159","Gloucester",42,105,3,11,0,161,305
35076,"Orléans/Orléans"," 160","Gloucester",85,164,1,9,1,260,476
35076,"Orléans/Orléans"," 161","Gloucester",69,103,7,16,3,198,328
35076,"Orléans/Orléans"," 162","Gloucester",84,130,8,26,3,251,423
35076,"Orléans/Orléans"," 163","Gloucester",48,103,3,12,0,166,301
35076,"Orléans/Orléans"," 164","Gloucester",37,98,13,18,0,166,287
35076,"Orléans/Orléans"," 165","Gloucester",72,108,4,19,0,203,421
35076,"Orléans/Orléans"," 166","Gloucester",69,132,8,12,1,222,386
35076,"Orléans/Orléans"," 167","Gloucester",53,141,2,21,0,217,368
35076,"Orléans/Orléans"," 168","Gloucester",44,78,4,15,0,141,271
35076,"Orléans/Orléans"," 169","Gloucester",93,136,5,28,0,262,468
35076,"Orléans/Orléans"," 170","Gloucester",46,99,4,13,0,162,306
35076,"Orléans/Orléans"," 171","Gloucester",62,107,3,13,0,185,306
35076,"Orléans/Orléans"," 172A","Gloucester",43,102,4,11,0,160,328
35076,"Orléans/Orléans"," 172B","Mobile poll/Bureau itinérant",62,100,0,15,0,177,346
35076,"Orléans/Orléans"," 172C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501B,,,,,,17
35076,"Orléans/Orléans"," 173","Gloucester",60,165,8,11,1,245,441
35076,"Orléans/Orléans"," 174","Gloucester",57,165,4,23,0,249,465
35076,"Orléans/Orléans"," 175","Gloucester",57,117,5,12,0,191,324
35076,"Orléans/Orléans"," 176","Gloucester",79,195,3,24,0,301,487
35076,"Orléans/Orléans"," 177","Gloucester",108,219,3,15,2,347,543
35076,"Orléans/Orléans"," 178","Gloucester",71,189,8,13,1,282,422
35076,"Orléans/Orléans"," 179","Gloucester",88,157,2,18,0,265,477
35076,"Orléans/Orléans"," 180","Gloucester",47,145,3,16,0,211,435
35076,"Orléans/Orléans"," 181","Gloucester",95,149,5,19,0,268,453
35076,"Orléans/Orléans"," 182","Gloucester",61,166,3,19,0,249,441
35076,"Orléans/Orléans"," 183","Gloucester",73,129,8,7,0,217,382
35076,"Orléans/Orléans"," 184","Gloucester",66,145,1,19,1,232,433
35076,"Orléans/Orléans"," 185","Gloucester",68,175,6,18,4,271,527
35076,"Orléans/Orléans"," 186","Gloucester",55,189,4,16,0,264,468
35076,"Orléans/Orléans"," 187","Cumberland",82,149,8,21,2,262,453
35076,"Orléans/Orléans"," 188","Cumberland",70,159,8,15,1,253,465
35076,"Orléans/Orléans"," 189","Cumberland",71,193,2,19,0,285,493
35076,"Orléans/Orléans"," 190","Cumberland",57,156,2,12,0,227,386
35076,"Orléans/Orléans"," 191","Cumberland",89,156,3,20,2,270,503
35076,"Orléans/Orléans"," 192","Cumberland",60,178,1,18,1,258,528
35076,"Orléans/Orléans"," 193A","Cumberland",67,177,3,21,4,272,498
35076,"Orléans/Orléans"," 193B","Cumberland",52,176,4,25,0,257,524
35076,"Orléans/Orléans"," 194","Cumberland",101,161,5,27,2,296,530
35076,"Orléans/Orléans"," 195","Cumberland",83,174,6,29,0,292,499
35076,"Orléans/Orléans"," 196","Cumberland",49,116,1,14,1,181,325
35076,"Orléans/Orléans"," 197","Cumberland",75,144,1,27,1,248,458
35076,"Orléans/Orléans"," 198A","Cumberland",79,164,3,21,0,267,465
35076,"Orléans/Orléans"," 198B","Cumberland",73,164,5,29,2,273,504
35076,"Orléans/Orléans"," 199","Cumberland",121,199,5,26,1,352,561
35076,"Orléans/Orléans"," 200","Cumberland",71,155,4,30,1,261,539
35076,"Orléans/Orléans"," 201","Cumberland",83,169,4,24,0,280,501
35076,"Orléans/Orléans"," 202","Cumberland",59,164,6,10,0,239,456
35076,"Orléans/Orléans"," 203","Cumberland",70,166,1,15,1,253,450
35076,"Orléans/Orléans"," 204","Cumberland",69,130,6,12,0,217,442
35076,"Orléans/Orléans"," 205","Cumberland",62,153,0,13,2,230,443
35076,"Orléans/Orléans"," 206A","Cumberland",55,135,4,14,0,208,413
35076,"Orléans/Orléans"," 206B","Cumberland",68,139,0,7,0,214,406
35076,"Orléans/Orléans"," 207","Cumberland",69,188,5,17,0,279,505
35076,"Orléans/Orléans"," 208","Cumberland",61,140,4,15,0,220,397
35076,"Orléans/Orléans"," 209","Cumberland",44,158,3,8,2,215,395
35076,"Orléans/Orléans"," 210","Cumberland",49,148,3,18,3,221,417
35076,"Orléans/Orléans"," 211","Cumberland",44,138,7,18,0,207,428
35076,"Orléans/Orléans"," 212","Cumberland",42,142,0,23,0,207,414
35076,"Orléans/Orléans"," 213","Cumberland",44,136,1,28,0,209,437
35076,"Orléans/Orléans"," 214","Cumberland",51,155,3,15,0,224,428
35076,"Orléans/Orléans"," 215","Cumberland",74,191,5,7,4,281,504
35076,"Orléans/Orléans"," 216","Cumberland",96,147,1,31,1,276,478
35076,"Orléans/Orléans"," 217","Cumberland",66,113,1,20,3,203,373
35076,"Orléans/Orléans"," 218","Cumberland",85,94,3,22,0,204,394
35076,"Orléans/Orléans"," 219","Gloucester",121,109,2,25,2,259,384
35076,"Orléans/Orléans"," 220","Gloucester",95,85,6,9,2,197,329
35076,"Orléans/Orléans"," 221","Gloucester",112,98,10,19,0,239,368
35076,"Orléans/Orléans"," 222","Gloucester",120,99,2,22,1,244,385
35076,"Orléans/Orléans"," 223","Gloucester",116,171,5,29,2,323,535
35076,"Orléans/Orléans"," 224","Gloucester",66,102,6,35,0,209,386
35076,"Orléans/Orléans"," 225","Gloucester",63,162,8,19,1,253,515
35076,"Orléans/Orléans"," 226","Gloucester",32,71,10,14,2,129,311
35076,"Orléans/Orléans"," 227","Gloucester",65,173,7,44,0,289,586
35076,"Orléans/Orléans"," 228","Gloucester",61,143,2,23,0,229,398
35076,"Orléans/Orléans"," 400","Mobile poll/Bureau itinérant",16,98,1,6,2,123,181
35076,"Orléans/Orléans"," 500A","Mobile poll/Bureau itinérant",51,116,0,7,4,178,114
35076,"Orléans/Orléans"," 500B","Mobile poll/Bureau itinérant",70,96,6,8,2,182,117
35076,"Orléans/Orléans"," 500C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°503B,,,,,,44
35076,"Orléans/Orléans"," 501A","Gloucester",Merged with No./Fusionné avec le n°122,,,,,,9
35076,"Orléans/Orléans"," 501B","Mobile poll/Bureau itinérant",20,21,0,2,0,43,108
35076,"Orléans/Orléans"," 501C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502,,,,,,47
35076,"Orléans/Orléans"," 502","Mobile poll/Bureau itinérant",44,66,3,7,1,121,123
35076,"Orléans/Orléans"," 503A","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500A,,,,,,106
35076,"Orléans/Orléans"," 503B","Mobile poll/Bureau itinérant",52,44,2,3,1,102,94
35076,"Orléans/Orléans"," 503C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500B,,,,,,71
35076,"Orléans/Orléans"," 600","Gloucester",394,775,20,113,4,1306,
35076,"Orléans/Orléans"," 601","Gloucester",416,771,18,87,0,1292,
35076,"Orléans/Orléans"," 602","Cumberland",387,725,19,121,4,1256,
35076,"Orléans/Orléans"," 603","Cumberland",427,907,17,102,0,1453,
35076,"Orléans/Orléans"," 604","Cumberland",453,826,26,107,4,1416,
35076,"Orléans/Orléans"," 605","Cumberland",458,631,20,116,4,1229,
35076,"Orléans/Orléans"," 606","Ottawa",348,710,21,83,6,1168,
35076,"Orléans/Orléans"," 607","Gloucester",389,921,25,83,5,1423,
35076,"Orléans/Orléans"," 608","Gloucester",381,734,18,88,3,1224,
35076,"Orléans/Orléans"," 609","Ottawa",416,733,21,107,2,1279,
35076,"Orléans/Orléans"," 610","Cumberland",473,928,17,93,0,1511,
35076,"Orléans/Orléans"," 611","Cumberland",434,1068,22,120,4,1648,
35076,"Orléans/Orléans"," 612","Cumberland",350,971,13,102,0,1436,
35076,"Orléans/Orléans"," 613","Cumberland",342,757,13,79,2,1193,
35076,"Orléans/Orléans",,"Group 1/Groupe 1",324,308,22,84,10,748,251
35076,"Orléans/Orléans",,"Group 2/Groupe 2",1624,2302,50,337,32,4345,
