Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Marie-Claude Bibeau,France Bonsant,Kévin Côté,Gustavo Labrador,Korie Marshall,Jean Rousseau,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24023,"Compton--Stanstead/Compton--Stanstead"," 180","Coaticook",74,45,1,19,3,60,2,204,411
24023,"Compton--Stanstead/Compton--Stanstead"," 181","Coaticook",79,39,4,31,6,45,2,206,437
24023,"Compton--Stanstead/Compton--Stanstead"," 182","Coaticook",80,28,1,19,1,32,3,164,389
24023,"Compton--Stanstead/Compton--Stanstead"," 183","Coaticook",55,22,3,12,0,24,3,119,425
24023,"Compton--Stanstead/Compton--Stanstead"," 184","Coaticook",75,35,0,15,5,17,1,148,405
24023,"Compton--Stanstead/Compton--Stanstead"," 185","Coaticook",82,19,2,29,3,32,5,172,369
24023,"Compton--Stanstead/Compton--Stanstead"," 186","Coaticook",89,50,0,25,0,50,2,216,412
24023,"Compton--Stanstead/Compton--Stanstead"," 187","Coaticook",78,26,1,28,0,41,0,174,370
24023,"Compton--Stanstead/Compton--Stanstead"," 188","Coaticook",75,39,3,12,1,25,3,158,443
24023,"Compton--Stanstead/Compton--Stanstead"," 189","Coaticook",81,39,1,11,2,42,5,181,400
24023,"Compton--Stanstead/Compton--Stanstead"," 190","Coaticook",101,34,0,18,0,29,1,183,332
24023,"Compton--Stanstead/Compton--Stanstead"," 191","Coaticook",75,32,4,15,4,35,3,168,292
24023,"Compton--Stanstead/Compton--Stanstead"," 192","Coaticook",106,45,0,39,0,55,3,248,412
24023,"Compton--Stanstead/Compton--Stanstead"," 193","Dixville",62,23,0,25,4,36,2,152,253
24023,"Compton--Stanstead/Compton--Stanstead"," 194","Dixville",55,30,1,16,5,26,5,138,230
24023,"Compton--Stanstead/Compton--Stanstead"," 195","Coaticook",84,27,1,25,6,47,0,190,396
24023,"Compton--Stanstead/Compton--Stanstead"," 196","Coaticook",70,47,0,25,2,64,5,213,397
24023,"Compton--Stanstead/Compton--Stanstead"," 197","Barnston-Ouest",87,35,0,31,5,66,2,226,386
24023,"Compton--Stanstead/Compton--Stanstead"," 198","Coaticook",65,23,0,17,3,59,2,169,365
24023,"Compton--Stanstead/Compton--Stanstead"," 199","Stanstead-Est",87,15,0,21,2,31,1,157,348
24023,"Compton--Stanstead/Compton--Stanstead"," 200","Stanstead-Est",76,22,0,20,5,34,4,161,355
24023,"Compton--Stanstead/Compton--Stanstead"," 201","Stanstead",74,24,1,14,4,32,0,149,348
24023,"Compton--Stanstead/Compton--Stanstead"," 202","Stanstead",66,8,0,15,4,27,1,121,320
24023,"Compton--Stanstead/Compton--Stanstead"," 203","Stanstead",74,10,0,15,1,25,1,126,355
24023,"Compton--Stanstead/Compton--Stanstead"," 204","Stanstead",52,7,0,11,1,26,2,99,365
24023,"Compton--Stanstead/Compton--Stanstead"," 205","Stanstead",96,9,1,25,4,25,0,160,407
24023,"Compton--Stanstead/Compton--Stanstead"," 206","Stanstead",62,7,2,6,6,21,0,104,295
24023,"Compton--Stanstead/Compton--Stanstead"," 207","Ayer's Cliff",99,25,0,33,1,26,2,186,338
24023,"Compton--Stanstead/Compton--Stanstead"," 208","Ayer's Cliff",88,4,1,20,2,32,0,147,278
24023,"Compton--Stanstead/Compton--Stanstead"," 209","Ayer's Cliff",62,10,0,12,4,25,4,117,279
24023,"Compton--Stanstead/Compton--Stanstead"," 210","Stanstead",67,30,2,25,5,37,0,166,271
24023,"Compton--Stanstead/Compton--Stanstead"," 211","Stanstead",68,23,0,23,7,40,3,164,307
24023,"Compton--Stanstead/Compton--Stanstead"," 212","Stanstead",75,14,2,23,3,22,2,141,277
24023,"Compton--Stanstead/Compton--Stanstead"," 213","Ogden",48,13,1,16,4,27,1,110,263
24023,"Compton--Stanstead/Compton--Stanstead"," 214","Ogden",107,12,0,25,3,38,0,185,358
24023,"Compton--Stanstead/Compton--Stanstead"," 500","Mobile poll/Bureau itinérant",25,7,2,4,1,11,0,50,91
24023,"Compton--Stanstead/Compton--Stanstead"," 501","Mobile poll/Bureau itinérant",30,12,0,7,2,5,4,60,113
24023,"Compton--Stanstead/Compton--Stanstead"," 502","Mobile poll/Bureau itinérant",41,9,0,11,4,17,3,85,121
24023,"Compton--Stanstead/Compton--Stanstead"," 503","Mobile poll/Bureau itinérant",92,11,2,22,0,15,3,145,184
24023,"Compton--Stanstead/Compton--Stanstead"," 504A","Mobile poll/Bureau itinérant",18,1,2,1,0,4,0,26,42
24023,"Compton--Stanstead/Compton--Stanstead"," 504B","Mobile poll/Bureau itinérant",69,21,0,7,0,19,4,120,152
24023,"Compton--Stanstead/Compton--Stanstead"," 505A","Mobile poll/Bureau itinérant",30,13,1,7,0,8,0,59,147
24023,"Compton--Stanstead/Compton--Stanstead"," 505B","Mobile poll/Bureau itinérant",85,12,0,14,2,15,0,128,109
24023,"Compton--Stanstead/Compton--Stanstead"," 505C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°505B,,,,,,,,27
24023,"Compton--Stanstead/Compton--Stanstead"," 506","Mobile poll/Bureau itinérant",19,4,2,2,1,6,1,35,58
24023,"Compton--Stanstead/Compton--Stanstead"," 600","Weedon",125,109,1,78,4,104,6,427,
24023,"Compton--Stanstead/Compton--Stanstead"," 601","Scotstown--Chartierville",54,37,0,32,3,49,1,176,
24023,"Compton--Stanstead/Compton--Stanstead"," 602","Bishopton-Bury",76,57,0,29,4,85,2,253,
24023,"Compton--Stanstead/Compton--Stanstead"," 603","Cookshire-Eaton",226,129,2,106,7,157,4,631,
24023,"Compton--Stanstead/Compton--Stanstead"," 604","Ascot Corner",258,223,5,169,11,261,16,943,
24023,"Compton--Stanstead/Compton--Stanstead"," 605","Stoke",88,95,1,39,9,114,4,350,
24023,"Compton--Stanstead/Compton--Stanstead"," 606","Sherbrooke",262,232,4,122,13,343,11,987,
24023,"Compton--Stanstead/Compton--Stanstead"," 607","Sherbrooke",251,232,6,144,19,355,14,1021,
24023,"Compton--Stanstead/Compton--Stanstead"," 608","Sherbrooke",231,203,9,145,18,229,10,845,
24023,"Compton--Stanstead/Compton--Stanstead"," 609","Sherbrooke",394,226,2,158,11,374,10,1175,
24023,"Compton--Stanstead/Compton--Stanstead"," 610","Sherbrooke",294,177,1,137,13,319,14,955,
24023,"Compton--Stanstead/Compton--Stanstead"," 611","Sherbrooke",330,229,4,122,22,345,9,1061,
24023,"Compton--Stanstead/Compton--Stanstead"," 612","Sainte-Catherine-de-Hatley",216,82,3,60,11,136,2,510,
24023,"Compton--Stanstead/Compton--Stanstead"," 613","Hatley",209,100,2,63,8,176,2,560,
24023,"Compton--Stanstead/Compton--Stanstead"," 614","Sherbrooke-Lennoxville",405,67,4,136,11,220,7,850,
24023,"Compton--Stanstead/Compton--Stanstead"," 615","Waterville",217,111,0,50,10,114,4,506,
24023,"Compton--Stanstead/Compton--Stanstead"," 616","Saint-Herménégilde",44,37,1,19,1,39,1,142,
24023,"Compton--Stanstead/Compton--Stanstead"," 617","Dixville",238,129,4,74,9,149,6,609,
24023,"Compton--Stanstead/Compton--Stanstead"," 618","Coaticook",254,111,1,119,7,146,11,649,
24023,"Compton--Stanstead/Compton--Stanstead"," 619","Stanstead",385,100,5,99,12,179,2,782,
24023,"Compton--Stanstead/Compton--Stanstead",,"Group 1/Groupe 1",44,8,0,37,4,30,6,129,67
24023,"Compton--Stanstead/Compton--Stanstead",,"Group 2/Groupe 2",194,166,6,85,16,286,13,766,
