date,Party,sd
2017-10-06,Green,1.18881443663999
2017-10-07,Green,1.1673861218644457
2017-10-08,Green,1.1036811775136148
2017-10-09,Green,1.1079548643785178
2017-10-10,Green,1.0888016667953593
2017-10-11,Green,1.034695122396435
2017-10-12,Green,0.9996218446967499
2017-10-13,Green,1.0109313791826717
2017-10-14,Green,1.0022875851370217
2017-10-15,Green,0.9916585432731345
2017-10-16,Green,1.0063910450394087
2017-10-17,Green,1.0016933738448086
2017-10-18,Green,0.9591889816668795
2017-10-19,Green,0.9709481708408504
2017-10-20,Green,0.9499938430711771
2017-10-21,Green,0.9493109487730045
2017-10-22,Green,0.9487286793076498
2017-10-23,Green,0.9594165644108971
2017-10-24,Green,0.934035302822591
2017-10-25,Green,0.9203372776460258
2017-10-26,Green,0.9067931066326448
2017-10-27,Green,0.8895994208011985
2017-10-28,Green,0.8970445326180796
2017-10-29,Green,0.8902744665938892
2017-10-30,Green,0.9045270901465388
2017-10-31,Green,0.9059583738986573
2017-11-01,Green,0.8812866912269772
2017-11-02,Green,0.8722694662525832
2017-11-03,Green,0.8585326778241541
2017-11-04,Green,0.8483376332276265
2017-11-05,Green,0.8388040072236365
2017-11-06,Green,0.8244439239623518
2017-11-07,Green,0.8124374882983953
2017-11-08,Green,0.7803893220414981
2017-11-09,Green,0.7598585750163183
2017-11-10,Green,0.731799665746597
2017-11-11,Green,0.738707893622912
2017-11-12,Green,0.7278631318173276
2017-11-13,Green,0.7439884019546417
2017-11-14,Green,0.7445780431913621
2017-11-15,Green,0.7267013304771877
2017-11-16,Green,0.7222061434048751
2017-11-17,Green,0.7184086600591485
2017-11-18,Green,0.7129211239364166
2017-11-19,Green,0.7075453949329356
2017-11-20,Green,0.7246417721437182
2017-11-21,Green,0.727692249807981
2017-11-22,Green,0.7012198061293511
2017-11-23,Green,0.6799285027251692
2017-11-24,Green,0.6596131769752442
2017-11-25,Green,0.6754493100400175
2017-11-26,Green,0.6828046849267164
2017-11-27,Green,0.7176837963370344
2017-11-28,Green,0.7452045581122456
2017-11-29,Green,0.785178472441013
2017-11-30,Green,0.7835787988078313
2017-12-01,Green,0.7882566845723626
2017-12-02,Green,0.7918248025319764
2017-12-03,Green,0.7954305497722309
2017-12-04,Green,0.7863077707381743
2017-12-05,Green,0.7844090071302469
2017-12-06,Green,0.8973115449943909
2017-12-07,Green,0.9782345536001309
2017-12-08,Green,1.0544054846806377
2017-12-09,Green,1.1244461424507501
2017-12-10,Green,1.1917179187869322
2017-12-11,Green,1.1479791756710218
2017-12-12,Green,1.1363853538890119
2017-12-13,Green,1.1680907160572118
2017-12-14,Green,1.198042890637955
2017-12-15,Green,1.228377216810475
2017-12-16,Green,1.2543559249643654
2017-12-17,Green,1.2795396362606841
2017-12-18,Green,1.270065575892431
2017-12-19,Green,1.267944779828354
2017-12-20,Green,1.239140078512906
2017-12-21,Green,1.233180246487337
2017-12-22,Green,1.23042710359951
2017-12-23,Green,1.2254398419172845
2017-12-24,Green,1.2197510841316461
2017-12-25,Green,1.2499403009959047
2017-12-26,Green,1.2596653395637516
2017-12-27,Green,1.2410336188290452
2017-12-28,Green,1.2426180803550677
2017-12-29,Green,1.245769690634965
2017-12-30,Green,1.2437771528680688
2017-12-31,Green,1.2422879993756573
2018-01-01,Green,1.2668239268472647
2018-01-02,Green,1.3060321619429411
2018-01-03,Green,1.2667105409069432
2018-01-04,Green,1.259878894819562
2018-01-05,Green,1.2550551345140697
2018-01-06,Green,1.2537175926734596
2018-01-07,Green,1.2175663434791757
2018-01-08,Green,1.224855571678883
2018-01-09,Green,1.2233297578181013
2018-01-10,Green,1.215155784546972
2018-01-11,Green,1.2199802370564552
2018-01-12,Green,1.2261652590797856
2018-01-13,Green,1.266911302701135
2018-01-14,Green,1.283968502715052
2018-01-15,Green,1.310254312299839
2018-01-16,Green,1.3217034812834436
2018-01-17,Green,1.3084014799809847
2018-01-18,Green,1.3138200814975451
2018-01-19,Green,1.320230147745228
2018-01-20,Green,1.3226068788831302
2018-01-21,Green,1.419626621008844
2018-01-22,Green,1.5029135242196496
2018-01-23,Green,1.5605003125376071
2018-01-24,Green,1.6124303810472571
2018-01-25,Green,1.6724644829881712
2018-01-26,Green,1.6362105511162182
2018-01-27,Green,1.6353445071955082
2018-01-28,Green,1.6392283610934804
2018-01-29,Green,1.651875595148148
2018-01-30,Green,1.654773049245846
2018-01-31,Green,1.622343857697766
2018-02-01,Green,1.616327327532439
2018-02-02,Green,1.6132698479429248
2018-02-03,Green,1.6061827373569273
2018-02-04,Green,1.6002066166188817
2018-02-05,Green,1.6208909303394399
2018-02-06,Green,1.616505258754867
2018-02-07,Green,1.4814755759324143
2018-02-08,Green,1.401003387383731
2018-02-09,Green,1.3278874370926599
2018-02-10,Green,1.2677603564734699
2018-02-11,Green,1.2106417051231027
2018-02-12,Green,1.2679182048426791
2018-02-13,Green,1.2715098113586771
2018-02-14,Green,1.2092445344194624
2018-02-15,Green,1.1757507077695735
2018-02-16,Green,1.143489556130376
2018-02-17,Green,1.1283087776843694
2018-02-18,Green,1.1133635030348694
2018-02-19,Green,1.145567574404529
2018-02-20,Green,1.147029298883173
2018-02-21,Green,1.0891538462359436
2018-02-22,Green,1.058137580336401
2018-02-23,Green,1.0291528650431785
2018-02-24,Green,1.0135049341582807
2018-02-25,Green,0.9984255998891426
2018-02-26,Green,1.1976740232132332
2018-02-27,Green,1.2920768563058354
2018-02-28,Green,1.3152560198687522
2018-03-01,Green,1.3554087975901083
2018-03-02,Green,1.39357252637202
2018-03-03,Green,1.2930899514820555
2018-03-04,Green,1.2675789943201043
2018-03-05,Green,1.3110192312408568
2018-03-06,Green,1.3336501936337757
2018-03-07,Green,1.3256756978512922
2018-03-08,Green,1.315182616489515
2018-03-09,Green,1.3060318897167469
2018-03-10,Green,1.3000478284303685
2018-03-11,Green,1.23558430030307
2018-03-12,Green,1.2342028798102485
2018-03-13,Green,1.170976352548579
2018-03-14,Green,1.1338727276968694
2018-03-15,Green,1.0957922007665188
2018-03-16,Green,1.1199556579204795
2018-03-17,Green,1.1135317471992505
2018-03-18,Green,1.1519439689350102
2018-03-19,Green,1.1642437908897816
2018-03-20,Green,1.173458029570196
2018-03-21,Green,1.1359488993887492
2018-03-22,Green,1.1218846739998216
2018-03-23,Green,1.0969379946281006
2018-03-24,Green,1.072511460756996
2018-03-25,Green,1.0483163273437406
2018-03-26,Green,1.0563457185646659
2018-03-27,Green,1.0397330697513152
2018-03-28,Green,1.0593072147015647
2018-03-29,Green,1.0770653368002443
2018-03-30,Green,1.09213799845975
2018-03-31,Green,1.1182022154505655
2018-04-01,Green,1.1429152838276708
2018-04-02,Green,1.1390149555464995
2018-04-03,Green,1.1345329715832935
2018-04-04,Green,1.0767241283741593
2018-04-05,Green,1.0477844038169803
2018-04-06,Green,1.0225689462757699
2018-04-07,Green,1.000836962666519
2018-04-08,Green,0.9807359316609487
2018-04-09,Green,1.0266795819500492
2018-04-10,Green,1.0454089664586066
2018-04-11,Green,1.020152934770627
2018-04-12,Green,1.0171103100352048
2018-04-13,Green,1.0157879210343999
2018-04-14,Green,0.9792151023861779
2018-04-15,Green,0.9577594741587359
2018-04-16,Green,0.9819518934903778
2018-04-17,Green,1.0041797618271115
2018-04-18,Green,1.0035851883589622
2018-04-19,Green,1.038012577013421
2018-04-20,Green,1.0568974974867422
2018-04-21,Green,1.0712488730401006
2018-04-22,Green,1.0638761828505792
2018-04-23,Green,1.0811574950344032
2018-04-24,Green,1.0875942815661266
2018-04-25,Green,1.0140673382053769
2018-04-26,Green,0.9769832394015777
2018-04-27,Green,0.9448081905218789
2018-04-28,Green,0.8973619004609926
2018-04-29,Green,0.8513950693711742
2018-04-30,Green,0.8767838794935704
2018-05-01,Green,0.8665719012194536
2018-05-02,Green,0.8141796985181848
2018-05-03,Green,0.7882030626769985
2018-05-04,Green,0.7630828983531505
2018-05-05,Green,0.7478229057209143
2018-05-06,Green,0.7326595784936744
2018-05-07,Green,0.726869593478694
2018-05-08,Green,0.7237238018573512
2018-05-09,Green,0.6888037493195189
2018-05-10,Green,0.6695935014348076
2018-05-11,Green,0.65327066867923
2018-05-12,Green,0.6663549225280228
2018-05-13,Green,0.7561784270178926
2018-05-14,Green,0.8354792731922462
2018-05-15,Green,0.8927750004860672
2018-05-16,Green,0.9255927102792725
2018-05-17,Green,0.9687372246879823
2018-05-18,Green,0.9169686991236308
2018-05-19,Green,0.9047994038225224
2018-05-20,Green,0.8971746179898303
2018-05-21,Green,0.9106622814383079
2018-05-22,Green,0.9120666572322611
2018-05-23,Green,0.9247135664737162
2018-05-24,Green,0.9418189657683614
2018-05-25,Green,0.958485549523439
2018-05-26,Green,0.9740282446404789
2018-05-27,Green,0.989277205626052
2018-05-28,Green,0.9667366348298113
2018-05-29,Green,0.9428590390400661
2018-05-30,Green,0.8942065693592864
2018-05-31,Green,0.8617754761777109
2018-06-01,Green,0.8312366391910132
2018-06-02,Green,0.8277917254645514
2018-06-03,Green,0.8217822642902501
2018-06-04,Green,0.8360772731435266
2018-06-05,Green,0.8348524926696902
2018-06-06,Green,0.7889102266475714
2018-06-07,Green,0.764363078073951
2018-06-08,Green,0.7420763020072692
2018-06-09,Green,0.7264114435635424
2018-06-10,Green,0.9084606975329841
2018-06-11,Green,1.0967900970646898
2018-06-12,Green,1.2529816069321176
2018-06-13,Green,1.3488355341440494
2018-06-14,Green,1.4698560055000722
2018-06-15,Green,1.4016276095101285
2018-06-16,Green,1.3757627363270681
2018-06-17,Green,1.3579032966892695
2018-06-18,Green,1.3986441215873209
2018-06-19,Green,1.4114503916503178
2018-06-20,Green,1.3535597861062638
2018-06-21,Green,1.3216562112830057
2018-06-22,Green,1.2945195621408767
2018-06-23,Green,1.2676476489042527
2018-06-24,Green,1.2426245344276858
2018-06-25,Green,1.2900353753796918
2018-06-26,Green,1.3064321011019895
2018-06-27,Green,1.2632460057113817
2018-06-28,Green,1.249797597673436
2018-06-29,Green,1.2393539239171973
2018-06-30,Green,1.2205267634482333
2018-07-01,Green,1.2026622501415045
2018-07-02,Green,1.2470789286132853
2018-07-03,Green,1.2614359733492897
2018-07-04,Green,1.210076697815738
2018-07-05,Green,1.189763406512568
2018-07-06,Green,1.1723199818144114
2018-07-07,Green,1.1582833978024332
2018-07-08,Green,1.1453848150079682
2018-07-09,Green,1.2027474904071127
2018-07-10,Green,1.2284750756083613
2018-07-11,Green,1.1799832256257397
2018-07-12,Green,1.159197524100567
2018-07-13,Green,1.1036647592312234
2018-07-14,Green,1.0603509952874006
2018-07-15,Green,1.0195262721772884
2018-07-16,Green,1.050705279624476
2018-07-17,Green,1.0475514328485727
2018-07-18,Green,1.1165620435457984
2018-07-19,Green,1.15390430894657
2018-07-20,Green,1.1859308028856428
2018-07-21,Green,1.215327122124845
2018-07-22,Green,1.2421657876464487
2018-07-23,Green,1.2234141602462276
2018-07-24,Green,1.215741433962799
2018-07-25,Green,1.2289372892382222
2018-07-26,Green,1.2448894326998468
2018-07-27,Green,1.259833590170377
2018-07-28,Green,1.2798717964736555
2018-07-29,Green,1.29936953600999
2018-07-30,Green,1.2985886587179973
2018-07-31,Green,1.2950400659102075
2018-08-01,Green,1.2413977314985154
2018-08-02,Green,1.216666541029697
2018-08-03,Green,1.1955508711169855
2018-08-04,Green,1.176733968399701
2018-08-05,Green,1.1595012886617766
2018-08-06,Green,1.1982886589756123
2018-08-07,Green,1.209738456658442
2018-08-08,Green,1.1539666908259123
2018-08-09,Green,1.1838090636705998
2018-08-10,Green,1.1691101610281371
2018-08-11,Green,1.1483969318176024
2018-08-12,Green,1.1265702283332495
2018-08-13,Green,1.1716066667481775
2018-08-14,Green,1.1292957199742104
2018-08-15,Green,1.0693748449186107
2018-08-16,Green,1.069951404864677
2018-08-17,Green,1.0719556463342965
2018-08-18,Green,1.0710304855647395
2018-08-19,Green,1.06997695857441
2018-08-20,Green,1.1345197039455468
2018-08-21,Green,1.091187156648908
2018-08-22,Green,1.0287104143601005
2018-08-23,Green,0.9916460193140357
2018-08-24,Green,0.9585043581013892
2018-08-25,Green,0.9230421259576611
2018-08-26,Green,0.9377710955730777
2018-08-27,Green,0.9739858598153542
2018-08-28,Green,0.986088127101793
2018-08-29,Green,0.9578341524678754
2018-08-30,Green,0.9487528993464261
2018-08-31,Green,0.9408625974095625
2018-09-01,Green,0.931340819311998
2018-09-02,Green,0.922050864058048
2018-09-03,Green,0.9545495681325502
2018-09-04,Green,0.9665728144422318
2018-09-05,Green,0.9471752923722103
2018-09-06,Green,0.9447836668778061
2018-09-07,Green,0.9434788763294997
2018-09-08,Green,0.9385083500518199
2018-09-09,Green,0.9337248908244471
2018-09-10,Green,0.9622615089003883
2018-09-11,Green,0.9406144591729142
2018-09-12,Green,0.9013395247160763
2018-09-13,Green,0.8818525801026519
2018-09-14,Green,0.9062739245775646
2018-09-15,Green,0.8814093489311929
2018-09-16,Green,0.8799520762919719
2018-09-17,Green,0.9038684171534888
2018-09-18,Green,0.9090050146710462
2018-09-19,Green,0.8385453463491614
2018-09-20,Green,0.831092058714041
2018-09-21,Green,0.8342989842974442
2018-09-22,Green,0.8290772555929153
2018-09-23,Green,0.8225994096762316
2018-09-24,Green,0.7990062502690021
2018-09-25,Green,0.7775313048241095
2018-09-26,Green,0.7383122733703044
2018-09-27,Green,0.7095311683549828
2018-09-28,Green,0.681775297197102
2018-09-29,Green,0.7032637469000116
2018-09-30,Green,0.7054640258112868
2018-10-01,Green,0.7211107579408004
2018-10-02,Green,0.7255241568020516
2018-10-03,Green,0.7013052383038041
2018-10-04,Green,0.6909693416460556
2018-10-05,Green,0.6816231282403993
2018-10-06,Green,0.6754023305806491
2018-10-07,Green,0.6589882318265403
2018-10-08,Green,0.6769017821607589
2018-10-09,Green,0.6673769510108514
2018-10-10,Green,0.6364064102487867
2018-10-11,Green,0.6159923635908028
2018-10-12,Green,0.6066412405806509
2018-10-13,Green,0.5904736460400063
2018-10-14,Green,0.5871791004517402
2018-10-15,Green,0.6060199539233626
2018-10-16,Green,0.6056752108124671
2018-10-17,Green,0.5786052326266584
2018-10-18,Green,0.5644091891974677
2018-10-19,Green,0.5512862803939292
2018-10-20,Green,0.5365131005552923
2018-10-21,Green,0.5276004324942483
2018-10-22,Green,0.5460167409849077
2018-10-23,Green,0.5511110243727823
2018-10-24,Green,0.55353678300382
2018-10-25,Green,0.5597069871199138
2018-10-26,Green,0.5676214270736557
2018-10-27,Green,0.57350600063026
2018-10-28,Green,0.5789677736227746
2018-10-29,Green,0.5814934543943873
2018-10-30,Green,0.5791570261474217
2018-10-31,Green,0.5641892756153442
2018-11-01,Green,0.5575793461396861
2018-11-02,Green,0.5514589784573891
2018-11-03,Green,0.5329100553113946
2018-11-04,Green,0.5237807109022714
2018-11-05,Green,0.5149649860578212
2018-11-06,Green,0.47540730433194395
2018-11-07,Green,0.4306380868466001
2018-11-08,Green,0.4580814375414163
2018-11-09,Green,0.548706269924395
2018-11-10,Green,0.6253126289571651
2018-11-11,Green,0.7220091431958761
2018-11-12,Green,0.8169830046642339
2018-11-13,Green,0.8541778419016864
2018-11-14,Green,0.7908904160922731
2018-11-15,Green,0.8772056211115927
2018-11-16,Green,0.9354504864730447
2018-11-17,Green,0.9939247903284375
2018-11-18,Green,1.0503408426789442
2018-11-19,Green,1.1348206339571962
2018-11-20,Green,1.0935305727436702
2018-11-21,Green,1.0706778161802406
2018-11-22,Green,1.0614922536945968
2018-11-23,Green,1.055352086710742
2018-11-24,Green,1.0532573311530666
2018-11-25,Green,1.0526287596440551
2018-11-26,Green,1.067919350651044
2018-11-27,Green,1.0754494370451713
2018-11-28,Green,1.0441081621884125
2018-11-29,Green,1.0295168807235933
2018-11-30,Green,1.0174694420597425
2018-12-01,Green,1.0020336135515842
2018-12-02,Green,0.9871510679713571
2018-12-03,Green,1.0160940015398598
2018-12-04,Green,1.024217002233703
2018-12-05,Green,0.9827724611599482
2018-12-06,Green,0.9657130758816066
2018-12-07,Green,0.9523373573273097
2018-12-08,Green,0.9364522780927897
2018-12-09,Green,0.9215104579967976
2018-12-10,Green,0.9338258295430999
2018-12-11,Green,0.937391209806407
2018-12-12,Green,0.9212019793510047
2018-12-13,Green,0.9156673640646609
2018-12-14,Green,0.8714465387938191
2018-12-15,Green,0.8691718578125611
2018-12-16,Green,0.853297312456766
2018-12-17,Green,0.8574930188139944
2018-12-18,Green,0.8507070026737045
2018-12-19,Green,0.8820183055651232
2018-12-20,Green,0.8974207870521445
2018-12-21,Green,0.910548379068454
2018-12-22,Green,0.9197121210621848
2018-12-23,Green,0.9279076612961317
2018-12-24,Green,0.936214803772376
2018-12-25,Green,0.9392564253146697
2018-12-26,Green,0.9008432555030904
2018-12-27,Green,0.8840793450974577
2018-12-28,Green,0.8696473891332369
2018-12-29,Green,0.8561776416208
2018-12-30,Green,0.8435690836209477
2018-12-31,Green,0.8563720677942313
2019-01-01,Green,0.8634589144409215
2019-01-02,Green,0.836318295958514
2019-01-03,Green,0.8272408422498708
2019-01-04,Green,0.8197000112225815
2019-01-05,Green,0.8292976700399735
2019-01-06,Green,0.8266830438369596
2019-01-07,Green,0.8593162163216178
2019-01-08,Green,0.8748582821564534
2019-01-09,Green,0.8670945380479669
2019-01-10,Green,0.8669629788149555
2019-01-11,Green,0.86359068732979
2019-01-12,Green,0.8571023984980475
2019-01-13,Green,0.8485249724754549
2019-01-14,Green,0.8366348922795982
2019-01-15,Green,0.8037888928579392
2019-01-16,Green,0.7529625211226645
2019-01-17,Green,0.6924141850771635
2019-01-18,Green,0.6459971251655121
2019-01-19,Green,0.6258284304233757
2019-01-20,Green,0.6187658165917707
2019-01-21,Green,0.6295784504878699
2019-01-22,Green,0.6502628181286764
2019-01-23,Green,0.6284513388939318
2019-01-24,Green,0.6198773382000397
2019-01-25,Green,0.6119128363783791
2019-01-26,Green,0.6008989517467203
2019-01-27,Green,0.5899974829260726
2019-01-28,Green,0.6050196314251689
2019-01-29,Green,0.6050854829014504
2019-01-30,Green,0.5802105343091605
2019-01-31,Green,0.5707675155438359
2019-02-01,Green,0.5459886402894868
2019-02-02,Green,0.5341069724880431
2019-02-03,Green,0.5233768568976597
2019-02-04,Green,0.5361856721929142
2019-02-05,Green,0.5367347443817201
2019-02-06,Green,0.5568673563093688
2019-02-07,Green,0.6023122750646236
2019-02-08,Green,0.6450927195324625
2019-02-09,Green,0.6878104108890264
2019-02-10,Green,0.7281706647669781
2019-02-11,Green,0.7570026207853621
2019-02-12,Green,0.7487214905009199
2019-02-13,Green,0.7638217407198864
2019-02-14,Green,0.7419182399303994
2019-02-15,Green,0.7360654569599274
2019-02-16,Green,0.7372207416489656
2019-02-17,Green,0.7393662459936982
2019-02-18,Green,0.703680107919254
2019-02-19,Green,0.7040090631271869
2019-02-20,Green,0.6522279220243946
2019-02-21,Green,0.6175065336301359
2019-02-22,Green,0.5997464303559465
2019-02-23,Green,0.5950106362120019
2019-02-24,Green,0.5903693592658648
2019-02-25,Green,0.7220285414788584
2019-02-26,Green,0.7941575537629737
2019-02-27,Green,0.8233877741781452
2019-02-28,Green,1.0692755099317588
2019-03-01,Green,1.241004870600054
2019-03-02,Green,1.307065639293967
2019-03-03,Green,1.4311373897386521
2019-03-04,Green,1.5710653979805562
2019-03-05,Green,1.4918255892481291
2019-03-06,Green,1.5128241653768097
2019-03-07,Green,1.5226302191773589
2019-03-08,Green,1.5208462363334072
2019-03-09,Green,1.5271783721620795
2019-03-10,Green,1.5366246622007387
2019-03-11,Green,1.5215618488931173
2019-03-12,Green,1.5231402564830527
2019-03-13,Green,1.4776300305723713
2019-03-14,Green,1.4561716126823785
2019-03-15,Green,1.4343918551159929
2019-03-16,Green,1.4169901310378776
2019-03-17,Green,1.427771241967573
2019-03-18,Green,1.469063391936519
2019-03-19,Green,1.4909113147239494
2019-03-20,Green,1.48380112964212
2019-03-21,Green,1.434096302827216
2019-03-22,Green,1.3875941039901742
2019-03-23,Green,1.356465935311424
2019-03-24,Green,1.324365993125302
2019-03-25,Green,1.325517265179325
2019-03-26,Green,1.3644455459392755
2019-03-27,Green,1.3349408442887245
2019-03-28,Green,1.3245774841268436
2019-03-29,Green,1.3150478260570528
2019-03-30,Green,1.304835641564305
2019-03-31,Green,1.2948463825251058
2019-04-01,Green,1.3263487016084343
2019-04-02,Green,1.2937242776449485
2019-04-03,Green,1.2560514749373615
2019-04-04,Green,1.2425433415057656
2019-04-05,Green,1.231317870821395
2019-04-06,Green,1.2190931029239693
2019-04-07,Green,1.2499768448368136
2019-04-08,Green,1.286830376538451
2019-04-09,Green,1.3026072288464694
2019-04-10,Green,1.2727828051503611
2019-04-11,Green,1.2641341984765435
2019-04-12,Green,1.2570803279656215
2019-04-13,Green,1.2484087711320089
2019-04-14,Green,1.2365564753411307
2019-04-15,Green,1.2712444047284737
2019-04-16,Green,1.285926681324513
2019-04-17,Green,1.2934463640064313
2019-04-18,Green,1.31220684238571
2019-04-19,Green,1.3305408309623559
2019-04-20,Green,1.345259480493484
2019-04-21,Green,1.3407116051526136
2019-04-22,Green,1.3534311486076525
2019-04-23,Green,1.3545239792937254
2019-04-24,Green,1.385897019775631
2019-04-25,Green,1.411621453857523
2019-04-26,Green,1.4094788103944969
2019-04-27,Green,1.4094216653943799
2019-04-28,Green,1.3735461895843877
2019-04-29,Green,1.3258985545358482
2019-04-30,Green,1.2360555536995432
2019-05-01,Green,1.1985280040593527
2019-05-02,Green,1.1459142439801326
2019-05-03,Green,1.129993954868843
2019-05-04,Green,1.0947394173177434
2019-05-05,Green,1.1068446678157564
2019-05-06,Green,1.1077900724919079
2019-05-07,Green,1.112046425408317
2019-05-08,Green,1.1352262994033375
2019-05-09,Green,1.1543073360978524
2019-05-10,Green,1.1720559658760243
2019-05-11,Green,1.1918843136323427
2019-05-12,Green,1.2077666289676898
2019-05-13,Green,1.1966676171710682
2019-05-14,Green,1.189242953086232
2019-05-15,Green,1.1905578956050913
2019-05-16,Green,1.1972011571576342
2019-05-17,Green,1.1901296056593331
2019-05-18,Green,1.1883142745972193
2019-05-19,Green,1.1864287011016634
2019-05-20,Green,1.17942623290712
2019-05-21,Green,1.1438347393449588
2019-05-22,Green,1.1024327218964298
2019-05-23,Green,1.1644825142880761
2019-05-24,Green,1.212591472343032
2019-05-25,Green,1.2548907540224616
2019-05-26,Green,1.2897612410692996
2019-05-27,Green,1.355218119298612
2019-05-28,Green,1.3187850691357288
2019-05-29,Green,1.253138682733035
2019-05-30,Green,1.2343028141030055
2019-05-31,Green,1.2075409815358962
2019-06-01,Green,1.1902678479841549
2019-06-02,Green,1.1601660857315181
2019-06-03,Green,1.4369306295812727
2019-06-04,Green,1.5871002228620612
2019-06-05,Green,1.6676055927783822
2019-06-06,Green,1.7686002166996655
2019-06-07,Green,1.8812348871720972
2019-06-08,Green,1.7292956082953328
2019-06-09,Green,1.6737281885455446
2019-06-10,Green,1.7172861636364494
2019-06-11,Green,1.7181203538428336
2019-06-12,Green,1.6845633314186237
2019-06-13,Green,1.6706190594975858
2019-06-14,Green,1.6440747128966027
2019-06-15,Green,1.627272247343497
2019-06-16,Green,1.6122826966362553
2019-06-17,Green,1.6382874079571725
2019-06-18,Green,1.6454889179533692
2019-06-19,Green,1.65798084159056
2019-06-20,Green,1.6648320656379734
2019-06-21,Green,1.7989791079886195
2019-06-22,Green,1.8784686908752755
2019-06-23,Green,1.9511318217613358
2019-06-24,Green,2.017573490191365
2019-06-25,Green,2.0866879594488807
2019-06-26,Green,2.022725068338835
2019-06-27,Green,2.0189824384167614
2019-06-28,Green,1.9308815535167079
2019-06-29,Green,1.8920871083021467
2019-06-30,Green,1.940043344920123
2019-07-01,Green,1.8723047503032177
2019-07-02,Green,1.8356282427246824
2019-07-03,Green,1.8727713784180562
2019-07-04,Green,1.8765288230649895
2019-07-05,Green,1.7986393712684081
2019-07-06,Green,1.8438105751857645
2019-07-07,Green,1.8466327166205674
2019-07-08,Green,1.8036604200392212
2019-07-09,Green,1.8725312537772314
2019-07-10,Green,1.9009679730751272
2019-07-11,Green,2.014725362837097
2019-07-12,Green,2.0914712358204146
2019-07-13,Green,2.164074402878482
2019-07-14,Green,2.091937643857459
2019-07-15,Green,2.0889410753114794
2019-07-16,Green,2.0021097398319587
2019-07-17,Green,1.929146154594434
2019-07-18,Green,1.9097235709802114
2019-07-19,Green,1.9259270059325022
2019-07-20,Green,1.9137161780448544
2019-07-21,Green,1.9001520881161151
2019-07-22,Green,1.9131674515525803
2019-07-23,Green,1.9381746804452942
2019-07-24,Green,1.8484727881731833
2019-07-25,Green,1.803742569355931
2019-07-26,Green,1.7662811671418783
2019-07-27,Green,1.7102046380316238
2019-07-28,Green,1.669549590956033
2019-07-29,Green,1.730642341647489
2019-07-30,Green,1.7452545839209415
2019-07-31,Green,1.7046418254484987
2019-08-01,Green,1.707577212979679
2019-08-02,Green,1.6531822107225846
2019-08-03,Green,1.6035232070219532
2019-08-04,Green,1.557389783403595
2019-08-05,Green,1.5674152157080457
2019-08-06,Green,1.5505341946874083
2019-08-07,Green,1.5420175019431293
2019-08-08,Green,1.5467442103368847
2019-08-09,Green,1.546615613338027
2019-08-10,Green,1.5329171441624425
2019-08-11,Green,1.5269068530131862
2019-08-12,Green,1.655404458142506
2019-08-13,Green,1.7252118461568327
2019-08-14,Green,1.7754621209467263
2019-08-15,Green,1.7832105386045243
2019-08-16,Green,1.8105548567436063
2019-08-17,Green,1.7410322179230568
2019-08-18,Green,1.7076755818873681
2019-08-19,Green,1.695613102349213
2019-08-20,Green,1.7304393941870853
2019-08-21,Green,1.6740724193854226
2019-08-22,Green,1.6291812598192634
2019-08-23,Green,1.5960721226565755
2019-08-24,Green,1.5590501994262362
2019-08-25,Green,1.5120797596421738
2019-08-26,Green,1.5370495637841342
2019-08-27,Green,1.5497601218946004
2019-08-28,Green,1.5239761230585462
2019-08-29,Green,1.4777984930161003
2019-08-30,Green,1.46028342087365
2019-08-31,Green,1.4385108103341908
2019-09-01,Green,1.4177204485452066
2019-09-02,Green,1.4225743330923881
2019-09-03,Green,1.4559178430597604
2019-09-04,Green,1.4259032161285952
2019-09-05,Green,1.415716863304636
2019-09-06,Green,1.4160112086383578
2019-09-07,Green,1.420718669160389
2019-09-08,Green,1.4045740908058182
2019-09-09,Green,1.4326889867585126
2019-09-10,Green,1.424919001860308
2019-09-11,Green,1.404339577125349
2019-09-12,Green,1.3814626261556924
2019-09-13,Green,NA
2019-09-14,Green,NA
2016-01-01,People's,NA
2016-01-02,People's,NA
2016-01-03,People's,-0
2016-01-04,People's,-0
2016-01-05,People's,-0
2016-01-06,People's,-0
2016-01-07,People's,-0
2016-01-08,People's,-0
2016-01-09,People's,-0
2016-01-10,People's,-0
2016-01-11,People's,-0
2016-01-12,People's,-0
2016-01-13,People's,-0
2016-01-14,People's,-0
2016-01-15,People's,-0
2016-01-16,People's,-0
2016-01-17,People's,-0
2016-01-18,People's,-0
2016-01-19,People's,-0
2016-01-20,People's,-0
2016-01-21,People's,-0
2016-01-22,People's,-0
2016-01-23,People's,-0
2016-01-24,People's,-0
2016-01-25,People's,-0
2016-01-26,People's,-0
2016-01-27,People's,-0
2016-01-28,People's,-0
2016-01-29,People's,-0
2016-01-30,People's,-0
2016-01-31,People's,-0
2016-02-01,People's,-0
2016-02-02,People's,-0
2016-02-03,People's,-0
2016-02-04,People's,-0
2016-02-05,People's,-0
2016-02-06,People's,-0
2016-02-07,People's,-0
2016-02-08,People's,-0
2016-02-09,People's,-0
2016-02-10,People's,-0
2016-02-11,People's,-0
2016-02-12,People's,-0
2016-02-13,People's,-0
2016-02-14,People's,-0
2016-02-15,People's,-0
2016-02-16,People's,-0
2016-02-17,People's,-0
2016-02-18,People's,-0
2016-02-19,People's,-0
